"plh0012_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"SPD","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1053","0.452948215469697","0.431658152807998","0.474238278131395"
"SPD","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1804","0.464752496808399","0.448364219277352","0.481140774339447"
"SPD","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"SPD","1984","66 und älter","Westdeutschland, alte Bundeslaender","319","0.416542191829342","0.381967620746065","0.451116762912619"
"SPD","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"CDU","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","383","0.220043928737896","0.20232537743649","0.237762480039303"
"CDU","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"CDU","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1020","0.332100139671235","0.31662497337696","0.347575305965509"
"CDU","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"CDU","1984","66 und älter","Westdeutschland, alte Bundeslaender","291","0.373499415894062","0.339573758052008","0.407425073736116"
"CDU","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","58","0.0343862357593414","0.0265927367281252","0.0421797347905577"
"CSU","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","174","0.0576134213566351","0.0499570762910535","0.0652697664222166"
"CSU","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","66 und älter","Westdeutschland, alte Bundeslaender","52","0.0620916974087373","0.0451670538715737","0.079016340945901"
"CSU","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","38","0.0191487181951472","0.0132872032107331","0.0250102331795612"
"FDP","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","112","0.0341473440889577","0.028180028265456","0.0401146599124594"
"FDP","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","66 und älter","Westdeutschland, alte Bundeslaender","31","0.0411921339780343","0.0272542927196316","0.0551299752364371"
"FDP","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","332","0.158665687954606","0.143039096653333","0.174292279255879"
"Buendnis90/Gruene","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","92","0.0216138349424047","0.0168356144570105","0.0263920554277988"
"Buendnis90/Gruene","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
