"year","quintil","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1998","1 Einkommensschwächstes Quintil","Ostdeutschland","371.21","332.83","2065","153","221","442","614","1109.33","362.21","380.21","41","1772.33","355.333343505859","409"
"1998","1 Einkommensschwächstes Quintil","Westdeutschland","433.75","403.83","4216","177.67","256","554.67","767","1109.33","426.3","441.2","0","2660.67","435","442"
"1998","2","Ostdeutschland","385.93","351","1406","179","256","511","614","920","376.16","395.7","51","1278","358","409"
"1998","2","Westdeutschland","455.44","438.5","3697","205","307","562","767","1109.33","448.12","462.76","61","1432","442","442"
"1998","3","Ostdeutschland","402.73","403.83","896","205","264.33","511","614","1023","390.55","414.91","61","1330.33","409","409"
"1998","3","Westdeutschland","477.58","425.5","2662","221","307","614","775.67","1125","468.81","486.35","65","1772.33","442","460"
"1998","4","Ostdeutschland","462.46","425.5","382","256","307","562","665","1278","441.68","483.24","102","1278","442","460"
"1998","4","Westdeutschland","509.16","438.5","1970","221","307","614","888.33","1278","497.21","521.11","51","2214.33","442","511"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","461.09","438.5","115","307","358","511","663","1023","425.41","496.77","134.33","1109.33","435","511"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","531.61","485.5","1026","221","333.67","663","888.33","1534","514.69","548.53","77","1772.33","460","511"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"1999","2","Ostdeutschland","","","","","","","","","","","","","",""
"1999","2","Westdeutschland","","","","","","","","","","","","","",""
"1999","3","Ostdeutschland","","","","","","","","","","","","","",""
"1999","3","Westdeutschland","","","","","","","","","","","","","",""
"1999","4","Ostdeutschland","","","","","","","","","","","","","",""
"1999","4","Westdeutschland","","","","","","","","","","","","","",""
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","361.25","332.83","2553","153","221","442","614","920","353.56","368.94","20","1330.33","333.666656494141","385.666656494141"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","425.56","403.83","5979","177.67","256","554.67","716","1109.33","419.47","431.65","20","2214.33","442","442"
"2000","2","Ostdeutschland","385.01","356.67","2324","179","245","463.67","614","1023","377.01","393.01","26","1885","409","409"
"2000","2","Westdeutschland","477.16","441","6279","205","307","614","775.67","1330.33","470.62","483.7","26","3323.67","442","460"
"2000","3","Ostdeutschland","411.93","384.33","1438","205","256","511","663","1109.33","400.08","423.78","65","2214.33","409","409"
"2000","3","Westdeutschland","481.03","438.5","5201","221","307","614","775.67","1278","474.41","487.65","43.33","1790","442","442"
"2000","4","Ostdeutschland","413.9","345.83","706","205","264.33","511","716","1109.33","398.32","429.48","102","1278","358","409"
"2000","4","Westdeutschland","488.4","438.5","3997","221","307","614","818","1330.33","480.35","496.45","43.33","2045","442","460"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","521.68","403.83","250","221","333.67","663","996.67","1330.33","483.66","559.7","77","2214.33","409","511"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","521.77","451","2605","221","307","663","888.33","1330.33","511","532.54","51","2045","511","511"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","343.06","332.83","2123","134.33","205","442","554.67","888.33","335.12","351","21.67","1217.67","333.666656494141","355.333343505859"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","434.71","403.83","5040","156","234","554.67","767","1109.33","427.45","441.97","43.33","3068","442","442"
"2001","2","Ostdeutschland","381.85","332.83","2033","177.67","256","511","663","1023","373.63","390.07","61","1109.33","358","409"
"2001","2","Westdeutschland","477.45","441","5503","221","307","614","775.67","1109.33","470.79","484.11","51","2214.33","442","511"
"2001","3","Ostdeutschland","398.08","344.5","1469","205","256","511","614","1109.33","387.35","408.81","77","1551.33","398.666656494141","409"
"2001","3","Westdeutschland","491.78","438.5","4784","221","307","614","818","1109.33","484.87","498.69","51","3323.67","460","511"
"2001","4","Ostdeutschland","446.31","396","762","221","307","554.67","716","1278","430.9","461.72","102","1330.33","442","442"
"2001","4","Westdeutschland","478.76","438.5","3831","221","307","614","775.67","1330.33","470.43","487.09","51","2214.33","442","442"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","470.84","425.5","273","221","307","614","716","1278","442.76","498.92","102","1278","409","511"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","525.86","438.5","2550","221","333.67","663","888.33","1330.33","514.98","536.74","0","2045","460","511"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2002","2","Ostdeutschland","","","","","","","","","","","","","",""
"2002","2","Westdeutschland","","","","","","","","","","","","","",""
"2002","3","Ostdeutschland","","","","","","","","","","","","","",""
"2002","3","Westdeutschland","","","","","","","","","","","","","",""
"2002","4","Ostdeutschland","","","","","","","","","","","","","",""
