year,regtyp,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Yes,0.18814,2572,11682,0.18105,0.19523
2009,Urban regions,No,0.65305,9110,11682,0.64441,0.66168
2009,Rural regions,Yes,0.21839,1649,6336,0.20822,0.22856
2009,Rural regions,No,0.63031,4687,6336,0.61842,0.64220
2011,Urban regions,Yes,0.18809,3165,13360,0.18146,0.19471
2011,Urban regions,No,0.57800,10195,13360,0.56963,0.58638
2011,Rural regions,Yes,0.21498,2003,7385,0.20561,0.22435
2011,Rural regions,No,0.55365,5382,7385,0.54231,0.56499
2013,Urban regions,Yes,0.19748,3224,12047,0.19037,0.20459
2013,Urban regions,No,0.49954,8823,12047,0.49061,0.50847
2013,Rural regions,Yes,0.24386,2194,6819,0.23367,0.25405
2013,Rural regions,No,0.49725,4625,6819,0.48538,0.50912
2015,Urban regions,Yes,0.21413,3575,16171,0.20781,0.22045
2015,Urban regions,No,0.60578,12596,16171,0.59825,0.61332
2015,Rural regions,Yes,0.25314,2368,8869,0.24409,0.26219
2015,Rural regions,No,0.58329,6501,8869,0.57303,0.59355
2017,Urban regions,Yes,0.21268,3886,17147,0.20656,0.21881
2017,Urban regions,No,0.61914,13261,17147,0.61188,0.62641
2017,Rural regions,Yes,0.26002,2526,9402,0.25115,0.26888
2017,Rural regions,No,0.57876,6876,9402,0.56878,0.58874
2019,Urban regions,Yes,0.22081,4029,16365,0.21446,0.22717
2019,Urban regions,No,0.60879,12336,16365,0.60131,0.61627
2019,Rural regions,Yes,0.25993,2497,8806,0.25076,0.26909
2019,Rural regions,No,0.57403,6309,8806,0.56371,0.58436
2021,Urban regions,Yes,0.22420,2917,12996,0.21703,0.23137
2021,Urban regions,No,0.59773,10079,12996,0.58930,0.60616
2021,Rural regions,Yes,0.25002,1727,6167,0.23921,0.26083
2021,Rural regions,No,0.57527,4440,6167,0.56293,0.58760
