year,age_gr,regtyp,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,Yes,0.01732,32,1874,0.01141,0.02323
2009,17-29 y.,Urban regions,No,0.90938,1842,1874,0.89637,0.92238
2009,17-29 y.,Rural regions,Yes,0.03284,37,981,0.02168,0.04399
2009,17-29 y.,Rural regions,No,0.91785,944,981,0.90065,0.93504
2009,30-45 y.,Urban regions,Yes,0.07628,217,3074,0.06689,0.08566
2009,30-45 y.,Urban regions,No,0.92372,2857,3074,0.91434,0.93311
2009,30-45 y.,Rural regions,Yes,0.10859,172,1602,0.09335,0.12383
2009,30-45 y.,Rural regions,No,0.89141,1430,1602,0.87617,0.90665
2009,46-65 y.,Urban regions,Yes,0.27830,1082,4036,0.26447,0.29213
2009,46-65 y.,Urban regions,No,0.72170,2954,4036,0.70787,0.73553
2009,46-65 y.,Rural regions,Yes,0.32198,727,2289,0.30283,0.34112
2009,46-65 y.,Rural regions,No,0.67802,1562,2289,0.65888,0.69717
2009,66 and older,Urban regions,Yes,0.46971,1241,2698,0.45088,0.48855
2009,66 and older,Urban regions,No,0.53029,1457,2698,0.51145,0.54912
2009,66 and older,Rural regions,Yes,0.48578,713,1464,0.46017,0.51139
2009,66 and older,Rural regions,No,0.51422,751,1464,0.48861,0.53983
2011,17-29 y.,Urban regions,Yes,0.02019,45,2004,0.01403,0.02635
2011,17-29 y.,Urban regions,No,0.82028,1959,2004,0.80347,0.83710
2011,17-29 y.,Rural regions,No,0.80099,965,965,0.77579,0.82619
2011,30-45 y.,Urban regions,Yes,0.06520,249,3191,0.05664,0.07377
2011,30-45 y.,Urban regions,No,0.72891,2942,3191,0.71348,0.74433
2011,30-45 y.,Rural regions,Yes,0.09855,184,1665,0.08423,0.11287
2011,30-45 y.,Rural regions,No,0.67336,1481,1665,0.65083,0.69590
2011,46-65 y.,Urban regions,Yes,0.27046,1318,4859,0.25797,0.28295
2011,46-65 y.,Urban regions,No,0.68701,3541,4859,0.67397,0.70005
2011,46-65 y.,Rural regions,Yes,0.30840,935,2916,0.29163,0.32517
2011,46-65 y.,Rural regions,No,0.65063,1981,2916,0.63332,0.66794
2011,66 and older,Urban regions,Yes,0.47636,1553,3306,0.45933,0.49339
2011,66 and older,Urban regions,No,0.52297,1753,3306,0.50594,0.54000
2011,66 and older,Rural regions,Yes,0.48269,859,1814,0.45969,0.50569
2011,66 and older,Rural regions,No,0.51621,955,1814,0.49321,0.53922
2013,17-29 y.,Urban regions,Yes,0.02298,52,1712,0.01588,0.03008
2013,17-29 y.,Urban regions,No,0.65846,1660,1712,0.63599,0.68093
2013,17-29 y.,Rural regions,Yes,0.03003,36,824,0.01837,0.04169
2013,17-29 y.,Rural regions,No,0.69155,788,824,0.66000,0.72311
2013,30-45 y.,Urban regions,Yes,0.06555,227,2669,0.05616,0.07494
2013,30-45 y.,Urban regions,No,0.60709,2442,2669,0.58855,0.62562
2013,30-45 y.,Rural regions,Yes,0.09366,174,1404,0.07841,0.10890
2013,30-45 y.,Rural regions,No,0.60796,1230,1404,0.58242,0.63351
