year,pgisced97,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,No,0.62287,311,311,0.56892,0.67683
2009,Primary Level,Yes,0.22900,40,165,0.16469,0.29331
2009,Primary Level,No,0.77100,125,165,0.70669,0.83531
2009,Lower Secondary Level,Yes,0.28494,480,1788,0.26401,0.30587
2009,Lower Secondary Level,No,0.69237,1308,1788,0.67097,0.71377
2009,Upper Secondary Level,Yes,0.25316,2251,9060,0.24420,0.26211
2009,Upper Secondary Level,No,0.74675,6809,9060,0.73779,0.75570
2009,Post-secondary Non-tertiary Level,Yes,0.14591,150,997,0.12398,0.16783
2009,Post-secondary Non-tertiary Level,No,0.85409,847,997,0.83217,0.87602
2009,First Stage of Tertiary Education,Yes,0.25907,350,1332,0.23553,0.28261
2009,First Stage of Tertiary Education,No,0.74093,982,1332,0.71739,0.76447
2009,Second Stage of Tertiary Education,Yes,0.20842,942,4035,0.19589,0.22095
2009,Second Stage of Tertiary Education,No,0.79158,3093,4035,0.77905,0.80411
2011,Pre-primary Level,No,0.46758,311,311,0.41203,0.52312
2011,Primary Level,Yes,0.21382,58,229,0.16060,0.26704
2011,Primary Level,No,0.62602,171,229,0.56322,0.68883
2011,Lower Secondary Level,Yes,0.27019,602,2164,0.25147,0.28890
2011,Lower Secondary Level,No,0.62358,1562,2164,0.60317,0.64400
2011,Upper Secondary Level,Yes,0.25325,2778,10489,0.24493,0.26157
2011,Upper Secondary Level,No,0.67329,7711,10489,0.66432,0.68227
2011,Post-secondary Non-tertiary Level,Yes,0.14873,191,1201,0.12860,0.16887
2011,Post-secondary Non-tertiary Level,No,0.72466,1010,1201,0.69939,0.74994
2011,First Stage of Tertiary Education,Yes,0.28447,416,1447,0.26122,0.30773
2011,First Stage of Tertiary Education,No,0.65620,1031,1447,0.63172,0.68069
2011,Second Stage of Tertiary Education,Yes,0.20926,1108,4588,0.19749,0.22104
2011,Second Stage of Tertiary Education,No,0.70234,3480,4588,0.68911,0.71557
2013,Pre-primary Level,No,0.36779,254,254,0.30837,0.42721
2013,Primary Level,Yes,0.14836,43,192,0.09795,0.19877
2013,Primary Level,No,0.45297,149,192,0.38238,0.52357
2013,Lower Secondary Level,Yes,0.26020,569,1849,0.24020,0.28020
2013,Lower Secondary Level,No,0.50233,1280,1849,0.47953,0.52513
2013,Upper Secondary Level,Yes,0.28083,2919,9406,0.27175,0.28991
2013,Upper Secondary Level,No,0.59391,6487,9406,0.58398,0.60383
2013,Post-secondary Non-tertiary Level,Yes,0.15997,226,1097,0.13827,0.18168
2013,Post-secondary Non-tertiary Level,No,0.59816,871,1097,0.56913,0.62718
2013,First Stage of Tertiary Education,Yes,0.31083,425,1325,0.28590,0.33577
2013,First Stage of Tertiary Education,No,0.61855,900,1325,0.59238,0.64471
2013,Second Stage of Tertiary Education,Yes,0.22959,1214,4466,0.21726,0.24193
2013,Second Stage of Tertiary Education,No,0.62629,3252,4466,0.61210,0.64048
2015,Pre-primary Level,No,0.51598,346,346,0.46324,0.56871
2015,Primary Level,Yes,0.21308,82,409,0.17334,0.25281
2015,Primary Level,No,0.69855,327,409,0.65402,0.74308
2015,Lower Secondary Level,Yes,0.27324,624,2669,0.25633,0.29015
2015,Lower Secondary Level,No,0.67438,2045,2669,0.65660,0.69216
2015,Upper Secondary Level,Yes,0.29777,3097,11647,0.28947,0.30608
2015,Upper Secondary Level,No,0.68759,8550,11647,0.67917,0.69600
2015,Post-secondary Non-tertiary Level,Yes,0.18339,315,1953,0.16622,0.20056
2015,Post-secondary Non-tertiary Level,No,0.78570,1638,1953,0.76750,0.80391
2015,First Stage of Tertiary Education,Yes,0.33842,465,1525,0.31466,0.36217
2015,First Stage of Tertiary Education,No,0.65783,1060,1525,0.63401,0.68165
2015,Second Stage of Tertiary Education,Yes,0.23831,1317,5873,0.22742,0.24921
2015,Second Stage of Tertiary Education,No,0.72554,4556,5873,0.71413,0.73696
2017,Pre-primary Level,No,0.54450,408,408,0.49611,0.59288
2017,Primary Level,Yes,0.20435,93,453,0.16718,0.24152
2017,Primary Level,No,0.68261,360,453,0.63970,0.72553
2017,Lower Secondary Level,Yes,0.28639,654,2739,0.26946,0.30333
2017,Lower Secondary Level,No,0.68066,2085,2739,0.66319,0.69812
2017,Upper Secondary Level,Yes,0.30974,3305,12068,0.30149,0.31799
2017,Upper Secondary Level,No,0.68724,8763,12068,0.67896,0.69551
2017,Post-secondary Non-tertiary Level,Yes,0.20414,388,2213,0.18734,0.22094
2017,Post-secondary Non-tertiary Level,No,0.79309,1825,2213,0.77621,0.80997
2017,First Stage of Tertiary Education,Yes,0.31255,473,1536,0.28936,0.33574
2017,First Stage of Tertiary Education,No,0.68745,1063,1536,0.66426,0.71064
2017,Second Stage of Tertiary Education,Yes,0.22754,1455,6515,0.21736,0.23772
2017,Second Stage of Tertiary Education,No,0.76649,5060,6515,0.75622,0.77676
2019,Pre-primary Level,No,0.58353,325,325,0.52985,0.63721
2019,Primary Level,Yes,0.20061,86,390,0.16081,0.24040
2019,Primary Level,No,0.66127,304,390,0.61423,0.70830
2019,Lower Secondary Level,Yes,0.29062,595,2418,0.27251,0.30872
2019,Lower Secondary Level,No,0.66440,1823,2418,0.64557,0.68322
2019,Upper Secondary Level,Yes,0.32076,3279,11140,0.31209,0.32943
2019,Upper Secondary Level,No,0.67587,7861,11140,0.66718,0.68457
2019,Post-secondary Non-tertiary Level,Yes,0.18604,409,2177,0.16969,0.20239
2019,Post-secondary Non-tertiary Level,No,0.81083,1768,2177,0.79438,0.82729
2019,First Stage of Tertiary Education,Yes,0.34144,566,1667,0.31867,0.36421
2019,First Stage of Tertiary Education,No,0.65856,1101,1667,0.63579,0.68133
2019,Second Stage of Tertiary Education,Yes,0.23089,1657,7025,0.22103,0.24074
2019,Second Stage of Tertiary Education,No,0.76305,5368,7025,0.75311,0.77300
2021,Pre-primary Level,No,0.49757,188,188,0.42590,0.56923
2021,Primary Level,Yes,0.22117,119,927,0.19443,0.24790
2021,Primary Level,No,0.68907,808,927,0.65926,0.71889
2021,Lower Secondary Level,Yes,0.32163,391,1743,0.29970,0.34357
2021,Lower Secondary Level,No,0.64408,1352,1743,0.62159,0.66656
2021,Upper Secondary Level,Yes,0.31936,2119,7296,0.30866,0.33006
2021,Upper Secondary Level,No,0.66720,5177,7296,0.65638,0.67801
2021,Post-secondary Non-tertiary Level,Yes,0.19299,294,1589,0.17358,0.21240
2021,Post-secondary Non-tertiary Level,No,0.80261,1295,1589,0.78303,0.82218
2021,First Stage of Tertiary Education,Yes,0.37494,358,994,0.34483,0.40505
2021,First Stage of Tertiary Education,No,0.61768,636,994,0.58745,0.64790
2021,Second Stage of Tertiary Education,Yes,0.22535,1251,5636,0.21444,0.23626
2021,Second Stage of Tertiary Education,No,0.76402,4385,5636,0.75293,0.77510
