"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","Ostdeutschland","3742.97","1590","2335","3542.33","3943.61"
"1995","1 Einkommensschwächstes Quintil","Westdeutschland","2757.7","1224","4770","2642.43","2872.97"
"1995","2","Ostdeutschland","1697.25","402.5","1530","1542.65","1851.85"
"1995","2","Westdeutschland","1336.98","419","3420","1245.49","1428.47"
"1995","3","Ostdeutschland","1238.98","380.5","695","1063.42","1414.54"
"1995","3","Westdeutschland","1006.55","261","2322","923.89","1089.21"
"1995","4","Ostdeutschland","1109.68","0","250","871.74","1347.62"
"1995","4","Westdeutschland","568.83","0","1545","487.55","650.11"
"1995","5 Einkommensstärkstes Quintil","Ostdeutschland","642.71","0","51","253.86","1031.56"
"1995","5 Einkommensstärkstes Quintil","Westdeutschland","386.12","0","794","225.52","546.72"
"1996","1 Einkommensschwächstes Quintil","Ostdeutschland","4067.24","2570","2040","3859.92","4274.56"
"1996","1 Einkommensschwächstes Quintil","Westdeutschland","2801.96","1110.5","4334","2674.81","2929.11"
"1996","2","Ostdeutschland","2419.27","532","1598","2209.62","2628.92"
"1996","2","Westdeutschland","1572.38","507","3338","1475.24","1669.52"
"1996","3","Ostdeutschland","1951.11","406","793","1664.05","2238.17"
"1996","3","Westdeutschland","1294.17","368","2363","1171.7","1416.64"
"1996","4","Ostdeutschland","1215.93","0","289","752.42","1679.44"
"1996","4","Westdeutschland","825.99","0","1612","726.61","925.37"
"1996","5 Einkommensstärkstes Quintil","Ostdeutschland","1617.24","0","77","1122.42","2112.06"
"1996","5 Einkommensstärkstes Quintil","Westdeutschland","709.39","0","895","584.13","834.65"
"1997","1 Einkommensschwächstes Quintil","Ostdeutschland","5052.14","3712","1956","4823.43","5280.85"
"1997","1 Einkommensschwächstes Quintil","Westdeutschland","3607.42","2416","4031","3469.37","3745.47"
"1997","2","Ostdeutschland","2747.1","1176","1518","2529.12","2965.08"
"1997","2","Westdeutschland","2396.34","1187","3309","2276.97","2515.71"
"1997","3","Ostdeutschland","2184.55","1165.5","823","1927.27","2441.83"
"1997","3","Westdeutschland","1997.07","1145","2468","1866.59","2127.55"
"1997","4","Ostdeutschland","1791.1","0","307","1251.12","2331.08"
"1997","4","Westdeutschland","1235.96","0","1628","1123.23","1348.69"
"1997","5 Einkommensstärkstes Quintil","Ostdeutschland","1621.79","1046.5","79","1189.9","2053.68"
"1997","5 Einkommensstärkstes Quintil","Westdeutschland","1011.69","0","888","858.07","1165.31"
"1998","1 Einkommensschwächstes Quintil","Ostdeutschland","4919.96","3464.5","2103","4701.9","5138.02"
"1998","1 Einkommensschwächstes Quintil","Westdeutschland","3949.15","2694.5","4336","3804.02","4094.28"
"1998","2","Ostdeutschland","2753.99","1319","1418","2541.75","2966.23"
"1998","2","Westdeutschland","2455.06","1339.5","3756","2348.9","2561.22"
"1998","3","Ostdeutschland","2103.52","1314","903","1903.35","2303.69"
"1998","3","Westdeutschland","1920.31","1218","2694","1810.63","2029.99"
"1998","4","Ostdeutschland","1523.06","951","391","1269.8","1776.32"
"1998","4","Westdeutschland","1649.76","0","1992","1512.55","1786.97"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","2611.25","1288.5","119","1549.9","3672.6"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","1008.49","0","1044","837.11","1179.87"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","5233.17","3408","1675","4971.19","5495.15"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","3758.91","2687.5","3583","3603.26","3914.56"
"1999","2","Ostdeutschland","3127.49","2031","1624","2934.21","3320.77"
"1999","2","Westdeutschland","2695.55","1341","3679","2580.38","2810.72"
