"year","hhtyp","quintil","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","1193.03","0","892","0","0","380","4908","13740","984.06","1402","0","23647","0","0"
"1995","(Ehe-)Paar ohne Kind(er)","2","751.29","0","876","0","0","0","2045","12977","548.63","953.95","0","26015","0","0"
"1995","(Ehe-)Paar ohne Kind(er)","3","467.78","0","836","0","0","0","429","9817","349.55","586.01","0","13600","0","0"
"1995","(Ehe-)Paar ohne Kind(er)","4","274.61","0","704","0","0","0","429","6756","163.75","385.47","0","12854","0","0"
"1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","137.84","0","346","0","0","0","0","3906","-26.75","302.43","0","18317","0","0"
"1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","987.95","0","509","0","0","761","4384","7853","804.97","1170.93","0","12772","0","0"
"1995","1-Pers.- Haushalt","2","241.98","0","423","0","0","0","0","7363","115.14","368.82","0","12688","0","0"
"1995","1-Pers.- Haushalt","3","","","","","","","","","","","","","",""
"1995","1-Pers.- Haushalt","4","","","","","","","","","","","","","",""
"1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Alleinerziehende","1 Einkommensschwächstes Quintil","4037.41","1874.5","543","0","429","6531","12559","16364","3653.11","4421.71","0","23395","2362","3307"
"1995","Alleinerziehende","2","","","","","","","","","","","","","",""
"1995","Alleinerziehende","3","","","","","","","","","","","","","",""
"1995","Alleinerziehende","4","566.27","214.5","58","0","0","429","1380","7187","191.96","940.58","0","7187","0","429"
"1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","3736.93","2453.5","4668","429","859","5062","8498","23433","3611.25","3862.61","0","32371","2454","2577"
"1995","Paar mit Kind(ern)","2","2050.79","912.5","3113","0","429","2577","5369","12713","1955.18","2146.4","0","18413","982","1227"
"1995","Paar mit Kind(ern)","3","","","","","","","","","","","","","",""
"1995","Paar mit Kind(ern)","4","1122.71","675","783","0","307","1227","2454","8247","1003.1","1242.32","0","12373","429","736"
"1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","889.38","368","336","0","307","859","1473","14930","627.67","1151.09","0","17179","429","429"
"1995","Sonstige","1 Einkommensschwächstes Quintil","4752.65","3257.5","493","0","429","7669","13240","18222","4246.61","5258.69","0","38664","3006","4115"
"1995","Sonstige","2","2117.81","388.5","335","0","307","2577","8725","15557","1720.36","2515.26","0","15557","429","920"
"1995","Sonstige","3","","","","","","","","","","","","","",""
"1995","Sonstige","4","","","","","","","","","","","","","",""
"1995","Sonstige","5 Einkommensstärkstes Quintil","1656.35","214.5","35","0","0","1288","2514","21114","-347.89","3660.59","0","21114","0","1288"
"1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","1614.75","0","866","0","0","859","5927","15339","1336.35","1893.15","0","28776","0","0"
"1996","(Ehe-)Paar ohne Kind(er)","2","1414.75","0","864","0","0","0","5951","20288","1141.91","1687.59","0","35586","0","0"
