year,age_gr,regtyp,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,Urban regions,Very good,0.30337,768,2331,0.28470,0.32204
1992,17-29 y.,Urban regions,Good,0.49774,1149,2331,0.47743,0.51804
1992,17-29 y.,Urban regions,Satisfactory,0.15553,333,2331,0.14081,0.17024
1992,17-29 y.,Urban regions,Poor,0.03325,81,2331,0.02597,0.04053
1992,17-29 y.,Rural regions,Very good,0.30790,393,1171,0.28144,0.33435
1992,17-29 y.,Rural regions,Good,0.49395,570,1171,0.46530,0.52260
1992,17-29 y.,Rural regions,Satisfactory,0.14964,171,1171,0.12920,0.17008
1992,17-29 y.,Rural regions,Poor,0.03390,37,1171,0.02353,0.04427
1992,30-45 y.,Urban regions,Very good,0.16118,432,2711,0.14734,0.17502
1992,30-45 y.,Urban regions,Good,0.50095,1365,2711,0.48213,0.51978
1992,30-45 y.,Urban regions,Satisfactory,0.24604,643,2711,0.22982,0.26225
1992,30-45 y.,Urban regions,Poor,0.07625,232,2711,0.06626,0.08625
1992,30-45 y.,Urban regions,Bad,0.01427,39,2711,0.00981,0.01874
1992,30-45 y.,Rural regions,Very good,0.15384,226,1491,0.13552,0.17216
1992,30-45 y.,Rural regions,Good,0.50705,786,1491,0.48166,0.53243
1992,30-45 y.,Rural regions,Satisfactory,0.24197,352,1491,0.22023,0.26372
1992,30-45 y.,Rural regions,Poor,0.06654,94,1491,0.05389,0.07920
1992,30-45 y.,Rural regions,Bad,0.02979,33,1491,0.02115,0.03842
1992,46-65 y.,Urban regions,Very good,0.07012,164,2649,0.06039,0.07985
1992,46-65 y.,Urban regions,Good,0.31794,865,2649,0.30020,0.33568
1992,46-65 y.,Urban regions,Satisfactory,0.38935,1014,2649,0.37077,0.40792
1992,46-65 y.,Urban regions,Poor,0.16900,466,2649,0.15473,0.18328
1992,46-65 y.,Urban regions,Bad,0.05096,140,2649,0.04259,0.05934
1992,46-65 y.,Rural regions,Very good,0.06060,77,1351,0.04787,0.07333
1992,46-65 y.,Rural regions,Good,0.33808,467,1351,0.31285,0.36332
1992,46-65 y.,Rural regions,Satisfactory,0.42086,562,1351,0.39452,0.44719
1992,46-65 y.,Rural regions,Poor,0.12600,173,1351,0.10830,0.14370
1992,46-65 y.,Rural regions,Bad,0.05221,72,1351,0.04035,0.06408
1992,66 and older,Urban regions,Good,0.20208,184,905,0.17590,0.22825
1992,66 and older,Urban regions,Satisfactory,0.41814,405,905,0.38598,0.45029
1992,66 and older,Urban regions,Poor,0.23244,205,905,0.20490,0.25997
1992,66 and older,Urban regions,Bad,0.12676,111,905,0.10507,0.14844
1992,66 and older,Rural regions,Good,0.15586,82,503,0.12413,0.18759
1992,66 and older,Rural regions,Satisfactory,0.41934,223,503,0.37617,0.46251
1992,66 and older,Rural regions,Poor,0.27643,134,503,0.23731,0.31556
1992,66 and older,Rural regions,Bad,0.12261,64,503,0.09392,0.15131
1994,17-29 y.,Urban regions,Very good,0.20070,495,2208,0.18399,0.21741
1994,17-29 y.,Urban regions,Good,0.51924,1156,2208,0.49839,0.54008
1994,17-29 y.,Urban regions,Satisfactory,0.20483,425,2208,0.18799,0.22167
1994,17-29 y.,Urban regions,Poor,0.06419,132,2208,0.05397,0.07442
1994,17-29 y.,Rural regions,Very good,0.22187,252,1100,0.19730,0.24643
1994,17-29 y.,Rural regions,Good,0.51285,577,1100,0.48330,0.54240
1994,17-29 y.,Rural regions,Satisfactory,0.21891,224,1100,0.19446,0.24335
1994,17-29 y.,Rural regions,Poor,0.04005,47,1100,0.02846,0.05164
1994,30-45 y.,Urban regions,Very good,0.09793,285,2687,0.08669,0.10917
1994,30-45 y.,Urban regions,Good,0.47921,1274,2687,0.46031,0.49810
1994,30-45 y.,Urban regions,Satisfactory,0.29778,785,2687,0.28049,0.31507
1994,30-45 y.,Urban regions,Poor,0.10558,296,2687,0.09395,0.11720
1994,30-45 y.,Urban regions,Bad,0.01792,47,2687,0.01291,0.02294
1994,30-45 y.,Rural regions,Very good,0.10368,133,1431,0.08788,0.11948
1994,30-45 y.,Rural regions,Good,0.47745,715,1431,0.45156,0.50334
1994,30-45 y.,Rural regions,Satisfactory,0.30395,446,1431,0.28011,0.32780
1994,30-45 y.,Rural regions,Poor,0.09205,137,1431,0.07706,0.10703
1994,46-65 y.,Urban regions,Very good,0.04464,103,2554,0.03663,0.05265
1994,46-65 y.,Urban regions,Good,0.30568,797,2554,0.28781,0.32355
1994,46-65 y.,Urban regions,Satisfactory,0.38818,978,2554,0.36928,0.40708
1994,46-65 y.,Urban regions,Poor,0.20902,547,2554,0.19324,0.22479
1994,46-65 y.,Urban regions,Bad,0.04684,129,2554,0.03864,0.05503
1994,46-65 y.,Rural regions,Very good,0.03600,49,1327,0.02597,0.04602
1994,46-65 y.,Rural regions,Good,0.31966,422,1327,0.29455,0.34476
1994,46-65 y.,Rural regions,Satisfactory,0.44250,581,1327,0.41576,0.46923
1994,46-65 y.,Rural regions,Poor,0.15557,212,1327,0.13606,0.17508
1994,46-65 y.,Rural regions,Bad,0.04597,63,1327,0.03470,0.05724
1994,66 and older,Urban regions,Good,0.17576,179,950,0.15154,0.19998
1994,66 and older,Urban regions,Satisfactory,0.42024,409,950,0.38884,0.45165
1994,66 and older,Urban regions,Poor,0.26029,254,950,0.23237,0.28821
1994,66 and older,Urban regions,Bad,0.12060,108,950,0.09988,0.14132
1994,66 and older,Rural regions,Good,0.18870,102,512,0.15478,0.22263
1994,66 and older,Rural regions,Satisfactory,0.40825,222,512,0.36563,0.45086
1994,66 and older,Rural regions,Poor,0.26870,125,512,0.23027,0.30714
1994,66 and older,Rural regions,Bad,0.11469,63,512,0.08706,0.14231
1995,17-29 y.,Urban regions,Very good,0.19814,483,2192,0.18145,0.21483
1995,17-29 y.,Urban regions,Good,0.53987,1175,2192,0.51900,0.56074
1995,17-29 y.,Urban regions,Satisfactory,0.19379,413,2192,0.17724,0.21034
1995,17-29 y.,Urban regions,Poor,0.05326,121,2192,0.04386,0.06266
1995,17-29 y.,Rural regions,Very good,0.19669,221,1118,0.17338,0.22000
1995,17-29 y.,Rural regions,Good,0.54551,613,1118,0.51631,0.57471
1995,17-29 y.,Rural regions,Satisfactory,0.18151,221,1118,0.15890,0.20411
1995,17-29 y.,Rural regions,Poor,0.06889,63,1118,0.05403,0.08374
1995,30-45 y.,Urban regions,Very good,0.09004,294,2877,0.07957,0.10050
1995,30-45 y.,Urban regions,Good,0.47287,1383,2877,0.45463,0.49112
1995,30-45 y.,Urban regions,Satisfactory,0.32732,877,2877,0.31017,0.34446
1995,30-45 y.,Urban regions,Poor,0.09028,275,2877,0.07980,0.10075
1995,30-45 y.,Urban regions,Bad,0.01436,48,2877,0.01001,0.01870
1995,30-45 y.,Rural regions,Very good,0.09839,150,1533,0.08347,0.11330
1995,30-45 y.,Rural regions,Good,0.48901,756,1533,0.46398,0.51404
1995,30-45 y.,Rural regions,Satisfactory,0.30444,487,1533,0.28139,0.32748
1995,30-45 y.,Rural regions,Poor,0.09364,140,1533,0.07905,0.10823
1995,46-65 y.,Urban regions,Very good,0.03462,83,2588,0.02758,0.04167
1995,46-65 y.,Urban regions,Good,0.32462,831,2588,0.30657,0.34266
1995,46-65 y.,Urban regions,Satisfactory,0.39195,1001,2588,0.37314,0.41077
1995,46-65 y.,Urban regions,Poor,0.19358,533,2588,0.17835,0.20880
1995,46-65 y.,Urban regions,Bad,0.05178,140,2588,0.04324,0.06032
1995,46-65 y.,Rural regions,Very good,0.02667,36,1366,0.01812,0.03522
1995,46-65 y.,Rural regions,Good,0.29341,412,1366,0.26925,0.31756
1995,46-65 y.,Rural regions,Satisfactory,0.43341,597,1366,0.40712,0.45970
1995,46-65 y.,Rural regions,Poor,0.19478,261,1366,0.17377,0.21578
1995,46-65 y.,Rural regions,Bad,0.04596,60,1366,0.03485,0.05707
1995,66 and older,Urban regions,Good,0.17232,181,976,0.14861,0.19602
1995,66 and older,Urban regions,Satisfactory,0.40322,402,976,0.37243,0.43401
1995,66 and older,Urban regions,Poor,0.27478,278,976,0.24676,0.30280
1995,66 and older,Urban regions,Bad,0.11725,115,976,0.09705,0.13744
1995,66 and older,Rural regions,Good,0.20992,108,503,0.17429,0.24554
1995,66 and older,Rural regions,Satisfactory,0.42164,222,503,0.37844,0.46484
1995,66 and older,Rural regions,Poor,0.23977,118,503,0.20242,0.27711
1995,66 and older,Rural regions,Bad,0.10112,55,503,0.07475,0.12750
1996,17-29 y.,Urban regions,Very good,0.20646,468,2050,0.18893,0.22399
1996,17-29 y.,Urban regions,Good,0.52025,1069,2050,0.49862,0.54189
1996,17-29 y.,Urban regions,Satisfactory,0.20581,407,2050,0.18831,0.22332
1996,17-29 y.,Urban regions,Poor,0.05614,106,2050,0.04617,0.06610
1996,17-29 y.,Rural regions,Very good,0.15895,198,1085,0.13719,0.18072
1996,17-29 y.,Rural regions,Good,0.57201,604,1085,0.54256,0.60147
1996,17-29 y.,Rural regions,Satisfactory,0.22136,232,1085,0.19664,0.24607
1996,17-29 y.,Rural regions,Poor,0.04418,51,1085,0.03194,0.05641
1996,30-45 y.,Urban regions,Very good,0.10742,313,2894,0.09614,0.11871
1996,30-45 y.,Urban regions,Good,0.48151,1398,2894,0.46331,0.49972
1996,30-45 y.,Urban regions,Satisfactory,0.30604,877,2894,0.28925,0.32283
1996,30-45 y.,Urban regions,Poor,0.08346,256,2894,0.07338,0.09354
1996,30-45 y.,Urban regions,Bad,0.01733,50,2894,0.01257,0.02209
1996,30-45 y.,Rural regions,Very good,0.09997,132,1509,0.08483,0.11511
1996,30-45 y.,Rural regions,Good,0.48525,739,1509,0.46003,0.51048
1996,30-45 y.,Rural regions,Satisfactory,0.30401,496,1509,0.28080,0.32723
1996,30-45 y.,Rural regions,Poor,0.09432,142,1509,0.07957,0.10907
1996,46-65 y.,Urban regions,Very good,0.03561,94,2516,0.02837,0.04286
1996,46-65 y.,Urban regions,Good,0.29679,748,2516,0.27893,0.31464
1996,46-65 y.,Urban regions,Satisfactory,0.41959,1034,2516,0.40031,0.43888
1996,46-65 y.,Urban regions,Poor,0.19513,510,2516,0.17964,0.21062
1996,46-65 y.,Urban regions,Bad,0.04962,130,2516,0.04113,0.05810
1996,46-65 y.,Rural regions,Very good,0.03820,50,1377,0.02807,0.04833
1996,46-65 y.,Rural regions,Good,0.31003,417,1377,0.28559,0.33446
1996,46-65 y.,Rural regions,Satisfactory,0.43276,610,1377,0.40658,0.45894
1996,46-65 y.,Rural regions,Poor,0.17017,239,1377,0.15031,0.19002
1996,46-65 y.,Rural regions,Bad,0.04519,61,1377,0.03422,0.05617
1996,66 and older,Urban regions,Good,0.16508,174,1000,0.14205,0.18810
1996,66 and older,Urban regions,Satisfactory,0.43100,446,1000,0.40029,0.46171
1996,66 and older,Urban regions,Poor,0.26595,273,1000,0.23855,0.29335
1996,66 and older,Urban regions,Bad,0.10740,107,1000,0.08820,0.12660
1996,66 and older,Rural regions,Good,0.16818,87,509,0.13565,0.20071
1996,66 and older,Rural regions,Satisfactory,0.46417,250,509,0.42080,0.50754
1996,66 and older,Rural regions,Poor,0.23629,114,509,0.19935,0.27324
1996,66 and older,Rural regions,Bad,0.10886,58,509,0.08177,0.13594
1997,17-29 y.,Urban regions,Very good,0.22106,434,1953,0.20265,0.23947
1997,17-29 y.,Urban regions,Good,0.54101,1088,1953,0.51890,0.56311
1997,17-29 y.,Urban regions,Satisfactory,0.18927,347,1953,0.17189,0.20665
1997,17-29 y.,Urban regions,Poor,0.03921,84,1953,0.03060,0.04782
1997,17-29 y.,Rural regions,Very good,0.19340,200,1039,0.16938,0.21743
1997,17-29 y.,Rural regions,Good,0.57923,610,1039,0.54920,0.60926
1997,17-29 y.,Rural regions,Satisfactory,0.17997,192,1039,0.15660,0.20334
1997,17-29 y.,Rural regions,Poor,0.03365,37,1039,0.02268,0.04462
1997,30-45 y.,Urban regions,Very good,0.09679,269,2873,0.08597,0.10760
1997,30-45 y.,Urban regions,Good,0.50249,1507,2873,0.48420,0.52078
1997,30-45 y.,Urban regions,Satisfactory,0.30141,812,2873,0.28462,0.31819
1997,30-45 y.,Urban regions,Poor,0.08869,252,2873,0.07830,0.09909
1997,30-45 y.,Urban regions,Bad,0.01009,33,2873,0.00644,0.01375
1997,30-45 y.,Rural regions,Very good,0.09861,124,1469,0.08336,0.11386
1997,30-45 y.,Rural regions,Good,0.47764,735,1469,0.45208,0.50319
1997,30-45 y.,Rural regions,Satisfactory,0.31546,490,1469,0.29169,0.33923
1997,30-45 y.,Rural regions,Poor,0.09762,120,1469,0.08244,0.11280
1997,46-65 y.,Urban regions,Very good,0.03230,72,2468,0.02532,0.03927
1997,46-65 y.,Urban regions,Good,0.31875,809,2468,0.30037,0.33714
1997,46-65 y.,Urban regions,Satisfactory,0.39714,963,2468,0.37784,0.41645
1997,46-65 y.,Urban regions,Poor,0.19696,482,2468,0.18126,0.21265
1997,46-65 y.,Urban regions,Bad,0.05385,142,2468,0.04494,0.06275
1997,46-65 y.,Rural regions,Very good,0.03655,46,1378,0.02664,0.04646
1997,46-65 y.,Rural regions,Good,0.30761,422,1378,0.28324,0.33199
1997,46-65 y.,Rural regions,Satisfactory,0.44901,615,1378,0.42274,0.47528
1997,46-65 y.,Rural regions,Poor,0.15066,227,1378,0.13177,0.16956
1997,46-65 y.,Rural regions,Bad,0.05304,68,1378,0.04121,0.06488
1997,66 and older,Urban regions,Good,0.16740,177,1028,0.14457,0.19023
1997,66 and older,Urban regions,Satisfactory,0.45284,482,1028,0.42240,0.48329
1997,66 and older,Urban regions,Poor,0.23892,260,1028,0.21284,0.26500
1997,66 and older,Urban regions,Bad,0.11364,109,1028,0.09423,0.13305
1997,66 and older,Rural regions,Good,0.12212,81,521,0.09398,0.15027
1997,66 and older,Rural regions,Satisfactory,0.49753,259,521,0.45456,0.54051
1997,66 and older,Rural regions,Poor,0.26353,133,521,0.22566,0.30139
1997,66 and older,Rural regions,Bad,0.09519,48,521,0.06997,0.12042
1998,17-29 y.,Urban regions,Very good,0.25427,519,2039,0.23536,0.27317
1998,17-29 y.,Urban regions,Good,0.52923,1091,2039,0.50756,0.55090
1998,17-29 y.,Urban regions,Satisfactory,0.16929,339,2039,0.15301,0.18557
1998,17-29 y.,Urban regions,Poor,0.03944,90,2039,0.03099,0.04789
1998,17-29 y.,Rural regions,Very good,0.21937,234,1102,0.19493,0.24382
1998,17-29 y.,Rural regions,Good,0.55383,627,1102,0.52446,0.58319
1998,17-29 y.,Rural regions,Satisfactory,0.17938,201,1102,0.15671,0.20204
1998,17-29 y.,Rural regions,Poor,0.04183,40,1102,0.03000,0.05365
1998,30-45 y.,Urban regions,Very good,0.11146,331,3170,0.10050,0.12241
1998,30-45 y.,Urban regions,Good,0.52610,1720,3170,0.50871,0.54348
1998,30-45 y.,Urban regions,Satisfactory,0.27582,841,3170,0.26026,0.29139
1998,30-45 y.,Urban regions,Poor,0.07000,225,3170,0.06112,0.07888
1998,30-45 y.,Urban regions,Bad,0.01572,53,3170,0.01139,0.02005
1998,30-45 y.,Rural regions,Very good,0.11208,160,1625,0.09673,0.12742
1998,30-45 y.,Rural regions,Good,0.50647,845,1625,0.48215,0.53079
1998,30-45 y.,Rural regions,Satisfactory,0.28451,491,1625,0.26256,0.30645
1998,30-45 y.,Rural regions,Poor,0.07830,129,1625,0.06523,0.09137
1998,46-65 y.,Urban regions,Very good,0.04521,115,2797,0.03751,0.05292
1998,46-65 y.,Urban regions,Good,0.33613,943,2797,0.31863,0.35364
1998,46-65 y.,Urban regions,Satisfactory,0.37812,1073,2797,0.36014,0.39609
1998,46-65 y.,Urban regions,Poor,0.18402,522,2797,0.16966,0.19839
1998,46-65 y.,Urban regions,Bad,0.05133,144,2797,0.04315,0.05951
1998,46-65 y.,Rural regions,Very good,0.04688,64,1580,0.03645,0.05731
1998,46-65 y.,Rural regions,Good,0.33065,537,1580,0.30745,0.35386
1998,46-65 y.,Rural regions,Satisfactory,0.39826,635,1580,0.37411,0.42241
1998,46-65 y.,Rural regions,Poor,0.17470,275,1580,0.15597,0.19343
1998,46-65 y.,Rural regions,Bad,0.04525,69,1580,0.03500,0.05550
1998,66 and older,Urban regions,Very good,0.03644,41,1235,0.02599,0.04690
1998,66 and older,Urban regions,Good,0.18203,227,1235,0.16050,0.20356
1998,66 and older,Urban regions,Satisfactory,0.41179,519,1235,0.38433,0.43925
1998,66 and older,Urban regions,Poor,0.25023,314,1235,0.22606,0.27439
1998,66 and older,Urban regions,Bad,0.11799,134,1235,0.09999,0.13599
1998,66 and older,Rural regions,Good,0.17056,107,605,0.14056,0.20056
1998,66 and older,Rural regions,Satisfactory,0.46437,293,605,0.42460,0.50415
1998,66 and older,Rural regions,Poor,0.23264,134,605,0.19894,0.26634
1998,66 and older,Rural regions,Bad,0.10988,71,605,0.08494,0.13482
1999,17-29 y.,Urban regions,Very good,0.25489,449,1912,0.23535,0.27443
1999,17-29 y.,Urban regions,Good,0.50280,1006,1912,0.48038,0.52521
1999,17-29 y.,Urban regions,Satisfactory,0.19444,378,1912,0.17669,0.21218
1999,17-29 y.,Urban regions,Poor,0.03817,79,1912,0.02958,0.04676
1999,17-29 y.,Rural regions,Very good,0.17008,187,1042,0.14725,0.19290
1999,17-29 y.,Rural regions,Good,0.57071,599,1042,0.54064,0.60078
1999,17-29 y.,Rural regions,Satisfactory,0.19469,203,1042,0.17064,0.21875
1999,17-29 y.,Rural regions,Poor,0.05983,53,1042,0.04542,0.07424
1999,30-45 y.,Urban regions,Very good,0.10387,332,3090,0.09311,0.11463
1999,30-45 y.,Urban regions,Good,0.53512,1633,3090,0.51753,0.55271
1999,30-45 y.,Urban regions,Satisfactory,0.26315,820,3090,0.24762,0.27868
1999,30-45 y.,Urban regions,Poor,0.08415,261,3090,0.07436,0.09394
1999,30-45 y.,Urban regions,Bad,0.01174,44,3090,0.00794,0.01554
1999,30-45 y.,Rural regions,Very good,0.09560,139,1596,0.08117,0.11003
1999,30-45 y.,Rural regions,Good,0.49732,796,1596,0.47278,0.52185
1999,30-45 y.,Rural regions,Satisfactory,0.31021,537,1596,0.28751,0.33291
1999,30-45 y.,Rural regions,Poor,0.07916,124,1596,0.06591,0.09241
1999,46-65 y.,Urban regions,Very good,0.04567,108,2666,0.03774,0.05360
1999,46-65 y.,Urban regions,Good,0.30068,831,2666,0.28327,0.31809
1999,46-65 y.,Urban regions,Satisfactory,0.40856,1086,2666,0.38989,0.42722
1999,46-65 y.,Urban regions,Poor,0.19305,502,2666,0.17806,0.20803
1999,46-65 y.,Urban regions,Bad,0.04584,139,2666,0.03790,0.05378
1999,46-65 y.,Rural regions,Very good,0.03759,47,1507,0.02798,0.04719
1999,46-65 y.,Rural regions,Good,0.35104,505,1507,0.32693,0.37514
1999,46-65 y.,Rural regions,Satisfactory,0.41052,637,1507,0.38567,0.43536
1999,46-65 y.,Rural regions,Poor,0.15772,254,1507,0.13932,0.17613
1999,46-65 y.,Rural regions,Bad,0.04166,64,1507,0.03157,0.05175
1999,66 and older,Urban regions,Good,0.18349,220,1153,0.16114,0.20584
1999,66 and older,Urban regions,Satisfactory,0.40904,507,1153,0.38065,0.43743
1999,66 and older,Urban regions,Poor,0.25842,295,1153,0.23314,0.28370
1999,66 and older,Urban regions,Bad,0.11896,131,1153,0.10026,0.13765
1999,66 and older,Rural regions,Good,0.15105,97,603,0.12244,0.17965
1999,66 and older,Rural regions,Satisfactory,0.47747,292,603,0.43757,0.51737
1999,66 and older,Rural regions,Poor,0.21536,140,603,0.18252,0.24820
1999,66 and older,Rural regions,Bad,0.13434,74,603,0.10709,0.16158
2000,17-29 y.,Urban regions,Very good,0.28316,801,2882,0.26671,0.29961
2000,17-29 y.,Urban regions,Good,0.49068,1452,2882,0.47242,0.50893
2000,17-29 y.,Urban regions,Satisfactory,0.17213,495,2882,0.15835,0.18592
2000,17-29 y.,Urban regions,Poor,0.04403,134,2882,0.03654,0.05152
2000,17-29 y.,Rural regions,Very good,0.23356,355,1653,0.21315,0.25396
2000,17-29 y.,Rural regions,Good,0.51903,923,1653,0.49494,0.54313
2000,17-29 y.,Rural regions,Satisfactory,0.18225,298,1653,0.16364,0.20087
2000,17-29 y.,Rural regions,Poor,0.05092,77,1653,0.04032,0.06152
2000,30-45 y.,Urban regions,Very good,0.13811,703,5371,0.12888,0.14734
2000,30-45 y.,Urban regions,Good,0.50389,2799,5371,0.49051,0.51726
2000,30-45 y.,Urban regions,Satisfactory,0.26747,1401,5371,0.25563,0.27931
2000,30-45 y.,Urban regions,Poor,0.07466,395,5371,0.06763,0.08169
2000,30-45 y.,Urban regions,Bad,0.01414,73,5371,0.01098,0.01730
2000,30-45 y.,Rural regions,Very good,0.12129,326,2784,0.10916,0.13342
2000,30-45 y.,Rural regions,Good,0.48278,1363,2784,0.46422,0.50135
2000,30-45 y.,Rural regions,Satisfactory,0.30291,843,2784,0.28584,0.31999
2000,30-45 y.,Rural regions,Poor,0.07827,219,2784,0.06829,0.08825
2000,30-45 y.,Rural regions,Bad,0.01375,33,2784,0.00942,0.01808
2000,46-65 y.,Urban regions,Very good,0.05924,292,5077,0.05274,0.06573
2000,46-65 y.,Urban regions,Good,0.33534,1682,5077,0.32235,0.34833
2000,46-65 y.,Urban regions,Satisfactory,0.39826,2031,5077,0.38480,0.41173
2000,46-65 y.,Urban regions,Poor,0.15977,841,5077,0.14969,0.16985
2000,46-65 y.,Urban regions,Bad,0.04603,231,5077,0.04027,0.05180
2000,46-65 y.,Rural regions,Very good,0.04969,117,2677,0.04146,0.05793
2000,46-65 y.,Rural regions,Good,0.33162,882,2677,0.31378,0.34946
2000,46-65 y.,Rural regions,Satisfactory,0.40405,1089,2677,0.38546,0.42265
2000,46-65 y.,Rural regions,Poor,0.16781,461,2677,0.15365,0.18197
2000,46-65 y.,Rural regions,Bad,0.04493,128,2677,0.03708,0.05277
2000,66 and older,Urban regions,Very good,0.02391,57,2334,0.01771,0.03010
2000,66 and older,Urban regions,Good,0.17483,414,2334,0.15942,0.19025
2000,66 and older,Urban regions,Satisfactory,0.45223,1060,2334,0.43204,0.47243
2000,66 and older,Urban regions,Poor,0.24518,570,2334,0.22772,0.26263
2000,66 and older,Urban regions,Bad,0.10175,233,2334,0.08948,0.11401
2000,66 and older,Rural regions,Good,0.17562,237,1237,0.15441,0.19684
2000,66 and older,Rural regions,Satisfactory,0.47269,590,1237,0.44485,0.50052
2000,66 and older,Rural regions,Poor,0.23821,291,1237,0.21446,0.26196
2000,66 and older,Rural regions,Bad,0.09439,119,1237,0.07809,0.11069
2001,17-29 y.,Urban regions,Very good,0.28064,727,2600,0.26336,0.29791
2001,17-29 y.,Urban regions,Good,0.49348,1300,2600,0.47426,0.51270
2001,17-29 y.,Urban regions,Satisfactory,0.17011,444,2600,0.15566,0.18455
2001,17-29 y.,Urban regions,Poor,0.04980,129,2600,0.04143,0.05816
2001,17-29 y.,Rural regions,Very good,0.26385,362,1467,0.24129,0.28641
2001,17-29 y.,Rural regions,Good,0.49704,769,1467,0.47145,0.52264
2001,17-29 y.,Rural regions,Satisfactory,0.17449,265,1467,0.15506,0.19392
2001,17-29 y.,Rural regions,Poor,0.05333,71,1467,0.04183,0.06483
2001,30-45 y.,Urban regions,Very good,0.13274,627,4844,0.12318,0.14230
2001,30-45 y.,Urban regions,Good,0.50480,2498,4844,0.49072,0.51888
2001,30-45 y.,Urban regions,Satisfactory,0.27672,1316,4844,0.26412,0.28932
2001,30-45 y.,Urban regions,Poor,0.06839,332,4844,0.06128,0.07550
2001,30-45 y.,Urban regions,Bad,0.01603,71,4844,0.01249,0.01957
2001,30-45 y.,Rural regions,Very good,0.11826,263,2477,0.10554,0.13098
