year,age_gr,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,Very good,0.30627,1179,3539,0.29108,0.32146
1992,17-29 y.,Good,0.49578,1732,3539,0.47930,0.51225
1992,17-29 y.,Satisfactory,0.15307,509,3539,0.14121,0.16494
1992,17-29 y.,Poor,0.03337,119,3539,0.02745,0.03929
1992,30-45 y.,Very good,0.15967,670,4253,0.14866,0.17068
1992,30-45 y.,Good,0.50277,2179,4253,0.48774,0.51780
1992,30-45 y.,Satisfactory,0.24440,1004,4253,0.23148,0.25731
1992,30-45 y.,Poor,0.07309,327,4253,0.06526,0.08091
1992,30-45 y.,Bad,0.01893,73,4253,0.01483,0.02302
1992,46-65 y.,Very good,0.06760,245,4024,0.05984,0.07536
1992,46-65 y.,Good,0.32398,1338,4024,0.30952,0.33844
1992,46-65 y.,Satisfactory,0.39907,1583,4024,0.38394,0.41421
1992,46-65 y.,Poor,0.15527,643,4024,0.14408,0.16647
1992,46-65 y.,Bad,0.05158,215,4024,0.04474,0.05841
1992,66 and older,Very good,0.02037,31,1446,0.01309,0.02766
1992,66 and older,Good,0.18796,269,1446,0.16781,0.20810
1992,66 and older,Satisfactory,0.41844,631,1446,0.39300,0.44387
1992,66 and older,Poor,0.24643,340,1446,0.22421,0.26865
1992,66 and older,Bad,0.12500,175,1446,0.10795,0.14206
1994,17-29 y.,Very good,0.20738,747,3340,0.19363,0.22114
1994,17-29 y.,Good,0.51722,1733,3340,0.50027,0.53417
1994,17-29 y.,Satisfactory,0.20928,649,3340,0.19548,0.22307
1994,17-29 y.,Poor,0.05657,179,3340,0.04873,0.06441
1994,17-29 y.,Bad,0.00853,32,3340,0.00541,0.01165
1994,30-45 y.,Very good,0.09965,418,4141,0.09053,0.10877
1994,30-45 y.,Good,0.47868,1989,4141,0.46346,0.49390
1994,30-45 y.,Satisfactory,0.29963,1231,4141,0.28567,0.31358
1994,30-45 y.,Poor,0.10153,433,4141,0.09233,0.11073
1994,30-45 y.,Bad,0.01905,70,4141,0.01489,0.02322
1994,46-65 y.,Very good,0.04192,152,3881,0.03561,0.04822
1994,46-65 y.,Good,0.31009,1219,3881,0.29553,0.32464
1994,46-65 y.,Satisfactory,0.40530,1559,3881,0.38985,0.42075
1994,46-65 y.,Poor,0.19217,759,3881,0.17977,0.20457
1994,46-65 y.,Bad,0.04656,192,3881,0.03993,0.05319
1994,66 and older,Good,0.17989,281,1462,0.16020,0.19959
1994,66 and older,Satisfactory,0.41641,631,1462,0.39113,0.44169
1994,66 and older,Poor,0.26298,379,1462,0.24040,0.28555
1994,66 and older,Bad,0.11871,171,1462,0.10212,0.13529
1995,17-29 y.,Very good,0.19768,704,3341,0.18417,0.21118
1995,17-29 y.,Good,0.54168,1788,3341,0.52478,0.55858
1995,17-29 y.,Satisfactory,0.18986,634,3341,0.17656,0.20316
1995,17-29 y.,Poor,0.05826,184,3341,0.05032,0.06621
1995,17-29 y.,Bad,0.00808,31,3341,0.00505,0.01112
1995,30-45 y.,Very good,0.09260,444,4433,0.08407,0.10114
1995,30-45 y.,Good,0.47783,2139,4433,0.46313,0.49254
1995,30-45 y.,Satisfactory,0.32028,1364,4433,0.30655,0.33402
1995,30-45 y.,Poor,0.09131,415,4433,0.08283,0.09979
1995,30-45 y.,Bad,0.01420,71,4433,0.01071,0.01768
1995,46-65 y.,Very good,0.03205,119,3954,0.02656,0.03754
1995,46-65 y.,Good,0.31452,1243,3954,0.30004,0.32899
1995,46-65 y.,Satisfactory,0.40537,1598,3954,0.39006,0.42067
1995,46-65 y.,Poor,0.19396,794,3954,0.18164,0.20629
1995,46-65 y.,Bad,0.04990,200,3954,0.04311,0.05668
1995,66 and older,Very good,0.02748,36,1515,0.01925,0.03572
1995,66 and older,Good,0.18409,289,1515,0.16457,0.20362
1995,66 and older,Satisfactory,0.40899,624,1515,0.38422,0.43375
1995,66 and older,Poor,0.26381,396,1515,0.24161,0.28601
1995,66 and older,Bad,0.11220,170,1515,0.09630,0.12810
1996,17-29 y.,Very good,0.19105,666,3135,0.17728,0.20481
1996,17-29 y.,Good,0.53705,1673,3135,0.51959,0.55450
1996,17-29 y.,Satisfactory,0.21086,639,3135,0.19658,0.22514
1996,17-29 y.,Poor,0.05226,157,3135,0.04446,0.06005
1996,30-45 y.,Very good,0.10523,445,4425,0.09619,0.11428
1996,30-45 y.,Good,0.48261,2137,4425,0.46789,0.49734
1996,30-45 y.,Satisfactory,0.30544,1373,4425,0.29187,0.31902
1996,30-45 y.,Poor,0.08665,398,4425,0.07836,0.09494
1996,30-45 y.,Bad,0.01681,72,4425,0.01302,0.02060
1996,46-65 y.,Very good,0.03645,144,3893,0.03056,0.04234
1996,46-65 y.,Good,0.30106,1165,3893,0.28665,0.31547
1996,46-65 y.,Satisfactory,0.42384,1644,3893,0.40832,0.43937
1996,46-65 y.,Poor,0.18707,749,3893,0.17482,0.19933
1996,46-65 y.,Bad,0.04819,191,3893,0.04146,0.05492
1996,66 and older,Very good,0.02184,33,1542,0.01454,0.02914
1996,66 and older,Good,0.16603,261,1542,0.14745,0.18461
1996,66 and older,Satisfactory,0.44116,696,1542,0.41637,0.46595
1996,66 and older,Poor,0.25687,387,1542,0.23505,0.27868
1996,66 and older,Bad,0.10784,165,1542,0.09236,0.12333
1997,17-29 y.,Very good,0.21206,634,3025,0.19750,0.22663
1997,17-29 y.,Good,0.55357,1699,3025,0.53585,0.57129
1997,17-29 y.,Satisfactory,0.18615,539,3025,0.17228,0.20002
1997,17-29 y.,Poor,0.03741,121,3025,0.03064,0.04417
1997,17-29 y.,Bad,0.00941,32,3025,0.00597,0.01285
1997,30-45 y.,Very good,0.09733,393,4363,0.08853,0.10612
1997,30-45 y.,Good,0.49512,2242,4363,0.48028,0.50996
1997,30-45 y.,Satisfactory,0.30557,1302,4363,0.29190,0.31924
1997,30-45 y.,Poor,0.09134,372,4363,0.08279,0.09989
1997,30-45 y.,Bad,0.00994,54,4363,0.00699,0.01288
1997,46-65 y.,Very good,0.03367,118,3846,0.02796,0.03937
1997,46-65 y.,Good,0.31517,1231,3846,0.30048,0.32985
1997,46-65 y.,Satisfactory,0.41384,1578,3846,0.39827,0.42941
1997,46-65 y.,Poor,0.18205,709,3846,0.16986,0.19425
1997,46-65 y.,Bad,0.05359,210,3846,0.04647,0.06071
1997,66 and older,Good,0.15348,258,1549,0.13552,0.17143
1997,66 and older,Satisfactory,0.46658,741,1549,0.44173,0.49143
1997,66 and older,Poor,0.24649,393,1549,0.22502,0.26796
1997,66 and older,Bad,0.10797,157,1549,0.09251,0.12343
1998,17-29 y.,Very good,0.24326,753,3141,0.22825,0.25827
1998,17-29 y.,Good,0.53698,1718,3141,0.51954,0.55443
1998,17-29 y.,Satisfactory,0.17247,540,3141,0.15926,0.18569
1998,17-29 y.,Poor,0.04019,130,3141,0.03332,0.04706
1998,30-45 y.,Very good,0.11165,491,4822,0.10276,0.12054
1998,30-45 y.,Good,0.52013,2565,4822,0.50603,0.53423
1998,30-45 y.,Satisfactory,0.27846,1332,4822,0.26581,0.29112
1998,30-45 y.,Poor,0.07252,354,4822,0.06520,0.07984
1998,30-45 y.,Bad,0.01521,80,4822,0.01175,0.01866
1998,46-65 y.,Very good,0.04575,179,4377,0.03956,0.05194
1998,46-65 y.,Good,0.33437,1480,4377,0.32039,0.34835
1998,46-65 y.,Satisfactory,0.38460,1708,4377,0.37018,0.39901
1998,46-65 y.,Poor,0.18103,797,4377,0.16962,0.19243
1998,46-65 y.,Bad,0.04937,213,4377,0.04295,0.05579
1998,66 and older,Very good,0.02981,51,1850,0.02206,0.03756
1998,66 and older,Good,0.17848,334,1850,0.16102,0.19593
1998,66 and older,Satisfactory,0.42809,812,1850,0.40554,0.45064
1998,66 and older,Poor,0.24478,448,1850,0.22518,0.26437
1998,66 and older,Bad,0.11547,205,1850,0.10091,0.13004
1999,17-29 y.,Very good,0.22873,636,2954,0.21358,0.24388
1999,17-29 y.,Good,0.52375,1605,2954,0.50573,0.54176
1999,17-29 y.,Satisfactory,0.19452,581,2954,0.18024,0.20879
1999,17-29 y.,Poor,0.04485,132,2954,0.03739,0.05232
1999,30-45 y.,Very good,0.10134,471,4711,0.09272,0.10996
1999,30-45 y.,Good,0.52357,2429,4711,0.50931,0.53783
1999,30-45 y.,Satisfactory,0.27753,1357,4711,0.26474,0.29032
1999,30-45 y.,Poor,0.08263,385,4711,0.07476,0.09049
1999,30-45 y.,Bad,0.01355,69,4711,0.01025,0.01685
1999,46-65 y.,Very good,0.04312,155,4173,0.03696,0.04929
1999,46-65 y.,Good,0.31654,1336,4173,0.30243,0.33065
1999,46-65 y.,Satisfactory,0.40917,1723,4173,0.39425,0.42409
1999,46-65 y.,Poor,0.18192,756,4173,0.17022,0.19363
1999,46-65 y.,Bad,0.04452,203,4173,0.03827,0.05078
1999,66 and older,Very good,0.02194,35,1791,0.01515,0.02873
1999,66 and older,Good,0.17332,317,1791,0.15578,0.19086
1999,66 and older,Satisfactory,0.43049,799,1791,0.40756,0.45343
1999,66 and older,Poor,0.24492,435,1791,0.22500,0.26484
1999,66 and older,Bad,0.12378,205,1791,0.10852,0.13903
2000,17-29 y.,Very good,0.26656,1156,4535,0.25369,0.27943
2000,17-29 y.,Good,0.50017,2375,4535,0.48561,0.51472
2000,17-29 y.,Satisfactory,0.17552,793,4535,0.16444,0.18659
2000,17-29 y.,Poor,0.04634,211,4535,0.04022,0.05245
2000,30-45 y.,Very good,0.13292,1029,8155,0.12555,0.14029
2000,30-45 y.,Good,0.49737,4162,8155,0.48651,0.50822
2000,30-45 y.,Satisfactory,0.27842,2244,8155,0.26869,0.28815
2000,30-45 y.,Poor,0.07577,614,8155,0.07003,0.08152
2000,30-45 y.,Bad,0.01402,106,8155,0.01147,0.01657
2000,46-65 y.,Very good,0.05624,409,7754,0.05111,0.06137
2000,46-65 y.,Good,0.33417,2564,7754,0.32367,0.34467
2000,46-65 y.,Satisfactory,0.40008,3120,7754,0.38918,0.41099
2000,46-65 y.,Poor,0.16230,1302,7754,0.15409,0.17050
2000,46-65 y.,Bad,0.04569,359,7754,0.04104,0.05033
2000,66 and older,Very good,0.02233,79,3593,0.01750,0.02716
2000,66 and older,Good,0.17509,651,3593,0.16266,0.18752
2000,66 and older,Satisfactory,0.45891,1650,3593,0.44262,0.47521
2000,66 and older,Poor,0.24290,861,3593,0.22888,0.25693
2000,66 and older,Bad,0.09934,352,3593,0.08956,0.10913
2001,17-29 y.,Very good,0.27507,1089,4067,0.26135,0.28880
2001,17-29 y.,Good,0.49466,2069,4067,0.47929,0.51003
2001,17-29 y.,Satisfactory,0.17156,709,4067,0.15997,0.18315
2001,17-29 y.,Poor,0.05097,200,4067,0.04421,0.05773
2001,30-45 y.,Very good,0.12828,890,7321,0.12062,0.13594
2001,30-45 y.,Good,0.49797,3722,7321,0.48651,0.50942
2001,30-45 y.,Satisfactory,0.28196,2058,7321,0.27166,0.29227
2001,30-45 y.,Poor,0.07464,544,7321,0.06862,0.08066
2001,30-45 y.,Bad,0.01574,107,7321,0.01289,0.01859
2001,46-65 y.,Very good,0.05778,366,7080,0.05234,0.06321
2001,46-65 y.,Good,0.33737,2389,7080,0.32635,0.34838
2001,46-65 y.,Satisfactory,0.38427,2794,7080,0.37294,0.39560
2001,46-65 y.,Poor,0.16981,1200,7080,0.16106,0.17855
2001,46-65 y.,Bad,0.04743,331,7080,0.04247,0.05238
2001,66 and older,Very good,0.02307,74,3398,0.01802,0.02812
2001,66 and older,Good,0.17432,620,3398,0.16157,0.18708
2001,66 and older,Satisfactory,0.46339,1577,3398,0.44662,0.48016
2001,66 and older,Poor,0.24666,815,3398,0.23216,0.26116
2001,66 and older,Bad,0.09202,312,3398,0.08230,0.10174
2002,17-29 y.,Very good,0.24815,1037,4103,0.23494,0.26137
2002,17-29 y.,Good,0.51136,2169,4103,0.49606,0.52666
2002,17-29 y.,Satisfactory,0.18839,727,4103,0.17642,0.20035
2002,17-29 y.,Poor,0.04110,170,4103,0.03502,0.04717
2002,30-45 y.,Very good,0.10892,832,7427,0.10184,0.11601
2002,30-45 y.,Good,0.49526,3803,7427,0.48389,0.50663
2002,30-45 y.,Satisfactory,0.29717,2092,7427,0.28678,0.30757
2002,30-45 y.,Poor,0.08182,595,7427,0.07558,0.08805
2002,30-45 y.,Bad,0.01470,105,7427,0.01196,0.01744
