year,sampreg,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,Good,0.31336,5358,13649,0.30558,0.32114
2009,West,Satisfactory,0.29908,4641,13649,0.29140,0.30676
2009,West,Poor,0.12212,1870,13649,0.11663,0.12762
2009,West,Bad,0.03456,509,13649,0.03149,0.03762
2009,East,Very good,0.05781,289,4563,0.05104,0.06458
2009,East,Good,0.33278,1788,4563,0.31911,0.34646
2009,East,Satisfactory,0.30219,1621,4563,0.28886,0.31551
2009,East,Poor,0.13854,683,4563,0.12852,0.14857
2009,East,Bad,0.03981,182,4563,0.03414,0.04549
2010,West,Very good,0.08684,2454,18793,0.08281,0.09086
2010,West,Good,0.31162,7634,18793,0.30500,0.31824
2010,West,Satisfactory,0.28300,5711,18793,0.27656,0.28944
2010,West,Poor,0.12523,2380,18793,0.12049,0.12996
2010,West,Bad,0.03796,614,18793,0.03523,0.04069
2010,East,Very good,0.06596,521,5513,0.05940,0.07251
2010,East,Good,0.33521,2294,5513,0.32275,0.34767
2010,East,Satisfactory,0.29704,1739,5513,0.28497,0.30910
2010,East,Poor,0.14429,744,5513,0.13502,0.15357
2010,East,Bad,0.03902,215,5513,0.03391,0.04414
2011,West,Very good,0.09002,2732,22486,0.08628,0.09376
2011,West,Good,0.32414,9238,22486,0.31802,0.33025
2011,West,Satisfactory,0.26582,6769,22486,0.26004,0.27159
2011,West,Poor,0.12641,2967,22486,0.12207,0.13076
2011,West,Bad,0.03592,780,22486,0.03348,0.03835
2011,East,Very good,0.07808,576,6382,0.07150,0.08467
2011,East,Good,0.30378,2553,6382,0.29249,0.31506
2011,East,Satisfactory,0.31804,2108,6382,0.30662,0.32947
2011,East,Poor,0.13371,884,6382,0.12535,0.14206
2011,East,Bad,0.03804,261,6382,0.03335,0.04274
2012,West,Very good,0.09114,2572,21901,0.08732,0.09495
2012,West,Good,0.32508,9058,21901,0.31887,0.33128
2012,West,Satisfactory,0.27814,6794,21901,0.27221,0.28408
2012,West,Poor,0.11848,2757,21901,0.11420,0.12276
2012,West,Bad,0.03185,720,21901,0.02952,0.03417
2012,East,Very good,0.06521,487,6239,0.05909,0.07134
2012,East,Good,0.32476,2593,6239,0.31314,0.33638
2012,East,Satisfactory,0.30674,2052,6239,0.29529,0.31818
2012,East,Poor,0.13419,871,6239,0.12573,0.14265
2012,East,Bad,0.03832,236,6239,0.03355,0.04308
2013,West,Very good,0.09682,3448,24956,0.09315,0.10049
2013,West,Good,0.31696,10073,24956,0.31119,0.32274
2013,West,Satisfactory,0.27233,7349,24956,0.26681,0.27785
2013,West,Poor,0.12416,3240,24956,0.12007,0.12825
2013,West,Bad,0.03521,846,24956,0.03293,0.03750
2013,East,Very good,0.06938,539,6199,0.06305,0.07571
2013,East,Good,0.31269,2413,6199,0.30115,0.32424
2013,East,Satisfactory,0.31281,2101,6199,0.30126,0.32435
2013,East,Poor,0.13478,901,6199,0.12628,0.14328
2013,East,Bad,0.04365,245,6199,0.03856,0.04874
2014,West,Very good,0.09212,2587,21968,0.08830,0.09595
2014,West,Good,0.31886,8846,21968,0.31270,0.32502
2014,West,Satisfactory,0.27590,6805,21968,0.26999,0.28181
2014,West,Poor,0.12993,3008,21968,0.12548,0.13438
2014,West,Bad,0.03253,722,21968,0.03018,0.03487
2014,East,Very good,0.06675,453,5659,0.06025,0.07326
2014,East,Good,0.31600,2271,5659,0.30389,0.32811
2014,East,Satisfactory,0.29964,1883,5659,0.28770,0.31158
2014,East,Poor,0.14230,833,5659,0.13320,0.15141
2014,East,Bad,0.03846,219,5659,0.03345,0.04347
2015,West,Very good,0.09327,2782,21816,0.08941,0.09713
2015,West,Good,0.32271,8888,21816,0.31651,0.32892
2015,West,Satisfactory,0.27302,6570,21816,0.26710,0.27893
2015,West,Poor,0.12745,2918,21816,0.12303,0.13188
2015,West,Bad,0.03336,658,21816,0.03098,0.03575
2015,East,Very good,0.06679,446,5488,0.06018,0.07339
2015,East,Good,0.31136,2128,5488,0.29911,0.32361
2015,East,Satisfactory,0.30254,1889,5488,0.29039,0.31470
2015,East,Poor,0.13839,799,5488,0.12925,0.14753
2015,East,Bad,0.04455,226,5488,0.03909,0.05001
2016,West,Very good,0.08515,3280,22127,0.08147,0.08883
2016,West,Good,0.32654,8687,22127,0.32036,0.33272
2016,West,Satisfactory,0.27475,6495,22127,0.26887,0.28063
2016,West,Poor,0.12799,2924,22127,0.12359,0.13240
2016,West,Bad,0.03365,741,22127,0.03127,0.03603
2016,East,Very good,0.06989,579,5631,0.06323,0.07655
2016,East,Good,0.32421,2203,5631,0.31199,0.33644
2016,East,Satisfactory,0.28506,1777,5631,0.27326,0.29685
2016,East,Poor,0.14338,841,5631,0.13423,0.15254
2016,East,Bad,0.03606,231,5631,0.03119,0.04093
2017,West,Very good,0.09410,3932,24834,0.09047,0.09774
2017,West,Good,0.31473,9708,24834,0.30895,0.32051
2017,West,Satisfactory,0.28024,7277,24834,0.27465,0.28582
2017,West,Poor,0.12896,3188,24834,0.12479,0.13313
2017,West,Bad,0.02879,729,24834,0.02671,0.03087
2017,East,Very good,0.05867,655,6264,0.05285,0.06449
2017,East,Good,0.34273,2517,6264,0.33098,0.35449
2017,East,Satisfactory,0.28118,1991,6264,0.27005,0.29232
2017,East,Poor,0.12747,860,6264,0.11921,0.13573
2017,East,Bad,0.04287,241,6264,0.03785,0.04789
2018,West,Very good,0.09570,3854,23628,0.09195,0.09945
2018,West,Good,0.31635,9091,23628,0.31042,0.32228
2018,West,Satisfactory,0.28227,6946,23628,0.27653,0.28801
2018,West,Poor,0.12488,2999,23628,0.12066,0.12909
2018,West,Bad,0.03088,738,23628,0.02867,0.03308
2018,East,Very good,0.06913,700,6121,0.06277,0.07548
2018,East,Good,0.34934,2418,6121,0.33740,0.36129
2018,East,Satisfactory,0.28365,1974,6121,0.27236,0.29494
2018,East,Poor,0.11917,801,6121,0.11105,0.12728
2018,East,Bad,0.03465,228,6121,0.03006,0.03923
2019,West,Very good,0.09263,3717,23375,0.08891,0.09634
2019,West,Good,0.32638,9403,23375,0.32037,0.33239
2019,West,Satisfactory,0.27135,6741,23375,0.26565,0.27705
2019,West,Poor,0.12391,2841,23375,0.11969,0.12814
2019,West,Bad,0.02902,673,23375,0.02687,0.03117
2019,East,Very good,0.06568,652,6086,0.05945,0.07190
2019,East,Good,0.34484,2503,6086,0.33290,0.35678
2019,East,Satisfactory,0.28158,1879,6086,0.27028,0.29288
2019,East,Poor,0.12887,840,6086,0.12045,0.13729
2019,East,Bad,0.03449,212,6086,0.02991,0.03908
2020,West,Very good,0.09838,4394,23940,0.09461,0.10216
2020,West,Good,0.32481,9853,23940,0.31887,0.33074
2020,West,Satisfactory,0.26962,6335,23940,0.26400,0.27525
2020,West,Poor,0.11977,2701,23940,0.11566,0.12388
2020,West,Bad,0.02940,657,23940,0.02726,0.03154
2020,East,Very good,0.08568,780,5915,0.07855,0.09281
2020,East,Good,0.32545,2397,5915,0.31351,0.33739
2020,East,Satisfactory,0.28979,1814,5915,0.27823,0.30136
2020,East,Poor,0.12630,755,5915,0.11783,0.13476
2020,East,Bad,0.02913,169,5915,0.02485,0.03342
2021,West,Very good,0.10570,2695,15934,0.10093,0.11048
2021,West,Good,0.30914,6314,15934,0.30196,0.31631
2021,West,Satisfactory,0.26602,4352,15934,0.25916,0.27288
2021,West,Poor,0.12484,2015,15934,0.11970,0.12997
2021,West,Bad,0.03336,558,15934,0.03057,0.03615
2021,East,Very good,0.10031,524,3977,0.09098,0.10965
2021,East,Good,0.33659,1618,3977,0.32190,0.35128
2021,East,Satisfactory,0.25162,1176,3977,0.23814,0.26511
2021,East,Poor,0.12589,533,3977,0.11558,0.13620
2021,East,Bad,0.03354,126,3977,0.02794,0.03913
