year,age_gr,sampreg,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,West,Very good,0.29672,856,2631,0.27927,0.31418
1992,17-29 y.,West,Good,0.49420,1276,2631,0.47509,0.51331
1992,17-29 y.,West,Satisfactory,0.16061,401,2631,0.14658,0.17464
1992,17-29 y.,West,Poor,0.03687,98,2631,0.02966,0.04407
1992,17-29 y.,East,Very good,0.34364,323,887,0.31237,0.37492
1992,17-29 y.,East,Good,0.50196,456,887,0.46904,0.53489
1992,17-29 y.,East,Satisfactory,0.12357,108,887,0.10190,0.14524
1992,30-45 y.,West,Very good,0.16072,449,2820,0.14716,0.17428
1992,30-45 y.,West,Good,0.48123,1338,2820,0.46279,0.49968
1992,30-45 y.,West,Satisfactory,0.25653,714,2820,0.24041,0.27265
1992,30-45 y.,West,Poor,0.08016,260,2820,0.07013,0.09018
1992,30-45 y.,West,Bad,0.02035,59,2820,0.01514,0.02556
1992,30-45 y.,East,Very good,0.15544,221,1419,0.13658,0.17430
1992,30-45 y.,East,Good,0.58983,841,1419,0.56423,0.61543
1992,30-45 y.,East,Satisfactory,0.19536,290,1419,0.17472,0.21600
1992,30-45 y.,East,Poor,0.04451,67,1419,0.03378,0.05524
1992,46-65 y.,West,Very good,0.06915,176,2793,0.05974,0.07856
1992,46-65 y.,West,Good,0.31617,893,2793,0.29892,0.33342
1992,46-65 y.,West,Satisfactory,0.39225,1060,2793,0.37414,0.41036
1992,46-65 y.,West,Poor,0.16295,491,2793,0.14925,0.17665
1992,46-65 y.,West,Bad,0.05693,173,2793,0.04834,0.06553
1992,46-65 y.,East,Very good,0.06202,69,1231,0.04854,0.07550
1992,46-65 y.,East,Good,0.35215,445,1231,0.32546,0.37885
1992,46-65 y.,East,Satisfactory,0.42369,523,1231,0.39608,0.45131
1992,46-65 y.,East,Poor,0.12759,152,1231,0.10895,0.14624
1992,46-65 y.,East,Bad,0.03226,42,1231,0.02238,0.04213
1992,66 and older,West,Good,0.19806,211,1035,0.17377,0.22235
1992,66 and older,West,Satisfactory,0.41229,453,1035,0.38229,0.44230
1992,66 and older,West,Poor,0.24588,246,1035,0.21963,0.27212
1992,66 and older,West,Bad,0.12309,125,1035,0.10307,0.14312
1992,66 and older,East,Good,0.14076,58,380,0.10574,0.17577
1992,66 and older,East,Satisfactory,0.44715,178,380,0.39709,0.49721
1992,66 and older,East,Poor,0.24904,94,380,0.20550,0.29258
1992,66 and older,East,Bad,0.13393,50,380,0.09964,0.16822
1994,17-29 y.,West,Very good,0.21226,582,2469,0.19613,0.22839
1994,17-29 y.,West,Good,0.51013,1267,2469,0.49041,0.52986
1994,17-29 y.,West,Satisfactory,0.20508,475,2469,0.18915,0.22101
1994,17-29 y.,West,Poor,0.06158,145,2469,0.05210,0.07107
1994,17-29 y.,East,Very good,0.18782,165,839,0.16137,0.21426
1994,17-29 y.,East,Good,0.54567,466,839,0.51196,0.57938
1994,17-29 y.,East,Satisfactory,0.22610,174,839,0.19778,0.25442
1994,17-29 y.,East,Poor,0.03646,34,839,0.02377,0.04915
1994,30-45 y.,West,Very good,0.10027,299,2799,0.08914,0.11140
1994,30-45 y.,West,Good,0.47526,1323,2799,0.45676,0.49377
1994,30-45 y.,West,Satisfactory,0.29793,814,2799,0.28098,0.31487
1994,30-45 y.,West,Poor,0.10333,307,2799,0.09206,0.11461
1994,30-45 y.,West,Bad,0.02157,56,2799,0.01619,0.02695
1994,30-45 y.,East,Very good,0.09713,119,1328,0.08120,0.11306
1994,30-45 y.,East,Good,0.49261,666,1328,0.46571,0.51951
1994,30-45 y.,East,Satisfactory,0.30655,417,1328,0.28174,0.33136
1994,30-45 y.,East,Poor,0.09418,126,1328,0.07847,0.10990
1994,46-65 y.,West,Very good,0.04355,113,2691,0.03584,0.05126
1994,46-65 y.,West,Good,0.31608,865,2691,0.29851,0.33365
1994,46-65 y.,West,Satisfactory,0.39040,1014,2691,0.37196,0.40883
1994,46-65 y.,West,Poor,0.19845,559,2691,0.18337,0.21352
1994,46-65 y.,West,Bad,0.04651,140,2691,0.03855,0.05447
1994,46-65 y.,East,Very good,0.03581,39,1190,0.02525,0.04637
1994,46-65 y.,East,Good,0.28767,354,1190,0.26194,0.31340
1994,46-65 y.,East,Satisfactory,0.46105,545,1190,0.43272,0.48939
1994,46-65 y.,East,Poor,0.16870,200,1190,0.14741,0.18998
1994,46-65 y.,East,Bad,0.04677,52,1190,0.03477,0.05877
1994,66 and older,West,Good,0.18002,211,1069,0.15698,0.20306
1994,66 and older,West,Satisfactory,0.40633,445,1069,0.37688,0.43579
1994,66 and older,West,Poor,0.27163,289,1069,0.24495,0.29831
1994,66 and older,West,Bad,0.11793,124,1069,0.09859,0.13727
1994,66 and older,East,Good,0.17931,70,393,0.14133,0.21728
1994,66 and older,East,Satisfactory,0.46345,186,393,0.41408,0.51281
1994,66 and older,East,Poor,0.22260,90,393,0.18142,0.26378
1994,66 and older,East,Bad,0.12234,47,393,0.08990,0.15478
1995,17-29 y.,West,Very good,0.20589,560,2484,0.18999,0.22179
1995,17-29 y.,West,Good,0.53298,1321,2484,0.51335,0.55260
1995,17-29 y.,West,Satisfactory,0.18781,457,2484,0.17245,0.20317
1995,17-29 y.,West,Poor,0.05961,146,2484,0.05030,0.06893
1995,17-29 y.,East,Very good,0.16424,144,826,0.13895,0.18952
1995,17-29 y.,East,Good,0.57710,467,826,0.54339,0.61081
1995,17-29 y.,East,Satisfactory,0.19819,177,826,0.17099,0.22539
1995,17-29 y.,East,Poor,0.05277,38,826,0.03751,0.06802
1995,30-45 y.,West,Very good,0.09413,333,3153,0.08394,0.10433
1995,30-45 y.,West,Good,0.47421,1518,3153,0.45678,0.49164
1995,30-45 y.,West,Satisfactory,0.31935,951,3153,0.30308,0.33563
1995,30-45 y.,West,Poor,0.09362,300,3153,0.08345,0.10379
1995,30-45 y.,West,Bad,0.01421,51,3153,0.01008,0.01834
1995,30-45 y.,East,Very good,0.08580,111,1260,0.07033,0.10127
1995,30-45 y.,East,Good,0.49396,621,1260,0.46635,0.52158
1995,30-45 y.,East,Satisfactory,0.32442,413,1260,0.29856,0.35028
1995,30-45 y.,East,Poor,0.08102,115,1260,0.06595,0.09610
1995,46-65 y.,West,Very good,0.03404,92,2782,0.02730,0.04078
1995,46-65 y.,West,Good,0.32658,911,2782,0.30915,0.34401
1995,46-65 y.,West,Satisfactory,0.38693,1050,2782,0.36882,0.40503
1995,46-65 y.,West,Poor,0.19490,571,2782,0.18018,0.20963
1995,46-65 y.,West,Bad,0.05294,158,2782,0.04462,0.06127
1995,46-65 y.,East,Good,0.26894,332,1145,0.24325,0.29464
1995,46-65 y.,East,Satisfactory,0.47506,548,1145,0.44612,0.50400
1995,46-65 y.,East,Poor,0.19041,223,1145,0.16766,0.21316
1995,46-65 y.,East,Bad,0.03838,42,1145,0.02725,0.04951
1995,66 and older,West,Very good,0.03118,32,1113,0.02097,0.04140
1995,66 and older,West,Good,0.17818,208,1113,0.15569,0.20067
1995,66 and older,West,Satisfactory,0.40919,451,1113,0.38029,0.43809
1995,66 and older,West,Poor,0.27176,302,1113,0.24562,0.29791
1995,66 and older,West,Bad,0.10689,120,1113,0.08873,0.12505
1995,66 and older,East,Good,0.21094,81,398,0.17081,0.25108
1995,66 and older,East,Satisfactory,0.40807,173,398,0.35972,0.45641
1995,66 and older,East,Poor,0.22769,94,398,0.18644,0.26895
1995,66 and older,East,Bad,0.13632,50,398,0.10256,0.17007
1996,17-29 y.,West,Very good,0.20006,528,2305,0.18372,0.21639
1996,17-29 y.,West,Good,0.53330,1213,2305,0.51293,0.55367
1996,17-29 y.,West,Satisfactory,0.20276,447,2305,0.18634,0.21918
1996,17-29 y.,West,Poor,0.05377,117,2305,0.04456,0.06298
1996,17-29 y.,East,Very good,0.15544,138,830,0.13077,0.18010
1996,17-29 y.,East,Good,0.55185,460,830,0.51799,0.58570
1996,17-29 y.,East,Satisfactory,0.24287,192,830,0.21368,0.27206
1996,17-29 y.,East,Poor,0.04628,40,830,0.03198,0.06059
1996,30-45 y.,West,Very good,0.11555,363,3165,0.10441,0.12669
1996,30-45 y.,West,Good,0.47657,1513,3165,0.45917,0.49398
1996,30-45 y.,West,Satisfactory,0.29929,944,3165,0.28333,0.31524
1996,30-45 y.,West,Poor,0.08718,291,3165,0.07735,0.09701
1996,30-45 y.,West,Bad,0.01744,54,3165,0.01288,0.02200
1996,30-45 y.,East,Very good,0.05860,82,1242,0.04553,0.07167
1996,30-45 y.,East,Good,0.50991,624,1242,0.48209,0.53772
1996,30-45 y.,East,Satisfactory,0.33327,429,1242,0.30704,0.35950
1996,30-45 y.,East,Poor,0.08425,107,1242,0.06880,0.09971
1996,46-65 y.,West,Very good,0.04027,116,2723,0.03288,0.04766
1996,46-65 y.,West,Good,0.30498,825,2723,0.28768,0.32227
1996,46-65 y.,West,Satisfactory,0.40704,1081,2723,0.38858,0.42550
1996,46-65 y.,West,Poor,0.19286,552,2723,0.17803,0.20768
1996,46-65 y.,West,Bad,0.05121,149,2723,0.04293,0.05949
1996,46-65 y.,East,Good,0.28560,340,1142,0.25939,0.31181
1996,46-65 y.,East,Satisfactory,0.49020,563,1142,0.46119,0.51921
1996,46-65 y.,East,Poor,0.16425,197,1142,0.14275,0.18574
1996,46-65 y.,East,Bad,0.03627,42,1142,0.02542,0.04711
1996,66 and older,West,Good,0.16622,193,1096,0.14417,0.18827
1996,66 and older,West,Satisfactory,0.43349,491,1096,0.40414,0.46285
1996,66 and older,West,Poor,0.26113,290,1096,0.23512,0.28715
1996,66 and older,West,Bad,0.10748,122,1096,0.08914,0.12583
1996,66 and older,East,Good,0.16512,68,413,0.12927,0.20097
1996,66 and older,East,Satisfactory,0.47703,205,413,0.42880,0.52526
1996,66 and older,East,Poor,0.23692,97,413,0.19587,0.27798
1996,66 and older,East,Bad,0.10953,43,413,0.07937,0.13969
1997,17-29 y.,West,Very good,0.22086,494,2169,0.20340,0.23833
1997,17-29 y.,West,Good,0.54824,1207,2169,0.52729,0.56919
1997,17-29 y.,West,Satisfactory,0.17981,373,2169,0.16364,0.19597
1997,17-29 y.,West,Poor,0.04029,95,2169,0.03202,0.04857
1997,17-29 y.,East,Very good,0.17788,140,798,0.15133,0.20443
1997,17-29 y.,East,Good,0.57426,492,798,0.53994,0.60859
1997,17-29 y.,East,Satisfactory,0.21079,166,798,0.18247,0.23910
1997,30-45 y.,West,Very good,0.10215,311,3174,0.09162,0.11269
1997,30-45 y.,West,Good,0.49436,1636,3174,0.47696,0.51175
1997,30-45 y.,West,Satisfactory,0.29967,912,3174,0.28373,0.31561
1997,30-45 y.,West,Poor,0.09398,278,3174,0.08383,0.10414
1997,30-45 y.,West,Bad,0.00897,37,3174,0.00569,0.01226
1997,30-45 y.,East,Very good,0.07527,82,1172,0.06016,0.09038
1997,30-45 y.,East,Good,0.49860,606,1172,0.46996,0.52724
1997,30-45 y.,East,Satisfactory,0.33254,390,1172,0.30555,0.35952
1997,30-45 y.,East,Poor,0.07927,94,1172,0.06380,0.09474
1997,46-65 y.,West,Very good,0.03710,93,2672,0.02993,0.04427
1997,46-65 y.,West,Good,0.31825,865,2672,0.30059,0.33592
1997,46-65 y.,West,Satisfactory,0.40376,1043,2672,0.38515,0.42236
1997,46-65 y.,West,Poor,0.18664,519,2672,0.17186,0.20141
1997,46-65 y.,West,Bad,0.05250,152,2672,0.04404,0.06095
1997,46-65 y.,East,Good,0.30293,366,1149,0.27635,0.32952
1997,46-65 y.,East,Satisfactory,0.45381,535,1149,0.42501,0.48261
1997,46-65 y.,East,Poor,0.16389,190,1149,0.14248,0.18531
1997,46-65 y.,East,Bad,0.05792,58,1149,0.04441,0.07143
1997,66 and older,West,Good,0.14797,180,1118,0.12715,0.16879
1997,66 and older,West,Satisfactory,0.46485,534,1118,0.43560,0.49410
1997,66 and older,West,Poor,0.24915,287,1118,0.22378,0.27451
1997,66 and older,West,Bad,0.10985,117,1118,0.09151,0.12819
1997,66 and older,East,Good,0.17908,78,431,0.14284,0.21532
1997,66 and older,East,Satisfactory,0.47461,207,431,0.42741,0.52181
1997,66 and older,East,Poor,0.23412,106,431,0.19410,0.27415
1997,66 and older,East,Bad,0.09919,40,431,0.07094,0.12745
1998,17-29 y.,West,Very good,0.25498,585,2274,0.23706,0.27290
1998,17-29 y.,West,Good,0.52588,1208,2274,0.50535,0.54640
1998,17-29 y.,West,Satisfactory,0.17148,388,2274,0.15598,0.18698
1998,17-29 y.,West,Poor,0.03937,93,2274,0.03137,0.04736
1998,17-29 y.,East,Very good,0.19851,168,867,0.17195,0.22508
1998,17-29 y.,East,Good,0.57941,510,867,0.54653,0.61229
1998,17-29 y.,East,Satisfactory,0.17626,152,867,0.15088,0.20164
1998,17-29 y.,East,Poor,0.04335,37,867,0.02978,0.05691
1998,30-45 y.,West,Very good,0.11707,392,3576,0.10653,0.12761
1998,30-45 y.,West,Good,0.52252,1924,3576,0.50614,0.53889
1998,30-45 y.,West,Satisfactory,0.27085,941,3576,0.25628,0.28541
1998,30-45 y.,West,Poor,0.07260,260,3576,0.06409,0.08111
1998,30-45 y.,West,Bad,0.01560,59,3576,0.01154,0.01966
1998,30-45 y.,East,Very good,0.08683,99,1225,0.07105,0.10260
1998,30-45 y.,East,Good,0.50920,641,1225,0.48119,0.53721
1998,30-45 y.,East,Satisfactory,0.31333,391,1225,0.28734,0.33931
1998,30-45 y.,East,Poor,0.07218,94,1225,0.05768,0.08668
1998,46-65 y.,West,Very good,0.05007,148,3106,0.04240,0.05774
1998,46-65 y.,West,Good,0.33642,1055,3106,0.31980,0.35304
1998,46-65 y.,West,Satisfactory,0.37398,1165,3106,0.35696,0.39100
1998,46-65 y.,West,Poor,0.18547,588,3106,0.17180,0.19914
1998,46-65 y.,West,Bad,0.04816,150,3106,0.04063,0.05569
1998,46-65 y.,East,Very good,0.02873,31,1271,0.01955,0.03792
1998,46-65 y.,East,Good,0.32629,425,1271,0.30050,0.35208
1998,46-65 y.,East,Satisfactory,0.42642,543,1271,0.39922,0.45362
1998,46-65 y.,East,Poor,0.16352,209,1271,0.14318,0.18386
1998,46-65 y.,East,Bad,0.05417,63,1271,0.04172,0.06661
1998,66 and older,West,Very good,0.03267,43,1376,0.02328,0.04207
1998,66 and older,West,Good,0.18282,261,1376,0.16239,0.20325
1998,66 and older,West,Satisfactory,0.41117,575,1376,0.38516,0.43718
1998,66 and older,West,Poor,0.25169,344,1376,0.22875,0.27462
1998,66 and older,West,Bad,0.11832,153,1376,0.10124,0.13539
1998,66 and older,East,Good,0.15878,73,466,0.12556,0.19200
1998,66 and older,East,Satisfactory,0.50490,237,466,0.45945,0.55034
1998,66 and older,East,Poor,0.21340,104,466,0.17616,0.25064
1998,66 and older,East,Bad,0.10257,52,466,0.07499,0.13015
1999,17-29 y.,West,Very good,0.24780,508,2125,0.22944,0.26616
1999,17-29 y.,West,Good,0.50933,1130,2125,0.48807,0.53059
1999,17-29 y.,West,Satisfactory,0.18831,393,2125,0.17168,0.20493
1999,17-29 y.,West,Poor,0.04535,94,2125,0.03650,0.05420
1999,17-29 y.,East,Very good,0.15172,128,829,0.12729,0.17616
1999,17-29 y.,East,Good,0.58194,475,829,0.54834,0.61554
1999,17-29 y.,East,Satisfactory,0.21958,188,829,0.19138,0.24778
1999,17-29 y.,East,Poor,0.04284,38,829,0.02905,0.05663
1999,30-45 y.,West,Very good,0.10658,382,3486,0.09633,0.11682
1999,30-45 y.,West,Good,0.52562,1818,3486,0.50905,0.54220
1999,30-45 y.,West,Satisfactory,0.27033,950,3486,0.25558,0.28507
1999,30-45 y.,West,Poor,0.08254,285,3486,0.07340,0.09167
1999,30-45 y.,West,Bad,0.01325,51,3486,0.00946,0.01705
1999,30-45 y.,East,Very good,0.07737,89,1207,0.06229,0.09245
1999,30-45 y.,East,Good,0.51415,611,1207,0.48595,0.54236
1999,30-45 y.,East,Satisfactory,0.31053,407,1207,0.28442,0.33665
1999,30-45 y.,East,Poor,0.08304,100,1207,0.06746,0.09861
1999,46-65 y.,West,Very good,0.04838,130,2934,0.04062,0.05615
1999,46-65 y.,West,Good,0.31889,961,2934,0.30203,0.33576
1999,46-65 y.,West,Satisfactory,0.40030,1159,2934,0.38257,0.41803
1999,46-65 y.,West,Poor,0.18337,539,2934,0.16937,0.19738
1999,46-65 y.,West,Bad,0.04330,145,2934,0.03593,0.05066
1999,46-65 y.,East,Good,0.30691,375,1214,0.28095,0.33287
1999,46-65 y.,East,Satisfactory,0.44551,564,1214,0.41754,0.47348
1999,46-65 y.,East,Poor,0.17599,217,1214,0.15456,0.19742
1999,46-65 y.,East,Bad,0.04955,58,1214,0.03734,0.06176
1999,66 and older,West,Good,0.17596,243,1282,0.15511,0.19682
1999,66 and older,West,Satisfactory,0.41908,569,1282,0.39206,0.44610
1999,66 and older,West,Poor,0.25026,319,1282,0.22654,0.27398
1999,66 and older,West,Bad,0.12558,151,1282,0.10744,0.14373
1999,66 and older,East,Good,0.16162,74,474,0.12844,0.19479
1999,66 and older,East,Satisfactory,0.48103,230,474,0.43600,0.52606
1999,66 and older,East,Poor,0.22127,116,474,0.18386,0.25868
1999,66 and older,East,Bad,0.11578,54,474,0.08694,0.14461
2000,17-29 y.,West,Very good,0.28076,921,3345,0.26553,0.29599
2000,17-29 y.,West,Good,0.49114,1694,3345,0.47420,0.50809
2000,17-29 y.,West,Satisfactory,0.17360,580,3345,0.16076,0.18643
2000,17-29 y.,West,Poor,0.04364,150,3345,0.03671,0.05056
2000,17-29 y.,East,Very good,0.20969,235,1190,0.18655,0.23283
