year,bula_h,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,West,Full-Time Employment,0.41684,169,361,0.36590,0.46777
1984,Schleswig-Holstein,West,Regular Part-Time Employment,0.07624,32,361,0.04883,0.10366
1984,Schleswig-Holstein,West,Not Employed,0.44227,160,361,0.39096,0.49357
1984,Hamburg,West,Full-Time Employment,0.37960,143,275,0.32214,0.43706
1984,Hamburg,West,Not Employed,0.52729,132,275,0.46818,0.58641
1984,Lower Saxony,West,Full-Time Employment,0.37408,508,1234,0.34707,0.40109
1984,Lower Saxony,West,Regular Part-Time Employment,0.05784,72,1234,0.04481,0.07087
1984,Lower Saxony,West,Vocational Training,0.04232,54,1234,0.03108,0.05355
1984,Lower Saxony,West,"Marginal, Irregular Part-Time Employment",0.02874,37,1234,0.01942,0.03807
1984,Lower Saxony,West,Not Employed,0.49702,563,1234,0.46911,0.52493
1984,Bremen,West,Full-Time Employment,0.21207,40,118,0.13800,0.28614
1984,Bremen,West,Not Employed,0.68907,78,118,0.60520,0.77294
1984,North Rhine-Westphalia,West,Full-Time Employment,0.40672,1484,3254,0.38984,0.42360
1984,North Rhine-Westphalia,West,Regular Part-Time Employment,0.04910,148,3254,0.04167,0.05652
1984,North Rhine-Westphalia,West,Vocational Training,0.02897,107,3254,0.02320,0.03473
1984,North Rhine-Westphalia,West,"Marginal, Irregular Part-Time Employment",0.02740,82,3254,0.02179,0.03301
1984,North Rhine-Westphalia,West,Not Employed,0.48782,1433,3254,0.47064,0.50500
1984,Hesse,West,Full-Time Employment,0.40796,592,1247,0.38067,0.43525
1984,Hesse,West,Regular Part-Time Employment,0.06594,73,1247,0.05216,0.07972
1984,Hesse,West,Vocational Training,0.03438,46,1247,0.02426,0.04449
1984,Hesse,West,"Marginal, Irregular Part-Time Employment",0.03252,38,1247,0.02267,0.04237
1984,Hesse,West,Not Employed,0.45920,498,1247,0.43153,0.48687
1984,"Rhineland-Palatinate, Saarland",West,Full-Time Employment,0.38428,366,799,0.35053,0.41803
1984,"Rhineland-Palatinate, Saarland",West,Vocational Training,0.03943,35,799,0.02593,0.05293
1984,"Rhineland-Palatinate, Saarland",West,Not Employed,0.51464,398,799,0.47996,0.54932
1984,Baden-Wuerttemberg,West,Full-Time Employment,0.44496,1168,2252,0.42443,0.46549
1984,Baden-Wuerttemberg,West,Regular Part-Time Employment,0.06360,135,2252,0.05352,0.07368
1984,Baden-Wuerttemberg,West,Vocational Training,0.03260,79,2252,0.02527,0.03994
1984,Baden-Wuerttemberg,West,"Marginal, Irregular Part-Time Employment",0.02769,54,2252,0.02091,0.03447
1984,Baden-Wuerttemberg,West,Not Employed,0.43114,816,2252,0.41068,0.45160
1984,Bavaria,West,Full-Time Employment,0.42684,991,2091,0.40564,0.44805
1984,Bavaria,West,Regular Part-Time Employment,0.05465,121,2091,0.04491,0.06440
1984,Bavaria,West,Vocational Training,0.03750,83,2091,0.02936,0.04565
1984,Bavaria,West,"Marginal, Irregular Part-Time Employment",0.03496,70,2091,0.02709,0.04284
1984,Bavaria,West,Not Employed,0.44604,826,2091,0.42473,0.46735
1984,Berlin,West,Full-Time Employment,0.46589,215,390,0.41632,0.51546
1984,Berlin,West,Regular Part-Time Employment,0.06797,31,390,0.04296,0.09298
1984,Berlin,West,Not Employed,0.42556,144,390,0.37642,0.47469
1985,Schleswig-Holstein,West,Full-Time Employment,0.41558,159,308,0.36046,0.47071
1985,Schleswig-Holstein,West,Not Employed,0.46591,149,308,0.41010,0.52171
1985,Hamburg,West,Full-Time Employment,0.39547,128,242,0.33374,0.45720
1985,Hamburg,West,Not Employed,0.47590,114,242,0.41284,0.53895
1985,Lower Saxony,West,Full-Time Employment,0.36981,451,1056,0.34068,0.39894
1985,Lower Saxony,West,Regular Part-Time Employment,0.07422,83,1056,0.05840,0.09004
1985,Lower Saxony,West,Not Employed,0.51200,522,1056,0.48183,0.54216
1985,Bremen,West,Full-Time Employment,0.19891,31,105,0.12219,0.27563
1985,Bremen,West,Not Employed,0.70629,74,105,0.61876,0.79383
1985,North Rhine-Westphalia,West,Full-Time Employment,0.41436,1358,2961,0.39661,0.43210
1985,North Rhine-Westphalia,West,Regular Part-Time Employment,0.06043,185,2961,0.05185,0.06901
1985,North Rhine-Westphalia,West,Vocational Training,0.02389,75,2961,0.01839,0.02939
1985,North Rhine-Westphalia,West,"Marginal, Irregular Part-Time Employment",0.02247,65,2961,0.01713,0.02781
1985,North Rhine-Westphalia,West,Not Employed,0.47886,1278,2961,0.46086,0.49685
1985,Hesse,West,Full-Time Employment,0.41662,551,1114,0.38765,0.44558
1985,Hesse,West,Regular Part-Time Employment,0.06828,70,1114,0.05346,0.08310
1985,Hesse,West,"Marginal, Irregular Part-Time Employment",0.02747,32,1114,0.01786,0.03707
1985,Hesse,West,Not Employed,0.46795,461,1114,0.43864,0.49726
1985,"Rhineland-Palatinate, Saarland",West,Full-Time Employment,0.40515,345,737,0.36969,0.44062
1985,"Rhineland-Palatinate, Saarland",West,Regular Part-Time Employment,0.04986,38,737,0.03413,0.06558
1985,"Rhineland-Palatinate, Saarland",West,Not Employed,0.50225,354,737,0.46613,0.53838
1985,Baden-Wuerttemberg,West,Full-Time Employment,0.45997,1074,2041,0.43835,0.48160
1985,Baden-Wuerttemberg,West,Regular Part-Time Employment,0.07554,142,2041,0.06407,0.08700
1985,Baden-Wuerttemberg,West,Vocational Training,0.02847,62,2041,0.02126,0.03569
1985,Baden-Wuerttemberg,West,"Marginal, Irregular Part-Time Employment",0.02084,35,2041,0.01464,0.02704
1985,Baden-Wuerttemberg,West,Not Employed,0.41518,728,2041,0.39379,0.43656
1985,Bavaria,West,Full-Time Employment,0.43546,940,1897,0.41314,0.45777
1985,Bavaria,West,Regular Part-Time Employment,0.07576,147,1897,0.06385,0.08767
1985,Bavaria,West,Vocational Training,0.02390,45,1897,0.01702,0.03077
1985,Bavaria,West,"Marginal, Irregular Part-Time Employment",0.02474,44,1897,0.01775,0.03173
1985,Bavaria,West,Not Employed,0.44015,721,1897,0.41781,0.46249
1985,Berlin,West,Full-Time Employment,0.44902,180,349,0.39676,0.50128
1985,Berlin,West,Regular Part-Time Employment,0.07984,31,349,0.05136,0.10832
1985,Berlin,West,Not Employed,0.43661,138,349,0.38450,0.48872
1986,Schleswig-Holstein,West,Full-Time Employment,0.45551,151,279,0.39697,0.51406
1986,Schleswig-Holstein,West,Not Employed,0.41987,128,279,0.36185,0.47788
1986,Hamburg,West,Full-Time Employment,0.41582,117,230,0.35199,0.47966
1986,Hamburg,West,Not Employed,0.49973,113,230,0.43497,0.56449
1986,Lower Saxony,West,Full-Time Employment,0.37853,463,1079,0.34958,0.40748
1986,Lower Saxony,West,Regular Part-Time Employment,0.06361,75,1079,0.04904,0.07818
1986,Lower Saxony,West,Vocational Training,0.03956,45,1079,0.02792,0.05120
1986,Lower Saxony,West,Not Employed,0.49351,496,1079,0.46367,0.52336
1986,Bremen,West,Full-Time Employment,0.21198,32,92,0.12800,0.29595
1986,Bremen,West,Not Employed,0.64672,60,92,0.54851,0.74493
1986,North Rhine-Westphalia,West,Full-Time Employment,0.40269,1287,2857,0.38470,0.42068
1986,North Rhine-Westphalia,West,Regular Part-Time Employment,0.05126,149,2857,0.04317,0.05935
1986,North Rhine-Westphalia,West,Vocational Training,0.02968,90,2857,0.02346,0.03590
1986,North Rhine-Westphalia,West,"Marginal, Irregular Part-Time Employment",0.02740,73,2857,0.02141,0.03339
1986,North Rhine-Westphalia,West,Not Employed,0.48897,1258,2857,0.47064,0.50731
1986,Hesse,West,Full-Time Employment,0.40992,497,1049,0.38014,0.43970
1986,Hesse,West,Regular Part-Time Employment,0.06646,61,1049,0.05138,0.08154
1986,Hesse,West,Vocational Training,0.03581,37,1049,0.02456,0.04706
1986,Hesse,West,"Marginal, Irregular Part-Time Employment",0.03051,37,1049,0.02010,0.04093
1986,Hesse,West,Not Employed,0.45730,417,1049,0.42714,0.48746
1986,"Rhineland-Palatinate, Saarland",West,Full-Time Employment,0.41306,355,734,0.37742,0.44871
1986,"Rhineland-Palatinate, Saarland",West,Regular Part-Time Employment,0.04504,33,734,0.03002,0.06005
1986,"Rhineland-Palatinate, Saarland",West,Not Employed,0.50185,346,734,0.46565,0.53804
1986,Baden-Wuerttemberg,West,Full-Time Employment,0.46380,1047,1987,0.44187,0.48573
1986,Baden-Wuerttemberg,West,Regular Part-Time Employment,0.06934,126,1987,0.05817,0.08052
1986,Baden-Wuerttemberg,West,Vocational Training,0.03421,76,1987,0.02622,0.04221
1986,Baden-Wuerttemberg,West,"Marginal, Irregular Part-Time Employment",0.02297,44,1987,0.01638,0.02955
1986,Baden-Wuerttemberg,West,Not Employed,0.40968,694,1987,0.38805,0.43131
1986,Bavaria,West,Full-Time Employment,0.43394,865,1773,0.41086,0.45701
1986,Bavaria,West,Regular Part-Time Employment,0.06446,119,1773,0.05303,0.07589
1986,Bavaria,West,Vocational Training,0.02762,58,1773,0.01999,0.03525
1986,Bavaria,West,"Marginal, Irregular Part-Time Employment",0.03207,55,1773,0.02387,0.04028
1986,Bavaria,West,Not Employed,0.44191,676,1773,0.41879,0.46503
1986,Berlin,West,Full-Time Employment,0.47896,183,310,0.42326,0.53466
1986,Berlin,West,Not Employed,0.42384,127,310,0.36874,0.47894
1987,Schleswig-Holstein,West,Full-Time Employment,0.41795,144,276,0.35966,0.47625
1987,Schleswig-Holstein,West,Not Employed,0.44048,132,276,0.38181,0.49916
1987,Hamburg,West,Full-Time Employment,0.41090,101,197,0.34202,0.47978
1987,Hamburg,West,Not Employed,0.47323,96,197,0.40333,0.54313
1987,Lower Saxony,West,Full-Time Employment,0.37669,459,1081,0.34779,0.40559
1987,Lower Saxony,West,Regular Part-Time Employment,0.08002,89,1081,0.06384,0.09621
1987,Lower Saxony,West,Vocational Training,0.04679,57,1081,0.03419,0.05938
1987,Lower Saxony,West,Not Employed,0.47809,476,1081,0.44829,0.50788
1987,Bremen,West,Full-Time Employment,0.22471,32,92,0.13895,0.31047
1987,Bremen,West,Not Employed,0.68923,60,92,0.59413,0.78432
1987,North Rhine-Westphalia,West,Full-Time Employment,0.41519,1274,2826,0.39702,0.43336
1987,North Rhine-Westphalia,West,Regular Part-Time Employment,0.05796,160,2826,0.04934,0.06657
1987,North Rhine-Westphalia,West,Vocational Training,0.03064,103,2826,0.02429,0.03700
1987,North Rhine-Westphalia,West,"Marginal, Irregular Part-Time Employment",0.02009,57,2826,0.01492,0.02527
1987,North Rhine-Westphalia,West,Not Employed,0.47612,1232,2826,0.45770,0.49453
1987,Hesse,West,Full-Time Employment,0.41245,511,1031,0.38239,0.44252
1987,Hesse,West,Regular Part-Time Employment,0.07058,70,1031,0.05494,0.08622
1987,Hesse,West,Vocational Training,0.03667,43,1031,0.02519,0.04815
1987,Hesse,West,Not Employed,0.45512,407,1031,0.42471,0.48553
1987,"Rhineland-Palatinate, Saarland",West,Full-Time Employment,0.38856,333,752,0.35370,0.42342
1987,"Rhineland-Palatinate, Saarland",West,Regular Part-Time Employment,0.04885,34,752,0.03344,0.06427
1987,"Rhineland-Palatinate, Saarland",West,Vocational Training,0.03418,33,752,0.02118,0.04717
1987,"Rhineland-Palatinate, Saarland",West,Not Employed,0.51108,352,752,0.47533,0.54684
1987,Baden-Wuerttemberg,West,Full-Time Employment,0.46825,1021,1961,0.44616,0.49034
1987,Baden-Wuerttemberg,West,Regular Part-Time Employment,0.07649,137,1961,0.06473,0.08826
1987,Baden-Wuerttemberg,West,Vocational Training,0.03793,83,1961,0.02947,0.04639
1987,Baden-Wuerttemberg,West,"Marginal, Irregular Part-Time Employment",0.02009,36,1961,0.01388,0.02631
1987,Baden-Wuerttemberg,West,Not Employed,0.39724,684,1961,0.37557,0.41890
1987,Bavaria,West,Full-Time Employment,0.45883,867,1723,0.43529,0.48236
1987,Bavaria,West,Regular Part-Time Employment,0.07170,129,1723,0.05951,0.08389
1987,Bavaria,West,Vocational Training,0.03063,74,1723,0.02249,0.03877
1987,Bavaria,West,"Marginal, Irregular Part-Time Employment",0.02532,42,1723,0.01790,0.03274
1987,Bavaria,West,Not Employed,0.41351,611,1723,0.39025,0.43677
1987,Berlin,West,Full-Time Employment,0.48027,187,322,0.42561,0.53492
1987,Berlin,West,Not Employed,0.42608,135,322,0.37198,0.48018
1988,Schleswig-Holstein,West,Full-Time Employment,0.40984,143,279,0.35203,0.46766
1988,Schleswig-Holstein,West,Not Employed,0.46796,136,279,0.40931,0.52662
1988,Hamburg,West,Full-Time Employment,0.44377,91,174,0.36973,0.51780
1988,Hamburg,West,Not Employed,0.44286,83,174,0.36884,0.51688
1988,Lower Saxony,West,Full-Time Employment,0.39668,451,1021,0.36665,0.42670
1988,Lower Saxony,West,Regular Part-Time Employment,0.07223,76,1021,0.05634,0.08811
1988,Lower Saxony,West,Vocational Training,0.03502,46,1021,0.02374,0.04631
1988,Lower Saxony,West,Not Employed,0.47281,448,1021,0.44217,0.50345
1988,Bremen,West,Full-Time Employment,0.28153,34,87,0.18648,0.37659
1988,Bremen,West,Not Employed,0.61428,53,87,0.51140,0.71716
1988,North Rhine-Westphalia,West,Full-Time Employment,0.41070,1190,2692,0.39211,0.42929
1988,North Rhine-Westphalia,West,Regular Part-Time Employment,0.06128,169,2692,0.05222,0.07035
1988,North Rhine-Westphalia,West,Vocational Training,0.03293,106,2692,0.02618,0.03967
1988,North Rhine-Westphalia,West,"Marginal, Irregular Part-Time Employment",0.02282,60,2692,0.01718,0.02846
1988,North Rhine-Westphalia,West,Not Employed,0.47227,1167,2692,0.45341,0.49113
1988,Hesse,West,Full-Time Employment,0.40423,466,979,0.37347,0.43498
1988,Hesse,West,Regular Part-Time Employment,0.07040,70,979,0.05436,0.08643
1988,Hesse,West,Vocational Training,0.02171,37,979,0.01258,0.03085
1988,Hesse,West,Not Employed,0.48263,406,979,0.45131,0.51395
1988,"Rhineland-Palatinate, Saarland",West,Full-Time Employment,0.38669,316,730,0.35134,0.42205
1988,"Rhineland-Palatinate, Saarland",West,Regular Part-Time Employment,0.05406,35,730,0.03764,0.07047
1988,"Rhineland-Palatinate, Saarland",West,Vocational Training,0.03798,32,730,0.02411,0.05186
1988,"Rhineland-Palatinate, Saarland",West,Not Employed,0.51071,347,730,0.47442,0.54700
1988,Baden-Wuerttemberg,West,Full-Time Employment,0.45886,959,1885,0.43635,0.48136
1988,Baden-Wuerttemberg,West,Regular Part-Time Employment,0.08236,141,1885,0.06994,0.09477
1988,Baden-Wuerttemberg,West,Vocational Training,0.04193,91,1885,0.03288,0.05098
1988,Baden-Wuerttemberg,West,"Marginal, Irregular Part-Time Employment",0.01694,32,1885,0.01112,0.02277
1988,Baden-Wuerttemberg,West,Not Employed,0.39992,662,1885,0.37779,0.42204
1988,Bavaria,West,Full-Time Employment,0.45509,817,1647,0.43103,0.47915
1988,Bavaria,West,Regular Part-Time Employment,0.06958,118,1647,0.05729,0.08187
1988,Bavaria,West,Vocational Training,0.03362,79,1647,0.02491,0.04233
1988,Bavaria,West,"Marginal, Irregular Part-Time Employment",0.02756,41,1647,0.01965,0.03547
1988,Bavaria,West,Not Employed,0.41415,592,1647,0.39035,0.43795
1988,Berlin,West,Full-Time Employment,0.51405,180,292,0.45662,0.57148
1988,Berlin,West,Not Employed,0.39558,112,292,0.33939,0.45176
1989,Schleswig-Holstein,West,Full-Time Employment,0.42733,136,264,0.36755,0.48712
1989,Schleswig-Holstein,West,Not Employed,0.45562,128,264,0.39543,0.51582
1989,Hamburg,West,Full-Time Employment,0.48062,93,170,0.40530,0.55595
1989,Hamburg,West,Not Employed,0.41737,77,170,0.34302,0.49172
