year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2002,Tenant,West,,,,,,,,,,,,
2002,Tenant,East,,,,,,,,,,,,
2003,Owner,West,,,,,,,,,,,,
2003,Owner,East,,,,,,,,,,,,
2003,Tenant,West,,,,,,,,,,,,
2003,Tenant,East,,,,,,,,,,,,
2004,Owner,West,,,,,,,,,,,,
2004,Owner,East,,,,,,,,,,,,
2004,Tenant,West,,,,,,,,,,,,
2004,Tenant,East,,,,,,,,,,,,
2005,No answer / don't know,East,,,,,,,,,,,,
2005,Owner,West,,,,,,,,,,,,
2005,Owner,East,,,,,,,,,,,,
2005,Tenant,West,,,,,,,,,,,,
2005,Tenant,East,,,,,,,,,,,,
2006,No answer / don't know,West,,,,,,,,,,,,
2006,No answer / don't know,East,,,,,,,,,,,,
2006,Owner,West,,,,,,,,,,,,
2006,Owner,East,,,,,,,,,,,,
2006,Tenant,West,,,,,,,,,,,,
2006,Tenant,East,,,,,,,,,,,,
2007,Owner,West,,,,,,,,,,,,
2007,Owner,East,,,,,,,,,,,,
2007,Tenant,West,,,,,,,,,,,,
2007,Tenant,East,,,,,,,,,,,,
2008,Owner,West,,,,,,,,,,,,
2008,Owner,East,,,,,,,,,,,,
2008,Tenant,West,,,,,,,,,,,,
2008,Tenant,East,,,,,,,,,,,,
2009,Owner,West,,,,,,,,,,,,
2009,Owner,East,,,,,,,,,,,,
2009,Tenant,West,,,,,,,,,,,,
2009,Tenant,East,,,,,,,,,,,,
2010,Owner,West,,,,,,,,,,,,
2010,Owner,East,,,,,,,,,,,,
2010,Tenant,West,,,,,,,,,,,,
2010,Tenant,East,,,,,,,,,,,,
2011,Owner,West,,,,,,,,,,,,
2011,Owner,East,,,,,,,,,,,,
2011,Tenant,West,,,,,,,,,,,,
2011,Tenant,East,,,,,,,,,,,,
2012,Owner,West,,,,,,,,,,,,
2012,Owner,East,,,,,,,,,,,,
2012,Tenant,West,,,,,,,,,,,,
2012,Tenant,East,,,,,,,,,,,,
2013,Owner,West,,,,,,,,,,,,
2013,Owner,East,,,,,,,,,,,,
2013,Tenant,West,,,,,,,,,,,,
2013,Tenant,East,,,,,,,,,,,,
2014,Owner,West,,,,,,,,,,,,
2014,Owner,East,,,,,,,,,,,,
2014,Tenant,West,,,,,,,,,,,,
2014,Tenant,East,,,,,,,,,,,,
2015,Owner,West,,,,,,,,,,,,
2015,Owner,East,,,,,,,,,,,,
2015,Tenant,West,,,,,,,,,,,,
2015,Tenant,East,,,,,,,,,,,,
2016,Not included in this version of the questionnaire,West,,,,,,,,,,,,
2016,Not included in this version of the questionnaire,East,,,,,,,,,,,,
2016,No answer / don't know,West,,,,,,,,,,,,
2016,Owner,West,205,1.04333,1.01515,1.07152,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Owner,East,58,1.02593,0.98414,1.06772,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Tenant,West,221,1.05791,1.02681,1.08901,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2016,Tenant,East,92,1.04510,1.00213,1.08808,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Not included in this version of the questionnaire,West,,,,,,,,,,,,
2017,Not included in this version of the questionnaire,East,,,,,,,,,,,,
2017,Owner,West,226,1.04647,1.01876,1.07418,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Owner,East,67,1.08783,0.98226,1.19340,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Tenant,West,321,1.02331,1.00622,1.04041,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2017,Tenant,East,114,1.06164,1.01688,1.10640,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Owner,West,217,1.05165,1.02193,1.08137,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Owner,East,62,1.18401,1.05072,1.31729,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Tenant,West,449,1.02352,1.00903,1.03801,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2018,Tenant,East,134,1.05483,1.01593,1.09372,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,No answer / don't know,West,,,,,,,,,,,,
2019,Owner,Does not apply,,,,,,,,,,,,
2019,Owner,West,239,1.07988,1.04506,1.11470,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Owner,East,72,1.17034,1.02940,1.31128,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Tenant,Does not apply,,,,,,,,,,,,
2019,Tenant,West,401,1.02266,1.00714,1.03817,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2019,Tenant,East,118,1.09094,1.03455,1.14732,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Owner,West,226,1.05121,1.02167,1.08076,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Owner,East,67,1.10968,0.98429,1.23507,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Tenant,West,395,1.04268,1.02266,1.06270,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2020,Tenant,East,138,1.05771,1.01846,1.09697,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,No answer / don't know,West,,,,,,,,,,,,
2021,No answer / don't know,East,,,,,,,,,,,,
2021,Owner,West,191,1.04702,1.01681,1.07723,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Owner,East,51,1.07235,0.99948,1.14521,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Tenant,West,329,1.03760,1.01597,1.05924,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2021,Tenant,East,109,1.14507,1.07271,1.21743,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,No answer / don't know,West,,,,,,,,,,,,
2022,No answer / don't know,East,,,,,,,,,,,,
2022,Owner,West,269,1.04799,1.02227,1.07372,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Owner,East,78,1.04305,0.99729,1.08881,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Tenant,West,409,1.04176,1.02060,1.06291,1.00000,1.00000,1.00000,1.00000,1.00000,,,
2022,Tenant,East,138,1.07317,1.02934,1.11701,1.00000,1.00000,1.00000,1.00000,1.00000,,,
