"plh0179","year","sex","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","30","0.0503988098877379","0.0342042239770242","0.0665933957984516"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","76","0.0992815800944169","0.077144621925597","0.121418538263237"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","80","0.0983230605574553","0.0774542407026955","0.119191880412215"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","33","0.0420350508453753","0.0279705179699406","0.05609958372081"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","61","0.0812996107144667","0.0610684749139533","0.10153074651498"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","61","0.0841572265933384","0.0646991063261341","0.103615346860543"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","146","0.204669223103379","0.174802385063669","0.234536061143089"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","153","0.198748489387468","0.170779223769375","0.226717755005562"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","79","0.109131125581531","0.0860492927091939","0.132212958453869"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","99","0.120874474396599","0.0980270389550276","0.14372190983817"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","maennlich","226","0.324971925053619","0.290300401864469","0.359643448242769"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1990","weiblich","265","0.33395972490312","0.300904356057252","0.367015093748988"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","maennlich","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1991","weiblich","","","",""
