year,regtyp,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Owner,Yes,0.85418,1125,1295,0.83495,0.87341
1985,Urban regions,Owner,No,0.13696,170,1295,0.11823,0.15569
1985,Urban regions,Tenant,Yes,0.26723,773,2812,0.25087,0.28359
1985,Urban regions,Tenant,No,0.70140,2039,2812,0.68448,0.71832
1985,Rural regions,Owner,Yes,0.91864,512,551,0.89580,0.94149
1985,Rural regions,Owner,No,0.07029,39,551,0.04892,0.09165
1985,Rural regions,Tenant,Yes,0.42972,221,498,0.38620,0.47325
1985,Rural regions,Tenant,No,0.54967,277,498,0.50593,0.59341
1986,Urban regions,Owner,Yes,0.84686,1108,1277,0.82710,0.86662
1986,Urban regions,Owner,No,0.14018,169,1277,0.12113,0.15923
1986,Urban regions,Tenant,Yes,0.27265,743,2639,0.25566,0.28965
1986,Urban regions,Tenant,No,0.69435,1896,2639,0.67677,0.71193
1986,Rural regions,Owner,Yes,0.91726,497,535,0.89389,0.94062
1986,Rural regions,Owner,No,0.06926,38,535,0.04772,0.09079
1986,Rural regions,Tenant,Yes,0.44679,209,458,0.40121,0.49237
1986,Rural regions,Tenant,No,0.52200,249,458,0.47620,0.56780
1987,Urban regions,Owner,Yes,0.84978,1116,1291,0.83028,0.86928
1987,Urban regions,Owner,No,0.14142,175,1291,0.12240,0.16043
1987,Urban regions,Tenant,Yes,0.27462,724,2585,0.25741,0.29183
1987,Urban regions,Tenant,No,0.69587,1861,2585,0.67813,0.71361
1987,Rural regions,Owner,Yes,0.91124,484,520,0.88678,0.93571
1987,Rural regions,Owner,No,0.07422,36,520,0.05167,0.09678
1987,Rural regions,Tenant,Yes,0.44608,208,462,0.40070,0.49145
1987,Rural regions,Tenant,No,0.52764,254,462,0.48206,0.57321
1988,Urban regions,Owner,Yes,0.85327,1086,1254,0.83367,0.87286
1988,Urban regions,Owner,No,0.13892,168,1254,0.11977,0.15807
1988,Urban regions,Tenant,Yes,0.29792,744,2482,0.27993,0.31592
1988,Urban regions,Tenant,No,0.67415,1738,2482,0.65570,0.69259
1988,Rural regions,Owner,Yes,0.90817,440,477,0.88223,0.93412
1988,Rural regions,Owner,No,0.07604,37,477,0.05223,0.09985
1988,Rural regions,Tenant,Yes,0.49358,220,452,0.44744,0.53973
1988,Rural regions,Tenant,No,0.48553,232,452,0.43940,0.53166
1989,Urban regions,Owner,Yes,0.85980,1072,1236,0.84044,0.87917
1989,Urban regions,Owner,No,0.13202,164,1236,0.11314,0.15090
1989,Urban regions,Tenant,Yes,0.29415,730,2419,0.27599,0.31231
1989,Urban regions,Tenant,No,0.67461,1689,2419,0.65593,0.69328
1989,Rural regions,Owner,Yes,0.92567,431,431,0.90087,0.95046
1989,Rural regions,Tenant,Yes,0.46767,206,431,0.42051,0.51483
1989,Rural regions,Tenant,No,0.51003,225,431,0.46278,0.55728
1990,Urban regions,Owner,Yes,0.85553,1155,1327,0.83661,0.87445
1990,Urban regions,Owner,No,0.13404,172,1327,0.11570,0.15237
1990,Urban regions,Tenant,Yes,0.28831,865,2470,0.27045,0.30618
1990,Urban regions,Tenant,No,0.57209,1605,2470,0.55257,0.59161
1990,Rural regions,Owner,Yes,0.91437,933,966,0.89671,0.93202
1990,Rural regions,Owner,No,0.04512,33,966,0.03202,0.05821
1990,Rural regions,Tenant,Yes,0.40810,489,715,0.37205,0.44415
1990,Rural regions,Tenant,No,0.25584,226,715,0.22384,0.28785
1991,Urban regions,Owner,Yes,0.88383,1200,1344,0.86669,0.90096
1991,Urban regions,Owner,No,0.11435,144,1344,0.09733,0.13138
1991,Urban regions,Tenant,Yes,0.29131,846,2975,0.27498,0.30764
1991,Urban regions,Tenant,No,0.69370,2129,2975,0.67713,0.71027
1991,Rural regions,Owner,Yes,0.93335,924,989,0.91780,0.94891
1991,Rural regions,Owner,No,0.06627,65,989,0.05076,0.08178
1991,Rural regions,Tenant,Yes,0.40179,483,1199,0.37402,0.42955
1991,Rural regions,Tenant,No,0.57785,716,1199,0.54988,0.60582
1992,Urban regions,Owner,Yes,0.88793,1224,1366,0.87119,0.90466
1992,Urban regions,Owner,No,0.10618,142,1366,0.08984,0.12253
1992,Urban regions,Tenant,Yes,0.28419,820,2910,0.26780,0.30058
1992,Urban regions,Tenant,No,0.68175,2090,2910,0.66482,0.69867
1992,Rural regions,Owner,Yes,0.93152,886,953,0.91547,0.94756
1992,Rural regions,Owner,No,0.06598,67,953,0.05021,0.08175
1992,Rural regions,Tenant,Yes,0.38888,458,1147,0.36065,0.41710
1992,Rural regions,Tenant,No,0.56940,689,1147,0.54073,0.59807
1993,Urban regions,Owner,Yes,0.87539,1208,1349,0.85776,0.89302
1993,Urban regions,Owner,No,0.10936,141,1349,0.09270,0.12602
1993,Urban regions,Tenant,Yes,0.29414,860,2893,0.27753,0.31074
1993,Urban regions,Tenant,No,0.65962,2033,2893,0.64235,0.67689
1993,Rural regions,Owner,Yes,0.92041,877,950,0.90319,0.93763
1993,Rural regions,Owner,No,0.07188,73,950,0.05544,0.08831
1993,Rural regions,Tenant,Yes,0.37453,453,1163,0.34670,0.40236
1993,Rural regions,Tenant,No,0.56106,710,1163,0.53253,0.58960
1994,Urban regions,Owner,Yes,0.87994,1195,1337,0.86251,0.89737
1994,Urban regions,Owner,No,0.10639,142,1337,0.08986,0.12293
1994,Urban regions,Tenant,Yes,0.29820,855,2828,0.28134,0.31507
1994,Urban regions,Tenant,No,0.64382,1973,2828,0.62617,0.66148
1994,Rural regions,Owner,Yes,0.91245,899,969,0.89465,0.93026
1994,Rural regions,Owner,No,0.07148,70,969,0.05525,0.08771
1994,Rural regions,Tenant,Yes,0.37661,439,1124,0.34827,0.40495
1994,Rural regions,Tenant,No,0.55584,685,1124,0.52678,0.58490
1995,Urban regions,Owner,Yes,0.86525,1216,1375,0.84720,0.88331
1995,Urban regions,Owner,No,0.11672,159,1375,0.09974,0.13370
1995,Urban regions,Tenant,Yes,0.28529,853,2921,0.26891,0.30167
1995,Urban regions,Tenant,No,0.65314,2068,2921,0.63588,0.67041
1995,Rural regions,Owner,Yes,0.91407,890,955,0.89628,0.93185
1995,Rural regions,Owner,No,0.06616,65,955,0.05038,0.08193
1995,Rural regions,Tenant,Yes,0.38948,481,1187,0.36173,0.41723
1995,Rural regions,Tenant,No,0.53490,706,1187,0.50651,0.56329
1996,Urban regions,Owner,Yes,0.86971,1219,1374,0.85190,0.88752
1996,Urban regions,Owner,No,0.11239,155,1374,0.09569,0.12910
1996,Urban regions,Tenant,Yes,0.28261,833,2868,0.26613,0.29909
1996,Urban regions,Tenant,No,0.65863,2035,2868,0.64127,0.67598
1996,Rural regions,Owner,Yes,0.91688,921,989,0.89966,0.93409
1996,Rural regions,Owner,No,0.07040,68,989,0.05445,0.08635
1996,Rural regions,Tenant,Yes,0.38682,467,1149,0.35864,0.41499
1996,Rural regions,Tenant,No,0.54849,682,1149,0.51970,0.57727
1997,Urban regions,Owner,Yes,0.86302,1229,1396,0.84498,0.88106
1997,Urban regions,Owner,No,0.11493,167,1396,0.09820,0.13167
1997,Urban regions,Tenant,Yes,0.28814,842,2778,0.27130,0.30499
1997,Urban regions,Tenant,No,0.65295,1936,2778,0.63525,0.67066
1997,Rural regions,Owner,Yes,0.92349,944,1007,0.90707,0.93992
1997,Rural regions,Owner,No,0.05982,63,1007,0.04516,0.07447
1997,Rural regions,Tenant,Yes,0.38051,441,1115,0.35200,0.40902
1997,Rural regions,Tenant,No,0.54719,674,1115,0.51796,0.57642
1998,Urban regions,Owner,Yes,0.86228,1472,1678,0.84578,0.87877
1998,Urban regions,Owner,No,0.13520,206,1678,0.11883,0.15156
1998,Urban regions,Tenant,Yes,0.28327,944,3211,0.26768,0.29885
1998,Urban regions,Tenant,No,0.70470,2267,3211,0.68892,0.72048
1998,Rural regions,Owner,Yes,0.92395,1127,1218,0.90906,0.93884
1998,Rural regions,Owner,No,0.07544,91,1218,0.06060,0.09027
1998,Rural regions,Tenant,Yes,0.35916,435,1257,0.33263,0.38569
1998,Rural regions,Tenant,No,0.62579,822,1257,0.59903,0.65255
1999,Urban regions,Owner,Yes,0.85126,1442,1651,0.83409,0.86843
1999,Urban regions,Owner,No,0.13865,209,1651,0.12197,0.15532
1999,Urban regions,Tenant,Yes,0.28329,896,3005,0.26718,0.29941
1999,Urban regions,Tenant,No,0.69638,2109,3005,0.67994,0.71283
1999,Rural regions,Owner,Yes,0.93407,1112,1194,0.91999,0.94815
1999,Rural regions,Owner,No,0.06474,82,1194,0.05077,0.07870
1999,Rural regions,Tenant,Yes,0.35613,424,1206,0.32910,0.38317
1999,Rural regions,Tenant,No,0.62339,782,1206,0.59604,0.65075
2000,Urban regions,Owner,Yes,0.84417,3034,3466,0.83210,0.85625
2000,Urban regions,Owner,No,0.14322,432,3466,0.13156,0.15489
2000,Urban regions,Tenant,Yes,0.28846,1549,4996,0.27590,0.30103
2000,Urban regions,Tenant,No,0.68715,3447,4996,0.67429,0.70000
2000,Rural regions,Owner,Yes,0.93144,2162,2314,0.92114,0.94174
2000,Rural regions,Owner,No,0.06566,152,2314,0.05557,0.07576
2000,Rural regions,Tenant,Yes,0.37963,765,2001,0.35836,0.40090
2000,Rural regions,Tenant,No,0.60537,1236,2001,0.58395,0.62679
2001,Urban regions,Owner,Yes,0.83710,2702,3101,0.82410,0.85010
2001,Urban regions,Owner,No,0.14982,399,3101,0.13725,0.16238
2001,Urban regions,Tenant,Yes,0.29549,1444,4529,0.28220,0.30878
2001,Urban regions,Tenant,No,0.67318,3085,4529,0.65952,0.68684
2001,Rural regions,Owner,Yes,0.93253,1979,2114,0.92184,0.94323
2001,Rural regions,Owner,No,0.06054,135,2114,0.05037,0.07071
2001,Rural regions,Tenant,Yes,0.37374,669,1742,0.35101,0.39646
2001,Rural regions,Tenant,No,0.60930,1073,1742,0.58638,0.63222
2002,Urban regions,Owner,Yes,0.83497,3173,3616,0.82287,0.84707
2002,Urban regions,Owner,No,0.15042,443,3616,0.13876,0.16207
2002,Urban regions,Tenant,Yes,0.28826,1447,4446,0.27494,0.30157
2002,Urban regions,Tenant,No,0.67449,2999,4446,0.66071,0.68826
2002,Rural regions,Owner,Yes,0.92502,2031,2164,0.91392,0.93612
2002,Rural regions,Owner,No,0.06827,133,2164,0.05764,0.07890
2002,Rural regions,Tenant,Yes,0.39134,701,1745,0.36843,0.41424
2002,Rural regions,Tenant,No,0.58618,1044,1745,0.56306,0.60930
2003,Urban regions,Owner,Yes,0.83590,3067,3500,0.82363,0.84818
2003,Urban regions,Owner,No,0.14852,433,3500,0.13674,0.16031
2003,Urban regions,Tenant,Yes,0.29210,1388,4290,0.27849,0.30571
2003,Urban regions,Tenant,No,0.66968,2902,4290,0.65560,0.68376
2003,Rural regions,Owner,Yes,0.92801,1964,2092,0.91694,0.93909
2003,Rural regions,Owner,No,0.06509,128,2092,0.05452,0.07566
2003,Rural regions,Tenant,Yes,0.39636,666,1669,0.37289,0.41984
2003,Rural regions,Tenant,No,0.57690,1003,1669,0.55319,0.60061
2004,Urban regions,Owner,Yes,0.83406,2995,3412,0.82158,0.84655
2004,Urban regions,Owner,No,0.14899,417,3412,0.13704,0.16094
2004,Urban regions,Tenant,Yes,0.29547,1367,4169,0.28162,0.30932
2004,Urban regions,Tenant,No,0.66460,2802,4169,0.65026,0.67893
2004,Rural regions,Owner,Yes,0.93004,1952,2075,0.91906,0.94102
2004,Rural regions,Owner,No,0.06272,123,2075,0.05229,0.07316
2004,Rural regions,Tenant,Yes,0.39069,657,1613,0.36687,0.41451
2004,Rural regions,Tenant,No,0.57138,956,1613,0.54722,0.59553
2005,Urban regions,Owner,Yes,0.83959,2903,3337,0.82714,0.85205
2005,Urban regions,Owner,No,0.15978,434,3337,0.14735,0.17222
2005,Urban regions,Tenant,Yes,0.29727,1347,4196,0.28344,0.31110
2005,Urban regions,Tenant,No,0.69473,2849,4196,0.68079,0.70866
2005,Rural regions,Owner,Yes,0.94134,1937,2046,0.93116,0.95153
2005,Rural regions,Owner,No,0.05698,109,2046,0.04694,0.06703
2005,Rural regions,Tenant,Yes,0.43271,672,1591,0.40836,0.45706
2005,Rural regions,Tenant,No,0.56064,919,1591,0.53624,0.58503
2006,Urban regions,Owner,Yes,0.83413,3211,3705,0.82215,0.84610
2006,Urban regions,Owner,No,0.16421,494,3705,0.15228,0.17614
2006,Urban regions,Tenant,Yes,0.29306,1441,4441,0.27967,0.30645
2006,Urban regions,Tenant,No,0.70136,3000,4441,0.68790,0.71482
2006,Rural regions,Owner,Yes,0.93553,2164,2293,0.92548,0.94559
2006,Rural regions,Owner,No,0.06436,129,2293,0.05431,0.07440
2006,Rural regions,Tenant,Yes,0.40444,736,1794,0.38173,0.42716
2006,Rural regions,Tenant,No,0.59156,1058,1794,0.56881,0.61432
2007,Urban regions,Owner,Yes,0.83648,3010,3468,0.82417,0.84879
2007,Urban regions,Owner,No,0.16179,458,3468,0.14954,0.17405
2007,Urban regions,Tenant,Yes,0.30823,1402,4119,0.29412,0.32233
2007,Urban regions,Tenant,No,0.68552,2717,4119,0.67133,0.69970
2007,Rural regions,Owner,Yes,0.93446,2025,2148,0.92399,0.94492
2007,Rural regions,Owner,No,0.06383,123,2148,0.05349,0.07417
2007,Rural regions,Tenant,Yes,0.41849,726,1689,0.39496,0.44203
2007,Rural regions,Tenant,No,0.57483,963,1689,0.55125,0.59842
2008,Urban regions,Owner,Yes,0.83839,2871,3308,0.82584,0.85094
2008,Urban regions,Owner,No,0.16136,437,3308,0.14882,0.17390
2008,Urban regions,Tenant,Yes,0.31403,1318,3863,0.29939,0.32867
2008,Urban regions,Tenant,No,0.68080,2545,3863,0.66610,0.69550
2008,Rural regions,Owner,Yes,0.93947,1958,2069,0.92919,0.94975
2008,Rural regions,Owner,No,0.06000,111,2069,0.04976,0.07023
2008,Rural regions,Tenant,Yes,0.41518,655,1558,0.39071,0.43966
2008,Rural regions,Tenant,No,0.57987,903,1558,0.55535,0.60439
2009,Urban regions,Owner,Yes,0.83049,2692,3100,0.81728,0.84370
2009,Urban regions,Owner,No,0.16951,408,3100,0.15630,0.18272
2009,Urban regions,Tenant,Yes,0.32872,1278,3591,0.31335,0.34409
2009,Urban regions,Tenant,No,0.66856,2313,3591,0.65317,0.68396
2009,Rural regions,Owner,Yes,0.93123,1843,1963,0.92003,0.94243
2009,Rural regions,Owner,No,0.06877,120,1963,0.05757,0.07997
2009,Rural regions,Tenant,Yes,0.42693,648,1513,0.40200,0.45187
2009,Rural regions,Tenant,No,0.56883,865,1513,0.54387,0.59379
2010,Urban regions,Owner,Yes,0.84110,3362,3833,0.82952,0.85267
2010,Urban regions,Owner,No,0.15890,471,3833,0.14733,0.17048
2010,Urban regions,Tenant,Yes,0.31264,1960,5236,0.30008,0.32520
2010,Urban regions,Tenant,No,0.68166,3276,5236,0.66904,0.69428
2010,Rural regions,Owner,Yes,0.93470,2364,2498,0.92501,0.94439
2010,Rural regions,Owner,No,0.06530,134,2498,0.05561,0.07499
2010,Rural regions,Tenant,Yes,0.42827,1064,2212,0.40764,0.44889
2010,Rural regions,Tenant,No,0.57100,1148,2212,0.55037,0.59163
2011,Urban regions,Owner,Yes,0.82754,4038,4621,0.81664,0.83843
2011,Urban regions,Owner,No,0.17242,583,4621,0.16153,0.18332
2011,Urban regions,Tenant,Yes,0.32428,2316,6128,0.31256,0.33600
2011,Urban regions,Tenant,No,0.67439,3812,6128,0.66265,0.68612
2011,Rural regions,Owner,Yes,0.93826,2940,3099,0.92979,0.94674
2011,Rural regions,Owner,No,0.06174,159,3099,0.05326,0.07021
2011,Rural regions,Tenant,Yes,0.44509,1310,2743,0.42649,0.46370
2011,Rural regions,Tenant,No,0.55238,1433,2743,0.53377,0.57099
2012,Urban regions,Owner,Yes,0.82898,3960,4514,0.81799,0.83996
2012,Urban regions,Owner,No,0.17102,554,4514,0.16004,0.18201
2012,Urban regions,Tenant,Yes,0.33100,2236,5930,0.31902,0.34298
2012,Urban regions,Tenant,No,0.66679,3694,5930,0.65480,0.67879
2012,Rural regions,Owner,Yes,0.93946,2926,3082,0.93104,0.94788
2012,Rural regions,Owner,No,0.06054,156,3082,0.05212,0.06896
2012,Rural regions,Tenant,Yes,0.41955,1289,2772,0.40117,0.43792
2012,Rural regions,Tenant,No,0.57947,1483,2772,0.56109,0.59785
2013,Urban regions,Owner,Yes,0.83271,4088,4681,0.82202,0.84341
2013,Urban regions,Owner,No,0.16729,593,4681,0.15659,0.17798
2013,Urban regions,Tenant,Yes,0.34671,2586,7167,0.33569,0.35773
2013,Urban regions,Tenant,No,0.65300,4581,7167,0.64198,0.66402
2013,Rural regions,Owner,Yes,0.93480,2864,3027,0.92600,0.94360
