"pgoeffd","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"ja","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"ja","1984","(noch) kein Abschluss","direkter Migrationshintergrund","57","0.0859080871622879","0.0641805941049501","0.107635580219626"
"ja","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"ja","1984","Hauptschulabschluss","kein Migrationshintergrund","561","0.195499440090526","0.18096744988692","0.210031430294132"
"ja","1984","Hauptschulabschluss","direkter Migrationshintergrund","101","0.0972536431448834","0.0808343200852885","0.113672966204478"
"ja","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"ja","1984","Realschulabschluss","kein Migrationshintergrund","327","0.298307540121904","0.271008782094744","0.325606298149064"
"ja","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"ja","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"ja","1984","(Fach-)Abitur","kein Migrationshintergrund","88","0.318178436640184","0.263228867955055","0.373128005325314"
"ja","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"ja","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"ja","1984","AkademikerInnen","kein Migrationshintergrund","270","0.5189799745294","0.476240879897512","0.561719069161287"
"ja","1984","AkademikerInnen","direkter Migrationshintergrund","36","0.396868857996207","0.296895664605623","0.496842051386791"
"ja","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"nein","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nein","1984","(noch) kein Abschluss","direkter Migrationshintergrund","582","0.914091912837712","0.892364419780374","0.93581940589505"
"nein","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nein","1984","Hauptschulabschluss","kein Migrationshintergrund","2300","0.804500559909474","0.789968569705868","0.81903255011308"
"nein","1984","Hauptschulabschluss","direkter Migrationshintergrund","1150","0.902746356855117","0.886327033795522","0.919165679914712"
"nein","1984","Hauptschulabschluss","indirekter Migrationshintergrund","40","0.718951624059197","0.58761610080697","0.850287147311424"
"nein","1984","Realschulabschluss","kein Migrationshintergrund","752","0.701692459878096","0.674393701850936","0.728991217905256"
"nein","1984","Realschulabschluss","direkter Migrationshintergrund","60","0.70709255447564","0.605442862672889","0.808742246278392"
"nein","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"nein","1984","(Fach-)Abitur","kein Migrationshintergrund","188","0.681821563359816","0.626871994674686","0.736771132044945"
"nein","1984","(Fach-)Abitur","direkter Migrationshintergrund","154","0.786429063017469","0.726888456967734","0.845969669067205"
"nein","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nein","1984","AkademikerInnen","kein Migrationshintergrund","255","0.481020025470601","0.438280930838713","0.523759120102488"
"nein","1984","AkademikerInnen","direkter Migrationshintergrund","56","0.603131142003793","0.503157948613209","0.703104335394377"
"nein","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"ja","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"ja","1985","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.0789847062856936","0.0548811858783067","0.10308822669308"
"ja","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"ja","1985","Hauptschulabschluss","kein Migrationshintergrund","514","0.208956594962698","0.192880753626714","0.225032436298682"
"ja","1985","Hauptschulabschluss","direkter Migrationshintergrund","87","0.0961443988573977","0.078245523137378","0.114043274577417"
"ja","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"ja","1985","Realschulabschluss","kein Migrationshintergrund","314","0.305601990888247","0.27697874550392","0.334225236272573"
"ja","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"ja","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"ja","1985","(Fach-)Abitur","kein Migrationshintergrund","80","0.338109941614376","0.27749746051643","0.398722422712322"
"ja","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"ja","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"ja","1985","AkademikerInnen","kein Migrationshintergrund","250","0.512737575398874","0.468480869588293","0.556994281209455"
"ja","1985","AkademikerInnen","direkter Migrationshintergrund","32","0.384526956660102","0.276565508052268","0.492488405267937"
"ja","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"nein","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nein","1985","(noch) kein Abschluss","direkter Migrationshintergrund","438","0.921015293714306","0.89691177330692","0.945118814121693"
"nein","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nein","1985","Hauptschulabschluss","kein Migrationshintergrund","1943","0.791043405037302","0.774967563701318","0.807119246373286"
"nein","1985","Hauptschulabschluss","direkter Migrationshintergrund","955","0.903855601142602","0.885956725422583","0.921754476862622"
"nein","1985","Hauptschulabschluss","indirekter Migrationshintergrund","36","0.765229521259056","0.635489560136471","0.894969482381641"
"nein","1985","Realschulabschluss","kein Migrationshintergrund","681","0.694398009111753","0.665774763727427","0.72302125449608"
"nein","1985","Realschulabschluss","direkter Migrationshintergrund","63","0.760348617016742","0.664378141902878","0.856319092130606"
"nein","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"nein","1985","(Fach-)Abitur","kein Migrationshintergrund","154","0.661890058385624","0.601277577287678","0.72250253948357"
"nein","1985","(Fach-)Abitur","direkter Migrationshintergrund","124","0.843818389508129","0.783897538039938","0.90373924097632"
"nein","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"nein","1985","AkademikerInnen","kein Migrationshintergrund","240","0.487262424601126","0.443005718790545","0.531519130411707"
"nein","1985","AkademikerInnen","direkter Migrationshintergrund","46","0.615473043339898","0.507511594732064","0.723434491947732"
"nein","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"ja","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"ja","1986","(noch) kein Abschluss","direkter Migrationshintergrund","38","0.0824198990575026","0.0556699409189924","0.109169857196013"
"ja","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"ja","1986","Hauptschulabschluss","kein Migrationshintergrund","484","0.213848738554327","0.1969964353205","0.230701041788154"
"ja","1986","Hauptschulabschluss","direkter Migrationshintergrund","71","0.0969132427734354","0.0784287796328814","0.115397705913989"
"ja","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"ja","1986","Realschulabschluss","kein Migrationshintergrund","300","0.306665560503392","0.277188236583108","0.336142884423675"
"ja","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"ja","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"ja","1986","(Fach-)Abitur","kein Migrationshintergrund","82","0.348757463735395","0.28821044730315","0.40930448016764"
"ja","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"ja","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"ja","1986","AkademikerInnen","kein Migrationshintergrund","243","0.508239431064329","0.463328129232166","0.553150732896493"
"ja","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"ja","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"nein","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"nein","1986","(noch) kein Abschluss","direkter Migrationshintergrund","368","0.917580100942497","0.890830142803987","0.944330059081008"
"nein","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"nein","1986","Hauptschulabschluss","kein Migrationshintergrund","1790","0.786151261445673","0.769298958211846","0.8030035646795"
