year,age_gr,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,At least once per week,0.25542,748,3109,0.24009,0.27075
1985,17-29 y.,At least once per month,0.30134,851,3109,0.28521,0.31747
1985,17-29 y.,Seldom,0.32853,1014,3109,0.31201,0.34504
1985,17-29 y.,Never,0.10800,496,3109,0.09709,0.11891
1985,30-45 y.,At least once per week,0.05736,189,3446,0.04960,0.06513
1985,30-45 y.,At least once per month,0.13263,420,3446,0.12131,0.14396
1985,30-45 y.,Seldom,0.48051,1467,3446,0.46383,0.49720
1985,30-45 y.,Never,0.32065,1370,3446,0.30506,0.33623
1985,46-65 y.,At least once per week,0.02682,84,3262,0.02127,0.03236
1985,46-65 y.,At least once per month,0.05277,177,3262,0.04510,0.06044
1985,46-65 y.,Seldom,0.28011,892,3262,0.26469,0.29552
1985,46-65 y.,Never,0.62766,2109,3262,0.61107,0.64426
1985,66 and older,Seldom,0.06963,85,1061,0.05430,0.08495
1985,66 and older,Never,0.89203,976,1061,0.87335,0.91071
1986,17-29 y.,At least once per week,0.24334,694,3049,0.22811,0.25858
1986,17-29 y.,At least once per month,0.34112,959,3049,0.32429,0.35796
1986,17-29 y.,Seldom,0.30819,934,3049,0.29180,0.32458
1986,17-29 y.,Never,0.10632,462,3049,0.09537,0.11726
1986,30-45 y.,At least once per week,0.06067,176,3247,0.05245,0.06888
1986,30-45 y.,At least once per month,0.12686,372,3247,0.11541,0.13831
1986,30-45 y.,Seldom,0.47925,1405,3247,0.46206,0.49644
1986,30-45 y.,Never,0.32622,1294,3247,0.31009,0.34235
1986,46-65 y.,At least once per week,0.02822,86,3187,0.02247,0.03397
1986,46-65 y.,At least once per month,0.05171,167,3187,0.04402,0.05940
1986,46-65 y.,Seldom,0.29063,898,3187,0.27486,0.30639
1986,46-65 y.,Never,0.61562,2036,3187,0.59873,0.63251
1986,66 and older,Seldom,0.07332,78,992,0.05710,0.08955
1986,66 and older,Never,0.89392,914,992,0.87474,0.91309
1988,17-29 y.,At least once per week,0.23413,644,2864,0.21862,0.24964
1988,17-29 y.,At least once per month,0.35617,944,2864,0.33863,0.37371
1988,17-29 y.,Seldom,0.30544,822,2864,0.28857,0.32232
1988,17-29 y.,Never,0.10163,454,2864,0.09056,0.11270
1988,30-45 y.,At least once per week,0.05061,133,2927,0.04267,0.05856
1988,30-45 y.,At least once per month,0.15479,395,2927,0.14169,0.16790
1988,30-45 y.,Seldom,0.49007,1280,2927,0.47195,0.50818
1988,30-45 y.,Never,0.29446,1119,2927,0.27794,0.31097
1988,46-65 y.,At least once per week,0.02721,75,3071,0.02146,0.03297
1988,46-65 y.,At least once per month,0.05894,168,3071,0.05061,0.06727
