year,migback,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,male,Yes,0.04933,179,3780,0.04242,0.05623
1985,No migration background,male,No,0.95067,3601,3780,0.94377,0.95758
1985,No migration background,female,Yes,0.03298,146,4118,0.02753,0.03844
1985,No migration background,female,No,0.96702,3972,4118,0.96156,0.97247
1985,Direct migration background,male,Yes,0.07691,123,1515,0.06349,0.09033
1985,Direct migration background,male,No,0.92309,1392,1515,0.90967,0.93651
1985,Direct migration background,female,Yes,0.06280,95,1317,0.04969,0.07590
1985,Direct migration background,female,No,0.93720,1222,1317,0.92410,0.95031
1985,Indirect migration background,male,No,0.95151,59,59,0.89623,1.00679
1985,Indirect migration background,female,No,0.94011,70,70,0.88413,0.99610
1986,No migration background,male,Yes,0.03850,135,3596,0.03221,0.04479
1986,No migration background,male,No,0.96150,3461,3596,0.95521,0.96779
1986,No migration background,female,Yes,0.03981,165,3884,0.03366,0.04595
1986,No migration background,female,No,0.96019,3719,3884,0.95405,0.96634
1986,Direct migration background,male,Yes,0.07776,113,1486,0.06413,0.09138
1986,Direct migration background,male,No,0.92224,1373,1486,0.90862,0.93587
1986,Direct migration background,female,Yes,0.05861,95,1274,0.04571,0.07152
1986,Direct migration background,female,No,0.94139,1179,1274,0.92848,0.95429
1986,Indirect migration background,male,No,0.92654,66,66,0.86312,0.98997
1986,Indirect migration background,female,No,0.94530,77,77,0.89417,0.99642
1987,No migration background,male,Yes,0.04024,142,3565,0.03379,0.04670
1987,No migration background,male,No,0.95976,3423,3565,0.95330,0.96621
1987,No migration background,female,Yes,0.03342,134,3821,0.02772,0.03911
1987,No migration background,female,No,0.96658,3687,3821,0.96089,0.97228
1987,Direct migration background,male,Yes,0.06547,117,1492,0.05292,0.07803
1987,Direct migration background,male,No,0.93453,1375,1492,0.92197,0.94708
1987,Direct migration background,female,Yes,0.06654,98,1305,0.05301,0.08007
1987,Direct migration background,female,No,0.93346,1207,1305,0.91993,0.94699
1987,Indirect migration background,male,No,0.86809,74,74,0.79047,0.94572
1987,Indirect migration background,female,No,0.97901,88,88,0.94889,1.00913
1988,No migration background,male,Yes,0.04270,144,3380,0.03588,0.04952
1988,No migration background,male,No,0.95730,3236,3380,0.95048,0.96412
1988,No migration background,female,Yes,0.03559,129,3623,0.02955,0.04162
1988,No migration background,female,No,0.96441,3494,3623,0.95838,0.97045
1988,Direct migration background,male,Yes,0.07306,117,1375,0.05930,0.08682
1988,Direct migration background,male,No,0.92694,1258,1375,0.91318,0.94070
1988,Direct migration background,female,Yes,0.06737,93,1223,0.05332,0.08143
1988,Direct migration background,female,No,0.93263,1130,1223,0.91857,0.94668
1988,Indirect migration background,male,No,0.89958,97,97,0.83945,0.95970
1988,Indirect migration background,female,No,0.96357,108,108,0.92807,0.99907
1989,No migration background,male,Yes,0.03189,108,3206,0.02581,0.03798
1989,No migration background,male,No,0.96811,3098,3206,0.96202,0.97419
1989,No migration background,female,Yes,0.03094,112,3373,0.02510,0.03679
1989,No migration background,female,No,0.96906,3261,3373,0.96321,0.97490
1989,Direct migration background,male,Yes,0.06429,77,1080,0.04966,0.07893
1989,Direct migration background,male,No,0.93571,1003,1080,0.92107,0.95034
1989,Direct migration background,female,Yes,0.04805,52,954,0.03447,0.06162
1989,Direct migration background,female,No,0.95195,902,954,0.93838,0.96553
1989,Indirect migration background,male,No,0.91386,91,91,0.85589,0.97183
1989,Indirect migration background,female,No,0.97497,94,94,0.94322,1.00672
1990,No migration background,male,Yes,0.03113,91,3087,0.02500,0.03725
1990,No migration background,male,No,0.96887,2996,3087,0.96275,0.97500
1990,No migration background,female,Yes,0.02759,96,3333,0.02203,0.03315
1990,No migration background,female,No,0.97241,3237,3333,0.96685,0.97797
1990,Direct migration background,male,Yes,0.06582,92,1269,0.05217,0.07946
1990,Direct migration background,male,No,0.93418,1177,1269,0.92054,0.94783
1990,Direct migration background,female,Yes,0.04495,56,1137,0.03290,0.05699
1990,Direct migration background,female,No,0.95505,1081,1137,0.94301,0.96710
1990,Indirect migration background,male,No,0.97903,136,136,0.95486,1.00320
1990,Indirect migration background,female,No,0.98640,143,143,0.96736,1.00545
1991,No migration background,male,Yes,0.04300,251,5033,0.03740,0.04861
1991,No migration background,male,No,0.95700,4782,5033,0.95139,0.96260
1991,No migration background,female,Yes,0.04030,313,5436,0.03507,0.04553
1991,No migration background,female,No,0.95970,5123,5436,0.95447,0.96493
1991,Direct migration background,male,Yes,0.08569,121,1329,0.07063,0.10074
1991,Direct migration background,male,No,0.91431,1208,1329,0.89926,0.92937
1991,Direct migration background,female,Yes,0.04032,57,1220,0.02927,0.05136
1991,Direct migration background,female,No,0.95968,1163,1220,0.94864,0.97073
1991,Indirect migration background,male,No,0.95798,160,160,0.92680,0.98917
1991,Indirect migration background,female,No,0.97609,163,163,0.95256,0.99961
1992,No migration background,male,Yes,0.05192,288,4834,0.04567,0.05818
1992,No migration background,male,No,0.94808,4546,4834,0.94182,0.95433
1992,No migration background,female,Yes,0.05629,434,5294,0.05008,0.06250
1992,No migration background,female,No,0.94371,4860,5294,0.93750,0.94992
1992,Direct migration background,male,Yes,0.07369,103,1303,0.05949,0.08788
1992,Direct migration background,male,No,0.92631,1200,1303,0.91212,0.94051
1992,Direct migration background,female,Yes,0.06832,88,1199,0.05403,0.08261
1992,Direct migration background,female,No,0.93168,1111,1199,0.91739,0.94597
1992,Indirect migration background,male,No,0.94423,192,192,0.91169,0.97678
1992,Indirect migration background,female,No,0.96787,187,187,0.94253,0.99322
1993,No migration background,male,Yes,0.06101,318,4811,0.05425,0.06778
1993,No migration background,male,No,0.93899,4493,4811,0.93222,0.94575
1993,No migration background,female,Yes,0.06004,447,5266,0.05363,0.06646
1993,No migration background,female,No,0.93996,4819,5266,0.93354,0.94637
1993,Direct migration background,male,Yes,0.08225,118,1250,0.06701,0.09749
1993,Direct migration background,male,No,0.91775,1132,1250,0.90251,0.93299
1993,Direct migration background,female,Yes,0.05844,79,1143,0.04484,0.07205
1993,Direct migration background,female,No,0.94156,1064,1143,0.92795,0.95516
1993,Indirect migration background,male,No,0.95222,213,213,0.92351,0.98093
1993,Indirect migration background,female,No,0.97361,212,212,0.95198,0.99524
1994,No migration background,male,Yes,0.06819,361,4725,0.06100,0.07538
1994,No migration background,male,No,0.93181,4364,4725,0.92462,0.93900
1994,No migration background,female,Yes,0.06600,460,5234,0.05928,0.07273
1994,No migration background,female,No,0.93400,4774,5234,0.92727,0.94072
1994,Direct migration background,male,Yes,0.11060,137,1196,0.09282,0.12839
1994,Direct migration background,male,No,0.88940,1059,1196,0.87161,0.90718
1994,Direct migration background,female,Yes,0.07187,105,1134,0.05683,0.08691
1994,Direct migration background,female,No,0.92813,1029,1134,0.91309,0.94317
1994,Indirect migration background,male,No,0.94469,224,224,0.91469,0.97469
1994,Indirect migration background,female,No,0.92681,219,219,0.89223,0.96138
1995,No migration background,male,Yes,0.05983,304,4708,0.05306,0.06661
1995,No migration background,male,No,0.94017,4404,4708,0.93339,0.94694
1995,No migration background,female,Yes,0.06581,423,5182,0.05906,0.07256
1995,No migration background,female,No,0.93419,4759,5182,0.92744,0.94094
1995,Direct migration background,male,Yes,0.12528,158,1395,0.10790,0.14266
1995,Direct migration background,male,No,0.87472,1237,1395,0.85734,0.89210
1995,Direct migration background,female,Yes,0.09045,138,1342,0.07510,0.10580
1995,Direct migration background,female,No,0.90955,1204,1342,0.89420,0.92490
1995,Indirect migration background,male,No,0.93029,228,228,0.89716,0.96342
1995,Indirect migration background,female,No,0.93067,226,226,0.89748,0.96386
1996,No migration background,male,Yes,0.06473,328,4618,0.05763,0.07182
1996,No migration background,male,No,0.93527,4290,4618,0.92818,0.94237
1996,No migration background,female,Yes,0.06276,405,5053,0.05607,0.06945
1996,No migration background,female,No,0.93724,4648,5053,0.93055,0.94393
1996,Direct migration background,male,Yes,0.11851,150,1291,0.10087,0.13615
1996,Direct migration background,male,No,0.88149,1141,1291,0.86385,0.89913
1996,Direct migration background,female,Yes,0.09671,119,1257,0.08037,0.11306
1996,Direct migration background,female,No,0.90329,1138,1257,0.88694,0.91963
1996,Indirect migration background,male,No,0.91779,238,238,0.88282,0.95276
1996,Indirect migration background,female,No,0.92057,244,244,0.88657,0.95457
1997,No migration background,male,Yes,0.07527,367,4670,0.06770,0.08284
1997,No migration background,male,No,0.92473,4303,4670,0.91716,0.93230
1997,No migration background,female,Yes,0.06327,388,5121,0.05660,0.06994
1997,No migration background,female,No,0.93673,4733,5121,0.93006,0.94340
1997,Direct migration background,male,Yes,0.11247,152,1250,0.09495,0.12999
1997,Direct migration background,male,No,0.88753,1098,1250,0.87001,0.90505
1997,Direct migration background,female,Yes,0.08996,130,1220,0.07390,0.10602
1997,Direct migration background,female,No,0.91004,1090,1220,0.89398,0.92610
1997,Indirect migration background,male,No,0.89872,263,263,0.86218,0.93525
1997,Indirect migration background,female,No,0.93809,256,256,0.90851,0.96767
1998,No migration background,male,Yes,0.06826,407,5319,0.06148,0.07504
1998,No migration background,male,No,0.93174,4912,5319,0.92496,0.93852
1998,No migration background,female,Yes,0.06129,431,5836,0.05514,0.06745
1998,No migration background,female,No,0.93871,5405,5836,0.93255,0.94486
1998,Direct migration background,male,Yes,0.11138,138,1195,0.09354,0.12923
1998,Direct migration background,male,No,0.88862,1057,1195,0.87077,0.90646
1998,Direct migration background,female,Yes,0.08534,116,1173,0.06935,0.10134
1998,Direct migration background,female,No,0.91466,1057,1173,0.89866,0.93065
1998,Indirect migration background,male,Yes,0.11788,33,303,0.08151,0.15425
1998,Indirect migration background,male,No,0.88212,270,303,0.84575,0.91849
1998,Indirect migration background,female,No,0.93934,262,262,0.91038,0.96830
1999,No migration background,male,Yes,0.05985,338,5178,0.05339,0.06631
1999,No migration background,male,No,0.94015,4840,5178,0.93369,0.94661
1999,No migration background,female,Yes,0.05270,364,5639,0.04687,0.05853
1999,No migration background,female,No,0.94730,5275,5639,0.94147,0.95313
1999,Direct migration background,male,Yes,0.10687,123,1100,0.08861,0.12514
1999,Direct migration background,male,No,0.89313,977,1100,0.87486,0.91139
1999,Direct migration background,female,Yes,0.06825,89,1095,0.05330,0.08319
1999,Direct migration background,female,No,0.93175,1006,1095,0.91681,0.94670
1999,Indirect migration background,male,No,0.93201,279,279,0.90242,0.96160
1999,Indirect migration background,female,No,0.95106,286,286,0.92601,0.97611
2000,No migration background,male,Yes,0.05004,547,9558,0.04567,0.05441
2000,No migration background,male,No,0.94996,9011,9558,0.94559,0.95433
2000,No migration background,female,Yes,0.05064,633,10426,0.04643,0.05485
2000,No migration background,female,No,0.94936,9793,10426,0.94515,0.95357
2000,Direct migration background,male,Yes,0.10306,178,1623,0.08826,0.11785
2000,Direct migration background,male,No,0.89694,1445,1623,0.88215,0.91174
2000,Direct migration background,female,Yes,0.04235,101,1682,0.03272,0.05198
2000,Direct migration background,female,No,0.95765,1581,1682,0.94802,0.96728
2000,Indirect migration background,male,No,0.95549,380,380,0.93472,0.97625
2000,Indirect migration background,female,No,0.95034,396,396,0.92892,0.97177
2001,No migration background,male,Yes,0.05572,520,8724,0.05091,0.06053
2001,No migration background,male,No,0.94428,8204,8724,0.93947,0.94909
2001,No migration background,female,Yes,0.05290,587,9517,0.04841,0.05740
2001,No migration background,female,No,0.94710,8930,9517,0.94260,0.95159
2001,Direct migration background,male,Yes,0.11353,145,1430,0.09708,0.12998
2001,Direct migration background,male,No,0.88647,1285,1430,0.87002,0.90292
2001,Direct migration background,female,Yes,0.05853,96,1486,0.04659,0.07047
2001,Direct migration background,female,No,0.94147,1390,1486,0.92953,0.95341
2001,Indirect migration background,male,No,0.93636,344,344,0.91052,0.96219
2001,Indirect migration background,female,No,0.94354,366,366,0.91986,0.96722
2002,No migration background,male,Yes,0.06664,561,9402,0.06160,0.07168
