,Unnamed: 0,year,age_gr,sampreg,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1985,17-29 y.,West,Yes,0.06321,216,10867,0.05821,0.06857
1,1,1985,17-29 y.,West,No,0.93679,2882,10867,0.91768,0.95631
2,2,1985,30-45 y.,West,Yes,0.05584,183,10867,0.0514,0.06028
3,3,1985,30-45 y.,West,No,0.94416,3256,10867,0.92569,0.96024
4,4,1985,46-65 y.,West,Yes,0.04121,152,10867,0.03674,0.04531
5,5,1985,46-65 y.,West,No,0.95879,3094,10867,0.94199,0.97501
6,6,1985,66 and older,West,No,1.0,1084,10867,0.98555,1.0145
7,7,1986,17-29 y.,West,Yes,0.05966,194,10389,0.05311,0.06701
8,8,1986,17-29 y.,West,No,0.94034,2812,10389,0.91865,0.95875
9,9,1986,30-45 y.,West,Yes,0.05491,167,10389,0.05014,0.05921
10,10,1986,30-45 y.,West,No,0.94509,3034,10389,0.92564,0.96622
11,11,1986,46-65 y.,West,Yes,0.04139,153,10389,0.03646,0.04603
12,12,1986,46-65 y.,West,No,0.95861,3016,10389,0.94198,0.9755
13,13,1986,66 and older,West,No,1.0,1013,10389,0.97847,1.02001
14,14,1987,17-29 y.,West,Yes,0.0538,176,10354,0.04819,0.05916
15,15,1987,17-29 y.,West,No,0.9462,2802,10354,0.92159,0.97065
16,16,1987,30-45 y.,West,Yes,0.04229,135,10354,0.03753,0.04646
17,17,1987,30-45 y.,West,No,0.95771,3014,10354,0.93974,0.97415
18,18,1987,46-65 y.,West,Yes,0.04961,189,10354,0.04466,0.0556
19,19,1987,46-65 y.,West,No,0.95039,2988,10354,0.93249,0.96692
20,20,1987,66 and older,West,No,1.0,1050,10354,0.98031,1.02043
21,21,1988,17-29 y.,West,Yes,0.05485,173,9814,0.04908,0.06114
22,22,1988,17-29 y.,West,No,0.94515,2658,9814,0.92255,0.97184
23,23,1988,30-45 y.,West,Yes,0.04921,129,9814,0.04373,0.05497
24,24,1988,30-45 y.,West,No,0.95079,2777,9814,0.93007,0.97171
25,25,1988,46-65 y.,West,Yes,0.0505,189,9814,0.04474,0.05643
26,26,1988,46-65 y.,West,No,0.9495,2868,9814,0.93055,0.96708
27,27,1988,66 and older,West,No,1.0,1020,9814,0.9818,1.02137
28,28,1989,17-29 y.,West,Yes,0.0433,124,8808,0.03701,0.04991
29,29,1989,17-29 y.,West,No,0.9567,2407,8808,0.93079,0.98391
30,30,1989,30-45 y.,West,Yes,0.0301,82,8808,0.02534,0.03451
31,31,1989,30-45 y.,West,No,0.9699,2523,8808,0.9438,0.99246
32,32,1989,46-65 y.,West,Yes,0.04905,153,8808,0.04305,0.05427
33,33,1989,46-65 y.,West,No,0.95095,2571,8808,0.93159,0.97053
34,34,1989,66 and older,West,No,1.0,948,8808,0.9771,1.02097
35,35,1990,17-29 y.,West,Yes,0.04143,116,9112,0.03526,0.04737
36,36,1990,17-29 y.,West,No,0.95857,2496,9112,0.93095,0.98541
37,37,1990,30-45 y.,West,Yes,0.02835,78,9112,0.02469,0.03263
38,38,1990,30-45 y.,West,No,0.97165,2619,9112,0.94471,0.99936
39,39,1990,46-65 y.,West,Yes,0.04584,148,9112,0.04035,0.05185
40,40,1990,46-65 y.,West,No,0.95416,2657,9112,0.93042,0.97421
41,41,1990,66 and older,West,No,1.0,998,9112,0.97688,1.0214
42,42,1991,17-29 y.,West,Yes,0.03399,107,13350,0.02768,0.0402
43,43,1991,17-29 y.,West,No,0.96601,2570,13350,0.93943,0.99571
44,44,1991,17-29 y.,East,Yes,0.1244,112,13350,0.11098,0.13826
45,45,1991,17-29 y.,East,No,0.8756,860,13350,0.83906,0.90667
46,46,1991,30-45 y.,West,Yes,0.0365,105,13350,0.03183,0.04214
47,47,1991,30-45 y.,West,No,0.9635,2666,13350,0.94062,0.98574
48,48,1991,30-45 y.,East,Yes,0.10125,150,13350,0.09164,0.11188
49,49,1991,30-45 y.,East,No,0.89875,1336,13350,0.87457,0.92562
50,50,1991,46-65 y.,West,Yes,0.03879,136,13350,0.03365,0.04454
51,51,1991,46-65 y.,West,No,0.96121,2652,13350,0.94105,0.98067
52,52,1991,46-65 y.,East,Yes,0.11316,141,13350,0.10546,0.12197
53,53,1991,46-65 y.,East,No,0.88684,1122,13350,0.86732,0.90888
54,54,1991,66 and older,West,No,1.0,1010,13350,0.97768,1.02197
55,55,1991,66 and older,East,No,1.0,383,13350,0.96296,1.0405
56,56,1992,17-29 y.,West,Yes,0.03583,101,13022,0.02912,0.04119
57,57,1992,17-29 y.,West,No,0.96417,2517,13022,0.93473,0.99054
58,58,1992,17-29 y.,East,Yes,0.17097,137,13022,0.15574,0.18729
59,59,1992,17-29 y.,East,No,0.82903,769,13022,0.79728,0.86003
60,60,1992,30-45 y.,West,Yes,0.0325,98,13022,0.02715,0.03772
61,61,1992,30-45 y.,West,No,0.9675,2689,13022,0.94446,0.98782
62,62,1992,30-45 y.,East,Yes,0.18093,236,13022,0.17024,0.19567
63,63,1992,30-45 y.,East,No,0.81907,1187,13022,0.79395,0.84182
64,64,1992,46-65 y.,West,Yes,0.04956,160,13022,0.04353,0.05668
65,65,1992,46-65 y.,West,No,0.95044,2550,13022,0.92924,0.97265
66,66,1992,46-65 y.,East,Yes,0.16153,194,13022,0.15285,0.17131
67,67,1992,46-65 y.,East,No,0.83847,1016,13022,0.8165,0.86372
68,68,1992,66 and older,West,No,1.0,997,13022,0.97018,1.02331
69,69,1992,66 and older,East,No,1.0,371,13022,0.96005,1.04113
70,70,1993,17-29 y.,West,Yes,0.05764,156,12914,0.04953,0.06442
71,71,1993,17-29 y.,West,No,0.94236,2407,12914,0.91927,0.96753
72,72,1993,17-29 y.,East,Yes,0.14449,118,12914,0.12942,0.16003
73,73,1993,17-29 y.,East,No,0.85551,741,12914,0.8154,0.88747
74,74,1993,30-45 y.,West,Yes,0.03779,110,12914,0.03187,0.04382
75,75,1993,30-45 y.,West,No,0.96221,2668,12914,0.93516,0.98748
76,76,1993,30-45 y.,East,Yes,0.16825,219,12914,0.15759,0.17919
77,77,1993,30-45 y.,East,No,0.83175,1152,12914,0.80935,0.85797
78,78,1993,46-65 y.,West,Yes,0.05309,163,12914,0.04668,0.05989
79,79,1993,46-65 y.,West,No,0.94691,2558,12914,0.92406,0.9685
80,80,1993,46-65 y.,East,Yes,0.19495,215,12914,0.18274,0.20815
81,81,1993,46-65 y.,East,No,0.80505,964,12914,0.78315,0.83091
82,82,1993,66 and older,West,No,1.0,1062,12914,0.97647,1.02213
83,83,1993,66 and older,East,No,1.0,381,12914,0.96031,1.03841
84,84,1994,17-29 y.,West,Yes,0.06885,186,12765,0.06204,0.07633
85,85,1994,17-29 y.,West,No,0.93115,2288,12765,0.90508,0.96099
86,86,1994,17-29 y.,East,Yes,0.1429,104,12765,0.12699,0.15762
87,87,1994,17-29 y.,East,No,0.8571,736,12765,0.81275,0.90024
88,88,1994,30-45 y.,West,Yes,0.04933,165,12765,0.04261,0.05617
