year,plb0021,age_gr,regtyp,proportion,n,lower_confidence,upper_confidence
1985,Yes,18-29 y.,Urban regions,0.29259259259259257,14443,0.28517276471416786,0.3000124204710173
1985,Yes,30-45 y.,Urban regions,0.24814814814814815,14443,0.24110366682745493,0.25519262946884136
1985,Yes,46-65 y.,Urban regions,0.21666666666666667,14443,0.2099477892060016,0.22338554412733175
1985,Yes,30-45 y.,Rural regions,0.09074074074074075,14443,0.08605614205762116,0.09542533942386033
1985,Yes,18-29 y.,Rural regions,0.08703703703703704,14443,0.08243970369570983,0.09163437037836425
1985,Yes,46-65 y.,Rural regions,0.06481481481481481,14443,0.0607995580991543,0.06883007153047532
1985,No,30-45 y.,Urban regions,0.25688164563251514,14443,0.24975602171294084,0.2640072695520894
1985,No,46-65 y.,Urban regions,0.24217430189804234,14443,0.23518753815112667,0.24916106564495802
1985,No,18-29 y.,Urban regions,0.2079896651098082,14443,0.20137034067343218,0.21460898954618424
1985,No,66 and older,Urban regions,0.07949915532147471,14443,0.07508730552188263,0.08391100512106679
1985,No,30-45 y.,Rural regions,0.06667991652588691,14443,0.06261136149048452,0.0707484715612893
1985,No,46-65 y.,Rural regions,0.06528868130776111,14443,0.061259794508878085,0.06931756810664413
1985,No,18-29 y.,Rural regions,0.053264434065388055,14443,0.04960207964399008,0.056926788486786034
1985,No,66 and older,Rural regions,0.02822220013912352,14443,0.02552131393750836,0.030923086340738683
1986,Yes,18-29 y.,Urban regions,0.2857142857142857,13742,0.27816104962995364,0.29326752179861776
1986,Yes,30-45 y.,Urban regions,0.25048923679060664,13742,0.24324463413171493,0.25773383944949835
1986,Yes,46-65 y.,Urban regions,0.22700587084148727,13742,0.22000200624286884,0.2340097354401057
1986,Yes,18-29 y.,Rural regions,0.08806262230919765,13742,0.08332446566625906,0.09280077895213623
1986,Yes,30-45 y.,Rural regions,0.07632093933463796,13742,0.07188164948408364,0.08076022918519228
1986,Yes,46-65 y.,Rural regions,0.07240704500978473,13742,0.06807392984301915,0.07674016017655032
1986,No,30-45 y.,Urban regions,0.25116907409331807,13742,0.24391793781174775,0.2584202103748884
1986,No,46-65 y.,Urban regions,0.2477397900862517,13742,0.2405218540800974,0.25495772609240597
1986,No,18-29 y.,Urban regions,0.20918632443105062,13742,0.20238591862800176,0.21598673023409948
1986,No,66 and older,Urban regions,0.0779382728878728,13742,0.07345612186264974,0.08242042391309587
1986,No,46-65 y.,Rural regions,0.06567598462018082,13742,0.061534241577064344,0.06981772766329729
1986,No,30-45 y.,Rural regions,0.06411721916242336,13742,0.060021509461382974,0.06821292886346374
1986,No,18-29 y.,Rural regions,0.056842980359555234,13742,0.05297163852882266,0.06071432219028781
1986,No,66 and older,Rural regions,0.027330354359347397,13742,0.02460428807142712,0.030056420647267674
1987,Yes,46-65 y.,Urban regions,0.3016194331983806,13496,0.2938760764313781,0.3093627899653831
