year,bula_h,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,male,,,,,,,,,,,,
1984,Schleswig-Holstein,female,,,,,,,,,,,,
1984,Hamburg,male,,,,,,,,,,,,
1984,Hamburg,female,,,,,,,,,,,,
1984,Lower Saxony,male,,,,,,,,,,,,
1984,Lower Saxony,female,,,,,,,,,,,,
1984,Bremen,male,,,,,,,,,,,,
1984,Bremen,female,,,,,,,,,,,,
1984,North Rhine-Westphalia,male,,,,,,,,,,,,
1984,North Rhine-Westphalia,female,,,,,,,,,,,,
1984,Hesse,male,,,,,,,,,,,,
1984,Hesse,female,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",male,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",female,,,,,,,,,,,,
1984,Baden-Wuerttemberg,male,,,,,,,,,,,,
1984,Baden-Wuerttemberg,female,,,,,,,,,,,,
1984,Bavaria,male,,,,,,,,,,,,
1984,Bavaria,female,,,,,,,,,,,,
1984,Berlin,male,,,,,,,,,,,,
1984,Berlin,female,,,,,,,,,,,,
1985,Schleswig-Holstein,male,,,,,,,,,,,,
1985,Schleswig-Holstein,female,,,,,,,,,,,,
1985,Hamburg,male,,,,,,,,,,,,
1985,Hamburg,female,,,,,,,,,,,,
1985,Lower Saxony,male,,,,,,,,,,,,
1985,Lower Saxony,female,,,,,,,,,,,,
1985,Bremen,male,,,,,,,,,,,,
1985,Bremen,female,,,,,,,,,,,,
1985,North Rhine-Westphalia,male,,,,,,,,,,,,
1985,North Rhine-Westphalia,female,,,,,,,,,,,,
1985,Hesse,male,,,,,,,,,,,,
1985,Hesse,female,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",male,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",female,,,,,,,,,,,,
1985,Baden-Wuerttemberg,male,,,,,,,,,,,,
1985,Baden-Wuerttemberg,female,,,,,,,,,,,,
1985,Bavaria,male,,,,,,,,,,,,
1985,Bavaria,female,,,,,,,,,,,,
1985,Berlin,male,,,,,,,,,,,,
1985,Berlin,female,,,,,,,,,,,,
1986,Schleswig-Holstein,male,117,9.43176,6.11339,12.75013,0.00000,0.00000,12.00000,0.0,30.00000,0.0,0.00000,0.00000
1986,Schleswig-Holstein,female,74,8.90776,4.41754,13.39797,0.00000,0.00000,9.00402,0.0,22.51004,0.0,0.00000,0.00000
1986,Hamburg,male,86,10.44749,6.26281,14.63217,0.00000,0.00000,15.00000,0.0,37.50000,0.0,0.00000,3.00000
1986,Hamburg,female,56,5.91409,3.11227,8.71591,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,3.00000
1986,Lower Saxony,male,361,10.50550,8.59014,12.42086,0.00000,0.00000,15.00000,0.0,37.50000,0.0,0.00000,0.00000
1986,Lower Saxony,female,236,3.72049,2.49436,4.94662,0.00000,0.00000,3.00000,0.0,7.50000,0.0,0.00000,0.00000
1986,Bremen,male,,,,,,,,,,,,
1986,Bremen,female,,,,,,,,,,,,
1986,North Rhine-Westphalia,male,1022,7.57930,6.67620,8.48241,0.00000,0.00000,10.00000,0.0,25.00000,0.0,0.00000,0.00000
1986,North Rhine-Westphalia,female,551,3.21792,2.45875,3.97708,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,Hesse,male,370,9.12083,7.56000,10.68166,0.00000,0.00000,14.00000,0.0,35.00000,0.0,0.00000,0.00000
1986,Hesse,female,248,5.52540,3.56053,7.49027,0.00000,0.00000,2.59159,0.0,6.47897,0.0,0.00000,0.00000
1986,"Rhineland-Palatinate, Saarland",male,262,6.54186,5.11119,7.97254,0.00000,0.00000,10.00000,0.0,25.00000,0.0,0.00000,0.00000
1986,"Rhineland-Palatinate, Saarland",female,156,2.46980,1.35086,3.58875,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,Baden-Wuerttemberg,male,774,7.55953,6.59533,8.52374,0.00000,0.00000,10.12738,0.0,25.31845,0.0,0.00000,0.00000
1986,Baden-Wuerttemberg,female,498,3.64638,2.93266,4.36010,0.00000,0.00000,3.00000,0.0,7.50000,0.0,0.00000,0.00000
1986,Bavaria,male,618,6.59344,5.51882,7.66807,0.00000,0.00000,10.00000,0.0,25.00000,0.0,0.00000,0.00000
1986,Bavaria,female,459,3.22848,2.45455,4.00242,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,Berlin,male,134,6.18678,3.95740,8.41616,0.00000,0.00000,8.22171,0.0,20.55427,0.0,0.00000,0.00000
1986,Berlin,female,85,4.23415,1.91830,6.55000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,Schleswig-Holstein,male,,,,,,,,,,,,
1987,Schleswig-Holstein,female,,,,,,,,,,,,
1987,Hamburg,male,,,,,,,,,,,,
1987,Hamburg,female,,,,,,,,,,,,
1987,Lower Saxony,male,,,,,,,,,,,,
1987,Lower Saxony,female,,,,,,,,,,,,
1987,Bremen,male,,,,,,,,,,,,
1987,Bremen,female,,,,,,,,,,,,
1987,North Rhine-Westphalia,male,,,,,,,,,,,,
1987,North Rhine-Westphalia,female,,,,,,,,,,,,
1987,Hesse,male,,,,,,,,,,,,
1987,Hesse,female,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",male,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",female,,,,,,,,,,,,
1987,Baden-Wuerttemberg,male,,,,,,,,,,,,
1987,Baden-Wuerttemberg,female,,,,,,,,,,,,
1987,Bavaria,male,,,,,,,,,,,,
1987,Bavaria,female,,,,,,,,,,,,
1987,Berlin,male,,,,,,,,,,,,
1987,Berlin,female,,,,,,,,,,,,
1988,Schleswig-Holstein,male,114,10.59657,7.04149,14.15164,0.00000,0.00000,18.03599,0.0,45.08997,0.0,0.00000,0.00000
1988,Schleswig-Holstein,female,69,4.45648,2.52666,6.38630,0.00000,0.00000,8.00000,0.0,20.00000,0.0,0.00000,0.02500
