year,age_gr,regtyp,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,Urban regions,Very concerned,0.05704,332,741,0.04033,0.07376
1992,17-29 y.,Urban regions,Somewhat concerned,0.04678,306,741,0.03156,0.06199
1992,17-29 y.,Urban regions,Not concerned at all,0.01531,103,741,0.00646,0.02416
1992,17-29 y.,Rural regions,Very concerned,0.01209,36,70,-0.01370,0.03788
1992,17-29 y.,Rural regions,Somewhat concerned,0.01107,34,70,-0.01362,0.03576
1992,30-45 y.,Urban regions,Very concerned,0.03500,208,548,0.01960,0.05040
1992,30-45 y.,Urban regions,Somewhat concerned,0.03314,250,548,0.01814,0.04814
1992,30-45 y.,Urban regions,Not concerned at all,0.01242,90,548,0.00314,0.02170
1992,30-45 y.,Rural regions,Somewhat concerned,0.00890,32,32,-0.02416,0.04196
1992,46-65 y.,Urban regions,Very concerned,0.03110,223,651,0.01776,0.04445
1992,46-65 y.,Urban regions,Somewhat concerned,0.03362,289,651,0.01976,0.04748
1992,46-65 y.,Urban regions,Not concerned at all,0.01915,139,651,0.00861,0.02968
1992,46-65 y.,Rural regions,Somewhat concerned,0.00926,37,37,-0.02203,0.04055
1993,17-29 y.,Urban regions,Very concerned,0.07502,370,722,0.05579,0.09424
1993,17-29 y.,Urban regions,Somewhat concerned,0.05040,281,722,0.03443,0.06637
1993,17-29 y.,Urban regions,Not concerned at all,0.01111,71,722,0.00346,0.01877
1993,17-29 y.,Rural regions,Very concerned,0.02270,57,99,-0.00679,0.05220
1993,17-29 y.,Rural regions,Somewhat concerned,0.01435,42,99,-0.00920,0.03790
1993,30-45 y.,Urban regions,Very concerned,0.03794,233,514,0.02141,0.05448
1993,30-45 y.,Urban regions,Somewhat concerned,0.03193,225,514,0.01672,0.04715
1993,30-45 y.,Urban regions,Not concerned at all,0.00824,56,514,0.00042,0.01606
1993,30-45 y.,Rural regions,Very concerned,0.00979,38,38,-0.02194,0.04151
1993,46-65 y.,Urban regions,Very concerned,0.03997,280,637,0.02474,0.05519
1993,46-65 y.,Urban regions,Somewhat concerned,0.03823,272,637,0.02332,0.05313
1993,46-65 y.,Urban regions,Not concerned at all,0.01247,85,637,0.00384,0.02109
1993,46-65 y.,Rural regions,Very concerned,0.01360,40,40,-0.02275,0.04995
1994,17-29 y.,Urban regions,Very concerned,0.07789,350,678,0.05770,0.09807
1994,17-29 y.,Urban regions,Somewhat concerned,0.05885,276,678,0.04112,0.07658
1994,17-29 y.,Urban regions,Not concerned at all,0.00940,52,678,0.00213,0.01666
1994,17-29 y.,Rural regions,Very concerned,0.01696,38,86,-0.01049,0.04441
1994,17-29 y.,Rural regions,Somewhat concerned,0.02216,48,86,-0.00913,0.05346
1994,30-45 y.,Urban regions,Very concerned,0.04298,243,499,0.02517,0.06080
1994,30-45 y.,Urban regions,Somewhat concerned,0.03140,210,499,0.01609,0.04672
1994,30-45 y.,Urban regions,Not concerned at all,0.00782,46,499,0.00008,0.01556
1994,30-45 y.,Rural regions,Somewhat concerned,0.01080,39,39,-0.02206,0.04365
1994,46-65 y.,Urban regions,Very concerned,0.04429,267,624,0.02813,0.06044
1994,46-65 y.,Urban regions,Somewhat concerned,0.04299,269,624,0.02707,0.05892
1994,46-65 y.,Urban regions,Not concerned at all,0.01205,88,624,0.00348,0.02062
1994,46-65 y.,Rural regions,Somewhat concerned,0.00921,37,37,-0.02200,0.04042
1995,17-29 y.,Urban regions,Very concerned,0.05347,267,602,0.03548,0.07145
1995,17-29 y.,Urban regions,Somewhat concerned,0.04494,275,602,0.02837,0.06150
1995,17-29 y.,Urban regions,Not concerned at all,0.00899,60,602,0.00144,0.01654
1995,17-29 y.,Rural regions,Very concerned,0.01329,36,77,-0.01246,0.03903
1995,17-29 y.,Rural regions,Somewhat concerned,0.01314,41,77,-0.01246,0.03874
1995,30-45 y.,Urban regions,Very concerned,0.02625,187,462,0.01166,0.04085
1995,30-45 y.,Urban regions,Somewhat concerned,0.02584,220,462,0.01136,0.04032
1995,30-45 y.,Urban regions,Not concerned at all,0.00729,55,462,-0.00047,0.01506
1995,46-65 y.,Urban regions,Very concerned,0.03236,235,599,0.01817,0.04654
1995,46-65 y.,Urban regions,Somewhat concerned,0.03238,276,599,0.01820,0.04657
1995,46-65 y.,Urban regions,Not concerned at all,0.01123,88,599,0.00278,0.01967
1995,46-65 y.,Rural regions,Very concerned,0.00890,35,35,-0.02267,0.04046
1996,17-29 y.,Urban regions,Very concerned,0.29910,640,2044,0.27925,0.31896
1996,17-29 y.,Urban regions,Somewhat concerned,0.52941,1097,2044,0.50777,0.55106
1996,17-29 y.,Urban regions,Not concerned at all,0.15394,307,2044,0.13829,0.16959
1996,17-29 y.,Rural regions,Very concerned,0.31897,339,1083,0.29120,0.34674
1996,17-29 y.,Rural regions,Somewhat concerned,0.51652,562,1083,0.48674,0.54629
1996,17-29 y.,Rural regions,Not concerned at all,0.15669,182,1083,0.13503,0.17835
1996,30-45 y.,Urban regions,Very concerned,0.26275,814,2879,0.24667,0.27883
1996,30-45 y.,Urban regions,Somewhat concerned,0.56234,1602,2879,0.54421,0.58046
1996,30-45 y.,Urban regions,Not concerned at all,0.16128,463,2879,0.14784,0.17471
1996,30-45 y.,Rural regions,Very concerned,0.28704,410,1515,0.26425,0.30982
1996,30-45 y.,Rural regions,Somewhat concerned,0.53298,831,1515,0.50785,0.55811
1996,30-45 y.,Rural regions,Not concerned at all,0.16961,274,1515,0.15070,0.18851
1996,46-65 y.,Urban regions,Very concerned,0.28058,751,2473,0.26287,0.29829
1996,46-65 y.,Urban regions,Somewhat concerned,0.53256,1324,2473,0.51289,0.55223
1996,46-65 y.,Urban regions,Not concerned at all,0.15984,398,2473,0.14539,0.17428
1996,46-65 y.,Rural regions,Very concerned,0.32580,420,1356,0.30085,0.35076
1996,46-65 y.,Rural regions,Somewhat concerned,0.47745,694,1356,0.45085,0.50404
1996,46-65 y.,Rural regions,Not concerned at all,0.17100,242,1356,0.15096,0.19105
1996,66 and older,Urban regions,Very concerned,0.28089,290,1008,0.25313,0.30865
1996,66 and older,Urban regions,Somewhat concerned,0.46751,493,1008,0.43669,0.49833
1996,66 and older,Urban regions,Not concerned at all,0.22455,225,1008,0.19878,0.25032
1996,66 and older,Rural regions,Very concerned,0.37001,180,508,0.32798,0.41204
1996,66 and older,Rural regions,Somewhat concerned,0.44719,238,508,0.40391,0.49047
1996,66 and older,Rural regions,Not concerned at all,0.15483,90,508,0.12334,0.18632
1997,17-29 y.,Urban regions,Very concerned,0.30538,618,1950,0.28493,0.32583
1997,17-29 y.,Urban regions,Somewhat concerned,0.49874,991,1950,0.47654,0.52094
1997,17-29 y.,Urban regions,Not concerned at all,0.18154,341,1950,0.16442,0.19865
1997,17-29 y.,Rural regions,Very concerned,0.29204,303,1049,0.26451,0.31957
1997,17-29 y.,Rural regions,Somewhat concerned,0.50956,547,1049,0.47929,0.53983
1997,17-29 y.,Rural regions,Not concerned at all,0.19017,199,1049,0.16641,0.21393
1997,30-45 y.,Urban regions,Very concerned,0.30248,877,2854,0.28563,0.31934
1997,30-45 y.,Urban regions,Somewhat concerned,0.51728,1505,2854,0.49895,0.53562
1997,30-45 y.,Urban regions,Not concerned at all,0.17192,472,2854,0.15807,0.18576
1997,30-45 y.,Rural regions,Very concerned,0.28591,387,1485,0.26292,0.30890
1997,30-45 y.,Rural regions,Somewhat concerned,0.51719,794,1485,0.49177,0.54262
1997,30-45 y.,Rural regions,Not concerned at all,0.18809,304,1485,0.16821,0.20797
1997,46-65 y.,Urban regions,Very concerned,0.29350,780,2446,0.27545,0.31155
1997,46-65 y.,Urban regions,Somewhat concerned,0.51419,1250,2446,0.49438,0.53400
1997,46-65 y.,Urban regions,Not concerned at all,0.17613,416,2446,0.16103,0.19123
1997,46-65 y.,Rural regions,Very concerned,0.31606,427,1365,0.29139,0.34073
1997,46-65 y.,Rural regions,Somewhat concerned,0.50374,694,1365,0.47721,0.53028
1997,46-65 y.,Rural regions,Not concerned at all,0.16525,244,1365,0.14554,0.18496
1997,66 and older,Urban regions,Very concerned,0.28958,302,1024,0.26178,0.31737
1997,66 and older,Urban regions,Somewhat concerned,0.46527,501,1024,0.43470,0.49583
1997,66 and older,Urban regions,Not concerned at all,0.21085,221,1024,0.18585,0.23585
1997,66 and older,Rural regions,Very concerned,0.35234,177,525,0.31144,0.39324
1997,66 and older,Rural regions,Somewhat concerned,0.47013,263,525,0.42740,0.51287
1997,66 and older,Rural regions,Not concerned at all,0.16257,85,525,0.13098,0.19416
1998,17-29 y.,Urban regions,Very concerned,0.29191,611,2014,0.27205,0.31178
1998,17-29 y.,Urban regions,Somewhat concerned,0.46968,1003,2014,0.44788,0.49148
1998,17-29 y.,Urban regions,Not concerned at all,0.21018,400,2014,0.19238,0.22797
1998,17-29 y.,Rural regions,Very concerned,0.29735,321,1094,0.27025,0.32445
1998,17-29 y.,Rural regions,Somewhat concerned,0.52623,582,1094,0.49663,0.55584
1998,17-29 y.,Rural regions,Not concerned at all,0.16082,191,1094,0.13904,0.18260
1998,30-45 y.,Urban regions,Very concerned,0.28009,879,3129,0.26435,0.29582
1998,30-45 y.,Urban regions,Somewhat concerned,0.52610,1667,3129,0.50860,0.54359
1998,30-45 y.,Urban regions,Not concerned at all,0.17774,583,3129,0.16434,0.19114
1998,30-45 y.,Rural regions,Very concerned,0.28582,436,1642,0.26396,0.30768
1998,30-45 y.,Rural regions,Somewhat concerned,0.51813,871,1642,0.49395,0.54231
1998,30-45 y.,Rural regions,Not concerned at all,0.18449,335,1642,0.16572,0.20326
1998,46-65 y.,Urban regions,Very concerned,0.30862,915,2756,0.29137,0.32587
1998,46-65 y.,Urban regions,Somewhat concerned,0.47774,1326,2756,0.45909,0.49640
