year,age_gr,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,Full Time,0.44259,1059,2488,0.42307,0.46212
1985,17-29 y.,Urban regions,Part Time,0.22296,537,2488,0.20660,0.23931
1985,17-29 y.,Urban regions,Not Working,0.33445,892,2488,0.31591,0.35299
1985,17-29 y.,Rural regions,Full Time,0.45676,296,652,0.41850,0.49503
1985,17-29 y.,Rural regions,Part Time,0.22322,143,652,0.19123,0.25521
1985,17-29 y.,Rural regions,Not Working,0.32002,213,652,0.28418,0.35585
1985,30-45 y.,Urban regions,Full Time,0.57157,1575,2750,0.55307,0.59006
1985,30-45 y.,Urban regions,Part Time,0.21137,529,2750,0.19611,0.22663
1985,30-45 y.,Urban regions,Not Working,0.21706,646,2750,0.20165,0.23247
1985,30-45 y.,Rural regions,Full Time,0.53318,396,725,0.49683,0.56952
1985,30-45 y.,Rural regions,Part Time,0.22419,156,725,0.19381,0.25457
1985,30-45 y.,Rural regions,Not Working,0.24263,173,725,0.21141,0.27386
1985,46-65 y.,Urban regions,Full Time,0.44861,1292,2605,0.42951,0.46771
1985,46-65 y.,Urban regions,Part Time,0.14605,363,2605,0.13249,0.15962
1985,46-65 y.,Urban regions,Not Working,0.40534,950,2605,0.38648,0.42420
1985,46-65 y.,Rural regions,Full Time,0.42588,314,699,0.38920,0.46257
1985,46-65 y.,Rural regions,Part Time,0.15335,103,699,0.12662,0.18008
1985,46-65 y.,Rural regions,Not Working,0.42077,282,699,0.38414,0.45739
1985,66 and older,Urban regions,Not Working,0.96256,781,781,0.94923,0.97588
1985,66 and older,Rural regions,Not Working,0.97193,281,281,0.95259,0.99128
1986,17-29 y.,Urban regions,Full Time,0.46029,1070,2415,0.44041,0.48017
1986,17-29 y.,Urban regions,Part Time,0.22290,520,2415,0.20629,0.23950
1986,17-29 y.,Urban regions,Not Working,0.31681,825,2415,0.29825,0.33537
1986,17-29 y.,Rural regions,Full Time,0.48141,302,641,0.44270,0.52012
1986,17-29 y.,Rural regions,Part Time,0.25797,159,641,0.22408,0.29187
1986,17-29 y.,Rural regions,Not Working,0.26061,180,641,0.22660,0.29462
1986,30-45 y.,Urban regions,Full Time,0.57796,1486,2598,0.55896,0.59695
1986,30-45 y.,Urban regions,Part Time,0.20306,499,2598,0.18759,0.21854
1986,30-45 y.,Urban regions,Not Working,0.21898,613,2598,0.20307,0.23488
1986,30-45 y.,Rural regions,Full Time,0.53918,375,672,0.50146,0.57690
1986,30-45 y.,Rural regions,Part Time,0.24488,154,672,0.21234,0.27741
1986,30-45 y.,Rural regions,Not Working,0.21594,143,672,0.18481,0.24708
1986,46-65 y.,Urban regions,Full Time,0.45110,1264,2553,0.43179,0.47041
1986,46-65 y.,Urban regions,Part Time,0.14490,370,2553,0.13124,0.15855
1986,46-65 y.,Urban regions,Not Working,0.40400,919,2553,0.38496,0.42304
1986,46-65 y.,Rural regions,Full Time,0.45434,325,675,0.41675,0.49193
1986,46-65 y.,Rural regions,Part Time,0.14434,92,675,0.11781,0.17087
1986,46-65 y.,Rural regions,Not Working,0.40132,258,675,0.36431,0.43832
1986,66 and older,Urban regions,Not Working,0.96388,731,731,0.95035,0.97742
1986,66 and older,Rural regions,Not Working,0.97527,258,258,0.95629,0.99426
1987,17-29 y.,Urban regions,Full Time,0.48658,1085,2368,0.46644,0.50671
1987,17-29 y.,Urban regions,Part Time,0.24645,542,2368,0.22909,0.26381
1987,17-29 y.,Urban regions,Not Working,0.26697,741,2368,0.24915,0.28479
1987,17-29 y.,Rural regions,Full Time,0.50944,316,643,0.47077,0.54811
1987,17-29 y.,Rural regions,Part Time,0.27409,174,643,0.23959,0.30859
1987,17-29 y.,Rural regions,Not Working,0.21647,153,643,0.18461,0.24833
1987,30-45 y.,Urban regions,Full Time,0.59969,1482,2519,0.58055,0.61882
1987,30-45 y.,Urban regions,Part Time,0.18850,464,2519,0.17322,0.20378
1987,30-45 y.,Urban regions,Not Working,0.21182,573,2519,0.19586,0.22777
1987,30-45 y.,Rural regions,Full Time,0.56761,375,649,0.52946,0.60575
1987,30-45 y.,Rural regions,Part Time,0.23652,142,649,0.20380,0.26924
1987,30-45 y.,Rural regions,Not Working,0.19588,132,649,0.16532,0.22643
1987,46-65 y.,Urban regions,Full Time,0.46214,1280,2548,0.44278,0.48150
1987,46-65 y.,Urban regions,Part Time,0.14643,354,2548,0.13270,0.16016
1987,46-65 y.,Urban regions,Not Working,0.39143,914,2548,0.37247,0.41038
1987,46-65 y.,Rural regions,Full Time,0.44635,315,660,0.40840,0.48431
1987,46-65 y.,Rural regions,Part Time,0.17742,107,660,0.14825,0.20658
1987,46-65 y.,Rural regions,Not Working,0.37623,238,660,0.33925,0.41322
1987,66 and older,Urban regions,Not Working,0.96086,759,759,0.94706,0.97467
1987,66 and older,Rural regions,Not Working,0.98334,265,265,0.96790,0.99878
1988,17-29 y.,Urban regions,Full Time,0.48651,1075,2296,0.46607,0.50696
1988,17-29 y.,Urban regions,Part Time,0.24024,523,2296,0.22276,0.25772
1988,17-29 y.,Urban regions,Not Working,0.27324,698,2296,0.25501,0.29147
1988,17-29 y.,Rural regions,Full Time,0.49602,280,577,0.45519,0.53685
1988,17-29 y.,Rural regions,Part Time,0.25731,149,577,0.22161,0.29301
1988,17-29 y.,Rural regions,Not Working,0.24667,148,577,0.21146,0.28187
1988,30-45 y.,Urban regions,Full Time,0.59575,1344,2333,0.57583,0.61567
1988,30-45 y.,Urban regions,Part Time,0.20726,484,2333,0.19081,0.22371
1988,30-45 y.,Urban regions,Not Working,0.19699,505,2333,0.18085,0.21313
1988,30-45 y.,Rural regions,Full Time,0.54285,348,619,0.50357,0.58212
1988,30-45 y.,Rural regions,Part Time,0.27597,159,619,0.24073,0.31121
1988,30-45 y.,Rural regions,Not Working,0.18118,112,619,0.15081,0.21155
1988,46-65 y.,Urban regions,Full Time,0.46421,1224,2481,0.44458,0.48384
1988,46-65 y.,Urban regions,Part Time,0.15559,378,2481,0.14132,0.16986
1988,46-65 y.,Urban regions,Not Working,0.38020,879,2481,0.36109,0.39931
1988,46-65 y.,Rural regions,Full Time,0.43833,293,630,0.39956,0.47711
1988,46-65 y.,Rural regions,Part Time,0.19808,120,630,0.16693,0.22922
1988,46-65 y.,Rural regions,Not Working,0.36359,217,630,0.32600,0.40118
1988,66 and older,Urban regions,Not Working,0.96035,743,743,0.94631,0.97439
1988,66 and older,Rural regions,Not Working,0.96129,245,245,0.93709,0.98550
1989,17-29 y.,Urban regions,Full Time,0.48789,1098,2265,0.46729,0.50848
1989,17-29 y.,Urban regions,Part Time,0.22397,476,2265,0.20680,0.24115
1989,17-29 y.,Urban regions,Not Working,0.28814,691,2265,0.26949,0.30680
1989,17-29 y.,Rural regions,Full Time,0.51184,288,564,0.47055,0.55313
1989,17-29 y.,Rural regions,Part Time,0.23947,141,564,0.20422,0.27473
1989,17-29 y.,Rural regions,Not Working,0.24868,135,564,0.21298,0.28439
1989,30-45 y.,Urban regions,Full Time,0.61888,1347,2270,0.59890,0.63886
1989,30-45 y.,Urban regions,Part Time,0.19451,457,2270,0.17822,0.21080
1989,30-45 y.,Urban regions,Not Working,0.18661,466,2270,0.17058,0.20264
1989,30-45 y.,Rural regions,Full Time,0.54386,323,572,0.50301,0.58471
1989,30-45 y.,Rural regions,Part Time,0.26342,141,572,0.22729,0.29955
1989,30-45 y.,Rural regions,Not Working,0.19272,108,572,0.16036,0.22507
1989,46-65 y.,Urban regions,Full Time,0.47195,1188,2393,0.45194,0.49195
1989,46-65 y.,Urban regions,Part Time,0.15282,361,2393,0.13840,0.16724
1989,46-65 y.,Urban regions,Not Working,0.37523,844,2393,0.35582,0.39463
1989,46-65 y.,Rural regions,Full Time,0.43406,278,589,0.39399,0.47412
1989,46-65 y.,Rural regions,Part Time,0.18449,102,589,0.15314,0.21584
1989,46-65 y.,Rural regions,Not Working,0.38145,209,589,0.34219,0.42072
1989,66 and older,Urban regions,Not Working,0.95882,725,725,0.94434,0.97329
1989,66 and older,Rural regions,Not Working,0.95878,239,239,0.93353,0.98404
1990,17-29 y.,Urban regions,Full Time,0.45171,1052,2145,0.43065,0.47278
1990,17-29 y.,Urban regions,Part Time,0.21838,485,2145,0.20089,0.23586
1990,17-29 y.,Urban regions,Not Working,0.22402,608,2145,0.20638,0.24167
