year,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Full Time,0.34172,3938,8659,0.33173,0.35171
1985,Urban regions,Part Time,0.13677,1452,8659,0.12953,0.14400
1985,Urban regions,Not Working,0.36377,3269,8659,0.35364,0.37390
1985,Rural regions,Full Time,0.31539,1012,2367,0.29667,0.33412
1985,Rural regions,Part Time,0.13320,406,2367,0.11950,0.14689
1985,Rural regions,Not Working,0.37916,949,2367,0.35961,0.39871
1986,Urban regions,Full Time,0.34680,3830,8330,0.33658,0.35702
1986,Urban regions,Part Time,0.13399,1412,8330,0.12668,0.14131
1986,Urban regions,Not Working,0.36116,3088,8330,0.35084,0.37147
1986,Rural regions,Full Time,0.32728,1006,2255,0.30791,0.34665
1986,Rural regions,Part Time,0.14331,410,2255,0.12885,0.15778
1986,Rural regions,Not Working,0.35342,839,2255,0.33369,0.37316
1987,Urban regions,Full Time,0.35712,3861,8231,0.34677,0.36747
1987,Urban regions,Part Time,0.13494,1383,8231,0.12756,0.14232
1987,Urban regions,Not Working,0.34928,2987,8231,0.33898,0.35958
1987,Rural regions,Full Time,0.33134,1010,2224,0.31177,0.35090
1987,Rural regions,Part Time,0.14898,426,2224,0.13418,0.16378
1987,Rural regions,Not Working,0.33617,788,2224,0.31653,0.35581
1988,Urban regions,Full Time,0.35540,3655,7890,0.34484,0.36596
1988,Urban regions,Part Time,0.14049,1410,7890,0.13282,0.14816
1988,Urban regions,Not Working,0.34543,2825,7890,0.33493,0.35592
1988,Rural regions,Full Time,0.32281,925,2082,0.30272,0.34290
1988,Rural regions,Part Time,0.16202,435,2082,0.14619,0.17786
1988,Rural regions,Not Working,0.33186,722,2082,0.31163,0.35210
1989,Urban regions,Full Time,0.36525,3642,7688,0.35449,0.37602
1989,Urban regions,Part Time,0.13478,1320,7688,0.12714,0.14241
1989,Urban regions,Not Working,0.34261,2726,7688,0.33200,0.35322
1989,Rural regions,Full Time,0.32658,897,1976,0.30590,0.34727
1989,Rural regions,Part Time,0.14995,388,1976,0.13420,0.16569
1989,Rural regions,Not Working,0.34139,691,1976,0.32048,0.36231
1990,Urban regions,Full Time,0.32718,3517,7491,0.31656,0.33781
1990,Urban regions,Part Time,0.12900,1346,7491,0.12141,0.13659
1990,Urban regions,Not Working,0.29160,2628,7491,0.28131,0.30189
1990,Rural regions,Full Time,0.19819,907,1972,0.18059,0.21579
1990,Rural regions,Part Time,0.08685,380,1972,0.07442,0.09928
1990,Rural regions,Not Working,0.19758,685,1972,0.18000,0.21516
1991,Urban regions,Full Time,0.32336,3505,7408,0.31271,0.33401
1991,Urban regions,Part Time,0.12865,1350,7408,0.12103,0.13628
1991,Urban regions,Not Working,0.28982,2553,7408,0.27948,0.30015
1991,Rural regions,Full Time,0.19641,911,2001,0.17900,0.21382
1991,Rural regions,Part Time,0.09244,402,2001,0.07975,0.10514
1991,Rural regions,Not Working,0.19223,688,2001,0.17496,0.20950
1992,Urban regions,Full Time,0.37148,4261,8652,0.36130,0.38166
1992,Urban regions,Part Time,0.14089,1559,8652,0.13356,0.14822
1992,Urban regions,Not Working,0.31561,2832,8652,0.30581,0.32540
1992,Rural regions,Full Time,0.35499,2251,4546,0.34107,0.36890
1992,Rural regions,Part Time,0.15803,918,4546,0.14742,0.16863
1992,Rural regions,Not Working,0.30414,1377,4546,0.29077,0.31752
1993,Urban regions,Full Time,0.36353,4111,8587,0.35336,0.37370
1993,Urban regions,Part Time,0.14649,1603,8587,0.13901,0.15397
1993,Urban regions,Not Working,0.31607,2873,8587,0.30623,0.32590
1993,Rural regions,Full Time,0.34104,2138,4516,0.32722,0.35487
1993,Rural regions,Part Time,0.14574,847,4516,0.13545,0.15604
1993,Rural regions,Not Working,0.33096,1531,4516,0.31723,0.34468
1994,Urban regions,Full Time,0.35040,3894,8459,0.34023,0.36057
1994,Urban regions,Part Time,0.14383,1565,8459,0.13635,0.15131
1994,Urban regions,Not Working,0.33208,3000,8459,0.32204,0.34212
1994,Rural regions,Full Time,0.33388,2072,4415,0.31997,0.34779
1994,Rural regions,Part Time,0.14405,797,4415,0.13369,0.15441
1994,Rural regions,Not Working,0.33584,1546,4415,0.32190,0.34977
1995,Urban regions,Full Time,0.32836,3777,8718,0.31850,0.33822
1995,Urban regions,Part Time,0.15599,1763,8718,0.14838,0.16361
1995,Urban regions,Not Working,0.34226,3178,8718,0.33230,0.35222
1995,Rural regions,Full Time,0.32444,2117,4568,0.31086,0.33802
1995,Rural regions,Part Time,0.14493,838,4568,0.13472,0.15514
1995,Rural regions,Not Working,0.34147,1613,4568,0.32771,0.35522
1996,Urban regions,Full Time,0.32825,3648,8523,0.31828,0.33822
1996,Urban regions,Part Time,0.15896,1815,8523,0.15119,0.16672
1996,Urban regions,Not Working,0.33876,3060,8523,0.32871,0.34881
1996,Rural regions,Full Time,0.32394,2085,4525,0.31030,0.33757
1996,Rural regions,Part Time,0.15070,875,4525,0.14028,0.16113
1996,Rural regions,Not Working,0.34130,1565,4525,0.32748,0.35511
1997,Urban regions,Full Time,0.32872,3577,8370,0.31866,0.33879
1997,Urban regions,Part Time,0.15324,1694,8370,0.14552,0.16095
1997,Urban regions,Not Working,0.34626,3099,8370,0.33607,0.35646
1997,Rural regions,Full Time,0.31341,2007,4459,0.29980,0.32703
1997,Rural regions,Part Time,0.15520,849,4459,0.14457,0.16583
1997,Rural regions,Not Working,0.34686,1603,4459,0.33289,0.36083
1998,Urban regions,Full Time,0.32146,3835,9273,0.31195,0.33097
1998,Urban regions,Part Time,0.15891,1902,9273,0.15147,0.16636
1998,Urban regions,Not Working,0.35114,3536,9273,0.34143,0.36086
1998,Rural regions,Full Time,0.31044,2149,4967,0.29757,0.32331
1998,Rural regions,Part Time,0.14495,969,4967,0.13515,0.15474
1998,Rural regions,Not Working,0.35949,1849,4967,0.34615,0.37284
1999,Urban regions,Full Time,0.32889,3750,8878,0.31912,0.33866
1999,Urban regions,Part Time,0.17154,1935,8878,0.16370,0.17938
1999,Urban regions,Not Working,0.33206,3193,8878,0.32226,0.34185
1999,Rural regions,Full Time,0.31167,2084,4796,0.29856,0.32479
1999,Rural regions,Part Time,0.16040,996,4796,0.15002,0.17079
1999,Rural regions,Not Working,0.34605,1716,4796,0.33259,0.35952
2000,Urban regions,Full Time,0.33241,6488,15713,0.32505,0.33978
2000,Urban regions,Part Time,0.16780,3347,15713,0.16195,0.17364
2000,Urban regions,Not Working,0.32935,5878,15713,0.32200,0.33669
2000,Rural regions,Full Time,0.33021,3584,8399,0.32015,0.34027
2000,Rural regions,Part Time,0.15876,1695,8399,0.15094,0.16658
2000,Rural regions,Not Working,0.33518,3120,8399,0.32508,0.34528
2001,Urban regions,Full Time,0.33120,5874,14302,0.32349,0.33891
2001,Urban regions,Part Time,0.17731,3210,14302,0.17105,0.18357
2001,Urban regions,Not Working,0.32029,5218,14302,0.31264,0.32794
2001,Rural regions,Full Time,0.32812,3186,7619,0.31758,0.33867
2001,Rural regions,Part Time,0.16424,1585,7619,0.15592,0.17256
2001,Rural regions,Not Working,0.33723,2848,7619,0.32661,0.34785
2002,Urban regions,Full Time,0.32021,6347,15273,0.31281,0.32761
2002,Urban regions,Part Time,0.18071,3534,15273,0.17461,0.18681
2002,Urban regions,Not Working,0.33042,5392,15273,0.32296,0.33788
2002,Rural regions,Full Time,0.31926,3222,7754,0.30888,0.32963
2002,Rural regions,Part Time,0.17220,1683,7754,0.16380,0.18061
2002,Rural regions,Not Working,0.33946,2849,7754,0.32892,0.35000
2003,Urban regions,Full Time,0.31155,5890,14735,0.30407,0.31903
2003,Urban regions,Part Time,0.18325,3505,14735,0.17700,0.18950
2003,Urban regions,Not Working,0.33699,5340,14735,0.32936,0.34462
