year,pgisced97,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Pre-primary Level,Daily,0.37450,367,414,0.32782,0.42118
2013,Pre-primary Level,At least once per week,0.03898,47,414,0.02031,0.05764
2013,Primary Level,Daily,0.13524,99,305,0.09679,0.17368
2013,Primary Level,At least once per week,0.08964,37,305,0.05753,0.12175
2013,Primary Level,Never,0.42854,169,305,0.37291,0.48417
2013,Lower Secondary Level,Daily,0.20035,840,2576,0.18489,0.21581
2013,Lower Secondary Level,At least once per week,0.05331,239,2576,0.04463,0.06199
2013,Lower Secondary Level,At least once per month,0.01282,43,2576,0.00847,0.01716
2013,Lower Secondary Level,Seldom,0.03596,140,2576,0.02877,0.04316
2013,Lower Secondary Level,Never,0.50854,1314,2576,0.48923,0.52785
2013,Upper Secondary Level,Daily,0.21592,3216,12315,0.20866,0.22319
2013,Upper Secondary Level,At least once per week,0.09945,1376,12315,0.09416,0.10473
2013,Upper Secondary Level,At least once per month,0.02540,348,12315,0.02262,0.02818
2013,Upper Secondary Level,Seldom,0.06885,926,12315,0.06438,0.07332
2013,Upper Secondary Level,Never,0.51268,6449,12315,0.50385,0.52151
2013,Post-secondary Non-tertiary Level,Daily,0.27338,555,1768,0.25260,0.29416
2013,Post-secondary Non-tertiary Level,At least once per week,0.10246,229,1768,0.08832,0.11660
2013,Post-secondary Non-tertiary Level,At least once per month,0.02541,53,1768,0.01807,0.03275
2013,Post-secondary Non-tertiary Level,Seldom,0.06755,140,1768,0.05585,0.07925
2013,Post-secondary Non-tertiary Level,Never,0.37073,791,1768,0.34821,0.39325
2013,First Stage of Tertiary Education,Daily,0.16886,294,1663,0.15085,0.18687
2013,First Stage of Tertiary Education,At least once per week,0.11354,203,1663,0.09829,0.12879
2013,First Stage of Tertiary Education,At least once per month,0.02907,52,1663,0.02099,0.03715
2013,First Stage of Tertiary Education,Seldom,0.10109,162,1663,0.08660,0.11559
2013,First Stage of Tertiary Education,Never,0.55682,952,1663,0.53293,0.58070
2013,Second Stage of Tertiary Education,Daily,0.19490,1191,5802,0.18471,0.20509
2013,Second Stage of Tertiary Education,At least once per week,0.10698,738,5802,0.09902,0.11493
2013,Second Stage of Tertiary Education,At least once per month,0.03460,204,5802,0.02989,0.03930
2013,Second Stage of Tertiary Education,Seldom,0.08039,587,5802,0.07339,0.08738
2013,Second Stage of Tertiary Education,Never,0.49345,3082,5802,0.48059,0.50632
2017,Primary Level,Daily,0.05546,714,1417,0.04353,0.06738
2017,Primary Level,At least once per week,0.01825,255,1417,0.01128,0.02522
2017,Primary Level,At least once per month,0.00352,39,1417,0.00043,0.00660
2017,Primary Level,Seldom,0.00570,82,1417,0.00178,0.00963
2017,Primary Level,Never,0.02701,327,1417,0.01857,0.03545
2017,Lower Secondary Level,Daily,0.00757,515,783,0.00150,0.01365
2017,Lower Secondary Level,At least once per week,0.00207,120,783,-0.00112,0.00525
2017,Lower Secondary Level,Seldom,0.00059,45,783,-0.00111,0.00229
2017,Lower Secondary Level,Never,0.00159,103,783,-0.00120,0.00437
2017,Upper Secondary Level,Daily,0.00184,451,653,-0.00145,0.00513
2017,Upper Secondary Level,At least once per week,0.00032,104,653,-0.00106,0.00171
2017,Upper Secondary Level,Seldom,0.00020,46,653,-0.00088,0.00128
2017,Upper Secondary Level,Never,0.00022,52,653,-0.00092,0.00136
2017,Post-secondary Non-tertiary Level,Daily,0.00193,66,66,-0.00874,0.01260
2017,Second Stage of Tertiary Education,Daily,0.00452,539,723,-0.00037,0.00942
2017,Second Stage of Tertiary Education,At least once per week,0.00072,100,723,-0.00124,0.00269
2017,Second Stage of Tertiary Education,Seldom,0.00029,39,723,-0.00095,0.00153
2017,Second Stage of Tertiary Education,Never,0.00032,45,723,-0.00099,0.00163
2018,Primary Level,Daily,0.06108,645,1131,0.04712,0.07504
2018,Primary Level,At least once per week,0.01941,199,1131,0.01136,0.02745
2018,Primary Level,At least once per month,0.00377,41,1131,0.00019,0.00734
2018,Primary Level,Seldom,0.00614,70,1131,0.00158,0.01069
2018,Primary Level,Never,0.01617,176,1131,0.00882,0.02353
2018,Lower Secondary Level,Daily,0.00977,440,591,0.00183,0.01770
2018,Lower Secondary Level,At least once per week,0.00133,93,591,-0.00161,0.00426
2018,Lower Secondary Level,Never,0.00123,58,591,-0.00160,0.00406
2018,Upper Secondary Level,Daily,0.00189,385,514,-0.00187,0.00565
2018,Upper Secondary Level,At least once per week,0.00042,95,514,-0.00135,0.00219
2018,Upper Secondary Level,Never,0.00013,34,514,-0.00085,0.00111
2018,Post-secondary Non-tertiary Level,Daily,0.00211,57,57,-0.00991,0.01413
2018,Second Stage of Tertiary Education,Daily,0.00442,443,519,-0.00129,0.01013
2018,Second Stage of Tertiary Education,At least once per week,0.00064,76,519,-0.00154,0.00281
2019,Primary Level,Daily,0.07666,722,1123,0.06109,0.09222
2019,Primary Level,At least once per week,0.02373,195,1123,0.01482,0.03263
2019,Primary Level,Seldom,0.00739,68,1123,0.00238,0.01240
2019,Primary Level,Never,0.01333,138,1123,0.00662,0.02004
