year,age_gr,regtyp,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Urban regions,Daily,0.51804,1638,2324,0.49772,0.53836
2013,17-29 y.,Urban regions,At least once per week,0.08961,274,2324,0.07799,0.10122
2013,17-29 y.,Urban regions,At least once per month,0.01684,43,2324,0.01161,0.02208
2013,17-29 y.,Urban regions,Seldom,0.02121,81,2324,0.01535,0.02707
2013,17-29 y.,Urban regions,Never,0.08640,288,2324,0.07498,0.09783
2013,17-29 y.,Rural regions,Daily,0.51020,838,1212,0.48204,0.53835
2013,17-29 y.,Rural regions,At least once per week,0.12392,174,1212,0.10536,0.14248
2013,17-29 y.,Rural regions,Seldom,0.04619,63,1212,0.03437,0.05802
2013,17-29 y.,Rural regions,Never,0.09564,137,1212,0.07908,0.11221
2013,30-45 y.,Urban regions,Daily,0.28251,1752,5127,0.27018,0.29483
2013,30-45 y.,Urban regions,At least once per week,0.12560,792,5127,0.11653,0.13467
2013,30-45 y.,Urban regions,At least once per month,0.04282,214,5127,0.03728,0.04837
2013,30-45 y.,Urban regions,Seldom,0.06209,437,5127,0.05548,0.06869
2013,30-45 y.,Urban regions,Never,0.29954,1932,5127,0.28700,0.31208
2013,30-45 y.,Rural regions,Daily,0.25178,862,2862,0.23587,0.26768
2013,30-45 y.,Rural regions,At least once per week,0.13268,434,2862,0.12025,0.14511
2013,30-45 y.,Rural regions,At least once per month,0.03615,98,2862,0.02931,0.04299
2013,30-45 y.,Rural regions,Seldom,0.11324,291,2862,0.10163,0.12485
2013,30-45 y.,Rural regions,Never,0.35110,1177,2862,0.33361,0.36859
2013,46-65 y.,Urban regions,Daily,0.15959,962,5524,0.14993,0.16925
2013,46-65 y.,Urban regions,At least once per week,0.11548,657,5524,0.10705,0.12391
2013,46-65 y.,Urban regions,At least once per month,0.03232,186,5524,0.02765,0.03698
2013,46-65 y.,Urban regions,Seldom,0.08697,513,5524,0.07953,0.09440
2013,46-65 y.,Urban regions,Never,0.53414,3206,5524,0.52099,0.54730
2013,46-65 y.,Rural regions,Daily,0.13040,509,3409,0.11909,0.14170
2013,46-65 y.,Rural regions,At least once per week,0.10325,372,3409,0.09304,0.11347
2013,46-65 y.,Rural regions,At least once per month,0.02705,100,3409,0.02160,0.03249
2013,46-65 y.,Rural regions,Seldom,0.09231,332,3409,0.08259,0.10203
2013,46-65 y.,Rural regions,Never,0.59900,2096,3409,0.58255,0.61546
2013,66 and older,Urban regions,Daily,0.05684,210,3129,0.04873,0.06496
2013,66 and older,Urban regions,At least once per week,0.04141,151,3129,0.03443,0.04839
2013,66 and older,Urban regions,At least once per month,0.00746,35,3129,0.00444,0.01047
2013,66 and older,Urban regions,Seldom,0.05414,193,3129,0.04621,0.06207
2013,66 and older,Urban regions,Never,0.81203,2540,3129,0.79834,0.82572
2013,66 and older,Rural regions,Daily,0.04164,90,1721,0.03220,0.05108
2013,66 and older,Rural regions,At least once per week,0.02719,64,1721,0.01950,0.03488
2013,66 and older,Rural regions,Seldom,0.03714,80,1721,0.02820,0.04607
2013,66 and older,Rural regions,Never,0.85158,1487,1721,0.83477,0.86838
2017,17-29 y.,Urban regions,Daily,0.01199,675,982,0.00518,0.01881
2017,17-29 y.,Urban regions,At least once per week,0.00261,145,982,-0.00058,0.00581
2017,17-29 y.,Urban regions,Seldom,0.00075,43,982,-0.00096,0.00246
2017,17-29 y.,Urban regions,Never,0.00231,119,982,-0.00069,0.00532
2017,17-29 y.,Rural regions,Daily,0.01538,298,422,0.00362,0.02713
2017,17-29 y.,Rural regions,At least once per week,0.00259,68,422,-0.00227,0.00744
2017,17-29 y.,Rural regions,Never,0.00238,56,422,-0.00227,0.00703
2017,30-45 y.,Urban regions,Daily,0.00623,793,1299,0.00195,0.01051
2017,30-45 y.,Urban regions,At least once per week,0.00186,232,1299,-0.00048,0.00420
2017,30-45 y.,Urban regions,At least once per month,0.00037,34,1299,-0.00068,0.00141
2017,30-45 y.,Urban regions,Seldom,0.00064,72,1299,-0.00074,0.00201
2017,30-45 y.,Urban regions,Never,0.00122,168,1299,-0.00068,0.00311
2017,30-45 y.,Rural regions,Daily,0.00646,320,553,-0.00022,0.01314
2017,30-45 y.,Rural regions,At least once per week,0.00191,95,553,-0.00173,0.00555
2017,30-45 y.,Rural regions,Seldom,0.00090,42,553,-0.00160,0.00339
2017,30-45 y.,Rural regions,Never,0.00136,96,553,-0.00172,0.00444
2017,46-65 y.,Urban regions,Daily,0.00107,219,416,-0.00208,0.00423
2017,46-65 y.,Urban regions,At least once per week,0.00037,72,416,-0.00148,0.00222
2017,46-65 y.,Urban regions,Seldom,0.00028,42,416,-0.00132,0.00187
2017,46-65 y.,Urban regions,Never,0.00059,83,416,-0.00175,0.00293
2017,46-65 y.,Rural regions,Daily,0.00116,99,130,-0.00471,0.00702
2017,46-65 y.,Rural regions,At least once per week,0.00028,31,130,-0.00262,0.00318
2018,17-29 y.,Urban regions,Daily,0.01345,544,732,0.00510,0.02181
2018,17-29 y.,Urban regions,At least once per week,0.00282,102,732,-0.00103,0.00666
2018,17-29 y.,Urban regions,Seldom,0.00057,35,732,-0.00116,0.00231
2018,17-29 y.,Urban regions,Never,0.00117,51,732,-0.00131,0.00364
2018,17-29 y.,Rural regions,Daily,0.01592,207,252,0.00044,0.03141
2018,17-29 y.,Rural regions,At least once per week,0.00254,45,252,-0.00369,0.00878
2018,30-45 y.,Urban regions,Daily,0.00761,750,1142,0.00257,0.01265
2018,30-45 y.,Urban regions,At least once per week,0.00163,186,1142,-0.00071,0.00396
2018,30-45 y.,Urban regions,At least once per month,0.00029,32,1142,-0.00069,0.00127
2018,30-45 y.,Urban regions,Seldom,0.00064,66,1142,-0.00083,0.00211
2018,30-45 y.,Urban regions,Never,0.00101,108,1142,-0.00083,0.00286
2018,30-45 y.,Rural regions,Daily,0.00628,260,406,-0.00141,0.01397
2018,30-45 y.,Rural regions,At least once per week,0.00176,87,406,-0.00232,0.00585
2018,30-45 y.,Rural regions,Never,0.00115,59,406,-0.00215,0.00445
2018,46-65 y.,Urban regions,Daily,0.00136,243,367,-0.00241,0.00513
2018,46-65 y.,Urban regions,At least once per week,0.00042,71,367,-0.00167,0.00251
2018,46-65 y.,Urban regions,Never,0.00047,53,367,-0.00175,0.00269
2018,46-65 y.,Rural regions,Daily,0.00078,81,81,-0.00535,0.00691
2019,17-29 y.,Urban regions,Daily,0.01590,524,639,0.00619,0.02560
2019,17-29 y.,Urban regions,At least once per week,0.00244,76,639,-0.00139,0.00627
2019,17-29 y.,Urban regions,Never,0.00129,39,639,-0.00150,0.00408
2019,17-29 y.,Rural regions,Daily,0.01780,193,226,0.00052,0.03508
2019,17-29 y.,Rural regions,At least once per week,0.00319,33,226,-0.00418,0.01055
2019,30-45 y.,Urban regions,Daily,0.00910,765,1125,0.00355,0.01465
2019,30-45 y.,Urban regions,At least once per week,0.00264,196,1125,-0.00036,0.00565
2019,30-45 y.,Urban regions,Seldom,0.00071,66,1125,-0.00085,0.00226
2019,30-45 y.,Urban regions,Never,0.00125,98,1125,-0.00081,0.00332
2019,30-45 y.,Rural regions,Daily,0.00777,282,397,-0.00088,0.01641
2019,30-45 y.,Rural regions,At least once per week,0.00211,80,397,-0.00241,0.00663
2019,30-45 y.,Rural regions,Never,0.00090,35,397,-0.00205,0.00384
2019,46-65 y.,Urban regions,Daily,0.00199,281,394,-0.00242,0.00639
2019,46-65 y.,Urban regions,At least once per week,0.00039,65,394,-0.00156,0.00234
2019,46-65 y.,Urban regions,Never,0.00043,48,394,-0.00162,0.00248
2019,46-65 y.,Rural regions,Daily,0.00101,100,100,-0.00525,0.00728
