year,regtyp,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,Strongly agree,0.07393,1204,14638,0.06969,0.07817
2003,Urban regions,Agree,0.27261,4622,14638,0.26539,0.27982
2003,Urban regions,Disagree,0.39258,7207,14638,0.38467,0.40049
2003,Urban regions,Strongly disagree,0.08595,1605,14638,0.08141,0.09050
2003,Rural regions,Strongly agree,0.07536,618,7383,0.06934,0.08138
2003,Rural regions,Agree,0.30161,2711,7383,0.29114,0.31208
2003,Rural regions,Disagree,0.38598,3532,7383,0.37487,0.39708
2003,Rural regions,Strongly disagree,0.06500,522,7383,0.05938,0.07063
2008,Urban regions,Strongly agree,0.06632,896,12610,0.06198,0.07067
2008,Urban regions,Agree,0.27764,3955,12610,0.26982,0.28545
2008,Urban regions,Disagree,0.39660,6224,12610,0.38806,0.40514
2008,Urban regions,Strongly disagree,0.09138,1535,12610,0.08635,0.09640
2008,Rural regions,Strongly agree,0.07067,493,6622,0.06449,0.07684
2008,Rural regions,Agree,0.31143,2377,6622,0.30027,0.32258
2008,Rural regions,Disagree,0.39516,3242,6622,0.38338,0.40694
2008,Rural regions,Strongly disagree,0.06349,510,6622,0.05761,0.06936
2013,Urban regions,Strongly agree,0.04860,986,16109,0.04528,0.05192
2013,Urban regions,Agree,0.22508,4579,16109,0.21863,0.23153
2013,Urban regions,Disagree,0.38343,8530,16109,0.37592,0.39094
2013,Urban regions,Strongly disagree,0.08575,2014,16109,0.08143,0.09007
2013,Rural regions,Strongly agree,0.05963,695,9285,0.05481,0.06445
2013,Rural regions,Agree,0.27348,3040,9285,0.26441,0.28254
2013,Rural regions,Disagree,0.39734,4722,9285,0.38739,0.40730
2013,Rural regions,Strongly disagree,0.06528,828,9285,0.06026,0.07031
2018,Urban regions,Strongly agree,0.05337,1550,18836,0.05016,0.05658
2018,Urban regions,Agree,0.23839,5412,18836,0.23230,0.24447
2018,Urban regions,Disagree,0.43101,9161,18836,0.42394,0.43808
2018,Urban regions,Strongly disagree,0.11299,2713,18836,0.10847,0.11751
2018,Rural regions,Strongly agree,0.05506,762,9777,0.05053,0.05958
2018,Rural regions,Agree,0.26328,3045,9777,0.25455,0.27201
2018,Rural regions,Disagree,0.43763,4959,9777,0.42779,0.44746
2018,Rural regions,Strongly disagree,0.08358,1011,9777,0.07809,0.08907
