year,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Strongly agree,0.07439,1822,22021,0.07092,0.07785
2003,Agree,0.28180,7333,22021,0.27586,0.28774
2003,Disagree,0.39049,10739,22021,0.38404,0.39693
2003,Strongly disagree,0.07931,2127,22021,0.07574,0.08288
2008,Strongly agree,0.06771,1389,19232,0.06416,0.07126
2008,Agree,0.28841,6332,19232,0.28201,0.29482
2008,Disagree,0.39614,9466,19232,0.38923,0.40305
2008,Strongly disagree,0.08248,2045,19232,0.07859,0.08637
2013,Strongly agree,0.05220,1681,25394,0.04946,0.05493
2013,Agree,0.24086,7619,25394,0.23560,0.24612
2013,Disagree,0.38796,13252,25394,0.38197,0.39396
2013,Strongly disagree,0.07908,2842,25394,0.07576,0.08240
2018,Strongly agree,0.05390,2312,28613,0.05128,0.05651
2018,Agree,0.24615,8457,28613,0.24116,0.25114
2018,Disagree,0.43308,14120,28613,0.42733,0.43882
2018,Strongly disagree,0.10382,3724,28613,0.10028,0.10735
