year,migback,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Strongly agree,0.07153,1411,18670,0.06784,0.07523
2003,No migration background,Agree,0.28666,6186,18670,0.28017,0.29314
2003,No migration background,Disagree,0.40885,9326,18670,0.40179,0.41590
2003,No migration background,Strongly disagree,0.07857,1747,18670,0.07471,0.08243
2003,Direct migration background,Strongly agree,0.11415,329,2582,0.10189,0.12642
2003,Direct migration background,Agree,0.32100,872,2582,0.30299,0.33902
2003,Direct migration background,Disagree,0.38858,1078,2582,0.36977,0.40738
2003,Direct migration background,Strongly disagree,0.10905,303,2582,0.09702,0.12107
2003,Indirect migration background,Strongly agree,0.04104,82,769,0.02701,0.05507
2003,Indirect migration background,Agree,0.15117,275,769,0.12584,0.17651
2003,Indirect migration background,Disagree,0.15979,335,769,0.13387,0.18570
2003,Indirect migration background,Strongly disagree,0.03670,77,769,0.02340,0.05000
2008,No migration background,Strongly agree,0.06130,1101,16579,0.05765,0.06496
2008,No migration background,Agree,0.29132,5431,16579,0.28440,0.29824
2008,No migration background,Disagree,0.40933,8249,16579,0.40185,0.41682
2008,No migration background,Strongly disagree,0.08804,1798,16579,0.08373,0.09235
2008,Direct migration background,Strongly agree,0.13349,225,1890,0.11815,0.14882
2008,Direct migration background,Agree,0.34684,642,1890,0.32538,0.36831
2008,Direct migration background,Disagree,0.41966,855,1890,0.39740,0.44191
2008,Direct migration background,Strongly disagree,0.06911,168,1890,0.05767,0.08055
2008,Indirect migration background,Strongly agree,0.04221,63,763,0.02793,0.05649
2008,Indirect migration background,Agree,0.17746,259,763,0.15034,0.20459
2008,Indirect migration background,Disagree,0.22805,362,763,0.19826,0.25784
2008,Indirect migration background,Strongly disagree,0.04397,79,763,0.02941,0.05852
2013,No migration background,Strongly agree,0.05642,1374,21538,0.05333,0.05950
2013,No migration background,Agree,0.26439,6353,21538,0.25850,0.27028
2013,No migration background,Disagree,0.43452,11385,21538,0.42790,0.44114
2013,No migration background,Strongly disagree,0.08802,2426,21538,0.08423,0.09180
2013,Direct migration background,Strongly agree,0.04899,238,2731,0.04089,0.05708
2013,Direct migration background,Agree,0.18730,904,2731,0.17266,0.20193
2013,Direct migration background,Disagree,0.25137,1301,2731,0.23510,0.26764
2013,Direct migration background,Strongly disagree,0.05527,288,2731,0.04669,0.06384
2013,Indirect migration background,Strongly agree,0.01565,69,1125,0.00840,0.02291
2013,Indirect migration background,Agree,0.09151,362,1125,0.07465,0.10836
2013,Indirect migration background,Disagree,0.13921,566,1125,0.11898,0.15945
2013,Indirect migration background,Strongly disagree,0.02761,128,1125,0.01803,0.03719
2018,No migration background,Strongly agree,0.04736,991,19386,0.04437,0.05035
2018,No migration background,Agree,0.24855,5352,19386,0.24247,0.25464
2018,No migration background,Disagree,0.45765,10495,19386,0.45063,0.46466
2018,No migration background,Strongly disagree,0.10663,2548,19386,0.10228,0.11097
2018,Direct migration background,Strongly agree,0.09728,1182,7611,0.09062,0.10394
2018,Direct migration background,Agree,0.28813,2602,7611,0.27795,0.29831
2018,Direct migration background,Disagree,0.42019,2830,7611,0.40910,0.43128
2018,Direct migration background,Strongly disagree,0.11817,997,7611,0.11091,0.12542
2018,Indirect migration background,Strongly agree,0.04168,139,1616,0.03193,0.05142
2018,Indirect migration background,Agree,0.16292,503,1616,0.14491,0.18093
2018,Indirect migration background,Disagree,0.25161,795,1616,0.23045,0.27277
2018,Indirect migration background,Strongly disagree,0.05909,179,1616,0.04759,0.07059
