year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,1392,7.24075,7.12687,7.35463,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1990,No migration background,Rural regions,2760,7.51063,7.43551,7.58575,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1990,Direct migration background,Urban regions,44,7.11283,6.45565,7.77000,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,5.00000,9.00000
1990,Direct migration background,Rural regions,96,7.86253,7.50302,8.22203,7.00000,8.00000,9.35789,3.46317,10.00000,8.00000,8.00000,8.00000
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,6086,7.22287,7.17583,7.26990,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000
1991,No migration background,Rural regions,4187,7.14789,7.09080,7.20498,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,Direct migration background,Urban regions,2171,7.17542,7.09117,7.25967,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,Direct migration background,Rural regions,406,7.32481,7.15139,7.49823,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1991,Indirect migration background,Urban regions,286,7.96470,7.77817,8.15123,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1991,Indirect migration background,Rural regions,47,7.51080,7.02214,7.99946,6.56517,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
1992,No migration background,Urban regions,6048,7.02934,6.97939,7.07929,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1992,No migration background,Rural regions,3990,6.84063,6.77930,6.90196,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1992,Direct migration background,Urban regions,2096,7.11344,7.02974,7.19713,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1992,Direct migration background,Rural regions,403,6.79894,6.60113,6.99675,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1992,Indirect migration background,Urban regions,333,7.49606,7.26497,7.72716,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1992,Indirect migration background,Rural regions,59,7.94424,7.58260,8.30588,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1993,No migration background,Urban regions,6038,6.84840,6.79719,6.89962,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1993,No migration background,Rural regions,3962,6.71382,6.64984,6.77779,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,Direct migration background,Urban regions,2034,6.85012,6.75913,6.94110,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,Direct migration background,Rural regions,405,6.48467,6.27512,6.69423,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1993,Indirect migration background,Urban regions,382,7.46956,7.27143,7.66769,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1993,Indirect migration background,Rural regions,73,6.98914,6.37660,7.60168,5.99837,7.00000,9.00000,1.49592,10.00000,7.00000,7.00000,8.00000
1994,No migration background,Urban regions,5979,6.90763,6.85734,6.95792,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1994,No migration background,Rural regions,3887,6.66475,6.60142,6.72809,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,Direct migration background,Urban regions,1948,6.77948,6.68656,6.87240,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,Direct migration background,Rural regions,379,6.46326,6.25607,6.67044,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1994,Indirect migration background,Urban regions,406,7.64264,7.48764,7.79765,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1994,Indirect migration background,Rural regions,70,7.83666,7.47220,8.20111,7.00000,8.00000,9.00000,5.00000,10.00000,8.00000,7.00000,9.00000
1995,No migration background,Urban regions,5894,6.89186,6.84046,6.94326,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1995,No migration background,Rural regions,3957,6.72394,6.66213,6.78574,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Direct migration background,Urban regions,2273,7.01871,6.92994,7.10748,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1995,Direct migration background,Rural regions,464,7.05156,6.87007,7.23305,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1995,Indirect migration background,Urban regions,416,7.50125,7.33086,7.67164,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1995,Indirect migration background,Rural regions,77,7.36077,6.91626,7.80529,6.00000,8.00000,9.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1996,No migration background,Urban regions,5892,6.84234,6.79156,6.89313,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1996,No migration background,Rural regions,3933,6.53609,6.47118,6.60101,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1996,Direct migration background,Urban regions,2100,6.77939,6.68651,6.87227,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1996,Direct migration background,Rural regions,455,6.53375,6.33763,6.72987,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.97500,7.00000
1996,Indirect migration background,Urban regions,445,7.49943,7.31862,7.68023,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1996,Indirect migration background,Rural regions,88,7.05924,6.58049,7.53799,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,6.00000,9.00000
1997,No migration background,Urban regions,5800,6.61892,6.56432,6.67351,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1997,No migration background,Rural regions,3890,6.38168,6.31715,6.44622,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1997,Direct migration background,Urban regions,2013,6.74248,6.64835,6.83661,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1997,Direct migration background,Rural regions,428,6.27778,6.06996,6.48560,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1997,Indirect migration background,Urban regions,469,7.34258,7.17803,7.50713,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1997,Indirect migration background,Rural regions,85,7.47652,7.10041,7.85263,6.00000,7.00000,9.00000,1.50000,10.00000,7.00000,7.00000,8.00000
1998,No migration background,Urban regions,6699,6.92591,6.87825,6.97357,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1998,No migration background,Rural regions,4403,6.63308,6.57309,6.69308,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1998,Direct migration background,Urban regions,1957,7.05000,6.96153,7.13848,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1998,Direct migration background,Rural regions,411,6.63305,6.41668,6.84941,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1998,Indirect migration background,Urban regions,500,7.71851,7.57634,7.86067,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1998,Indirect migration background,Rural regions,91,7.85657,7.56286,8.15029,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
1999,No migration background,Urban regions,6427,7.05304,7.00513,7.10096,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000
1999,No migration background,Rural regions,4279,6.84773,6.78976,6.90570,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1999,Direct migration background,Urban regions,1820,7.01745,6.92260,7.11230,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1999,Direct migration background,Rural regions,358,6.84172,6.63263,7.05082,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1999,Indirect migration background,Urban regions,510,7.63703,7.48316,7.79090,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1999,Indirect migration background,Rural regions,87,7.31026,6.87925,7.74127,6.00000,8.00000,9.00000,2.00000,10.00000,8.00000,7.00000,8.00000
2000,No migration background,Urban regions,12002,7.15698,7.12168,7.19228,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000
2000,No migration background,Rural regions,7532,6.87967,6.83552,6.92383,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2000,Direct migration background,Urban regions,2668,7.23704,7.16383,7.31025,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2000,Direct migration background,Rural regions,563,6.97384,6.80941,7.13827,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
2000,Indirect migration background,Urban regions,686,7.88535,7.76260,8.00810,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
2000,Indirect migration background,Rural regions,109,7.65274,7.36042,7.94506,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,7.00000,8.00000
2001,No migration background,Urban regions,10957,7.24738,7.21195,7.28282,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000
2001,No migration background,Rural regions,6827,6.91000,6.86389,6.95611,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
2001,Direct migration background,Urban regions,2339,7.26904,7.19267,7.34541,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
2001,Direct migration background,Rural regions,501,7.19998,7.03673,7.36324,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
2001,Indirect migration background,Urban regions,651,7.98474,7.86271,8.10677,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
