year,pgisced97,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Pre-primary Level,No,0.46730,310,310,0.41167,0.52293
2011,Primary Level,Yes,0.24151,55,229,0.18595,0.29707
2011,Primary Level,No,0.59833,174,229,0.53470,0.66197
2011,Lower Secondary Level,Yes,0.25803,585,2164,0.23959,0.27647
2011,Lower Secondary Level,No,0.63574,1579,2164,0.61546,0.65602
2011,Upper Secondary Level,Yes,0.20238,2224,10489,0.19469,0.21007
2011,Upper Secondary Level,No,0.72416,8265,10489,0.71561,0.73272
2011,Post-secondary Non-tertiary Level,Yes,0.14838,168,1201,0.12827,0.16849
2011,Post-secondary Non-tertiary Level,No,0.72502,1033,1201,0.69976,0.75028
2011,First Stage of Tertiary Education,Yes,0.19709,305,1447,0.17658,0.21759
2011,First Stage of Tertiary Education,No,0.74359,1142,1447,0.72108,0.76610
2011,Second Stage of Tertiary Education,Yes,0.14201,738,4588,0.13191,0.15211
2011,Second Stage of Tertiary Education,No,0.76960,3850,4588,0.75741,0.78178
2013,Pre-primary Level,No,0.36672,255,255,0.30746,0.42599
2013,Primary Level,Yes,0.16131,45,192,0.10915,0.21348
2013,Primary Level,No,0.44002,147,192,0.36962,0.51042
2013,Lower Secondary Level,Yes,0.23170,526,1849,0.21246,0.25093
2013,Lower Secondary Level,No,0.53083,1323,1849,0.50808,0.55359
2013,Upper Secondary Level,Yes,0.20703,2106,9406,0.19884,0.21522
2013,Upper Secondary Level,No,0.66770,7300,9406,0.65818,0.67722
2013,Post-secondary Non-tertiary Level,Yes,0.14178,166,1097,0.12112,0.16243
2013,Post-secondary Non-tertiary Level,No,0.61635,931,1097,0.58756,0.64514
2013,First Stage of Tertiary Education,Yes,0.18737,275,1325,0.16636,0.20839
2013,First Stage of Tertiary Education,No,0.74201,1050,1325,0.71844,0.76558
2013,Second Stage of Tertiary Education,Yes,0.15005,767,4466,0.13958,0.16053
2013,Second Stage of Tertiary Education,No,0.70583,3699,4466,0.69246,0.71919
2015,Pre-primary Level,No,0.51591,346,346,0.46317,0.56864
2015,Primary Level,Yes,0.22167,67,409,0.18137,0.26198
2015,Primary Level,No,0.68996,342,409,0.64508,0.73484
2015,Lower Secondary Level,Yes,0.24720,558,2669,0.23083,0.26357
2015,Lower Secondary Level,No,0.70042,2111,2669,0.68304,0.71780
2015,Upper Secondary Level,Yes,0.22408,2308,11647,0.21651,0.23165
2015,Upper Secondary Level,No,0.76128,9339,11647,0.75354,0.76902
2015,Post-secondary Non-tertiary Level,Yes,0.14908,257,1953,0.13328,0.16488
2015,Post-secondary Non-tertiary Level,No,0.82002,1696,1953,0.80298,0.83706
2015,First Stage of Tertiary Education,Yes,0.19585,295,1525,0.17592,0.21577
2015,First Stage of Tertiary Education,No,0.80040,1230,1525,0.78033,0.82047
