year,sampreg,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,West,Yes,0.15712,3098,15840,0.15145,0.16279
2011,West,No,0.60321,12742,15840,0.59559,0.61083
2011,East,Yes,0.16590,996,4905,0.15548,0.17631
2011,East,No,0.63172,3909,4905,0.61822,0.64522
2013,West,Yes,0.15708,2981,14414,0.15114,0.16302
2013,West,No,0.53959,11433,14414,0.53146,0.54773
2013,East,Yes,0.16120,923,4452,0.15040,0.17201
2013,East,No,0.61958,3529,4452,0.60532,0.63385
2015,West,Yes,0.16651,3361,19787,0.16132,0.17170
2015,West,No,0.65447,16426,19787,0.64784,0.66109
2015,East,Yes,0.18085,1047,5253,0.17044,0.19126
2015,East,No,0.66435,4206,5253,0.65158,0.67712
2017,West,Yes,0.17574,3660,20959,0.17058,0.18089
2017,West,No,0.65652,17299,20959,0.65009,0.66295
2017,East,Yes,0.18487,1142,5590,0.17469,0.19505
2017,East,No,0.65758,4448,5590,0.64514,0.67002
2019,West,Yes,0.17740,3836,20103,0.17212,0.18268
2019,West,No,0.65177,16267,20103,0.64518,0.65835
2019,East,Yes,0.19010,1152,5546,0.17977,0.20042
2019,East,No,0.65126,4394,5546,0.63872,0.66380
2021,West,Yes,0.18924,2963,15318,0.18304,0.19544
2021,West,No,0.63312,12355,15318,0.62549,0.64076
2021,East,Yes,0.19779,789,3847,0.18520,0.21038
2021,East,No,0.62862,3058,3847,0.61335,0.64389
