year,age_gr,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,Yes,0.02062,71,2994,0.01553,0.02572
2011,17-29 y.,No,0.81412,2923,2994,0.80018,0.82806
2011,30-45 y.,Yes,0.05698,338,4856,0.05046,0.06350
2011,30-45 y.,No,0.73047,4518,4856,0.71799,0.74295
2011,46-65 y.,Yes,0.21887,1713,7775,0.20967,0.22806
2011,46-65 y.,No,0.73916,6062,7775,0.72939,0.74892
2011,66 and older,Yes,0.40056,1972,5120,0.38714,0.41399
2011,66 and older,No,0.59863,3148,5120,0.58520,0.61206
2013,17-29 y.,Yes,0.01648,58,2536,0.01152,0.02144
2013,17-29 y.,No,0.67749,2478,2536,0.65929,0.69568
2013,30-45 y.,Yes,0.04802,297,4073,0.04145,0.05459
2013,30-45 y.,No,0.63306,3776,4073,0.61825,0.64786
2013,46-65 y.,Yes,0.21591,1650,7320,0.20648,0.22533
2013,46-65 y.,No,0.68720,5670,7320,0.67658,0.69782
2013,66 and older,Yes,0.39874,1899,4937,0.38508,0.41239
2013,66 and older,No,0.59432,3038,4937,0.58062,0.60802
2015,17-29 y.,Yes,0.02131,78,3923,0.01679,0.02583
2015,17-29 y.,No,0.86419,3845,3923,0.85347,0.87492
2015,30-45 y.,Yes,0.06775,518,7356,0.06200,0.07349
2015,30-45 y.,No,0.88509,6838,7356,0.87780,0.89237
2015,46-65 y.,Yes,0.22343,1892,8878,0.21476,0.23209
2015,46-65 y.,No,0.76807,6986,8878,0.75929,0.77685
2015,66 and older,Yes,0.40856,1920,4883,0.39477,0.42235
2015,66 and older,No,0.59041,2963,4883,0.57662,0.60421
2017,17-29 y.,Yes,0.02612,96,4360,0.02139,0.03086
2017,17-29 y.,No,0.88587,4264,4360,0.87643,0.89531
2017,30-45 y.,Yes,0.06185,460,7257,0.05631,0.06739
2017,30-45 y.,No,0.92766,6797,7257,0.92170,0.93362
2017,46-65 y.,Yes,0.24776,2272,9973,0.23929,0.25624
2017,46-65 y.,No,0.74997,7701,9973,0.74147,0.75847
2017,66 and older,Yes,0.42527,1974,4959,0.41151,0.43903
2017,66 and older,No,0.57441,2985,4959,0.56065,0.58818
2019,17-29 y.,Yes,0.02686,90,3843,0.02175,0.03197
2019,17-29 y.,No,0.87825,3753,3843,0.86791,0.88859
2019,30-45 y.,Yes,0.06816,455,6287,0.06193,0.07439
2019,30-45 y.,No,0.91753,5832,6287,0.91073,0.92433
2019,46-65 y.,Yes,0.25440,2387,10421,0.24604,0.26276
2019,46-65 y.,No,0.74277,8034,10421,0.73438,0.75117
2019,66 and older,Yes,0.41736,2068,5174,0.40392,0.43079
2019,66 and older,No,0.58235,3106,5174,0.56891,0.59579
2021,17-29 y.,Yes,0.02903,80,3179,0.02320,0.03487
2021,17-29 y.,No,0.89361,3099,3179,0.88289,0.90433
2021,30-45 y.,Yes,0.08182,435,5206,0.07437,0.08926
2021,30-45 y.,No,0.90159,4771,5206,0.89350,0.90968
2021,46-65 y.,Yes,0.26631,1777,7217,0.25611,0.27651
2021,46-65 y.,No,0.72453,5440,7217,0.71423,0.73484
2021,66 and older,Yes,0.44673,1460,3563,0.43040,0.46306
2021,66 and older,No,0.54484,2103,3563,0.52848,0.56119
