year,age_gr,regtyp,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,Urban regions,Yes,0.01962,47,2004,0.01354,0.02569
2011,17-29 y.,Urban regions,No,0.82086,1957,2004,0.80407,0.83765
2011,17-29 y.,Rural regions,No,0.79980,966,966,0.77455,0.82505
2011,30-45 y.,Urban regions,Yes,0.06020,221,3191,0.05194,0.06845
2011,30-45 y.,Urban regions,No,0.73391,2970,3191,0.71858,0.74925
2011,30-45 y.,Rural regions,Yes,0.04947,117,1665,0.03905,0.05989
2011,30-45 y.,Rural regions,No,0.72244,1548,1665,0.70092,0.74396
2011,46-65 y.,Urban regions,Yes,0.21600,1034,4859,0.20443,0.22758
2011,46-65 y.,Urban regions,No,0.74147,3825,4859,0.72915,0.75378
2011,46-65 y.,Rural regions,Yes,0.22412,679,2916,0.20898,0.23926
2011,46-65 y.,Rural regions,No,0.73491,2237,2916,0.71888,0.75093
2011,66 and older,Urban regions,Yes,0.40851,1299,3306,0.39175,0.42527
2011,66 and older,Urban regions,No,0.59082,2007,3306,0.57406,0.60758
2011,66 and older,Rural regions,Yes,0.38400,673,1814,0.36161,0.40638
2011,66 and older,Rural regions,No,0.61491,1141,1814,0.59251,0.63731
2013,17-29 y.,Urban regions,Yes,0.01619,39,1712,0.01021,0.02217
2013,17-29 y.,Urban regions,No,0.66525,1673,1712,0.64289,0.68761
2013,17-29 y.,Rural regions,No,0.70446,805,805,0.67292,0.73600
2013,30-45 y.,Urban regions,Yes,0.04711,188,2669,0.03907,0.05515
2013,30-45 y.,Urban regions,No,0.62553,2481,2669,0.60716,0.64389
2013,30-45 y.,Rural regions,Yes,0.05023,109,1404,0.03880,0.06166
2013,30-45 y.,Rural regions,No,0.65139,1295,1404,0.62645,0.67632
2013,46-65 y.,Urban regions,Yes,0.21573,1012,4489,0.20370,0.22776
2013,46-65 y.,Urban regions,No,0.67362,3477,4489,0.65990,0.68734
2013,46-65 y.,Rural regions,Yes,0.21621,638,2831,0.20104,0.23138
2013,46-65 y.,Rural regions,No,0.71046,2193,2831,0.69375,0.72717
2013,66 and older,Urban regions,Yes,0.40458,1232,3177,0.38751,0.42165
2013,66 and older,Urban regions,No,0.58868,1945,3177,0.57157,0.60579
2013,66 and older,Rural regions,Yes,0.38653,667,1760,0.36377,0.40928
2013,66 and older,Rural regions,No,0.60609,1093,1760,0.58326,0.62892
2015,17-29 y.,Urban regions,Yes,0.02377,56,2634,0.01795,0.02959
2015,17-29 y.,Urban regions,No,0.85719,2578,2634,0.84382,0.87055
