year,age_gr,quintil_oecd,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,1st Quintile,No,0.69437,517,517,0.65463,0.73412
2011,17-29 y.,2nd Quintile,No,0.72905,413,413,0.68613,0.77197
2011,17-29 y.,3rd Quintile,No,0.85180,469,469,0.81960,0.88399
2011,17-29 y.,4th Quintile,No,0.88016,449,449,0.85009,0.91024
2011,17-29 y.,5th Quintile,No,0.92341,386,386,0.89684,0.94997
2011,30-45 y.,1st Quintile,Yes,0.05042,54,507,0.03135,0.06948
2011,30-45 y.,1st Quintile,No,0.46089,453,507,0.41746,0.50433
2011,30-45 y.,2nd Quintile,Yes,0.05723,42,661,0.03951,0.07495
2011,30-45 y.,2nd Quintile,No,0.62263,619,661,0.58565,0.65961
2011,30-45 y.,3rd Quintile,Yes,0.06359,60,786,0.04652,0.08066
2011,30-45 y.,3rd Quintile,No,0.74207,726,786,0.71147,0.77268
2011,30-45 y.,4th Quintile,Yes,0.06531,50,846,0.04865,0.08197
2011,30-45 y.,4th Quintile,No,0.78239,796,846,0.75457,0.81021
2011,30-45 y.,5th Quintile,Yes,0.04617,45,904,0.03248,0.05985
2011,30-45 y.,5th Quintile,No,0.82673,859,904,0.80205,0.85142
2011,46-65 y.,1st Quintile,Yes,0.25313,195,738,0.22174,0.28452
2011,46-65 y.,1st Quintile,No,0.64659,543,738,0.61208,0.68111
2011,46-65 y.,2nd Quintile,Yes,0.25792,193,738,0.22633,0.28950
2011,46-65 y.,2nd Quintile,No,0.66325,545,738,0.62913,0.69737
2011,46-65 y.,3rd Quintile,Yes,0.22999,235,1022,0.20418,0.25580
2011,46-65 y.,3rd Quintile,No,0.73128,787,1022,0.70409,0.75847
2011,46-65 y.,4th Quintile,Yes,0.19735,256,1306,0.17576,0.21895
2011,46-65 y.,4th Quintile,No,0.78012,1050,1306,0.75765,0.80259
2011,46-65 y.,5th Quintile,Yes,0.19558,397,2070,0.17849,0.21267
2011,46-65 y.,5th Quintile,No,0.79184,1673,2070,0.77434,0.80933
2011,66 and older,1st Quintile,Yes,0.40556,284,686,0.36879,0.44233
2011,66 and older,1st Quintile,No,0.59316,402,686,0.55637,0.62995
2011,66 and older,2nd Quintile,Yes,0.40925,382,939,0.37778,0.44071
2011,66 and older,2nd Quintile,No,0.58980,557,939,0.55833,0.62128
2011,66 and older,3rd Quintile,Yes,0.44056,324,783,0.40576,0.47535
2011,66 and older,3rd Quintile,No,0.55866,459,783,0.52386,0.59346
2011,66 and older,4th Quintile,Yes,0.37940,234,609,0.34083,0.41797
2011,66 and older,4th Quintile,No,0.61974,375,609,0.58115,0.65832
2011,66 and older,5th Quintile,Yes,0.40687,283,783,0.37243,0.44130
2011,66 and older,5th Quintile,No,0.59302,500,783,0.55859,0.62745
2013,17-29 y.,1st Quintile,No,0.75691,656,656,0.72406,0.78976
2013,17-29 y.,2nd Quintile,No,0.74057,453,453,0.70016,0.78098
2013,17-29 y.,3rd Quintile,No,0.83100,475,475,0.79727,0.86474
2013,17-29 y.,4th Quintile,No,0.86005,487,487,0.82921,0.89090
2013,17-29 y.,5th Quintile,No,0.87513,405,405,0.84289,0.90736
2013,30-45 y.,1st Quintile,Yes,0.04792,57,647,0.03145,0.06439
2013,30-45 y.,1st Quintile,No,0.61459,590,647,0.57706,0.65212
2013,30-45 y.,2nd Quintile,Yes,0.06771,54,788,0.05015,0.08526
2013,30-45 y.,2nd Quintile,No,0.67711,734,788,0.64444,0.70978
2013,30-45 y.,3rd Quintile,Yes,0.05946,63,793,0.04299,0.07593
2013,30-45 y.,3rd Quintile,No,0.75058,730,793,0.72045,0.78072
2013,30-45 y.,4th Quintile,Yes,0.05423,65,907,0.03949,0.06898
2013,30-45 y.,4th Quintile,No,0.80293,842,907,0.77703,0.82883
2013,30-45 y.,5th Quintile,Yes,0.05489,58,937,0.04030,0.06948
2013,30-45 y.,5th Quintile,No,0.83852,879,937,0.81494,0.86209
2013,46-65 y.,1st Quintile,Yes,0.28597,281,968,0.25749,0.31445
2013,46-65 y.,1st Quintile,No,0.61855,687,968,0.58793,0.64917
2013,46-65 y.,2nd Quintile,Yes,0.23402,240,965,0.20729,0.26075
2013,46-65 y.,2nd Quintile,No,0.67625,725,965,0.64671,0.70579
2013,46-65 y.,3rd Quintile,Yes,0.25220,311,1264,0.22825,0.27615
2013,46-65 y.,3rd Quintile,No,0.69393,953,1264,0.66851,0.71935
2013,46-65 y.,4th Quintile,Yes,0.21007,360,1662,0.19048,0.22966
2013,46-65 y.,4th Quintile,No,0.75904,1302,1662,0.73847,0.77961
2013,46-65 y.,5th Quintile,Yes,0.19164,458,2461,0.17608,0.20719
2013,46-65 y.,5th Quintile,No,0.78938,2003,2461,0.77327,0.80549
