year,sex,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,male,Yes,0.12430,1642,9789,0.11776,0.13083
2011,male,No,0.64197,8147,9789,0.63247,0.65147
2011,female,Yes,0.19163,2452,10956,0.18426,0.19900
2011,female,No,0.57594,8504,10956,0.56669,0.58520
2013,male,Yes,0.12252,1531,8834,0.11569,0.12936
2013,male,No,0.58401,7303,8834,0.57373,0.59429
2013,female,Yes,0.19181,2373,10032,0.18410,0.19951
2013,female,No,0.52428,7659,10032,0.51450,0.53405
2015,male,Yes,0.13230,1696,11458,0.12609,0.13850
2015,male,No,0.68485,9762,11458,0.67635,0.69336
2015,female,Yes,0.20462,2712,13582,0.19783,0.21140
2015,female,No,0.62844,10870,13582,0.62032,0.63657
2017,male,Yes,0.14206,1921,12261,0.13588,0.14824
2017,male,No,0.68275,10340,12261,0.67451,0.69099
2017,female,Yes,0.21196,2881,14288,0.20526,0.21866
2017,female,No,0.63114,11407,14288,0.62323,0.63905
2019,male,Yes,0.14437,2079,12278,0.13815,0.15058
2019,male,No,0.67809,10199,12278,0.66983,0.68636
2019,female,Yes,0.21395,2919,13440,0.20702,0.22089
2019,female,No,0.62634,10521,13440,0.61817,0.63452
2021,male,Yes,0.15015,1500,9293,0.14289,0.15741
2021,male,No,0.66775,7793,9293,0.65817,0.67733
2021,female,Yes,0.23054,2250,9865,0.22223,0.23885
2021,female,No,0.59753,7615,9865,0.58785,0.60721
