year,age_gr,migback,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Direct migration background,Southern Europe,0.23554,404,843,0.20688,0.26420
1984,17-29 y.,Direct migration background,Western Asia,0.34463,439,843,0.31253,0.37673
1984,30-45 y.,Direct migration background,Southern Europe,0.26971,684,1146,0.24400,0.29541
1984,30-45 y.,Direct migration background,Western Asia,0.26417,382,1146,0.23864,0.28971
1984,30-45 y.,Direct migration background,Eastern Europe,0.10848,49,1146,0.09046,0.12649
1984,30-45 y.,Direct migration background,Western Europe,0.08080,31,1146,0.06501,0.09658
1984,46-65 y.,Direct migration background,Southern Europe,0.21514,489,750,0.18571,0.24457
1984,46-65 y.,Direct migration background,Western Asia,0.13585,209,750,0.11132,0.16039
1984,46-65 y.,Direct migration background,Eastern Europe,0.19114,52,750,0.16298,0.21930
1985,17-29 y.,Direct migration background,Southern Europe,0.24964,329,695,0.21744,0.28184
1985,17-29 y.,Direct migration background,Western Asia,0.32554,366,695,0.29068,0.36040
1985,30-45 y.,Direct migration background,Southern Europe,0.27154,567,969,0.24352,0.29956
1985,30-45 y.,Direct migration background,Western Asia,0.24283,325,969,0.21582,0.26984
1985,30-45 y.,Direct migration background,Eastern Europe,0.10748,46,969,0.08797,0.12699
1985,30-45 y.,Direct migration background,Western Europe,0.09151,31,969,0.07335,0.10967
1985,46-65 y.,Direct migration background,Southern Europe,0.22679,455,682,0.19534,0.25824
1985,46-65 y.,Direct migration background,Western Asia,0.11578,173,682,0.09175,0.13981
1985,46-65 y.,Direct migration background,Eastern Europe,0.20140,54,682,0.17128,0.23152
1986,17-29 y.,Direct migration background,Southern Europe,0.23728,311,674,0.20514,0.26943
1986,17-29 y.,Direct migration background,Western Asia,0.34141,363,674,0.30558,0.37723
1986,30-45 y.,Direct migration background,Southern Europe,0.26659,529,871,0.23721,0.29598
1986,30-45 y.,Direct migration background,Western Asia,0.23587,298,871,0.20766,0.26408
1986,30-45 y.,Direct migration background,Eastern Europe,0.10868,44,871,0.08799,0.12936
1986,46-65 y.,Direct migration background,Southern Europe,0.23065,446,698,0.19937,0.26192
1986,46-65 y.,Direct migration background,Western Asia,0.12472,197,698,0.10019,0.14924
1986,46-65 y.,Direct migration background,Eastern Europe,0.20504,55,698,0.17506,0.23501
1987,17-29 y.,Direct migration background,Southern Europe,0.23123,300,677,0.19945,0.26302
1987,17-29 y.,Direct migration background,Western Asia,0.36418,377,677,0.32790,0.40045
1987,30-45 y.,Direct migration background,Southern Europe,0.27802,510,830,0.24752,0.30852
1987,30-45 y.,Direct migration background,Western Asia,0.24003,279,830,0.21095,0.26910
1987,30-45 y.,Direct migration background,Eastern Europe,0.09953,41,830,0.07915,0.11990
1987,46-65 y.,Direct migration background,Southern Europe,0.23848,455,730,0.20755,0.26942
1987,46-65 y.,Direct migration background,Western Asia,0.13833,216,730,0.11327,0.16339
1987,46-65 y.,Direct migration background,Eastern Europe,0.20790,59,730,0.17844,0.23736
1988,17-29 y.,Direct migration background,Southern Europe,0.20736,272,656,0.17631,0.23841
1988,17-29 y.,Direct migration background,Western Asia,0.36668,384,656,0.32977,0.40358
1988,30-45 y.,Direct migration background,Southern Europe,0.28253,463,741,0.25009,0.31497
1988,30-45 y.,Direct migration background,Western Asia,0.22736,241,741,0.19716,0.25755
1988,30-45 y.,Direct migration background,Eastern Europe,0.10336,37,741,0.08143,0.12530
1988,46-65 y.,Direct migration background,Southern Europe,0.21983,446,729,0.18975,0.24992
1988,46-65 y.,Direct migration background,Western Asia,0.14348,223,729,0.11801,0.16894
1988,46-65 y.,Direct migration background,Eastern Europe,0.22121,60,729,0.19106,0.25136
1989,17-29 y.,Direct migration background,Southern Europe,0.19764,242,630,0.16652,0.22876
1989,17-29 y.,Direct migration background,Western Asia,0.39097,388,630,0.35284,0.42911
1989,30-45 y.,Direct migration background,Southern Europe,0.30202,447,678,0.26743,0.33661
1989,30-45 y.,Direct migration background,Western Asia,0.22973,231,678,0.19804,0.26142
1989,46-65 y.,Direct migration background,Southern Europe,0.23245,440,736,0.20192,0.26299
1989,46-65 y.,Direct migration background,Western Asia,0.15363,234,736,0.12756,0.17970
1989,46-65 y.,Direct migration background,Eastern Europe,0.21882,62,736,0.18893,0.24871
1990,17-29 y.,Direct migration background,Southern Europe,0.18187,223,583,0.15053,0.21321
1990,17-29 y.,Direct migration background,Western Asia,0.38203,360,583,0.34256,0.42151
1990,30-45 y.,Direct migration background,Southern Europe,0.29833,434,699,0.26439,0.33227
1990,30-45 y.,Direct migration background,Western Asia,0.22535,222,699,0.19435,0.25634
1990,30-45 y.,Direct migration background,Eastern Europe,0.09672,43,699,0.07479,0.11864
1990,46-65 y.,Direct migration background,Southern Europe,0.21647,435,780,0.18755,0.24539
1990,46-65 y.,Direct migration background,Western Asia,0.14447,237,780,0.11978,0.16916
1990,46-65 y.,Direct migration background,Eastern Europe,0.23828,108,780,0.20837,0.26820
1991,17-29 y.,Direct migration background,Southern Europe,0.18369,201,558,0.15153,0.21585
1991,17-29 y.,Direct migration background,Western Asia,0.41577,357,558,0.37484,0.45670
1991,30-45 y.,Direct migration background,Southern Europe,0.28760,412,662,0.25309,0.32211
1991,30-45 y.,Direct migration background,Western Asia,0.21872,205,662,0.18720,0.25023
1991,30-45 y.,Direct migration background,Eastern Europe,0.10434,45,662,0.08104,0.12765
1991,46-65 y.,Direct migration background,Southern Europe,0.22642,430,792,0.19725,0.25558
1991,46-65 y.,Direct migration background,Western Asia,0.16474,253,792,0.13889,0.19059
1991,46-65 y.,Direct migration background,Eastern Europe,0.23018,109,792,0.20084,0.25951
1992,17-29 y.,Direct migration background,Southern Europe,0.19884,189,526,0.16470,0.23298
1992,17-29 y.,Direct migration background,Western Asia,0.41410,337,526,0.37196,0.45623
1992,30-45 y.,Direct migration background,Southern Europe,0.28906,376,627,0.25354,0.32457
1992,30-45 y.,Direct migration background,Western Asia,0.22080,207,627,0.18831,0.25330
1992,30-45 y.,Direct migration background,Eastern Europe,0.10506,44,627,0.08104,0.12908
1992,46-65 y.,Direct migration background,Southern Europe,0.25500,433,800,0.22477,0.28522
1992,46-65 y.,Direct migration background,Western Asia,0.18035,259,800,0.15369,0.20700
1992,46-65 y.,Direct migration background,Eastern Europe,0.21420,108,800,0.18576,0.24265
1993,17-29 y.,Direct migration background,Southern Europe,0.22696,183,491,0.18987,0.26405
1993,17-29 y.,Direct migration background,Western Asia,0.41825,308,491,0.37458,0.46193
1993,30-45 y.,Direct migration background,Southern Europe,0.29406,354,602,0.25763,0.33049
1993,30-45 y.,Direct migration background,Western Asia,0.21849,205,602,0.18545,0.25153
1993,30-45 y.,Direct migration background,Eastern Europe,0.10421,43,602,0.07978,0.12863
1993,46-65 y.,Direct migration background,Southern Europe,0.26522,439,798,0.23457,0.29587
1993,46-65 y.,Direct migration background,Western Asia,0.18389,255,798,0.15700,0.21079
1993,46-65 y.,Direct migration background,Eastern Europe,0.20041,104,798,0.17262,0.22820
1993,66 and older,Direct migration background,Southern Europe,0.04563,32,63,-0.00632,0.09757
1993,66 and older,Direct migration background,Eastern Europe,0.25431,31,63,0.14591,0.36271
1994,17-29 y.,Direct migration background,Southern Europe,0.24511,167,435,0.20464,0.28558
1994,17-29 y.,Direct migration background,Western Asia,0.40993,268,435,0.36366,0.45620
1994,30-45 y.,Direct migration background,Southern Europe,0.28575,329,567,0.24853,0.32297
1994,30-45 y.,Direct migration background,Western Asia,0.22159,202,567,0.18738,0.25581
1994,30-45 y.,Direct migration background,Eastern Europe,0.08889,36,567,0.06544,0.11234
1994,46-65 y.,Direct migration background,Southern Europe,0.28428,432,776,0.25252,0.31604
1994,46-65 y.,Direct migration background,Western Asia,0.18704,240,776,0.15958,0.21449
1994,46-65 y.,Direct migration background,Eastern Europe,0.19894,104,776,0.17084,0.22705
1994,66 and older,Direct migration background,Southern Europe,0.05425,35,72,0.00156,0.10694
1994,66 and older,Direct migration background,Eastern Europe,0.25952,37,72,0.15755,0.36149
1995,17-29 y.,Direct migration background,Southern Europe,0.18196,151,494,0.14791,0.21602
1995,17-29 y.,Direct migration background,Western Asia,0.29934,248,494,0.25892,0.33977
1995,17-29 y.,Direct migration background,Eastern Europe,0.19786,95,494,0.16269,0.23303
1995,30-45 y.,Direct migration background,Southern Europe,0.21864,320,763,0.18930,0.24799
1995,30-45 y.,Direct migration background,Central Asia,0.03579,41,763,0.02260,0.04898
1995,30-45 y.,Direct migration background,Western Asia,0.16642,222,763,0.13997,0.19286
1995,30-45 y.,Direct migration background,Eastern Europe,0.22250,180,763,0.19296,0.25203
1995,46-65 y.,Direct migration background,Southern Europe,0.24064,438,847,0.21184,0.26945
1995,46-65 y.,Direct migration background,Western Asia,0.14418,230,847,0.12051,0.16786
1995,46-65 y.,Direct migration background,Eastern Europe,0.27877,179,847,0.24856,0.30899
1995,66 and older,Direct migration background,Southern Europe,0.05705,43,105,0.01248,0.10163
1995,66 and older,Direct migration background,Eastern Europe,0.30687,62,105,0.21823,0.39550
1996,17-29 y.,Direct migration background,Southern Europe,0.18840,135,465,0.15282,0.22398
1996,17-29 y.,Direct migration background,Central Asia,0.05135,31,465,0.03127,0.07143
1996,17-29 y.,Direct migration background,Western Asia,0.28480,204,465,0.24374,0.32587
1996,17-29 y.,Direct migration background,Eastern Europe,0.19050,95,465,0.15477,0.22623
1996,30-45 y.,Direct migration background,Southern Europe,0.23147,287,720,0.20064,0.26230
1996,30-45 y.,Direct migration background,Central Asia,0.03716,37,720,0.02334,0.05099
1996,30-45 y.,Direct migration background,Western Asia,0.17670,233,720,0.14882,0.20458
1996,30-45 y.,Direct migration background,Eastern Europe,0.22544,163,720,0.19489,0.25598
1996,46-65 y.,Direct migration background,Southern Europe,0.25634,425,803,0.22612,0.28656
1996,46-65 y.,Direct migration background,Western Asia,0.14911,217,803,0.12446,0.17377
1996,46-65 y.,Direct migration background,Eastern Europe,0.25796,161,803,0.22768,0.28824
1996,66 and older,Direct migration background,Southern Europe,0.06750,48,118,0.02204,0.11296
1996,66 and older,Direct migration background,Eastern Europe,0.32752,70,118,0.24248,0.41256
1997,17-29 y.,Direct migration background,Southern Europe,0.19144,119,418,0.15367,0.22920
1997,17-29 y.,Direct migration background,Central Asia,0.06268,34,418,0.03942,0.08595
1997,17-29 y.,Direct migration background,Western Asia,0.26862,167,418,0.22607,0.31116
1997,17-29 y.,Direct migration background,Eastern Europe,0.23028,98,418,0.18987,0.27069
1997,30-45 y.,Direct migration background,Southern Europe,0.23774,268,701,0.20620,0.26927
1997,30-45 y.,Direct migration background,Central Asia,0.04334,40,701,0.02825,0.05842
1997,30-45 y.,Direct migration background,Western Asia,0.18766,240,701,0.15873,0.21658
1997,30-45 y.,Direct migration background,Eastern Europe,0.23117,153,701,0.19994,0.26240
1997,46-65 y.,Direct migration background,Southern Europe,0.26616,410,777,0.23506,0.29725
1997,46-65 y.,Direct migration background,Western Asia,0.15244,206,777,0.12715,0.17773
1997,46-65 y.,Direct migration background,Eastern Europe,0.26483,161,777,0.23378,0.29587
1997,66 and older,Direct migration background,Southern Europe,0.08947,57,136,0.04132,0.13762
1997,66 and older,Direct migration background,Eastern Europe,0.37853,79,136,0.29671,0.46035
1998,17-29 y.,Direct migration background,Southern Europe,0.16614,94,378,0.12857,0.20371
1998,17-29 y.,Direct migration background,Central Asia,0.09701,41,378,0.06713,0.12688
1998,17-29 y.,Direct migration background,Western Asia,0.27111,143,378,0.22624,0.31599
1998,17-29 y.,Direct migration background,Eastern Europe,0.24554,100,378,0.20209,0.28899
1998,30-45 y.,Direct migration background,Southern Europe,0.24686,251,681,0.21445,0.27927
1998,30-45 y.,Direct migration background,Central Asia,0.06124,45,681,0.04321,0.07926
1998,30-45 y.,Direct migration background,Western Asia,0.21181,235,681,0.18110,0.24252
1998,30-45 y.,Direct migration background,Eastern Europe,0.22460,150,681,0.19323,0.25596
1998,46-65 y.,Direct migration background,Southern Europe,0.28738,392,758,0.25514,0.31962
1998,46-65 y.,Direct migration background,Western Asia,0.15932,191,758,0.13325,0.18539
1998,46-65 y.,Direct migration background,Eastern Europe,0.24458,175,758,0.21396,0.27520
1998,66 and older,Direct migration background,Southern Europe,0.09721,53,146,0.04899,0.14543
1998,66 and older,Direct migration background,Eastern Europe,0.41261,93,146,0.33248,0.49275
1999,17-29 y.,Direct migration background,Southern Europe,0.16745,75,327,0.12691,0.20798
1999,17-29 y.,Direct migration background,Central Asia,0.11779,42,327,0.08280,0.15278
1999,17-29 y.,Direct migration background,Western Asia,0.25349,112,327,0.20627,0.30071
1999,17-29 y.,Direct migration background,Eastern Europe,0.27942,98,327,0.23071,0.32813
1999,30-45 y.,Direct migration background,Southern Europe,0.22599,215,647,0.19374,0.25824
1999,30-45 y.,Direct migration background,Central Asia,0.05844,40,647,0.04035,0.07652
1999,30-45 y.,Direct migration background,Western Asia,0.24716,255,647,0.21389,0.28042
1999,30-45 y.,Direct migration background,Eastern Europe,0.21627,137,647,0.18452,0.24802
1999,46-65 y.,Direct migration background,Southern Europe,0.29571,363,707,0.26204,0.32937
1999,46-65 y.,Direct migration background,Western Asia,0.16724,176,707,0.13971,0.19477
1999,46-65 y.,Direct migration background,Eastern Europe,0.26063,168,707,0.22825,0.29301
1999,66 and older,Direct migration background,Southern Europe,0.10388,55,159,0.05631,0.15146
1999,66 and older,Direct migration background,Eastern Europe,0.48142,104,159,0.40351,0.55933
