year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,5760,0.7725595024056444,0.7450230325311845,0.8000959722801043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,West,female,6032,0.4783251627958804,0.4563315099268006,0.5003188156649602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,West,male,5229,0.7862288762718321,0.7576559225732543,0.81480182997041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,West,female,5480,0.4870005326703939,0.46421296475975354,0.5097881005810342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,West,male,5061,0.828604948824067,0.7982197544821618,0.8589901431659722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,West,female,5213,0.4685265456532293,0.44578505656450207,0.49126803474195657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,West,male,5034,0.8008971187322609,0.771089595100261,0.8307046423642608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,West,female,5145,0.44674765213315004,0.42434299098814854,0.46915231327815154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,West,male,4804,0.7326787235130587,0.7034958559311079,0.7618615910950096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,West,female,4930,0.4113155878674768,0.38958391794288044,0.43304725779207315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,West,male,4663,0.7874239932421966,0.7570435275093208,0.8178044589750724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,West,female,4801,0.4120162768651402,0.3903604825479603,0.4336720711823201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,West,male,4551,0.29172502953601065,0.2741460173799173,0.309304041692104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,West,female,4708,0.1427238979493414,0.13163664076957152,0.15381115512911128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,East,male,2066,0.3605785982129419,0.33051016040370435,0.3906470360221795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,East,female,2277,0.23603662578813392,0.21318098807458927,0.2588922635016786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
