year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,3360,2.66169,2.52233,2.79137,0.00000,0.00000,6.00000,0.0,15.00000,0.0,0.00000,0.00000
1984,30-45 y.,3891,0.21848,0.18517,0.24967,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,46-65 y.,3545,0.05877,0.04679,0.07129,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1984,66 and older,1267,0.02707,0.01161,0.03823,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,3089,2.53646,2.38571,2.67450,0.00000,0.00000,6.00000,0.0,14.0,0.0,0.00000,0.00000
1985,30-45 y.,3468,0.27433,0.23628,0.31834,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,46-65 y.,3303,0.07422,0.06030,0.08686,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,66 and older,1107,0.02946,0.01208,0.04256,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,3008,2.43112,2.29338,2.56675,0.00000,0.00000,5.00000,0.0,12.50000,0.0,0.00000,0.00000
1986,30-45 y.,3264,0.26657,0.23029,0.30308,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,46-65 y.,3225,0.07954,0.06498,0.09525,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,66 and older,1031,0.01633,0.00709,0.02508,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,2978,2.33107,2.19680,2.48787,0.00000,0.00000,5.00000,0.0,12.50000,0.0,0.00000,0.00000
1987,30-45 y.,3160,0.28975,0.24771,0.33165,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,46-65 y.,3206,0.09539,0.07509,0.11211,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,66 and older,1068,0.02803,0.00981,0.04220,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,2850,2.32792,2.15327,2.49358,0.00000,0.00000,5.00000,0.0,12.50000,0.0,0.00000,0.00000
1988,30-45 y.,2948,0.28926,0.23311,0.33257,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,46-65 y.,3109,0.08684,0.07217,0.10159,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,66 and older,1035,0.02830,0.01140,0.04270,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,2811,2.37777,2.24677,2.52804,0.00000,0.00000,5.00000,0.0,12.50000,0.0,0.00000,0.00000
1989,30-45 y.,2839,0.31402,0.27029,0.35766,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,46-65 y.,2982,0.09617,0.07750,0.11336,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,66 and older,1011,0.03008,0.01409,0.04247,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,3820,0.75638,0.67992,0.83127,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,30-45 y.,4301,0.17668,0.14610,0.20205,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,46-65 y.,4258,0.06272,0.04846,0.07369,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,66 and older,1462,0.00136,-0.00067,0.00271,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,3670,1.71998,1.58333,1.85247,0.00000,0.00000,2.00000,0.0,5.00000,0.0,0.00000,0.00000
1991,30-45 y.,4310,0.30352,0.25839,0.34047,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,46-65 y.,4127,0.11987,0.10333,0.13834,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,66 and older,1443,0.03327,0.02077,0.04443,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,3545,1.86619,1.72904,2.00054,0.00000,0.00000,2.00000,0.0,5.00000,0.0,0.00000,0.00000
1992,30-45 y.,4245,0.37210,0.32248,0.41316,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,46-65 y.,4028,0.13599,0.11532,0.15366,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,66 and older,1448,0.02962,0.01602,0.04069,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1993,0-16 y.,,,,,,,,,,,,
1993,17-29 y.,3431,1.88631,1.76586,2.02282,0.00000,0.00000,2.00000,0.0,5.00000,0.0,0.00000,0.00000
1993,30-45 y.,4193,0.28462,0.24778,0.31712,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1993,46-65 y.,3942,0.12799,0.10681,0.14818,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
