year,hhtyp,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Single-person household,Urban regions,961,1.00106,0.99900,1.00312,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1985,Single-person household,Rural regions,179,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1985,Couple without children,Urban regions,966,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1985,Couple without children,Rural regions,259,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1985,Single parent,Urban regions,232,2.49041,2.39639,2.58443,2.00000,2.00000,3.00000,2,4.50000,,,
1985,Single parent,Rural regions,61,2.34992,2.17551,2.52434,2.00000,2.00000,2.38414,2,2.96036,,,
1985,Couple with children,Urban regions,1876,3.75215,3.71180,3.79251,3.00000,4.00000,4.00000,3,5.50000,,,
1985,Couple with children,Rural regions,499,3.84073,3.76135,3.92011,3.00000,4.00000,4.00000,3,5.50000,,,
1985,Multi-generational household,Urban regions,71,4.29185,3.94502,4.63868,3.00000,4.00000,5.00000,2,8.00000,,,
1985,Multi-generational household,Rural regions,45,4.58270,4.12836,5.03703,4.00000,5.00000,5.00000,2.50000,6.50000,,,
1985,Other Combinations,Urban regions,99,2.63555,2.48441,2.78668,2.00000,2.00000,3.00000,2,4.50000,,,
1985,Other Combinations,Rural regions,,,,,,,,,,,,
1986,Single-person household,Urban regions,911,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1986,Single-person household,Rural regions,168,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1986,Couple without children,Urban regions,969,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1986,Couple without children,Rural regions,236,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1986,Single parent,Urban regions,220,2.52021,2.42010,2.62033,2.00000,2.00000,3.00000,2,4.50000,,,
1986,Single parent,Rural regions,61,2.37277,2.19495,2.55060,2.00000,2.00000,3.00000,2,4.50000,,,
1986,Couple with children,Urban regions,1760,3.74618,3.70443,3.78792,3.00000,4.00000,4.00000,3,5.50000,,,
1986,Couple with children,Rural regions,478,3.83036,3.75311,3.90761,3.00000,4.00000,4.00000,3,5.50000,,,
1986,Multi-generational household,Urban regions,74,3.90875,3.57599,4.24152,2.99292,4.00000,5.00000,2,8.01061,,,
1986,Multi-generational household,Rural regions,43,4.72672,4.26077,5.19268,3.75911,5.00000,5.67342,2,8.54488,,,
1986,Other Combinations,Urban regions,92,2.58593,2.43682,2.73504,2.00000,2.00000,3.00000,2,4.50000,,,
1986,Other Combinations,Rural regions,,,,,,,,,,,,
1987,Single-person household,Urban regions,910,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1987,Single-person household,Rural regions,168,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1987,Couple without children,Urban regions,949,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1987,Couple without children,Rural regions,243,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1987,Single parent,Urban regions,212,2.49844,2.39722,2.59966,2.00000,2.00000,3.00000,2,4.50000,,,
1987,Single parent,Rural regions,66,2.42050,2.22087,2.62014,2.00000,2.00000,3.00000,2,4.50000,,,
1987,Couple with children,Urban regions,1727,3.72025,3.67880,3.76169,3.00000,4.00000,4.00000,3,5.50000,,,
1987,Couple with children,Rural regions,466,3.80263,3.72752,3.87774,3.00000,4.00000,4.00000,3,5.50000,,,
1987,Multi-generational household,Urban regions,82,4.07036,3.74032,4.40040,3.00000,4.00000,5.00000,2,8.00000,,,
1987,Multi-generational household,Rural regions,39,5.09527,4.59912,5.59141,4.00000,5.00000,6.00000,3,9.00000,,,
1987,Other Combinations,Urban regions,94,2.58528,2.44287,2.72769,2.00000,2.00000,3.00000,2,4.50000,,,
1987,Other Combinations,Rural regions,,,,,,,,,,,,
1988,Single-person household,Urban regions,870,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1988,Single-person household,Rural regions,167,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1988,Couple without children,Urban regions,938,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1988,Couple without children,Rural regions,230,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1988,Single parent,Urban regions,214,2.48613,2.38688,2.58537,2.00000,2.00000,3.00000,2,4.50000,,,
1988,Single parent,Rural regions,61,2.54759,2.32019,2.77499,2.00000,2.00000,3.00000,2,4.50000,,,
1988,Couple with children,Urban regions,1652,3.71191,3.66980,3.75402,3.00000,4.00000,4.00000,3,5.50000,,,
1988,Couple with children,Rural regions,438,3.80373,3.72674,3.88072,3.00000,4.00000,4.00000,3,5.50000,,,
1988,Multi-generational household,Urban regions,70,4.02976,3.63708,4.42244,2.50815,4.00000,5.00000,2,8.73778,,,
1988,Multi-generational household,Rural regions,34,4.95838,4.39130,5.52545,4.00000,5.00000,5.70163,2,8.25409,,,
1988,Other Combinations,Urban regions,81,2.59564,2.43825,2.75303,2.00000,2.17187,3.00000,2,4.50000,,,
1988,Other Combinations,Rural regions,,,,,,,,,,,,
1989,Single-person household,Urban regions,877,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1989,Single-person household,Rural regions,163,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,,
1989,Couple without children,Urban regions,924,2.00073,1.99899,2.00248,2.00000,2.00000,2.00000,2.00000,2.00000,,,
1989,Couple without children,Rural regions,234,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,2.00000,,,
