year,pgisced97,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,No answer / don't know,"No, never",0.44877,70,70,0.33141,0.56613
2005,Primary Level,"No, never",0.53182,42,42,0.37908,0.68456
2005,Lower Secondary Level,"No, never",0.44309,426,906,0.41073,0.47546
2005,Lower Secondary Level,"Yes, every week",0.17153,133,906,0.14697,0.19609
2005,Lower Secondary Level,"Yes, every 2 weeks",0.15941,138,906,0.13556,0.18326
2005,Lower Secondary Level,"Yes, every 3-4 weeks",0.07246,70,906,0.05557,0.08936
2005,Lower Secondary Level,"Yes, less frequently",0.15350,139,906,0.13001,0.17698
2005,Upper Secondary Level,"No, never",0.36488,2067,5526,0.35219,0.37758
2005,Upper Secondary Level,"Yes, every week",0.15081,786,5526,0.14138,0.16025
2005,Upper Secondary Level,"Yes, every 2 weeks",0.15268,840,5526,0.14319,0.16216
2005,Upper Secondary Level,"Yes, every 3-4 weeks",0.09921,527,5526,0.09133,0.10710
2005,Upper Secondary Level,"Yes, less frequently",0.23241,1306,5526,0.22128,0.24355
2005,Post-secondary Non-tertiary Level,"No, never",0.43830,335,772,0.40328,0.47333
2005,Post-secondary Non-tertiary Level,"Yes, every week",0.09862,70,772,0.07758,0.11967
2005,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.13826,109,772,0.11390,0.16263
2005,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.07977,69,772,0.06065,0.09890
2005,Post-secondary Non-tertiary Level,"Yes, less frequently",0.24504,189,772,0.21468,0.27541
2005,First Stage of Tertiary Education,"No, never",0.28804,308,1018,0.26021,0.31587
2005,First Stage of Tertiary Education,"Yes, every week",0.14815,151,1018,0.12631,0.16998
2005,First Stage of Tertiary Education,"Yes, every 2 weeks",0.17265,159,1018,0.14942,0.19588
2005,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.09466,104,1018,0.07667,0.11265
2005,First Stage of Tertiary Education,"Yes, less frequently",0.29651,296,1018,0.26844,0.32458
2005,Second Stage of Tertiary Education,"No, never",0.33609,1012,2929,0.31898,0.35320
2005,Second Stage of Tertiary Education,"Yes, every week",0.14317,418,2929,0.13048,0.15586
2005,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.11207,306,2929,0.10064,0.12350
2005,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.08417,260,2929,0.07411,0.09423
2005,Second Stage of Tertiary Education,"Yes, less frequently",0.32450,933,2929,0.30755,0.34146
2007,No answer / don't know,"No, never",0.53322,85,85,0.42653,0.63992
2007,Primary Level,"No, never",0.56382,33,33,0.39199,0.73564
2007,Lower Secondary Level,"No, never",0.43030,338,772,0.39535,0.46525
2007,Lower Secondary Level,"Yes, every week",0.17633,128,772,0.14943,0.20323
2007,Lower Secondary Level,"Yes, every 2 weeks",0.15754,116,772,0.13183,0.18326
