year,regtyp,sampreg,plb0218_v1,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2005,Urban regions,West,"No, never",0.4008240141259564,25520,0.3948113104309025,0.40683671782101033
2005,Urban regions,West,"Yes, less frequently",0.25309005297233667,25520,0.24775563064009143,0.2584244753045819
2005,Urban regions,West,"Yes, every week",0.13390229546792232,25520,0.12972405730794362,0.13808053362790101
2005,Urban regions,West,"Yes, every 2 weeks",0.12639788110653324,25520,0.12232086457429031,0.13047489763877618
2005,Urban regions,West,"Yes, every 3-4 weeks",0.08578575632725133,25520,0.08234980249032807,0.08922171016417459
2005,Urban regions,East,"No, never",0.3240223463687151,25520,0.3182802644066662,0.32976442833076397
2005,Urban regions,East,"Yes, less frequently",0.2737430167597765,25520,0.2682724487500822,0.27921358476947084
2005,Urban regions,East,"Yes, every 2 weeks",0.16871508379888267,25520,0.16412027290112877,0.17330989469663657
2005,Urban regions,East,"Yes, every week",0.1318435754189944,25520,0.1276926568460129,0.13599449399197594
2005,Urban regions,East,"Yes, every 3-4 weeks",0.10167597765363129,25520,0.09796796317251091,0.10538399213475166
2005,Rural regions,West,"No, never",0.3593977659057795,25520,0.353510716949996,0.365284814861563
2005,Rural regions,West,"Yes, less frequently",0.25303545410393397,25520,0.24770141224991432,0.2583694959579536
2005,Rural regions,West,"Yes, every week",0.16415735794074793,25520,0.15961262702093792,0.16870208886055793
2005,Rural regions,West,"Yes, every 2 weeks",0.13064594463331713,25520,0.12651107286921498,0.1347808163974193
2005,Rural regions,West,"Yes, every 3-4 weeks",0.09276347741622147,25520,0.08920417811537926,0.09632277671706369
2005,Rural regions,East,"No, never",0.31220095693779903,25520,0.3065155227733026,0.3178863911022955
2005,Rural regions,East,"Yes, less frequently",0.2535885167464115,25520,0.24825062595570915,0.25892640753711377
2005,Rural regions,East,"Yes, every 2 weeks",0.18600478468899523,25520,0.18123071537311863,0.19077885400487182
2005,Rural regions,East,"Yes, every week",0.14114832535885166,25520,0.1368765079166941,0.14542014280100923
2005,Rural regions,East,"Yes, every 3-4 weeks",0.10705741626794259,25520,0.10326395300498782,0.11085087953089735
2007,Urban regions,West,"No, never",0.388689407540395,25385,0.3826928804395541,0.3946859346412359
2007,Urban regions,West,"Yes, less frequently",0.24266906044284858,25385,0.2373953346901646,0.24794278619553256
2007,Urban regions,West,"Yes, every week",0.14153201675643326,25385,0.13724399592593634,0.14582003758693018
2007,Urban regions,West,"Yes, every 2 weeks",0.1327049670855775,25385,0.1285315238934767,0.1368784102776783
2007,Urban regions,West,"Yes, every 3-4 weeks",0.09440454817474567,25385,0.09080762582119019,0.09800147052830115
2007,Urban regions,East,"No, never",0.3179255918827508,25385,0.31219702340180644,0.3236541603636952
2007,Urban regions,East,"Yes, less frequently",0.26719278466741825,25385,0.26174932864039135,0.27263624069444514
2007,Urban regions,East,"Yes, every 2 weeks",0.17361894024802707,25385,0.16895925893342595,0.1782786215626282
2007,Urban regions,East,"Yes, every week",0.15107102593010147,25385,0.14666554064543816,0.15547651121476477
2007,Urban regions,East,"Yes, every 3-4 weeks",0.09019165727170236,25385,0.08666774061464812,0.09371557392875661
2007,Rural regions,West,"No, never",0.34611829944547134,25385,0.34026596199650794,0.35197063689443475
2007,Rural regions,West,"Yes, less frequently",0.24353049907578558,25385,0.23825042666639593,0.24881057148517524
2007,Rural regions,West,"Yes, every week",0.16774491682070242,25385,0.16314848947256272,0.17234134416884211
2007,Rural regions,West,"Yes, every 2 weeks",0.14279112754158965,25385,0.13848723491782983,0.14709502016534948
2007,Rural regions,West,"Yes, every 3-4 weeks",0.09981515711645102,25385,0.09612766090408377,0.10350265332881826
2007,Rural regions,East,"No, never",0.30040206777713957,25385,0.29476253396352575,0.3060416015907534
2007,Rural regions,East,"Yes, less frequently",0.257323377369328,25385,0.2519455484057646,0.26270120633289135
2007,Rural regions,East,"Yes, every 2 weeks",0.19529006318207925,25385,0.19041334967785073,0.20016677668630778
2007,Rural regions,East,"Yes, every week",0.14129810453762207,25385,0.1370130449431654,0.14558316413207872
2007,Rural regions,East,"Yes, every 3-4 weeks",0.10568638713383113,25385,0.10190438356645473,0.10946839070120754
2009,Urban regions,West,"No, never",0.3824333561175666,21983,0.3760089588433753,0.38885775339175793
2009,Urban regions,West,"Yes, less frequently",0.25136705399863296,21983,0.24563247900069016,0.2571016289965758
2009,Urban regions,West,"Yes, every week",0.15037593984962405,21983,0.14565079452524102,0.1551010851740071
2009,Urban regions,West,"Yes, every 2 weeks",0.1331168831168831,21983,0.12862623077635724,0.13760753545740897
2009,Urban regions,West,"Yes, every 3-4 weeks",0.08270676691729323,21983,0.07906562833675686,0.0863479054978296
2009,Urban regions,East,"No, never",0.3144963144963145,21983,0.30835833732794493,0.32063429166468405
2009,Urban regions,East,"Yes, less frequently",0.28378378378378377,21983,0.2778240281363855,0.28974353943118203
2009,Urban regions,East,"Yes, every 2 weeks",0.15847665847665848,21983,0.1536490912820572,0.16330422567125977
2009,Urban regions,East,"Yes, every week",0.14250614250614252,21983,0.13788504755245137,0.14712723745983367
2009,Urban regions,East,"Yes, every 3-4 weeks",0.10073710073710074,21983,0.09675831407656788,0.1047158873976336
2009,Rural regions,West,"No, never",0.358402489626556,21983,0.3520633628791895,0.36474161637392255
2009,Rural regions,West,"Yes, less frequently",0.237551867219917,21983,0.23192590296881488,0.24317783147101912
2009,Rural regions,West,"Yes, every week",0.17479253112033194,21983,0.16977193134753782,0.17981313089312606
2009,Rural regions,West,"Yes, every 2 weeks",0.14263485477178423,21983,0.13801202038034188,0.14725768916322657
2009,Rural regions,West,"Yes, every 3-4 weeks",0.08661825726141079,21983,0.08289996540543015,0.09033654911739142
