year,sex,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,male,"No, never",0.29981,1827,6067,0.28828,0.31134
2005,male,"Yes, every week",0.15292,916,6067,0.14386,0.16197
2005,male,"Yes, every 2 weeks",0.13220,776,6067,0.12368,0.14073
2005,male,"Yes, every 3-4 weeks",0.10432,649,6067,0.09662,0.11201
2005,male,"Yes, less frequently",0.31076,1899,6067,0.29911,0.32241
2005,female,"No, never",0.45095,2449,5355,0.43763,0.46428
2005,female,"Yes, every week",0.14121,686,5355,0.13188,0.15054
2005,female,"Yes, every 2 weeks",0.16306,814,5355,0.15316,0.17295
2005,female,"Yes, every 3-4 weeks",0.07364,395,5355,0.06665,0.08064
2005,female,"Yes, less frequently",0.17114,1011,5355,0.16105,0.18123
2007,male,"No, never",0.30132,1784,6042,0.28974,0.31289
2007,male,"Yes, every week",0.15166,944,6042,0.14261,0.16070
2007,male,"Yes, every 2 weeks",0.15133,861,6042,0.14230,0.16037
2007,male,"Yes, every 3-4 weeks",0.11337,679,6042,0.10537,0.12136
2007,male,"Yes, less frequently",0.28233,1774,6042,0.27098,0.29368
2007,female,"No, never",0.42891,2368,5434,0.41575,0.44207
2007,female,"Yes, every week",0.14422,745,5434,0.13488,0.15356
2007,female,"Yes, every 2 weeks",0.15616,829,5434,0.14651,0.16582
2007,female,"Yes, every 3-4 weeks",0.08027,432,5434,0.07305,0.08750
2007,female,"Yes, less frequently",0.19043,1060,5434,0.17999,0.20087
2009,male,"No, never",0.30022,1569,5245,0.28782,0.31263
2009,male,"Yes, every week",0.16081,839,5245,0.15087,0.17076
2009,male,"Yes, every 2 weeks",0.13662,677,5245,0.12732,0.14592
2009,male,"Yes, every 3-4 weeks",0.10230,548,5245,0.09410,0.11050
2009,male,"Yes, less frequently",0.30005,1612,5245,0.28764,0.31245
2009,female,"No, never",0.42880,2108,4941,0.41500,0.44260
2009,female,"Yes, every week",0.15122,721,4941,0.14123,0.16121
2009,female,"Yes, every 2 weeks",0.16430,779,4941,0.15397,0.17464
2009,female,"Yes, every 3-4 weeks",0.06896,363,4941,0.06190,0.07603
2009,female,"Yes, less frequently",0.18672,970,4941,0.17585,0.19758
2011,male,"No, never",0.31312,2595,8386,0.30319,0.32304
