year,age_gr,quintil_oecd,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,17-29 y.,1st Quintile,"No, never",0.16149,149,341,0.12237,0.20060
2005,17-29 y.,1st Quintile,"Yes, every week",0.07077,60,341,0.04351,0.09803
2005,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.08421,73,341,0.05469,0.11373
2005,17-29 y.,1st Quintile,"Yes, less frequently",0.06985,59,341,0.04276,0.09694
2005,17-29 y.,2nd Quintile,"No, never",0.20494,159,353,0.16277,0.24710
2005,17-29 y.,2nd Quintile,"Yes, every week",0.07758,56,353,0.04963,0.10552
2005,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.10215,69,353,0.07051,0.13379
2005,17-29 y.,2nd Quintile,"Yes, less frequently",0.09723,69,353,0.06628,0.12818
2005,17-29 y.,3rd Quintile,"No, never",0.22742,155,380,0.18522,0.26962
2005,17-29 y.,3rd Quintile,"Yes, every week",0.10546,59,380,0.07454,0.13638
2005,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.09086,56,380,0.06193,0.11980
2005,17-29 y.,3rd Quintile,"Yes, every 3-4 weeks",0.04634,38,380,0.02518,0.06751
2005,17-29 y.,3rd Quintile,"Yes, less frequently",0.11824,72,380,0.08573,0.15075
2005,17-29 y.,4th Quintile,"No, never",0.29403,212,481,0.25327,0.33479
2005,17-29 y.,4th Quintile,"Yes, every week",0.11429,70,481,0.08583,0.14276
2005,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.11404,72,481,0.08561,0.14248
2005,17-29 y.,4th Quintile,"Yes, every 3-4 weeks",0.03455,35,481,0.01821,0.05089
2005,17-29 y.,4th Quintile,"Yes, less frequently",0.13201,92,481,0.10173,0.16229
2005,17-29 y.,5th Quintile,"No, never",0.23460,162,405,0.19328,0.27592
2005,17-29 y.,5th Quintile,"Yes, every week",0.05897,50,405,0.03600,0.08195
2005,17-29 y.,5th Quintile,"Yes, every 2 weeks",0.09126,61,405,0.06318,0.11934
2005,17-29 y.,5th Quintile,"Yes, every 3-4 weeks",0.06977,40,405,0.04493,0.09461
2005,17-29 y.,5th Quintile,"Yes, less frequently",0.14765,92,405,0.11306,0.18225
2005,30-45 y.,1st Quintile,"No, never",0.21160,186,471,0.17468,0.24853
2005,30-45 y.,1st Quintile,"Yes, every week",0.09940,77,471,0.07235,0.12645
2005,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.08760,78,471,0.06204,0.11316
2005,30-45 y.,1st Quintile,"Yes, every 3-4 weeks",0.04537,44,471,0.02655,0.06418
2005,30-45 y.,1st Quintile,"Yes, less frequently",0.09402,86,471,0.06763,0.12040
2005,30-45 y.,2nd Quintile,"No, never",0.22343,240,758,0.19376,0.25310
2005,30-45 y.,2nd Quintile,"Yes, every week",0.10692,111,758,0.08490,0.12893
2005,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.11877,122,758,0.09573,0.14182
2005,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.09863,87,758,0.07739,0.11987
2005,30-45 y.,2nd Quintile,"Yes, less frequently",0.18285,198,758,0.15531,0.21038
2005,30-45 y.,3rd Quintile,"No, never",0.27650,336,974,0.24840,0.30460
2005,30-45 y.,3rd Quintile,"Yes, every week",0.12163,127,974,0.10109,0.14217
2005,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.13415,172,974,0.11273,0.15556
2005,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.08734,113,974,0.06960,0.10509
2005,30-45 y.,3rd Quintile,"Yes, less frequently",0.19786,226,974,0.17283,0.22290
2005,30-45 y.,4th Quintile,"No, never",0.31885,421,1171,0.29215,0.34555
2005,30-45 y.,4th Quintile,"Yes, every week",0.10650,133,1171,0.08882,0.12418
2005,30-45 y.,4th Quintile,"Yes, every 2 weeks",0.13528,172,1171,0.11569,0.15488
2005,30-45 y.,4th Quintile,"Yes, every 3-4 weeks",0.07788,110,1171,0.06253,0.09324
2005,30-45 y.,4th Quintile,"Yes, less frequently",0.24597,335,1171,0.22129,0.27065
2005,30-45 y.,5th Quintile,"No, never",0.28144,511,1471,0.25845,0.30442
2005,30-45 y.,5th Quintile,"Yes, every week",0.13000,190,1471,0.11280,0.14719
2005,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.11439,173,1471,0.09812,0.13066
2005,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.09581,143,1471,0.08077,0.11086
2005,30-45 y.,5th Quintile,"Yes, less frequently",0.29190,454,1471,0.26866,0.31514
2005,46-65 y.,1st Quintile,"No, never",0.10244,69,158,0.05501,0.14987
2005,46-65 y.,1st Quintile,"Yes, every week",0.05631,42,158,0.02025,0.09237
2005,46-65 y.,1st Quintile,"Yes, less frequently",0.05564,47,158,0.01978,0.09149
2005,46-65 y.,2nd Quintile,"No, never",0.17728,163,445,0.14176,0.21280
2005,46-65 y.,2nd Quintile,"Yes, every week",0.05621,55,445,0.03478,0.07763
2005,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.07802,71,445,0.05308,0.10297
2005,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.05382,47,445,0.03283,0.07482
2005,46-65 y.,2nd Quintile,"Yes, less frequently",0.12518,109,445,0.09440,0.15596
2005,46-65 y.,3rd Quintile,"No, never",0.26352,285,679,0.23036,0.29668
2005,46-65 y.,3rd Quintile,"Yes, every week",0.07621,82,679,0.05624,0.09618
2005,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.10622,102,679,0.08303,0.12942
2005,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.03237,44,679,0.01905,0.04570
2005,46-65 y.,3rd Quintile,"Yes, less frequently",0.13264,166,679,0.10711,0.15817
2005,46-65 y.,4th Quintile,"No, never",0.26094,407,1013,0.23388,0.28799
2005,46-65 y.,4th Quintile,"Yes, every week",0.09162,134,1013,0.07385,0.10940
2005,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.08198,125,1013,0.06508,0.09888
2005,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.05214,77,1013,0.03845,0.06584
2005,46-65 y.,4th Quintile,"Yes, less frequently",0.18358,270,1013,0.15972,0.20743
2005,46-65 y.,5th Quintile,"No, never",0.28910,764,2089,0.26965,0.30854
2005,46-65 y.,5th Quintile,"Yes, every week",0.11759,321,2089,0.10377,0.13140
2005,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.07128,206,2089,0.06024,0.08232
2005,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.06817,187,2089,0.05736,0.07898
2005,46-65 y.,5th Quintile,"Yes, less frequently",0.21996,611,2089,0.20219,0.23772
2007,17-29 y.,1st Quintile,"No, never",0.17365,165,405,0.13671,0.21059
2007,17-29 y.,1st Quintile,"Yes, every week",0.08651,67,405,0.05910,0.11392
2007,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.06952,72,405,0.04472,0.09432
2007,17-29 y.,1st Quintile,"Yes, every 3-4 weeks",0.03598,37,405,0.01782,0.05414
2007,17-29 y.,1st Quintile,"Yes, less frequently",0.06277,64,405,0.03912,0.08642
2007,17-29 y.,2nd Quintile,"No, never",0.17210,131,365,0.13332,0.21088
2007,17-29 y.,2nd Quintile,"Yes, every week",0.09096,69,365,0.06142,0.12050
2007,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.07582,65,365,0.04862,0.10301
2007,17-29 y.,2nd Quintile,"Yes, every 3-4 weeks",0.04127,32,365,0.02083,0.06170
2007,17-29 y.,2nd Quintile,"Yes, less frequently",0.10578,68,365,0.07419,0.13738
2007,17-29 y.,3rd Quintile,"No, never",0.27053,175,412,0.22758,0.31347
2007,17-29 y.,3rd Quintile,"Yes, every week",0.09134,53,412,0.06348,0.11919
2007,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.11227,75,412,0.08175,0.14279
2007,17-29 y.,3rd Quintile,"Yes, every 3-4 weeks",0.06233,37,412,0.03895,0.08570
2007,17-29 y.,3rd Quintile,"Yes, less frequently",0.11470,72,412,0.08390,0.14551
2007,17-29 y.,4th Quintile,"No, never",0.30429,179,423,0.26039,0.34819
2007,17-29 y.,4th Quintile,"Yes, every week",0.09772,57,423,0.06939,0.12606
2007,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.10534,75,423,0.07605,0.13463
2007,17-29 y.,4th Quintile,"Yes, every 3-4 weeks",0.05545,32,423,0.03362,0.07729
2007,17-29 y.,4th Quintile,"Yes, less frequently",0.10574,80,423,0.07640,0.13507
2007,17-29 y.,5th Quintile,"No, never",0.21581,126,335,0.17169,0.25993
2007,17-29 y.,5th Quintile,"Yes, every week",0.06823,49,335,0.04119,0.09527
2007,17-29 y.,5th Quintile,"Yes, every 2 weeks",0.11988,48,335,0.08504,0.15471
2007,17-29 y.,5th Quintile,"Yes, every 3-4 weeks",0.06444,31,335,0.03811,0.09077
2007,17-29 y.,5th Quintile,"Yes, less frequently",0.15162,81,335,0.11316,0.19008
2007,30-45 y.,1st Quintile,"No, never",0.19165,156,441,0.15487,0.22843
2007,30-45 y.,1st Quintile,"Yes, every week",0.07539,66,441,0.05072,0.10006
2007,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.10135,80,441,0.07315,0.12955
2007,30-45 y.,1st Quintile,"Yes, every 3-4 weeks",0.04911,46,441,0.02892,0.06931
2007,30-45 y.,1st Quintile,"Yes, less frequently",0.13194,93,441,0.10031,0.16356
2007,30-45 y.,2nd Quintile,"No, never",0.25841,259,795,0.22796,0.28886
2007,30-45 y.,2nd Quintile,"Yes, every week",0.12747,124,795,0.10427,0.15067
2007,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.13699,143,795,0.11307,0.16091
2007,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.08645,89,795,0.06690,0.10599
2007,30-45 y.,2nd Quintile,"Yes, less frequently",0.16692,180,795,0.14099,0.19286
2007,30-45 y.,3rd Quintile,"No, never",0.25889,307,966,0.23126,0.28653
2007,30-45 y.,3rd Quintile,"Yes, every week",0.11229,127,966,0.09237,0.13221
2007,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.17640,197,966,0.15235,0.20045
2007,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.10462,100,966,0.08531,0.12393
2007,30-45 y.,3rd Quintile,"Yes, less frequently",0.20387,235,966,0.17845,0.22928
