year,migback,quintil_oecd,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,No migration background,1st Quintile,"No, never",0.03301061250304085,288,10942,0.03295071510965049,0.033070509896431205
2005,No migration background,1st Quintile,"Yes, every week",0.016299261996155803,136,10942,0.016256811209071853,0.016341712783239752
2005,No migration background,1st Quintile,"Yes, every 2 weeks",0.01635944755010805,140,10942,0.016316919760831293,0.016401975339384804
2005,No migration background,1st Quintile,"Yes, every 3-4 weeks",0.006662814140540108,60,10942,0.00663554022607017,0.006690088055010045
2005,No migration background,1st Quintile,"Yes, less frequently",0.015416558579948931,157,10942,0.015375254756037708,0.015457862403860155
2005,No migration background,2nd Quintile,"No, never",0.043932497389534905,416,10942,0.04386378935865359,0.04400120542041622
2005,No migration background,2nd Quintile,"Yes, every week",0.018519729006797565,192,10942,0.0184745300533818,0.01856492796021333
2005,No migration background,2nd Quintile,"Yes, every 2 weeks",0.01895387488495716,205,10942,0.018908159330006856,0.01899959043990746
2005,No migration background,2nd Quintile,"Yes, every 3-4 weeks",0.014044812210164691,126,10942,0.014005361317495885,0.014084263102833498
2005,No migration background,2nd Quintile,"Yes, less frequently",0.028950169825345342,299,10942,0.02889395943591182,0.029006380214778863
2005,No migration background,3rd Quintile,"No, never",0.0625746721115222,617,10942,0.062493475499023204,0.06265586872402121
2005,No migration background,3rd Quintile,"Yes, every week",0.028032878893518562,233,10942,0.02797754007082452,0.028088217716212605
2005,No migration background,3rd Quintile,"Yes, every 2 weeks",0.02997423969115791,281,10942,0.029917073928777058,0.03003140545353876
2005,No migration background,3rd Quintile,"Yes, every 3-4 weeks",0.014961089390159102,158,10942,0.014920390873574661,0.015001787906743542
2005,No migration background,3rd Quintile,"Yes, less frequently",0.04414815063719577,415,10942,0.04407928194621412,0.044217019328177426
2005,No migration background,4th Quintile,"No, never",0.0839672462511463,895,10942,0.08387426813671918,0.08406022436557341
2005,No migration background,4th Quintile,"Yes, every week",0.030245386270004046,289,10942,0.030187970555608894,0.0303028019843992
2005,No migration background,4th Quintile,"Yes, every 2 weeks",0.03172221174746928,315,10942,0.031663455778525466,0.031780967716413096
2005,No migration background,4th Quintile,"Yes, every 3-4 weeks",0.017717084191286283,194,10942,0.017672857474751724,0.01776131090782084
2005,No migration background,4th Quintile,"Yes, less frequently",0.05504991876691002,595,10942,0.05497345546423207,0.05512638206958797
2005,No migration background,5th Quintile,"No, never",0.09224241556578307,1351,10942,0.09214540466107428,0.09233942647049186
2005,No migration background,5th Quintile,"Yes, every week",0.038263533070285176,530,10942,0.03819922124230492,0.038327844898265434
2005,No migration background,5th Quintile,"Yes, every 2 weeks",0.029901791982285496,415,10942,0.02984469321436574,0.029958890750205254
2005,No migration background,5th Quintile,"Yes, every 3-4 weeks",0.025146443342187734,347,10942,0.02509395313919692,0.025198933545178548
2005,No migration background,5th Quintile,"Yes, less frequently",0.07863284051641427,1102,10942,0.07854260269028533,0.0787230783425432
2005,Direct migration background,1st Quintile,"No, never",0.00965801809554218,66,10942,0.009625230702998843,0.009690805488085515
2005,Direct migration background,1st Quintile,"Yes, less frequently",0.006231562940772859,34,10942,0.006205180718774968,0.006257945162770751
2005,Direct migration background,2nd Quintile,"No, never",0.012698507354259595,129,10942,0.01266096932122231,0.01273604538729688
2005,Direct migration background,2nd Quintile,"Yes, every week",0.004448421156389506,36,10942,0.004426110871834907,0.0044707314409441045
2005,Direct migration background,2nd Quintile,"Yes, every 2 weeks",0.006067467677717969,46,10942,0.006041432984375963,0.006093502371059976
2005,Direct migration background,2nd Quintile,"Yes, less frequently",0.007075623541461259,57,10942,0.00704752325653487,0.007103723826387649
2005,Direct migration background,3rd Quintile,"No, never",0.012253964741579028,122,10942,0.012217081316931168,0.012290848166226888
2005,Direct migration background,3rd Quintile,"Yes, every 2 weeks",0.003675276665484781,32,10942,0.0036549897625981678,0.003695563568371394
2005,Direct migration background,3rd Quintile,"Yes, every 3-4 weeks",0.0032834479778112617,34,10942,0.003264269188725648,0.0033026267668968753
2005,Direct migration background,3rd Quintile,"Yes, less frequently",0.005888487963156033,53,10942,0.005862837824013875,0.005914138102298191
2005,Direct migration background,4th Quintile,"No, never",0.010035588429521429,106,10942,0.01000217265819892,0.010069004200843936
2005,Direct migration background,4th Quintile,"Yes, every 2 weeks",0.0037171743119224824,37,10942,0.003696772531761209,0.003737576092083756
2005,Direct migration background,4th Quintile,"Yes, less frequently",0.006077347442689791,59,10942,0.006051291691092516,0.006103403194287067
2005,Direct migration background,5th Quintile,"No, never",0.007710948982750914,88,10942,0.0076816236267826495,0.007740274338719179
2005,Direct migration background,5th Quintile,"Yes, every week",0.0034762351971284523,37,10942,0.0034565033071934374,0.003495967087063467
2005,Direct migration background,5th Quintile,"Yes, less frequently",0.0051142641849469435,52,10942,0.005090350392295957,0.00513817797759793
2005,Indirect migration background,1st Quintile,"No, never",0.005146595993026426,44,10942,0.005122607119106585,0.005170584866946267
