year,bula_h,pgisced97,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Schleswig-Holstein,Upper Secondary Level,"No, never",0.15545,62,109,0.08712,0.22379
2005,Schleswig-Holstein,Upper Secondary Level,"Yes, less frequently",0.15082,47,109,0.08333,0.21832
2005,Lower Saxony,Lower Secondary Level,"No, never",0.11050,36,36,0.00663,0.21437
2005,Lower Saxony,Upper Secondary Level,"No, never",0.18055,180,518,0.14739,0.21371
2005,Lower Saxony,Upper Secondary Level,"Yes, every week",0.09871,90,518,0.07300,0.12442
2005,Lower Saxony,Upper Secondary Level,"Yes, every 2 weeks",0.07149,78,518,0.04928,0.09370
2005,Lower Saxony,Upper Secondary Level,"Yes, every 3-4 weeks",0.06461,59,518,0.04342,0.08580
2005,Lower Saxony,Upper Secondary Level,"Yes, less frequently",0.11830,111,518,0.09046,0.14614
2005,Lower Saxony,Second Stage of Tertiary Education,"No, never",0.19032,60,162,0.12969,0.25096
2005,Lower Saxony,Second Stage of Tertiary Education,"Yes, every week",0.08821,32,162,0.04441,0.13202
2005,Lower Saxony,Second Stage of Tertiary Education,"Yes, less frequently",0.23474,70,162,0.16927,0.30021
2005,North Rhine-Westphalia,Lower Secondary Level,"No, never",0.17046,97,172,0.11410,0.22682
2005,North Rhine-Westphalia,Lower Secondary Level,"Yes, every week",0.09013,35,172,0.04721,0.13305
2005,North Rhine-Westphalia,Lower Secondary Level,"Yes, every 2 weeks",0.07851,40,172,0.03819,0.11882
2005,North Rhine-Westphalia,Upper Secondary Level,"No, never",0.20292,446,1088,0.17901,0.22683
2005,North Rhine-Westphalia,Upper Secondary Level,"Yes, every week",0.06745,144,1088,0.05254,0.08236
2005,North Rhine-Westphalia,Upper Secondary Level,"Yes, every 2 weeks",0.07621,153,1088,0.06044,0.09199
2005,North Rhine-Westphalia,Upper Secondary Level,"Yes, every 3-4 weeks",0.05668,100,1088,0.04294,0.07043
2005,North Rhine-Westphalia,Upper Secondary Level,"Yes, less frequently",0.11227,245,1088,0.09350,0.13103
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,"No, never",0.32121,111,201,0.25650,0.38593
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.10366,35,201,0.06141,0.14591
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,"Yes, less frequently",0.17532,55,201,0.12262,0.22802
2005,North Rhine-Westphalia,First Stage of Tertiary Education,"No, never",0.18549,71,182,0.12887,0.24212
2005,North Rhine-Westphalia,First Stage of Tertiary Education,"Yes, every 2 weeks",0.13751,39,182,0.08734,0.18768
2005,North Rhine-Westphalia,First Stage of Tertiary Education,"Yes, less frequently",0.19723,72,182,0.13926,0.25520
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,"No, never",0.22773,212,590,0.19386,0.26159
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every week",0.09421,87,590,0.07062,0.11780
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.07940,63,590,0.05756,0.10123
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.06477,47,590,0.04490,0.08465
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, less frequently",0.22899,181,590,0.19506,0.26293
2005,Hesse,Lower Secondary Level,"No, never",0.20901,32,32,0.06588,0.35215
2005,Hesse,Upper Secondary Level,"No, never",0.20769,141,358,0.16561,0.24977
2005,Hesse,Upper Secondary Level,"Yes, every week",0.10877,58,358,0.07647,0.14106
2005,Hesse,Upper Secondary Level,"Yes, every 2 weeks",0.08829,61,358,0.05886,0.11772
2005,Hesse,Upper Secondary Level,"Yes, less frequently",0.15141,98,358,0.11422,0.18859
2005,Hesse,Post-secondary Non-tertiary Level,"No, never",0.35583,31,31,0.18450,0.52715
2005,Hesse,Second Stage of Tertiary Education,"No, never",0.21147,65,190,0.15325,0.26969
2005,Hesse,Second Stage of Tertiary Education,"Yes, every week",0.13098,40,190,0.08288,0.17909
2005,Hesse,Second Stage of Tertiary Education,"Yes, less frequently",0.26673,85,190,0.20368,0.32978
2005,"Rhineland-Palatinate, Saarland",Lower Secondary Level,"No, never",0.16132,42,42,0.04873,0.27392
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"No, never",0.22650,147,332,0.18141,0.27160
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, every week",0.09718,56,332,0.06527,0.12909
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, every 2 weeks",0.07648,50,332,0.04785,0.10511
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, less frequently",0.12089,79,332,0.08577,0.15601
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,"No, never",0.26245,45,83,0.16722,0.35768
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,"Yes, less frequently",0.18225,38,83,0.09869,0.26581
2005,Baden-Wuerttemberg,Lower Secondary Level,"No, never",0.15273,75,75,0.07077,0.23470
2005,Baden-Wuerttemberg,Upper Secondary Level,"No, never",0.22576,287,676,0.19422,0.25730
2005,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every week",0.06357,81,676,0.04517,0.08198
2005,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every 2 weeks",0.08714,90,676,0.06587,0.10842
2005,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every 3-4 weeks",0.04856,58,676,0.03234,0.06477
2005,Baden-Wuerttemberg,Upper Secondary Level,"Yes, less frequently",0.13547,160,676,0.10966,0.16129
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,"No, never",0.28199,47,47,0.15195,0.41202
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,"No, never",0.22473,51,90,0.13801,0.31145
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,"Yes, less frequently",0.21203,39,90,0.12711,0.29695
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,"No, never",0.22672,115,264,0.17611,0.27732
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,"Yes, every week",0.09739,38,264,0.06156,0.13322
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,"Yes, less frequently",0.23785,111,264,0.18640,0.28931
2005,Bavaria,Lower Secondary Level,"No, never",0.21030,80,80,0.12043,0.30016
2005,Bavaria,Upper Secondary Level,"No, never",0.22937,384,902,0.20192,0.25682
2005,Bavaria,Upper Secondary Level,"Yes, every week",0.08733,129,902,0.06889,0.10576
2005,Bavaria,Upper Secondary Level,"Yes, every 2 weeks",0.07866,121,902,0.06108,0.09624
2005,Bavaria,Upper Secondary Level,"Yes, every 3-4 weeks",0.04422,61,902,0.03079,0.05764
2005,Bavaria,Upper Secondary Level,"Yes, less frequently",0.12412,207,902,0.10259,0.14565
2005,Bavaria,Post-secondary Non-tertiary Level,"No, never",0.20745,39,39,0.07852,0.33637
2005,Bavaria,First Stage of Tertiary Education,"No, never",0.20900,46,84,0.12153,0.29648
2005,Bavaria,First Stage of Tertiary Education,"Yes, less frequently",0.18326,38,84,0.10002,0.26649
2005,Bavaria,Second Stage of Tertiary Education,"No, never",0.25158,145,409,0.20948,0.29369
2005,Bavaria,Second Stage of Tertiary Education,"Yes, every week",0.08459,60,409,0.05759,0.11159
2005,Bavaria,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.04601,32,409,0.02568,0.06634
2005,Bavaria,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.07565,40,409,0.04999,0.10131
2005,Bavaria,Second Stage of Tertiary Education,"Yes, less frequently",0.22667,132,409,0.18605,0.26730
2005,Berlin,Upper Secondary Level,"No, never",0.20462,60,109,0.12853,0.28070
2005,Berlin,Upper Secondary Level,"Yes, less frequently",0.14279,49,109,0.07680,0.20877
2005,Berlin,Second Stage of Tertiary Education,"No, never",0.23253,57,105,0.15134,0.31372
2005,Berlin,Second Stage of Tertiary Education,"Yes, less frequently",0.16538,48,105,0.09397,0.23678
2005,Brandenburg,Upper Secondary Level,"No, never",0.11827,63,185,0.07161,0.16493
2005,Brandenburg,Upper Secondary Level,"Yes, every week",0.08990,31,185,0.04857,0.13123
2005,Brandenburg,Upper Secondary Level,"Yes, every 2 weeks",0.11885,50,185,0.07209,0.16561
2005,Brandenburg,Upper Secondary Level,"Yes, less frequently",0.09016,41,185,0.04878,0.13155
2005,Brandenburg,Second Stage of Tertiary Education,"No, never",0.18029,54,91,0.10086,0.25971
2005,Brandenburg,Second Stage of Tertiary Education,"Yes, less frequently",0.12484,37,91,0.05655,0.19313
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,"No, never",0.16707,41,73,0.08090,0.25324
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,"Yes, less frequently",0.10805,32,73,0.03634,0.17976
2005,Saxony,Upper Secondary Level,"No, never",0.11080,113,395,0.07980,0.14179
2005,Saxony,Upper Secondary Level,"Yes, every week",0.06328,51,395,0.03924,0.08732
2005,Saxony,Upper Secondary Level,"Yes, every 2 weeks",0.09697,73,395,0.06775,0.12620
2005,Saxony,Upper Secondary Level,"Yes, every 3-4 weeks",0.06799,61,395,0.04313,0.09285
2005,Saxony,Upper Secondary Level,"Yes, less frequently",0.10925,97,395,0.07845,0.14006
2005,Saxony,Second Stage of Tertiary Education,"No, never",0.19112,90,202,0.13676,0.24547
2005,Saxony,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.07562,31,202,0.03907,0.11217
2005,Saxony,Second Stage of Tertiary Education,"Yes, less frequently",0.15860,81,202,0.10810,0.20910
2005,Saxony-Anhalt,Upper Secondary Level,"No, never",0.10671,47,145,0.05628,0.15714
2005,Saxony-Anhalt,Upper Secondary Level,"Yes, every 2 weeks",0.10087,50,145,0.05168,0.15005
2005,Saxony-Anhalt,Upper Secondary Level,"Yes, less frequently",0.09714,48,145,0.04877,0.14551
2005,Saxony-Anhalt,Second Stage of Tertiary Education,"No, never",0.15928,46,84,0.08056,0.23801
2005,Saxony-Anhalt,Second Stage of Tertiary Education,"Yes, less frequently",0.13350,38,84,0.06033,0.20667
2005,Thuringa,Upper Secondary Level,"No, never",0.10645,64,211,0.06473,0.14816
2005,Thuringa,Upper Secondary Level,"Yes, every week",0.06615,46,211,0.03254,0.09977
2005,Thuringa,Upper Secondary Level,"Yes, every 2 weeks",0.09025,39,211,0.05150,0.12901
2005,Thuringa,Upper Secondary Level,"Yes, less frequently",0.09201,62,211,0.05291,0.13110
2005,Thuringa,Second Stage of Tertiary Education,"No, never",0.25371,38,73,0.15320,0.35422
2005,Thuringa,Second Stage of Tertiary Education,"Yes, less frequently",0.14617,35,73,0.06457,0.22777
2007,Schleswig-Holstein,Upper Secondary Level,"No, never",0.19670,65,104,0.11993,0.27346
2007,Schleswig-Holstein,Upper Secondary Level,"Yes, less frequently",0.11316,39,104,0.05198,0.17434
2007,Lower Saxony,Upper Secondary Level,"No, never",0.16948,180,545,0.13795,0.20100
2007,Lower Saxony,Upper Secondary Level,"Yes, every week",0.09801,93,545,0.07303,0.12300
2007,Lower Saxony,Upper Secondary Level,"Yes, every 2 weeks",0.09250,92,545,0.06815,0.11685
2007,Lower Saxony,Upper Secondary Level,"Yes, every 3-4 weeks",0.06591,58,545,0.04506,0.08676
2007,Lower Saxony,Upper Secondary Level,"Yes, less frequently",0.11392,122,545,0.08722,0.14062
2007,Lower Saxony,Second Stage of Tertiary Education,"No, never",0.25865,77,150,0.18834,0.32896
2007,Lower Saxony,Second Stage of Tertiary Education,"Yes, less frequently",0.24766,73,150,0.17835,0.31697
2007,North Rhine-Westphalia,Lower Secondary Level,"No, never",0.12508,68,144,0.07086,0.17930
