year,quintil_oecd,sampreg,plb0218_v1,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2005,1st Quintile,West,"No, never",0.4132762312633833,25520,0.40723461980883846,0.41931784271792816
2005,1st Quintile,West,"Yes, every week",0.1948608137044968,25520,0.19000106878526757,0.199720558623726
2005,1st Quintile,West,"Yes, less frequently",0.15631691648822268,25520,0.15186129390245917,0.1607725390739862
2005,1st Quintile,West,"Yes, every 2 weeks",0.15631691648822268,25520,0.15186129390245917,0.1607725390739862
2005,1st Quintile,West,"Yes, every 3-4 weeks",0.07922912205567452,25520,0.07591526366819404,0.082542980443155
2005,1st Quintile,East,"No, never",0.3691588785046729,25520,0.3632380512154951,0.3750797057938507
2005,1st Quintile,East,"Yes, every 2 weeks",0.21495327102803738,25520,0.2099132131970509,0.21999332885902387
2005,1st Quintile,East,"Yes, less frequently",0.18691588785046728,25520,0.18213281954663782,0.19169895615429675
2005,1st Quintile,East,"Yes, every week",0.13551401869158877,25520,0.13131462273113945,0.1397134146520381
2005,1st Quintile,East,"Yes, every 3-4 weeks",0.09345794392523364,25520,0.08988671388768267,0.09702917396278461
2005,2nd Quintile,West,"No, never",0.39244491080797483,25520,0.3864539301335139,0.39843589148243574
2005,2nd Quintile,West,"Yes, less frequently",0.20671563483735572,25520,0.20174723148064463,0.2116840381940668
2005,2nd Quintile,West,"Yes, every 2 weeks",0.16474291710388247,25520,0.16019168278323104,0.1692941514245339
2005,2nd Quintile,West,"Yes, every week",0.15320041972717732,25520,0.14878129732500842,0.15761954212934623
2005,2nd Quintile,West,"Yes, every 3-4 weeks",0.08289611752360965,25520,0.07951319464124783,0.08627904040597147
2005,2nd Quintile,East,"No, never",0.2810304449648712,25520,0.27551541759526055,0.2865454723344818
2005,2nd Quintile,East,"Yes, less frequently",0.2529274004683841,25520,0.24759411192606567,0.2582606890107025
2005,2nd Quintile,East,"Yes, every 2 weeks",0.20140515222482436,25520,0.19648459511875346,0.20632570933089525
2005,2nd Quintile,East,"Yes, every week",0.15690866510538642,25520,0.15244618273855717,0.16137114747221568
2005,2nd Quintile,East,"Yes, every 3-4 weeks",0.10772833723653395,25520,0.10392443571552659,0.11153223875754131
2005,3rd Quintile,West,"No, never",0.39748201438848924,25520,0.3914777544568253,0.40348627432015316
2005,3rd Quintile,West,"Yes, less frequently",0.2260191846522782,25520,0.22088757650159346,0.2311507928029629
2005,3rd Quintile,West,"Yes, every 2 weeks",0.15167865707434053,25520,0.14727758814467867,0.15607972600400238
2005,3rd Quintile,West,"Yes, every week",0.13609112709832133,25520,0.13188420365362977,0.1402980505430129
2005,3rd Quintile,West,"Yes, every 3-4 weeks",0.08872901678657075,25520,0.08524024676628539,0.0922177868068561
2005,3rd Quintile,East,"No, never",0.3157894736842105,25520,0.3100863940384127,0.3214925533300083
2005,3rd Quintile,East,"Yes, less frequently",0.2631578947368421,25520,0.25775519097255517,0.268560598501129
2005,3rd Quintile,East,"Yes, every 2 weeks",0.17593984962406015,25520,0.17126812429133956,0.18061157495678073
2005,3rd Quintile,East,"Yes, every week",0.12781954887218044,25520,0.12372300556270888,0.131916092181652
2005,3rd Quintile,East,"Yes, every 3-4 weeks",0.11729323308270677,25520,0.1133453849019952,0.12124108126341834
2005,4th Quintile,West,"No, never",0.4013911620294599,25520,0.39537705432418974,0.40740526973473007
2005,4th Quintile,West,"Yes, less frequently",0.2622749590834697,25520,0.2568780958437181,0.2676718223232213
2005,4th Quintile,West,"Yes, every 2 weeks",0.12643207855973815,25520,0.1223545903478922,0.1305095667715841
2005,4th Quintile,West,"Yes, every week",0.1260229132569558,25520,0.12195107501197895,0.13009475150193267
2005,4th Quintile,West,"Yes, every 3-4 weeks",0.08387888707037643,25520,0.08047779403458828,0.08727998010616457
2005,4th Quintile,East,"No, never",0.3524355300859599,25520,0.3465741877869955,0.3582968723849243
2005,4th Quintile,East,"Yes, less frequently",0.2521489971346705,25520,0.24682114824017476,0.2574768460291662
2005,4th Quintile,East,"Yes, every 2 weeks",0.17765042979942694,25520,0.17296092372779479,0.1823399358710591
2005,4th Quintile,East,"Yes, every week",0.12177650429799428,25520,0.11776414317427496,0.1257888654217136
2005,4th Quintile,East,"Yes, every 3-4 weeks",0.09598853868194843,25520,0.09237433690839865,0.0996027404554982
2005,5th Quintile,West,"No, never",0.3748859835816358,25520,0.36894655100985213,0.3808254161534194
2005,5th Quintile,West,"Yes, less frequently",0.2891456369717239,25520,0.2835832093276832,0.2947080646157646
2005,5th Quintile,West,"Yes, every week",0.14198844633627242,25520,0.13770603078149704,0.1462708618910478
2005,5th Quintile,West,"Yes, every 2 weeks",0.10185466707205838,25520,0.09814376484565304,0.10556556929846372
2005,5th Quintile,West,"Yes, every 3-4 weeks",0.09212526603830952,25520,0.0885769844413107,0.09567354763530835
2005,5th Quintile,East,"Yes, less frequently",0.30727272727272725,25520,0.3016121739349569,0.31293328061049763
2005,5th Quintile,East,"No, never",0.27454545454545454,25520,0.2690699017811611,0.280021007309748
2005,5th Quintile,East,"Yes, every week",0.15818181818181817,25520,0.15370465247432513,0.16265898388931121
2005,5th Quintile,East,"Yes, every 2 weeks",0.15454545454545454,25520,0.15011050190858022,0.15898040718232886
2005,5th Quintile,East,"Yes, every 3-4 weeks",0.10545454545454545,25520,0.10168620966528967,0.10922288124380124
2007,1st Quintile,West,"No, never",0.38631346578366443,25385,0.3803236880401053,0.39230324352722357
2007,1st Quintile,West,"Yes, every week",0.20309050772626933,25385,0.19814151517563713,0.20803950027690152
