"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2005","(Fach-)Abitur","2.82","2.5","2283","1","2","4","5","7","2.76","2.88","1","7","2","3"
"2005","(noch) kein Abschluss","2.99","2.5","889","1","1","4","6","7","2.88","3.1","1","7","3","3"
"2005","AkademikerIn","2.68","1.5","4145","1","1","4","5","7","2.64","2.72","1","7","2","2"
"2005","Hauptschule","2.92","2.5","7485","1","1","4","5","7","2.88","2.96","1","7","3","3"
"2005","Realschule","2.9","2.5","5349","1","2","4","5","7","2.86","2.94","1","7","3","3"
"2006","(Fach-)Abitur","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2006","AkademikerIn","","","","","","","","","","","","","",""
"2006","Hauptschule","","","","","","","","","","","","","",""
"2006","Realschule","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2007","AkademikerIn","","","","","","","","","","","","","",""
"2007","Hauptschule","","","","","","","","","","","","","",""
"2007","Realschule","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2008","AkademikerIn","","","","","","","","","","","","","",""
"2008","Hauptschule","","","","","","","","","","","","","",""
"2008","Realschule","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2009","AkademikerIn","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","",""
"2009","Realschule","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","2.8","2.5","1891","1","2","4","5","7","2.73","2.87","1","7","2","3"
"2010","(noch) kein Abschluss","2.98","2.5","408","1","2","4","5","7","2.82","3.14","1","7","2","3"
"2010","AkademikerIn","2.69","1.5","3817","1","2","4","5","7","2.64","2.74","1","7","2","2"
"2010","Hauptschule","2.98","2.5","5551","1","2","4","5","7","2.94","3.02","1","7","3","3"
"2010","Realschule","2.94","2.5","4450","1","2","4","5","7","2.89","2.99","1","7","3","3"
"2011","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","AkademikerIn","","","","","","","","","","","","","",""
"2011","Hauptschule","","","","","","","","","","","","","",""
"2011","Realschule","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","","","","","","","","","","","","","",""
