year,hhtyp,regtyp,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Single-person household,No answer / don't know,No,0.97033,1243,1243,0.96090,0.97977
1984,Couple without children,No answer / don't know,Yes,0.04692,52,1346,0.03562,0.05822
1984,Couple without children,No answer / don't know,No,0.95308,1294,1346,0.94178,0.96438
1984,Single parent,No answer / don't know,No,0.95785,313,313,0.93555,0.98014
1984,Couple with children,No answer / don't know,Yes,0.02143,56,2624,0.01589,0.02697
1984,Couple with children,No answer / don't know,No,0.97857,2568,2624,0.97303,0.98411
1984,Multi-generational household,No answer / don't know,No,0.80792,104,104,0.73184,0.88400
1984,Other Combinations,No answer / don't know,No,0.75451,107,107,0.67258,0.83644
1985,Single-person household,Urban regions,No,0.97372,937,937,0.96347,0.98397
1985,Single-person household,Rural regions,No,0.98821,176,176,0.97222,1.00420
1985,Couple without children,Urban regions,Yes,0.04904,36,963,0.03539,0.06268
1985,Couple without children,Urban regions,No,0.95096,927,963,0.93732,0.96461
1985,Couple without children,Rural regions,No,0.92928,243,243,0.89698,0.96158
1985,Single parent,Urban regions,No,0.95556,224,224,0.92852,0.98261
1985,Single parent,Rural regions,No,0.98040,60,60,0.94503,1.01577
1985,Couple with children,Urban regions,Yes,0.01800,36,1872,0.01198,0.02403
1985,Couple with children,Urban regions,No,0.98200,1836,1872,0.97597,0.98802
1985,Couple with children,Rural regions,No,0.97517,487,487,0.96133,0.98900
1985,Multi-generational household,Urban regions,No,0.79393,58,58,0.68893,0.89894
1985,Multi-generational household,Rural regions,No,0.71062,32,32,0.55098,0.87025
1985,Other Combinations,Urban regions,No,0.76207,79,79,0.66757,0.85657
1986,Single-person household,Urban regions,No,0.97155,888,888,0.96061,0.98249
1986,Single-person household,Rural regions,No,0.97767,165,165,0.95506,1.00028
1986,Couple without children,Urban regions,Yes,0.04369,32,965,0.03079,0.05659
1986,Couple without children,Urban regions,No,0.95631,933,965,0.94341,0.96921
1986,Couple without children,Rural regions,No,0.91685,219,219,0.88019,0.95350
1986,Single parent,Urban regions,No,0.96041,213,213,0.93416,0.98666
1986,Couple with children,Urban regions,Yes,0.02301,41,1758,0.01600,0.03002
1986,Couple with children,Urban regions,No,0.97699,1717,1758,0.96998,0.98400
1986,Couple with children,Rural regions,No,0.97964,469,469,0.96685,0.99244
1986,Multi-generational household,Urban regions,No,0.90986,65,65,0.83970,0.98002
1986,Other Combinations,Urban regions,No,0.75635,75,75,0.65854,0.85416
1987,Single-person household,Urban regions,No,0.96300,878,878,0.95051,0.97550
1987,Single-person household,Rural regions,No,0.96363,161,161,0.93462,0.99264
1987,Couple without children,Urban regions,No,0.96480,922,922,0.95290,0.97671
1987,Couple without children,Rural regions,No,0.91681,227,227,0.88080,0.95281
1987,Single parent,Urban regions,No,0.96539,207,207,0.94043,0.99035
1987,Single parent,Rural regions,No,0.97373,64,64,0.93423,1.01322
1987,Couple with children,Urban regions,Yes,0.02139,37,1722,0.01456,0.02823
1987,Couple with children,Urban regions,No,0.97861,1685,1722,0.97177,0.98544
1987,Couple with children,Rural regions,No,0.97941,458,458,0.96639,0.99243
1987,Multi-generational household,Urban regions,No,0.88330,73,73,0.80914,0.95746
1987,Multi-generational household,Rural regions,No,0.76666,31,31,0.61531,0.91801
1987,Other Combinations,Urban regions,No,0.75286,76,76,0.65524,0.85049
1988,Single-person household,Urban regions,No,0.97101,840,840,0.95966,0.98236
1988,Single-person household,Rural regions,No,0.97205,162,162,0.94659,0.99751
1988,Couple without children,Urban regions,Yes,0.04569,34,934,0.03229,0.05909
1988,Couple without children,Urban regions,No,0.95431,900,934,0.94091,0.96771
1988,Couple without children,Rural regions,No,0.90943,213,213,0.87079,0.94806
1988,Single parent,Urban regions,No,0.97812,209,209,0.95824,0.99800
1988,Couple with children,Urban regions,Yes,0.02239,35,1645,0.01524,0.02954
1988,Couple with children,Urban regions,No,0.97761,1610,1645,0.97046,0.98476
1988,Couple with children,Rural regions,No,0.97731,428,428,0.96319,0.99144
1988,Multi-generational household,Urban regions,No,0.90004,63,63,0.82538,0.97470
1988,Other Combinations,Urban regions,No,0.80379,70,70,0.71008,0.89749
1989,Single-person household,Urban regions,No,0.97237,854,854,0.96137,0.98337
1989,Single-person household,Rural regions,No,0.97094,159,159,0.94475,0.99713
1989,Couple without children,Urban regions,No,0.97473,902,902,0.96448,0.98497
1989,Couple without children,Rural regions,No,0.92958,219,219,0.89562,0.96354
1989,Single parent,Urban regions,No,0.96978,199,199,0.94593,0.99362
1989,Couple with children,Urban regions,Yes,0.02226,33,1583,0.01499,0.02953
1989,Couple with children,Urban regions,No,0.97774,1550,1583,0.97047,0.98501
1989,Couple with children,Rural regions,No,0.97712,401,401,0.96247,0.99177
1989,Multi-generational household,Urban regions,No,0.87072,68,68,0.79038,0.95106
1989,Other Combinations,Urban regions,No,0.79814,61,61,0.69657,0.89970
1990,Single-person household,Urban regions,No,0.97256,799,799,0.96123,0.98390
1990,Single-person household,Rural regions,No,0.98432,173,173,0.96576,1.00289
1990,Couple without children,Urban regions,No,0.96482,907,907,0.95283,0.97682
1990,Couple without children,Rural regions,No,0.93125,235,235,0.89883,0.96367
1990,Single parent,Urban regions,No,0.97691,206,206,0.95636,0.99747
1990,Couple with children,Urban regions,Yes,0.02272,32,1545,0.01529,0.03015
1990,Couple with children,Urban regions,No,0.97728,1513,1545,0.96985,0.98471
1990,Couple with children,Rural regions,No,0.97814,394,394,0.96368,0.99259
