year,hhtyp,quintil_oecd_hh,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Single-person household,1st Quintile,No,0.94257,313,313,0.91676,0.96839
1984,Single-person household,2nd Quintile,No,0.99470,230,230,0.98529,1.00410
1984,Single-person household,3rd Quintile,No,0.96207,225,225,0.93706,0.98709
1984,Single-person household,4th Quintile,No,0.97420,231,231,0.95372,0.99469
1984,Single-person household,5th Quintile,No,0.98842,226,226,0.97444,1.00240
1984,Couple without children,1st Quintile,No,0.91675,149,149,0.87224,0.96126
1984,Couple without children,2nd Quintile,No,0.93437,194,194,0.89943,0.96930
1984,Couple without children,3rd Quintile,No,0.93110,244,244,0.89925,0.96294
1984,Couple without children,4th Quintile,No,0.95265,289,289,0.92813,0.97718
1984,Couple without children,5th Quintile,No,0.99391,417,417,0.98643,1.00138
1984,Single parent,1st Quintile,No,0.95116,118,118,0.91210,0.99021
1984,Single parent,2nd Quintile,No,0.97914,72,72,0.94590,1.01238
1984,Single parent,3rd Quintile,No,0.95808,51,51,0.90252,1.01363
1984,Single parent,4th Quintile,No,0.97331,44,44,0.92513,1.02148
1984,Couple with children,1st Quintile,No,0.95095,509,509,0.93217,0.96973
1984,Couple with children,2nd Quintile,No,0.97765,609,609,0.96590,0.98940
1984,Couple with children,3rd Quintile,No,0.97568,569,569,0.96302,0.98835
1984,Couple with children,4th Quintile,No,0.99243,533,533,0.98507,0.99980
1984,Couple with children,5th Quintile,No,0.98978,347,347,0.97918,1.00038
1984,Multi-generational household,2nd Quintile,No,0.95665,31,31,0.88378,1.02952
1985,Single-person household,1st Quintile,No,0.96892,293,293,0.94901,0.98882
1985,Single-person household,2nd Quintile,No,0.98519,195,195,0.96819,1.00219
1985,Single-person household,3rd Quintile,No,0.97709,204,204,0.95651,0.99767
1985,Single-person household,4th Quintile,No,0.98130,227,227,0.96364,0.99896
1985,Single-person household,5th Quintile,No,0.97238,190,190,0.94902,0.99574
1985,Couple without children,1st Quintile,No,0.84795,113,113,0.78144,0.91445
1985,Couple without children,2nd Quintile,No,0.92899,188,188,0.89217,0.96580
1985,Couple without children,3rd Quintile,No,0.95024,211,211,0.92083,0.97965
1985,Couple without children,4th Quintile,No,0.95623,275,275,0.93201,0.98046
1985,Couple without children,5th Quintile,No,0.98113,382,382,0.96747,0.99479
1985,Single parent,1st Quintile,No,0.97398,105,105,0.94338,1.00458
1985,Single parent,2nd Quintile,No,0.91571,60,60,0.84482,0.98660
1985,Single parent,3rd Quintile,No,0.97695,55,55,0.93692,1.01697
1985,Single parent,4th Quintile,No,0.96823,35,35,0.90927,1.02718
1985,Couple with children,1st Quintile,No,0.97385,468,468,0.95938,0.98833
1985,Couple with children,2nd Quintile,No,0.98032,548,548,0.96868,0.99196
1985,Couple with children,3rd Quintile,No,0.97237,532,532,0.95843,0.98632
1985,Couple with children,4th Quintile,No,0.98665,452,452,0.97606,0.99724
1985,Couple with children,5th Quintile,No,0.98881,323,323,0.97732,1.00030
1986,Single-person household,1st Quintile,No,0.96861,272,272,0.94785,0.98937
1986,Single-person household,2nd Quintile,No,0.95494,177,177,0.92429,0.98558
1986,Single-person household,3rd Quintile,No,0.96265,201,201,0.93637,0.98893
1986,Single-person household,4th Quintile,No,0.98992,219,219,0.97666,1.00318
1986,Single-person household,5th Quintile,No,0.99115,180,180,0.97743,1.00487
1986,Couple without children,1st Quintile,No,0.86592,130,130,0.80711,0.92472
1986,Couple without children,2nd Quintile,No,0.89292,170,170,0.84630,0.93954
1986,Couple without children,3rd Quintile,No,0.97256,200,200,0.94986,0.99526
1986,Couple without children,4th Quintile,No,0.96435,281,281,0.94263,0.98607
1986,Couple without children,5th Quintile,No,0.98752,371,371,0.97621,0.99883
1986,Single parent,1st Quintile,No,0.96379,99,99,0.92680,1.00078
1986,Single parent,2nd Quintile,No,0.97720,58,58,0.93844,1.01595
1986,Single parent,3rd Quintile,No,0.99809,56,56,0.98655,1.00963
1986,Single parent,4th Quintile,No,0.94240,34,34,0.86291,1.02189
1986,Couple with children,1st Quintile,No,0.96590,407,407,0.94824,0.98355
1986,Couple with children,2nd Quintile,No,0.97154,537,537,0.95746,0.98562
1986,Couple with children,3rd Quintile,No,0.98701,500,500,0.97708,0.99695
1986,Couple with children,4th Quintile,No,0.98113,424,424,0.96816,0.99410
1986,Couple with children,5th Quintile,No,0.97903,318,318,0.96326,0.99481
1987,Single-person household,1st Quintile,No,0.94734,274,274,0.92084,0.97383
1987,Single-person household,2nd Quintile,No,0.95344,182,182,0.92274,0.98413
1987,Single-person household,3rd Quintile,No,0.95897,200,200,0.93140,0.98653
1987,Single-person household,4th Quintile,No,0.99129,187,187,0.97794,1.00464
1987,Single-person household,5th Quintile,No,0.97845,193,193,0.95791,0.99899
1987,Couple without children,1st Quintile,No,0.85399,119,119,0.79027,0.91770
1987,Couple without children,2nd Quintile,No,0.94022,171,171,0.90458,0.97586
1987,Couple without children,3rd Quintile,No,0.97619,198,198,0.95489,0.99748
1987,Couple without children,4th Quintile,No,0.96890,292,292,0.94895,0.98884
1987,Couple without children,5th Quintile,No,0.98123,369,369,0.96737,0.99510
1987,Single parent,1st Quintile,No,0.94087,94,94,0.89293,0.98881
1987,Single parent,2nd Quintile,No,0.96717,65,65,0.92352,1.01083
1987,Single parent,4th Quintile,No,0.99660,33,33,0.97644,1.01676
1987,Couple with children,1st Quintile,No,0.97364,367,367,0.95722,0.99005
1987,Couple with children,2nd Quintile,No,0.97625,509,509,0.96300,0.98949
1987,Couple with children,3rd Quintile,No,0.98094,513,513,0.96910,0.99278
1987,Couple with children,4th Quintile,No,0.98001,449,449,0.96704,0.99297
1987,Couple with children,5th Quintile,No,0.98171,305,305,0.96665,0.99678
1987,Multi-generational household,2nd Quintile,No,0.92820,40,40,0.84718,1.00922
1988,Single-person household,1st Quintile,No,0.95819,256,256,0.93363,0.98276
1988,Single-person household,2nd Quintile,No,0.97433,183,183,0.95135,0.99731
1988,Single-person household,3rd Quintile,No,0.96543,186,186,0.93911,0.99176
1988,Single-person household,4th Quintile,No,0.99253,194,194,0.98039,1.00468
1988,Single-person household,5th Quintile,No,0.97267,181,181,0.94885,0.99649
1988,Couple without children,1st Quintile,No,0.86486,127,127,0.80517,0.92456
1988,Couple without children,2nd Quintile,No,0.90978,176,176,0.86733,0.95223
1988,Couple without children,3rd Quintile,No,0.95638,198,198,0.92786,0.98490
1988,Couple without children,4th Quintile,No,0.96925,259,259,0.94819,0.99032
1988,Couple without children,5th Quintile,No,0.97500,353,353,0.95868,0.99131
1988,Single parent,1st Quintile,No,0.96721,95,95,0.93120,1.00321
1988,Single parent,2nd Quintile,No,0.97715,54,54,0.93692,1.01738
1988,Single parent,4th Quintile,No,0.99724,37,37,0.98011,1.01438
1988,Couple with children,1st Quintile,No,0.97794,371,371,0.96297,0.99291
1988,Couple with children,2nd Quintile,No,0.97421,471,471,0.95988,0.98854
1988,Couple with children,3rd Quintile,No,0.96740,483,483,0.95154,0.98325
1988,Couple with children,4th Quintile,No,0.97977,431,431,0.96647,0.99308
1988,Couple with children,5th Quintile,No,0.99302,282,282,0.98328,1.00275
1989,Single-person household,1st Quintile,No,0.96006,258,258,0.93612,0.98400
1989,Single-person household,2nd Quintile,No,0.95336,192,192,0.92346,0.98327
1989,Single-person household,3rd Quintile,No,0.98838,196,196,0.97334,1.00342
1989,Single-person household,4th Quintile,No,0.99201,191,191,0.97935,1.00467
1989,Single-person household,5th Quintile,No,0.97700,175,175,0.95472,0.99927
1989,Couple without children,1st Quintile,No,0.90308,126,126,0.85122,0.95495
1989,Couple without children,2nd Quintile,No,0.95068,166,166,0.91764,0.98372
1989,Couple without children,3rd Quintile,No,0.97330,195,195,0.95062,0.99599
1989,Couple without children,4th Quintile,No,0.97736,295,295,0.96036,0.99436
1989,Couple without children,5th Quintile,No,0.98462,339,339,0.97150,0.99774
1989,Single parent,1st Quintile,No,0.96437,83,83,0.92425,1.00449
1989,Single parent,3rd Quintile,No,0.93669,40,40,0.86026,1.01312
1989,Couple with children,1st Quintile,No,0.95077,365,365,0.92855,0.97300
1989,Couple with children,2nd Quintile,No,0.98363,486,486,0.97234,0.99492
1989,Couple with children,3rd Quintile,No,0.97449,457,457,0.96001,0.98896
1989,Couple with children,4th Quintile,No,0.98382,380,380,0.97111,0.99652
1989,Couple with children,5th Quintile,No,0.98773,263,263,0.97440,1.00106
1990,Single-person household,2nd Quintile,No,0.94201,269,269,0.91403,0.96999
1990,Single-person household,3rd Quintile,No,0.98422,228,228,0.96801,1.00043
1990,Single-person household,4th Quintile,No,0.99374,240,240,0.98374,1.00374
1990,Single-person household,5th Quintile,No,0.99313,208,208,0.98187,1.00438
1990,Couple without children,2nd Quintile,No,0.85636,179,179,0.80483,0.90788
1990,Couple without children,3rd Quintile,No,0.97775,231,231,0.95869,0.99681
1990,Couple without children,4th Quintile,No,0.97936,304,304,0.96335,0.99537
1990,Couple without children,5th Quintile,No,0.98084,424,424,0.96778,0.99391
1990,Single parent,2nd Quintile,No,0.96666,82,82,0.92757,1.00576
1990,Single parent,3rd Quintile,No,0.99799,72,72,0.98757,1.00841
1990,Single parent,4th Quintile,No,0.97535,54,54,0.93360,1.01709
1990,Single parent,5th Quintile,No,0.99800,40,40,0.98400,1.01201
1990,Couple with children,2nd Quintile,No,0.95506,522,522,0.93727,0.97285
1990,Couple with children,3rd Quintile,No,0.97600,549,549,0.96319,0.98882
1990,Couple with children,4th Quintile,No,0.99751,491,491,0.99310,1.00192
1990,Couple with children,5th Quintile,No,0.97682,343,343,0.96088,0.99277
1990,Multi-generational household,3rd Quintile,No,0.71118,32,32,0.55163,0.87072
1991,Single-person household,1st Quintile,No,0.94813,295,295,0.92278,0.97348
1991,Single-person household,2nd Quintile,No,0.93869,278,278,0.91044,0.96694
1991,Single-person household,3rd Quintile,No,0.95585,221,221,0.92870,0.98299
1991,Single-person household,4th Quintile,No,0.97449,232,232,0.95416,0.99482
1991,Single-person household,5th Quintile,No,0.99733,216,216,0.99044,1.00423
1991,Couple without children,1st Quintile,No,0.93594,436,436,0.91293,0.95895
1991,Couple without children,2nd Quintile,No,0.87416,171,171,0.82431,0.92402
1991,Couple without children,3rd Quintile,No,0.95543,237,237,0.92910,0.98176
1991,Couple without children,4th Quintile,No,0.95052,308,308,0.92626,0.97478
1991,Couple without children,5th Quintile,No,0.97597,417,417,0.96125,0.99069
1991,Single parent,1st Quintile,No,0.95410,116,116,0.91585,0.99235
1991,Single parent,2nd Quintile,No,0.93315,95,95,0.88266,0.98364
1991,Single parent,3rd Quintile,No,0.97974,63,63,0.94466,1.01481
1991,Single parent,4th Quintile,No,0.99842,57,57,0.98803,1.00882
1991,Single parent,5th Quintile,No,0.97210,38,38,0.91904,1.02517
1991,Couple with children,1st Quintile,No,0.97895,1032,1032,0.97018,0.98771
1991,Couple with children,2nd Quintile,No,0.95579,474,474,0.93726,0.97431
1991,Couple with children,3rd Quintile,No,0.96850,554,554,0.95395,0.98306
1991,Couple with children,4th Quintile,No,0.99291,508,508,0.98560,1.00021
1991,Couple with children,5th Quintile,No,0.98566,357,357,0.97331,0.99801
1991,Multi-generational household,1st Quintile,No,0.81461,35,35,0.68398,0.94523
1991,Multi-generational household,2nd Quintile,No,0.87984,33,33,0.76719,0.99250
1991,Other Combinations,1st Quintile,No,0.70640,45,45,0.57183,0.84096
1992,Single-person household,1st Quintile,No,0.91588,388,388,0.88822,0.94353
1992,Single-person household,2nd Quintile,No,0.95358,214,214,0.92533,0.98184
1992,Single-person household,3rd Quintile,No,0.96832,216,216,0.94491,0.99174
1992,Single-person household,4th Quintile,No,0.97906,226,226,0.96036,0.99777
1992,Single-person household,5th Quintile,No,0.98990,197,197,0.97590,1.00390
1992,Couple without children,1st Quintile,Yes,0.14433,31,281,0.10316,0.18549
