year,regtyp,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,Yes,0.05907,790,11682,0.05480,0.06335
2009,Urban regions,No,0.78211,10892,11682,0.77462,0.78960
2009,Rural regions,Yes,0.06339,508,6336,0.05739,0.06939
2009,Rural regions,No,0.78531,5828,6336,0.77520,0.79542
2011,Urban regions,Yes,0.06174,1008,13360,0.05766,0.06582
2011,Urban regions,No,0.70435,12352,13360,0.69661,0.71209
2011,Rural regions,Yes,0.06586,648,7385,0.06020,0.07151
2011,Rural regions,No,0.70277,6737,7385,0.69234,0.71319
2013,Urban regions,Yes,0.06145,1009,12047,0.05716,0.06574
2013,Urban regions,No,0.63556,11038,12047,0.62697,0.64416
2013,Rural regions,Yes,0.07094,678,6819,0.06485,0.07703
2013,Rural regions,No,0.67017,6141,6819,0.65901,0.68133
2015,Urban regions,Yes,0.06727,1108,16171,0.06341,0.07113
2015,Urban regions,No,0.75264,15063,16171,0.74599,0.75929
2015,Rural regions,Yes,0.07252,721,8869,0.06713,0.07792
2015,Rural regions,No,0.76390,8148,8869,0.75507,0.77274
2017,Urban regions,Yes,0.06815,1165,17147,0.06438,0.07192
2017,Urban regions,No,0.76367,15982,17147,0.75732,0.77003
2017,Rural regions,Yes,0.07474,775,9402,0.06943,0.08006
2017,Rural regions,No,0.76403,8627,9402,0.75545,0.77262
2019,Urban regions,Yes,0.06753,1153,16365,0.06368,0.07137
2019,Urban regions,No,0.76207,15212,16365,0.75555,0.76860
2019,Rural regions,Yes,0.07963,747,8806,0.07397,0.08528
2019,Rural regions,No,0.75433,8059,8806,0.74534,0.76332
2021,Urban regions,Yes,0.06612,939,12996,0.06185,0.07039
2021,Urban regions,No,0.75581,12057,12996,0.74843,0.76320
2021,Rural regions,Yes,0.07143,529,6166,0.06500,0.07786
2021,Rural regions,No,0.75384,5637,6166,0.74309,0.76460
