year,age_gr,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No,0.92809,2843,2843,0.91859,0.93759
2009,30-45 y.,Yes,0.01493,84,4676,0.01145,0.01840
2009,30-45 y.,No,0.98507,4592,4676,0.98160,0.98855
2009,46-65 y.,Yes,0.07476,450,6325,0.06828,0.08124
2009,46-65 y.,No,0.92524,5875,6325,0.91876,0.93172
2009,66 and older,Yes,0.17867,752,4162,0.16703,0.19031
2009,66 and older,No,0.82133,3410,4162,0.80969,0.83297
2011,17-29 y.,No,0.82854,2972,2972,0.81499,0.84210
2011,30-45 y.,Yes,0.01552,90,4856,0.01204,0.01900
2011,30-45 y.,No,0.77193,4766,4856,0.76012,0.78373
2011,46-65 y.,Yes,0.07943,620,7775,0.07342,0.08544
2011,46-65 y.,No,0.87859,7155,7775,0.87133,0.88585
2011,66 and older,Yes,0.17892,924,5120,0.16842,0.18942
2011,66 and older,No,0.82028,4196,5120,0.80976,0.83079
2013,17-29 y.,No,0.69191,2523,2523,0.67389,0.70993
2013,30-45 y.,Yes,0.00997,73,4073,0.00692,0.01303
2013,30-45 y.,No,0.67110,4000,4073,0.65667,0.68553
2013,46-65 y.,Yes,0.08128,643,7320,0.07502,0.08755
2013,46-65 y.,No,0.82182,6677,7320,0.81306,0.83059
2013,66 and older,Yes,0.18639,958,4937,0.17553,0.19725
2013,66 and older,No,0.80666,3979,4937,0.79564,0.81768
2015,17-29 y.,No,0.88197,3893,3893,0.87183,0.89210
2015,30-45 y.,Yes,0.01612,155,7356,0.01324,0.01900
2015,30-45 y.,No,0.93671,7201,7356,0.93115,0.94227
2015,46-65 y.,Yes,0.08992,706,8878,0.08397,0.09587
2015,46-65 y.,No,0.90158,8172,8878,0.89538,0.90778
2015,66 and older,Yes,0.18317,938,4883,0.17232,0.19402
2015,66 and older,No,0.81580,3945,4883,0.80492,0.82667
2017,17-29 y.,Yes,0.00712,37,4360,0.00463,0.00962
2017,17-29 y.,No,0.90488,4323,4360,0.89617,0.91359
2017,30-45 y.,Yes,0.01818,152,7257,0.01511,0.02126
2017,30-45 y.,No,0.97132,7105,7257,0.96748,0.97516
2017,46-65 y.,Yes,0.09285,811,9973,0.08715,0.09855
2017,46-65 y.,No,0.90489,9162,9973,0.89913,0.91065
2017,66 and older,Yes,0.18470,940,4959,0.17390,0.19550
2017,66 and older,No,0.81499,4019,4959,0.80418,0.82579
2019,17-29 y.,Yes,0.00970,36,3843,0.00660,0.01280
2019,17-29 y.,No,0.89541,3807,3843,0.88573,0.90508
2019,30-45 y.,Yes,0.02074,149,6287,0.01722,0.02426
2019,30-45 y.,No,0.96495,6138,6287,0.96040,0.96949
2019,46-65 y.,Yes,0.09254,789,10421,0.08698,0.09811
2019,46-65 y.,No,0.90463,9632,10421,0.89899,0.91027
2019,66 and older,Yes,0.18299,959,5174,0.17245,0.19353
2019,66 and older,No,0.81672,4215,5174,0.80617,0.82726
2021,17-29 y.,No,0.90949,3151,3151,0.89948,0.91951
2021,30-45 y.,Yes,0.01942,145,5206,0.01567,0.02317
2021,30-45 y.,No,0.96399,5061,5206,0.95893,0.96905
2021,46-65 y.,Yes,0.08816,629,7215,0.08162,0.09471
2021,46-65 y.,No,0.90264,6586,7215,0.89580,0.90948
2021,66 and older,Yes,0.17601,666,3563,0.16350,0.18851
2021,66 and older,No,0.81556,2897,3563,0.80282,0.82830
