year,pgisced97,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,No,0.63005,313,313,0.57647,0.68362
2009,Primary Level,No,0.96216,153,153,0.93183,0.99250
2009,Lower Secondary Level,Yes,0.11273,187,1788,0.09806,0.12739
2009,Lower Secondary Level,No,0.86459,1601,1788,0.84872,0.88045
2009,Upper Secondary Level,Yes,0.07816,726,9060,0.07263,0.08369
2009,Upper Secondary Level,No,0.92175,8334,9060,0.91622,0.92728
2009,Post-secondary Non-tertiary Level,Yes,0.03688,33,997,0.02517,0.04858
2009,Post-secondary Non-tertiary Level,No,0.96312,964,997,0.95142,0.97483
2009,First Stage of Tertiary Education,Yes,0.07688,101,1332,0.06257,0.09119
2009,First Stage of Tertiary Education,No,0.92312,1231,1332,0.90881,0.93743
2009,Second Stage of Tertiary Education,Yes,0.05119,238,4035,0.04439,0.05799
2009,Second Stage of Tertiary Education,No,0.94881,3797,4035,0.94201,0.95561
2011,Pre-primary Level,No,0.47082,313,313,0.41543,0.52620
2011,Primary Level,No,0.73886,206,206,0.67872,0.79899
2011,Lower Secondary Level,Yes,0.11135,238,2164,0.09809,0.12461
2011,Lower Secondary Level,No,0.78242,1926,2164,0.76503,0.79981
2011,Upper Secondary Level,Yes,0.08496,927,10489,0.07962,0.09029
2011,Upper Secondary Level,No,0.84158,9562,10489,0.83460,0.84857
2011,Post-secondary Non-tertiary Level,Yes,0.02982,42,1201,0.02019,0.03944
2011,Post-secondary Non-tertiary Level,No,0.84358,1159,1201,0.82303,0.86414
2011,First Stage of Tertiary Education,Yes,0.07968,124,1447,0.06572,0.09364
2011,First Stage of Tertiary Education,No,0.86100,1323,1447,0.84316,0.87883
2011,Second Stage of Tertiary Education,Yes,0.04943,298,4588,0.04316,0.05570
2011,Second Stage of Tertiary Education,No,0.86218,4290,4588,0.85220,0.87215
2013,Pre-primary Level,No,0.37902,260,260,0.31993,0.43810
2013,Primary Level,No,0.53176,174,174,0.45741,0.60612
2013,Lower Secondary Level,Yes,0.09781,220,1849,0.08427,0.11135
2013,Lower Secondary Level,No,0.66472,1629,1849,0.64319,0.68624
2013,Upper Secondary Level,Yes,0.08789,937,9406,0.08217,0.09361
2013,Upper Secondary Level,No,0.78685,8469,9406,0.77857,0.79512
2013,Post-secondary Non-tertiary Level,Yes,0.03502,49,1097,0.02414,0.04590
2013,Post-secondary Non-tertiary Level,No,0.72311,1048,1097,0.69662,0.74960
2013,First Stage of Tertiary Education,Yes,0.08624,128,1325,0.07112,0.10136
2013,First Stage of Tertiary Education,No,0.84314,1197,1325,0.82355,0.86273
2013,Second Stage of Tertiary Education,Yes,0.05671,329,4466,0.04993,0.06350
2013,Second Stage of Tertiary Education,No,0.79917,4137,4466,0.78741,0.81092
2015,Pre-primary Level,No,0.51908,350,350,0.46666,0.57150
2015,Primary Level,Yes,0.10430,37,409,0.07464,0.13396
2015,Primary Level,No,0.80733,372,409,0.76906,0.84560
2015,Lower Secondary Level,Yes,0.10008,224,2669,0.08869,0.11147
2015,Lower Secondary Level,No,0.84754,2445,2669,0.83390,0.86118
2015,Upper Secondary Level,Yes,0.09170,971,11647,0.08646,0.09694
2015,Upper Secondary Level,No,0.89366,10676,11647,0.88806,0.89926
2015,Post-secondary Non-tertiary Level,Yes,0.04219,88,1953,0.03328,0.05111
2015,Post-secondary Non-tertiary Level,No,0.92690,1865,1953,0.91535,0.93845
2015,First Stage of Tertiary Education,Yes,0.10033,138,1525,0.08524,0.11541
2015,First Stage of Tertiary Education,No,0.89592,1387,1525,0.88059,0.91125
2015,Second Stage of Tertiary Education,Yes,0.06512,358,5873,0.05881,0.07143
2015,Second Stage of Tertiary Education,No,0.89873,5515,5873,0.89102,0.90645
2017,Pre-primary Level,No,0.54162,410,410,0.49333,0.58991
2017,Primary Level,Yes,0.09546,48,453,0.06837,0.12255
2017,Primary Level,No,0.79150,405,453,0.75405,0.82895
2017,Lower Secondary Level,Yes,0.11387,256,2739,0.10197,0.12577
2017,Lower Secondary Level,No,0.85318,2483,2739,0.83993,0.86644
2017,Upper Secondary Level,Yes,0.09443,1006,12068,0.08921,0.09965
2017,Upper Secondary Level,No,0.90255,11062,12068,0.89725,0.90784
2017,Post-secondary Non-tertiary Level,Yes,0.06086,100,2213,0.05089,0.07082
2017,Post-secondary Non-tertiary Level,No,0.93637,2113,2213,0.92620,0.94654
2017,First Stage of Tertiary Education,Yes,0.07802,131,1536,0.06460,0.09143
2017,First Stage of Tertiary Education,No,0.92198,1405,1536,0.90857,0.93540
2017,Second Stage of Tertiary Education,Yes,0.06318,380,6515,0.05727,0.06909
2017,Second Stage of Tertiary Education,No,0.93084,6135,6515,0.92468,0.93701
2019,Pre-primary Level,No,0.59370,328,328,0.54047,0.64694
2019,Primary Level,Yes,0.11756,50,390,0.08555,0.14957
2019,Primary Level,No,0.74431,340,390,0.70096,0.78767
2019,Lower Secondary Level,Yes,0.11341,222,2418,0.10077,0.12605
2019,Lower Secondary Level,No,0.84160,2196,2418,0.82704,0.85616
2019,Upper Secondary Level,Yes,0.09865,985,11140,0.09311,0.10418
2019,Upper Secondary Level,No,0.89799,10155,11140,0.89236,0.90361
2019,Post-secondary Non-tertiary Level,Yes,0.05284,98,2177,0.04344,0.06224
