year,sampreg,hlc0052,proportion,n,lower_confidence,upper_confidence
2006,Westdeutschland,Nein,0.7161977834612105,12265,0.7082188163874872,0.7241767505349339
2006,Ostdeutschland,Nein,0.1998294970161978,12265,0.1927525920832871,0.20690640194910848
2006,Westdeutschland,Ja,0.047655583972719524,12265,0.043885281327087945,0.051425886618351103
2006,Ostdeutschland,Ja,0.03631713554987212,12265,0.03300624246370486,0.039628028636039384
2007,Westdeutschland,Nein,0.7030993618960802,11453,0.6947315798751309,0.7114671439170296
2007,Ostdeutschland,Nein,0.19863263445761167,11453,0.1913256603473976,0.20593960856782575
2007,Westdeutschland,Ja,0.056517775752051046,11453,0.0522885990305758,0.060746952473526294
2007,Ostdeutschland,Ja,0.041750227894257065,11453,0.038086989110599566,0.045413466677914564
2008,Westdeutschland,Nein,0.7050722529337601,10822,0.696480595842734,0.7136639100247861
2008,Ostdeutschland,Nein,0.20570264765784113,10822,0.19808687791785903,0.21331841739782323
2008,Westdeutschland,Ja,0.04936475608573368,10822,0.04528327526585702,0.05344623690561034
2008,Ostdeutschland,Ja,0.039860343322665116,10822,0.036174473201499927,0.043546213443830306
2009,Westdeutschland,Nein,0.7043845851356665,10177,0.6955188522164436,0.7132503180548894
2009,Ostdeutschland,Nein,0.21598505701926857,10177,0.20799002500866762,0.22398008902986952
2009,Westdeutschland,Ja,0.044435705859221394,10177,0.04043218419942953,0.04843922751901326
2009,Ostdeutschland,Ja,0.03519465198584349,10177,0.03161447602022574,0.03877482795146124
2010,Westdeutschland,Nein,0.6902000579878226,13799,0.6824846228279972,0.697915493147648
2010,Ostdeutschland,Nein,0.18621339518701072,13799,0.1797181882565618,0.19270860211745963
2010,Westdeutschland,Ja,0.08089301246738186,13799,0.07634343774376168,0.08544258719100203
2010,Ostdeutschland,Ja,0.04269353435778486,13799,0.039320359810434566,0.04606670890513516
2011,Westdeutschland,Nein,0.6959715929962043,16603,0.6889745325417846,0.7029686534506239
2011,Ostdeutschland,Nein,0.18152320313456594,16603,0.17566003907334815,0.18738636719578372
2011,Westdeutschland,Ja,0.07934370025713236,16603,0.07523250809068077,0.08345489242358395
2011,Ostdeutschland,Ja,0.04316150361209747,16603,0.040070280226637056,0.04625272699755788
2012,Westdeutschland,Nein,0.6999812722392159,16303,0.6929466675046023,0.7070158769738295
2012,Ostdeutschland,Nein,0.1835320556838754,16303,0.17758984780576414,0.18947426356198666
2012,Westdeutschland,Ja,0.07341282227355016,16303,0.0694092155465669,0.07741642900053342
2012,Ostdeutschland,Ja,0.04307384980335851,16303,0.0399573409628789,0.046190358643838116
2013,Westdeutschland,Nein,0.7089054754714831,17870,0.702245003903674,0.7155659470392922
2013,Ostdeutschland,Nein,0.16614437923765027,17870,0.1606870261651865,0.17160173231011405
2013,Westdeutschland,Ja,0.08757335764343913,17870,0.08342879436532571,0.09171792092155254
2013,Ostdeutschland,Ja,0.037376787647427495,17870,0.03459564703758488,0.04015792825727011
2014,Westdeutschland,Nein,0.7020855921933796,15828,0.6949606091594497,0.7092105752273096
2014,Ostdeutschland,Nein,0.17915683398175905,15828,0.17318249537382002,0.18513117258969808
2014,Westdeutschland,Ja,0.08412526309075834,15828,0.07980087852955342,0.08844964765196325
2014,Ostdeutschland,Ja,0.03463231073410294,15828,0.031783719294970834,0.03748090217323504
2015,Westdeutschland,Nein,0.706549935149157,15764,0.6994417064284202,0.7136581638698938
2015,Ostdeutschland,Nein,0.17328145265888456,15764,0.1673729458703111,0.17918995944745802
2015,Westdeutschland,Ja,0.08592736705577173,15764,0.08155235792459258,0.09030237618695088
2015,Ostdeutschland,Ja,0.034241245136186774,15764,0.03140246368021663,0.037080026592156916
2016,Westdeutschland,Nein,0.7048483130138928,16419,0.6978715625943831,0.7118250634334026
2016,Ostdeutschland,Nein,0.18174085625177205,16419,0.1758421816600177,0.18763953084352641
2016,Westdeutschland,Ja,0.08073433512900483,16419,0.076567249967515,0.08490142029049465
2016,Ostdeutschland,Ja,0.03267649560533031,16419,0.029957012736225124,0.03539597847443549
2017,Westdeutschland,Nein,0.6904566744730679,18279,0.6837546070420885,0.6971587419040474
2017,Ostdeutschland,Nein,0.18144028103044496,18279,0.17585336821023756,0.18702719385065236
2017,Westdeutschland,Ja,0.09637002341920374,18279,0.09209197050476178,0.1006480763336457
2017,Ostdeutschland,Ja,0.031733021077283374,18279,0.02919185455260982,0.034274187601956926
2018,Westdeutschland,Nein,0.6611901535682023,17878,0.6542520974990802,0.6681282096373244
2018,Ostdeutschland,Nein,0.17231255645889793,17878,0.16677665627174942,0.17784845664604643
2018,Westdeutschland,Ja,0.12787940379403795,17878,0.1229840376745569,0.132774769913519
2018,Ostdeutschland,Ja,0.03861788617886179,17878,0.03579340377839536,0.04144236857932822
2019,Westdeutschland,Nein,0.6659351511493937,18428,0.6591251320554039,0.6727451702433835
2019,Ostdeutschland,Nein,0.1794041806111812,18428,0.17386433197029086,0.18494402925207157
2019,Westdeutschland,Ja,0.12185219728973501,18428,0.11712920255366456,0.12657519202580544
2019,Ostdeutschland,Ja,0.03280847094969002,18428,0.030236499123957906,0.035380442775422134
2020,Westdeutschland,Nein,0.6678732556919525,19329,0.6612335270755691,0.674512984308336
2020,Ostdeutschland,Nein,0.16787325569195258,19329,0.1626041504251751,0.17314236095873006
2020,Westdeutschland,Ja,0.13282971356625747,19329,0.12804505237074199,0.13761437476177296
