year,hhtyp,sampreg,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Single-person household,West,Yes,0.05961,130,2404,0.05014,0.06908
2006,Single-person household,West,No,0.94039,2274,2404,0.93092,0.94986
2006,Single-person household,East,Yes,0.14756,123,789,0.12280,0.17233
2006,Single-person household,East,No,0.85244,666,789,0.82767,0.87720
2006,Couple without children,West,Yes,0.03403,85,3066,0.02761,0.04045
2006,Couple without children,West,No,0.96597,2981,3066,0.95955,0.97239
2006,Couple without children,East,Yes,0.07479,80,980,0.05831,0.09126
2006,Couple without children,East,No,0.92521,900,980,0.90874,0.94169
2006,Single parent,West,Yes,0.28124,139,555,0.24380,0.31868
2006,Single parent,West,No,0.71876,416,555,0.68132,0.75620
2006,Single parent,East,Yes,0.44429,68,179,0.37129,0.51728
2006,Single parent,East,No,0.55571,111,179,0.48272,0.62871
2006,Couple with children,West,Yes,0.08465,195,2777,0.07429,0.09500
2006,Couple with children,West,No,0.91535,2582,2777,0.90500,0.92571
2006,Couple with children,East,Yes,0.22285,147,780,0.19363,0.25208
2006,Couple with children,East,No,0.77715,633,780,0.74792,0.80637
2006,Multi-generational household,West,No,0.86220,69,69,0.78028,0.94413
2006,Other Combinations,West,No,0.98385,79,79,0.95588,1.01182
2007,Single-person household,West,Yes,0.07145,146,2256,0.06082,0.08208
2007,Single-person household,West,No,0.92855,2110,2256,0.91792,0.93918
2007,Single-person household,East,Yes,0.16768,132,737,0.14069,0.19467
2007,Single-person household,East,No,0.83232,605,737,0.80533,0.85931
2007,Couple without children,West,Yes,0.04139,101,2806,0.03402,0.04876
2007,Couple without children,West,No,0.95861,2705,2806,0.95124,0.96598
2007,Couple without children,East,Yes,0.09180,88,953,0.07346,0.11014
2007,Couple without children,East,No,0.90820,865,953,0.88986,0.92654
2007,Single parent,West,Yes,0.32357,143,500,0.28253,0.36462
2007,Single parent,West,No,0.67643,357,500,0.63538,0.71747
2007,Single parent,East,Yes,0.54871,80,178,0.47540,0.62203
2007,Single parent,East,No,0.45129,98,178,0.37797,0.52460
2007,Couple with children,West,Yes,0.09899,218,2634,0.08758,0.11039
2007,Couple with children,West,No,0.90101,2416,2634,0.88961,0.91242
2007,Couple with children,East,Yes,0.20092,146,731,0.17185,0.22999
2007,Couple with children,East,No,0.79908,585,731,0.77001,0.82815
2007,Multi-generational household,West,No,0.75848,56,56,0.64536,0.87160
2007,Other Combinations,West,No,0.96675,69,69,0.92414,1.00937
2008,Single-person household,West,Yes,0.06826,127,2153,0.05760,0.07891
2008,Single-person household,West,No,0.93174,2026,2153,0.92109,0.94240
2008,Single-person household,East,Yes,0.17669,127,720,0.14881,0.20457
2008,Single-person household,East,No,0.82331,593,720,0.79543,0.85119
2008,Couple without children,West,Yes,0.03709,78,2674,0.02993,0.04425
2008,Couple without children,West,No,0.96291,2596,2674,0.95575,0.97007
2008,Couple without children,East,Yes,0.08007,75,943,0.06273,0.09740
2008,Couple without children,East,No,0.91993,868,943,0.90260,0.93727
2008,Single parent,West,Yes,0.27330,120,482,0.23347,0.31312
2008,Single parent,West,No,0.72670,362,482,0.68688,0.76653
2008,Single parent,East,Yes,0.54033,79,169,0.46497,0.61569
2008,Single parent,East,No,0.45967,90,169,0.38431,0.53503
2008,Couple with children,West,Yes,0.08794,172,2354,0.07650,0.09939
2008,Couple with children,West,No,0.91206,2182,2354,0.90061,0.92350
2008,Couple with children,East,Yes,0.20311,122,669,0.17260,0.23362
2008,Couple with children,East,No,0.79689,547,669,0.76638,0.82740
2008,Multi-generational household,West,No,0.75861,47,47,0.63494,0.88227
