year,regtyp,hlc0052,proportion,n,lower_confidence,upper_confidence
2006,Staedtischer Raum,Nein,0.6171355498721227,12265,0.6085328435194872,0.6257382562247582
2006,Laendlicher Raum,Nein,0.29889173060528557,12265,0.29079011208676586,0.30699334912380527
2006,Staedtischer Raum,Ja,0.04833759590792839,12265,0.04454177009533284,0.05213342172052394
2006,Laendlicher Raum,Ja,0.035635123614663256,12265,0.03235430574256947,0.03891594148675704
2007,Staedtischer Raum,Nein,0.6075660893345488,11453,0.5986232285882291,0.6165089500808685
2007,Laendlicher Raum,Nein,0.29416590701914314,11453,0.2858205691202317,0.3025112449180546
2007,Staedtischer Raum,Ja,0.056153144940747496,11453,0.05193681828710621,0.06036947159438878
2007,Laendlicher Raum,Ja,0.04211485870556062,11453,0.0384363580882721,0.04579335932284914
2008,Staedtischer Raum,Nein,0.6139074774512656,10822,0.604734729428766,0.6230802254737652
2008,Laendlicher Raum,Nein,0.29686742314033554,10822,0.2882594245384217,0.3054754217422494
2008,Staedtischer Raum,Ja,0.050043642711667155,10822,0.04593566015637918,0.05415162526695513
2008,Laendlicher Raum,Ja,0.03918145669673165,10822,0.035525817849719886,0.04283709554374341
2009,Staedtischer Raum,Nein,0.6109909555642942,10177,0.6015189177272722,0.6204629934013162
2009,Laendlicher Raum,Nein,0.309378686590641,10177,0.30039796220404286,0.31835941097723913
2009,Staedtischer Raum,Ja,0.0457137239480928,10177,0.04165575402452702,0.049771693871658584
2009,Laendlicher Raum,Ja,0.03391663389697208,10177,0.03039973520518927,0.0374335325887549
2010,Staedtischer Raum,Nein,0.58241519280951,13799,0.5741866874470709,0.5906436981719492
2010,Laendlicher Raum,Nein,0.2939982603653233,13799,0.2863966163116786,0.30159990441896795
2010,Staedtischer Raum,Ja,0.07436938242968977,13799,0.06999166014338255,0.07874710471599698
2010,Laendlicher Raum,Ja,0.04921716439547695,13799,0.045607795887593096,0.052826532903360805
2011,Staedtischer Raum,Nein,0.5740173870454267,16603,0.5664955962927569,0.5815391777980965
2011,Laendlicher Raum,Nein,0.30347740908534343,16603,0.29648392526202194,0.3104708929086649
2011,Staedtischer Raum,Ja,0.07273172523570466,16603,0.06878144930380382,0.0766820011676055
2011,Laendlicher Raum,Ja,0.04977347863352516,16603,0.04646540354838205,0.05308155371866827
2012,Staedtischer Raum,Nein,0.5711342780448218,16303,0.5635371037867867,0.5787314523028568
2012,Laendlicher Raum,Nein,0.31237904987826953,16303,0.30526465761616006,0.319493442140379
2012,Staedtischer Raum,Ja,0.0686684562082527,16303,0.06478647789152593,0.07255043452497946
2012,Laendlicher Raum,Ja,0.04781821586865597,16303,0.044542705898891,0.05109372583842094
2013,Staedtischer Raum,Nein,0.5829297475927298,17870,0.5757002767293544,0.5901592184561051
2013,Laendlicher Raum,Nein,0.2921201071164036,17870,0.2854527409181029,0.29878747331470434
2013,Staedtischer Raum,Ja,0.08016637228647941,17870,0.07618489216224238,0.08414785241071644
2013,Laendlicher Raum,Ja,0.04478377300438721,17870,0.04175124387814975,0.047816302130624676
2014,Staedtischer Raum,Nein,0.580585496524013,15828,0.572897771091693,0.588273221956333
2014,Laendlicher Raum,Nein,0.3006569296511257,15828,0.29351321995444574,0.3078006393478057
2014,Staedtischer Raum,Ja,0.07608903629057975,15828,0.07195837910959986,0.08021969347155965
2014,Laendlicher Raum,Ja,0.04266853753428152,15828,0.03951986065274581,0.04581721441581723
2015,Staedtischer Raum,Nein,0.5813878080415046,15764,0.5736865485900385,0.5890890674929706
2015,Laendlicher Raum,Nein,0.29844357976653696,15764,0.2913005036125344,0.3055866559205395
2015,Staedtischer Raum,Ja,0.07795071335927367,15764,0.07376557352436684,0.0821358531941805
2015,Laendlicher Raum,Ja,0.04221789883268483,15764,0.039078803363547174,0.04535699430182248
2016,Staedtischer Raum,Nein,0.5830025517436915,16419,0.575460584420275,0.590544519067108
2016,Laendlicher Raum,Nein,0.30358661752197336,16419,0.2965533427315764,0.3106198923123703
2016,Staedtischer Raum,Ja,0.073433512900482,16419,0.06944355635126385,0.07742346944970015
2016,Laendlicher Raum,Ja,0.03997731783385313,16419,0.03698070735774754,0.04297392830995872
2017,Staedtischer Raum,Nein,0.5715456674473068,18279,0.5643717298800132,0.5787196050146005
2017,Laendlicher Raum,Nein,0.3003512880562061,18279,0.29370568153259474,0.30699689457981744
2017,Staedtischer Raum,Ja,0.0860655737704918,18279,0.08199971670065219,0.09013143084033141
2017,Laendlicher Raum,Ja,0.04203747072599531,18279,0.03912827859046465,0.044946662861525974
2018,Staedtischer Raum,Nein,0.5537488708220416,17878,0.5464619727331869,0.5610357689108963
2018,Laendlicher Raum,Nein,0.2797538392050587,17878,0.2731738510999363,0.2863338273101811
2018,Staedtischer Raum,Ja,0.11336946702800361,17878,0.10872200340745604,0.11801693064855119
