year,hhtyp,quintil_oecd_hh,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Single-person household,1st Quintile,Yes,0.22374,188,808,0.19498,0.25249
2006,Single-person household,1st Quintile,No,0.77626,620,808,0.74751,0.80502
2006,Single-person household,2nd Quintile,Yes,0.05920,37,627,0.04071,0.07769
2006,Single-person household,2nd Quintile,No,0.94080,590,627,0.92231,0.95929
2006,Single-person household,3rd Quintile,No,0.97433,567,567,0.96130,0.98736
2006,Single-person household,4th Quintile,No,0.98637,575,575,0.97689,0.99586
2006,Single-person household,5th Quintile,No,0.99294,584,584,0.98614,0.99973
2006,Couple without children,1st Quintile,Yes,0.18063,81,407,0.14321,0.21806
2006,Couple without children,1st Quintile,No,0.81937,326,407,0.78194,0.85679
2006,Couple without children,2nd Quintile,Yes,0.04911,32,641,0.03237,0.06586
2006,Couple without children,2nd Quintile,No,0.95089,609,641,0.93414,0.96763
2006,Couple without children,3rd Quintile,No,0.97420,727,727,0.96267,0.98573
2006,Couple without children,4th Quintile,No,0.98017,799,799,0.97050,0.98985
2006,Couple without children,5th Quintile,No,0.99067,1420,1420,0.98567,0.99567
2006,Single parent,1st Quintile,Yes,0.54508,169,323,0.49069,0.59947
2006,Single parent,1st Quintile,No,0.45492,154,323,0.40053,0.50931
2006,Single parent,2nd Quintile,No,0.81956,122,122,0.75104,0.88808
2006,Single parent,3rd Quintile,No,0.87027,100,100,0.80408,0.93646
2006,Single parent,4th Quintile,No,0.94175,89,89,0.89282,0.99069
2006,Couple with children,1st Quintile,Yes,0.44428,188,426,0.39704,0.49152
2006,Couple with children,1st Quintile,No,0.55572,238,426,0.50848,0.60296
2006,Couple with children,2nd Quintile,Yes,0.09945,78,666,0.07671,0.12220
2006,Couple with children,2nd Quintile,No,0.90055,588,666,0.87780,0.92329
2006,Couple with children,3rd Quintile,Yes,0.04378,41,802,0.02961,0.05795
2006,Couple with children,3rd Quintile,No,0.95622,761,802,0.94205,0.97039
2006,Couple with children,4th Quintile,No,0.96181,804,804,0.94856,0.97507
2006,Couple with children,5th Quintile,No,0.98267,824,824,0.97375,0.99158
2007,Single-person household,1st Quintile,Yes,0.24872,203,786,0.21848,0.27896
2007,Single-person household,1st Quintile,No,0.75128,583,786,0.72104,0.78152
2007,Single-person household,2nd Quintile,Yes,0.06837,39,568,0.04760,0.08914
2007,Single-person household,2nd Quintile,No,0.93163,529,568,0.91086,0.95240
2007,Single-person household,3rd Quintile,No,0.96952,526,526,0.95481,0.98422
2007,Single-person household,4th Quintile,No,0.97234,536,536,0.95844,0.98623
2007,Single-person household,5th Quintile,No,0.99201,538,538,0.98448,0.99954
2007,Couple without children,1st Quintile,Yes,0.19790,74,370,0.15725,0.23856
2007,Couple without children,1st Quintile,No,0.80210,296,370,0.76144,0.84275
2007,Couple without children,2nd Quintile,Yes,0.04492,34,615,0.02853,0.06130
2007,Couple without children,2nd Quintile,No,0.95508,581,615,0.93870,0.97147
2007,Couple without children,3rd Quintile,Yes,0.04636,34,696,0.03073,0.06199
2007,Couple without children,3rd Quintile,No,0.95364,662,696,0.93801,0.96927
2007,Couple without children,4th Quintile,No,0.97570,771,771,0.96482,0.98657
2007,Couple without children,5th Quintile,No,0.97825,1260,1260,0.97019,0.98631
2007,Single parent,1st Quintile,Yes,0.55814,156,286,0.50048,0.61580
2007,Single parent,1st Quintile,No,0.44186,130,286,0.38420,0.49952
2007,Single parent,2nd Quintile,Yes,0.34888,40,134,0.26788,0.42989
2007,Single parent,2nd Quintile,No,0.65112,94,134,0.57011,0.73212
2007,Single parent,3rd Quintile,No,0.84683,104,104,0.77727,0.91638
2007,Single parent,4th Quintile,No,0.87638,68,68,0.79757,0.95520
2007,Single parent,5th Quintile,No,0.94592,59,59,0.88771,1.00413
2007,Couple with children,1st Quintile,Yes,0.47266,193,397,0.42348,0.52183
2007,Couple with children,1st Quintile,No,0.52734,204,397,0.47817,0.57652
2007,Couple with children,2nd Quintile,Yes,0.12723,94,650,0.10159,0.15287
2007,Couple with children,2nd Quintile,No,0.87277,556,650,0.84713,0.89841
2007,Couple with children,3rd Quintile,Yes,0.05795,42,732,0.04101,0.07489
2007,Couple with children,3rd Quintile,No,0.94205,690,732,0.92511,0.95899
2007,Couple with children,4th Quintile,No,0.97668,758,758,0.96592,0.98743
2007,Couple with children,5th Quintile,No,0.98077,793,793,0.97121,0.99034
2008,Single-person household,1st Quintile,Yes,0.25386,188,739,0.22246,0.28526
2008,Single-person household,1st Quintile,No,0.74614,551,739,0.71474,0.77754
2008,Single-person household,2nd Quintile,No,0.95390,534,534,0.93610,0.97170
2008,Single-person household,3rd Quintile,No,0.96781,519,519,0.95261,0.98301
2008,Single-person household,4th Quintile,No,0.96288,493,493,0.94618,0.97959
2008,Single-person household,5th Quintile,No,0.99053,520,520,0.98219,0.99886
2008,Couple without children,1st Quintile,Yes,0.15331,68,387,0.11737,0.18926
2008,Couple without children,1st Quintile,No,0.84669,319,387,0.81074,0.88263
2008,Couple without children,2nd Quintile,No,0.94143,540,540,0.92161,0.96125
2008,Couple without children,3rd Quintile,No,0.95953,676,676,0.94466,0.97439
2008,Couple without children,4th Quintile,No,0.97241,686,686,0.96015,0.98468
2008,Couple without children,5th Quintile,No,0.99098,1243,1243,0.98572,0.99623
2008,Single parent,1st Quintile,Yes,0.52913,142,272,0.46970,0.58856
2008,Single parent,1st Quintile,No,0.47087,130,272,0.41144,0.53030
2008,Single parent,2nd Quintile,Yes,0.25469,32,146,0.18377,0.32560
2008,Single parent,2nd Quintile,No,0.74531,114,146,0.67440,0.81623
2008,Single parent,3rd Quintile,No,0.89346,90,90,0.82936,0.95756
2008,Single parent,4th Quintile,No,0.89524,67,67,0.82135,0.96912
2008,Single parent,5th Quintile,No,0.94335,51,51,0.87927,1.00743
2008,Couple with children,1st Quintile,Yes,0.43909,157,366,0.38818,0.49000
2008,Couple with children,1st Quintile,No,0.56091,209,366,0.51000,0.61182
2008,Couple with children,2nd Quintile,Yes,0.12799,75,578,0.10073,0.15525
2008,Couple with children,2nd Quintile,No,0.87201,503,578,0.84475,0.89927
2008,Couple with children,3rd Quintile,No,0.95082,645,645,0.93411,0.96752
2008,Couple with children,4th Quintile,No,0.97921,665,665,0.96835,0.99006
2008,Couple with children,5th Quintile,No,0.98218,707,707,0.97242,0.99194
2009,Single-person household,1st Quintile,Yes,0.21366,170,774,0.18477,0.24256
2009,Single-person household,1st Quintile,No,0.78634,604,774,0.75744,0.81523
2009,Single-person household,2nd Quintile,Yes,0.06171,37,559,0.04175,0.08168
2009,Single-person household,2nd Quintile,No,0.93829,522,559,0.91832,0.95825
2009,Single-person household,3rd Quintile,No,0.97368,530,530,0.96004,0.98732
2009,Single-person household,4th Quintile,No,0.97857,463,463,0.96536,0.99177
2009,Single-person household,5th Quintile,No,0.98791,488,488,0.97820,0.99762
2009,Couple without children,1st Quintile,Yes,0.16291,63,377,0.12558,0.20023
2009,Couple without children,1st Quintile,No,0.83709,314,377,0.79977,0.87442
2009,Couple without children,2nd Quintile,Yes,0.07096,34,607,0.05052,0.09141
2009,Couple without children,2nd Quintile,No,0.92904,573,607,0.90859,0.94948
2009,Couple without children,3rd Quintile,No,0.97953,601,601,0.96820,0.99086
2009,Couple without children,4th Quintile,No,0.97807,739,739,0.96751,0.98864
2009,Couple without children,5th Quintile,No,0.99026,1188,1188,0.98467,0.99585
2009,Single parent,1st Quintile,Yes,0.54211,132,254,0.48072,0.60351
2009,Single parent,1st Quintile,No,0.45789,122,254,0.39649,0.51928
2009,Single parent,2nd Quintile,No,0.76145,115,115,0.68321,0.83968
2009,Single parent,3rd Quintile,No,0.89588,92,92,0.83313,0.95863
2009,Single parent,4th Quintile,No,0.99011,78,78,0.96801,1.01221
2009,Single parent,5th Quintile,No,0.98243,48,48,0.94487,1.01999
2009,Couple with children,1st Quintile,Yes,0.38047,143,365,0.33060,0.43035
2009,Couple with children,1st Quintile,No,0.61953,222,365,0.56965,0.66940
2009,Couple with children,2nd Quintile,Yes,0.08449,55,551,0.06125,0.10774
2009,Couple with children,2nd Quintile,No,0.91551,496,551,0.89226,0.93875
2009,Couple with children,3rd Quintile,No,0.96946,636,636,0.95607,0.98284
2009,Couple with children,4th Quintile,No,0.97657,704,704,0.96539,0.98775
2009,Couple with children,5th Quintile,No,0.98182,702,702,0.97193,0.99171
2010,Single-person household,1st Quintile,Yes,0.21567,158,723,0.18567,0.24567
2010,Single-person household,1st Quintile,No,0.78433,565,723,0.75433,0.81433
2010,Single-person household,2nd Quintile,Yes,0.06490,33,552,0.04433,0.08547
2010,Single-person household,2nd Quintile,No,0.93510,519,552,0.91453,0.95567
2010,Single-person household,3rd Quintile,No,0.98093,493,493,0.96884,0.99301
2010,Single-person household,4th Quintile,No,0.98195,455,455,0.96970,0.99420
2010,Single-person household,5th Quintile,No,0.99397,453,453,0.98684,1.00111
2010,Couple without children,1st Quintile,Yes,0.17399,61,334,0.13328,0.21471
2010,Couple without children,1st Quintile,No,0.82601,273,334,0.78529,0.86672
2010,Couple without children,2nd Quintile,No,0.97376,559,559,0.96049,0.98702
2010,Couple without children,3rd Quintile,No,0.97296,585,585,0.95980,0.98611
2010,Couple without children,4th Quintile,No,0.99206,722,722,0.98559,0.99854
2010,Couple without children,5th Quintile,No,0.99115,1124,1124,0.98567,0.99663
2010,Single parent,1st Quintile,Yes,0.52736,531,890,0.49455,0.56018
2010,Single parent,1st Quintile,No,0.47264,359,890,0.43982,0.50545
2010,Single parent,2nd Quintile,Yes,0.29123,110,423,0.24788,0.33458
2010,Single parent,2nd Quintile,No,0.70877,313,423,0.66542,0.75212
2010,Single parent,3rd Quintile,No,0.91639,249,249,0.88194,0.95084
2010,Single parent,4th Quintile,No,0.94556,154,154,0.90960,0.98151
2010,Single parent,5th Quintile,No,0.98724,95,95,0.96455,1.00993
2010,Couple with children,1st Quintile,Yes,0.39477,472,1159,0.36662,0.42293
2010,Couple with children,1st Quintile,No,0.60523,687,1159,0.57707,0.63338
2010,Couple with children,2nd Quintile,Yes,0.10737,151,1334,0.09075,0.12399
2010,Couple with children,2nd Quintile,No,0.89263,1183,1334,0.87601,0.90925
2010,Couple with children,3rd Quintile,Yes,0.02066,31,1138,0.01240,0.02893
2010,Couple with children,3rd Quintile,No,0.97934,1107,1138,0.97107,0.98760
2010,Couple with children,4th Quintile,No,0.99076,1058,1058,0.98499,0.99653
2010,Couple with children,5th Quintile,No,0.98350,998,998,0.97559,0.99141
2011,Single-person household,1st Quintile,Yes,0.23262,236,1018,0.20665,0.25858
2011,Single-person household,1st Quintile,No,0.76738,782,1018,0.74142,0.79335
2011,Single-person household,2nd Quintile,Yes,0.04629,34,721,0.03095,0.06164
2011,Single-person household,2nd Quintile,No,0.95371,687,721,0.93836,0.96905
2011,Single-person household,3rd Quintile,No,0.97108,643,643,0.95812,0.98405
2011,Single-person household,4th Quintile,No,0.98603,536,536,0.97608,0.99597
2011,Single-person household,5th Quintile,No,0.98851,549,549,0.97959,0.99743
2011,Couple without children,1st Quintile,Yes,0.16907,83,471,0.13519,0.20296
2011,Couple without children,1st Quintile,No,0.83093,388,471,0.79704,0.86481
2011,Couple without children,2nd Quintile,Yes,0.04126,31,717,0.02669,0.05583
2011,Couple without children,2nd Quintile,No,0.95874,686,717,0.94417,0.97331
2011,Couple without children,3rd Quintile,No,0.97723,780,780,0.96676,0.98771
2011,Couple without children,4th Quintile,No,0.98137,941,941,0.97272,0.99001
2011,Couple without children,5th Quintile,No,0.99115,1386,1386,0.98621,0.99608
2011,Single parent,1st Quintile,Yes,0.58870,639,1030,0.55864,0.61877
2011,Single parent,1st Quintile,No,0.41130,391,1030,0.38123,0.44136
2011,Single parent,2nd Quintile,Yes,0.24922,146,547,0.21294,0.28550
2011,Single parent,2nd Quintile,No,0.75078,401,547,0.71450,0.78706
2011,Single parent,3rd Quintile,Yes,0.09043,32,371,0.06121,0.11965
2011,Single parent,3rd Quintile,No,0.90957,339,371,0.88035,0.93879
2011,Single parent,4th Quintile,No,0.97932,213,213,0.96016,0.99848
2011,Single parent,5th Quintile,No,0.94075,111,111,0.89663,0.98487
2011,Couple with children,1st Quintile,Yes,0.41244,448,1102,0.38336,0.44152
2011,Couple with children,1st Quintile,No,0.58756,654,1102,0.55848,0.61664
2011,Couple with children,2nd Quintile,Yes,0.07338,130,1337,0.05940,0.08736
2011,Couple with children,2nd Quintile,No,0.92662,1207,1337,0.91264,0.94060
2011,Couple with children,3rd Quintile,Yes,0.04215,60,1293,0.03119,0.05310
2011,Couple with children,3rd Quintile,No,0.95785,1233,1293,0.94690,0.96881
2011,Couple with children,4th Quintile,No,0.98634,1215,1215,0.97981,0.99287
2011,Couple with children,5th Quintile,No,0.99481,1018,1018,0.99039,0.99923
2012,Single-person household,1st Quintile,Yes,0.23746,258,1077,0.21203,0.26288
2012,Single-person household,1st Quintile,No,0.76254,819,1077,0.73712,0.78797
2012,Single-person household,2nd Quintile,Yes,0.05955,41,736,0.04245,0.07666
2012,Single-person household,2nd Quintile,No,0.94045,695,736,0.92334,0.95755
2012,Single-person household,3rd Quintile,No,0.96513,632,632,0.95082,0.97945
2012,Single-person household,4th Quintile,No,0.98984,606,606,0.98185,0.99783
2012,Single-person household,5th Quintile,No,0.99832,565,565,0.99494,1.00170
2012,Couple without children,1st Quintile,Yes,0.15703,86,456,0.12360,0.19046
2012,Couple without children,1st Quintile,No,0.84297,370,456,0.80954,0.87640
2012,Couple without children,2nd Quintile,No,0.96122,702,702,0.94693,0.97552
2012,Couple without children,3rd Quintile,No,0.98347,821,821,0.97474,0.99220
2012,Couple without children,4th Quintile,No,0.98526,942,942,0.97756,0.99296
2012,Couple without children,5th Quintile,No,0.99081,1406,1406,0.98582,0.99580
2012,Single parent,1st Quintile,Yes,0.56536,575,966,0.53408,0.59663
2012,Single parent,1st Quintile,No,0.43464,391,966,0.40337,0.46592
2012,Single parent,2nd Quintile,Yes,0.22509,133,538,0.18977,0.26042
2012,Single parent,2nd Quintile,No,0.77491,405,538,0.73958,0.81023
2012,Single parent,3rd Quintile,Yes,0.11773,31,337,0.08327,0.15219
2012,Single parent,3rd Quintile,No,0.88227,306,337,0.84781,0.91673
2012,Single parent,4th Quintile,No,0.95440,182,182,0.92401,0.98480
2012,Couple with children,1st Quintile,Yes,0.36632,379,999,0.33643,0.39621
2012,Couple with children,1st Quintile,No,0.63368,620,999,0.60379,0.66357
2012,Couple with children,2nd Quintile,Yes,0.08091,112,1207,0.06552,0.09630
2012,Couple with children,2nd Quintile,No,0.91909,1095,1207,0.90370,0.93448
2012,Couple with children,3rd Quintile,Yes,0.03080,46,1254,0.02123,0.04037
2012,Couple with children,3rd Quintile,No,0.96920,1208,1254,0.95963,0.97877
2012,Couple with children,4th Quintile,No,0.98388,1132,1132,0.97655,0.99122
2012,Couple with children,5th Quintile,No,0.99058,966,966,0.98448,0.99667
2013,Single-person household,1st Quintile,Yes,0.26207,297,1092,0.23597,0.28816
2013,Single-person household,1st Quintile,No,0.73793,795,1092,0.71184,0.76403
2013,Single-person household,2nd Quintile,Yes,0.06399,58,826,0.04729,0.08069
2013,Single-person household,2nd Quintile,No,0.93601,768,826,0.91931,0.95271
2013,Single-person household,3rd Quintile,No,0.96737,652,652,0.95373,0.98102
2013,Single-person household,4th Quintile,No,0.99426,602,602,0.98822,1.00030
2013,Single-person household,5th Quintile,No,0.98545,588,588,0.97576,0.99513
2013,Couple without children,1st Quintile,Yes,0.18279,133,569,0.15101,0.21458
2013,Couple without children,1st Quintile,No,0.81721,436,569,0.78542,0.84899
2013,Couple without children,2nd Quintile,Yes,0.02668,34,760,0.01522,0.03815
2013,Couple without children,2nd Quintile,No,0.97332,726,760,0.96185,0.98478
2013,Couple without children,3rd Quintile,No,0.98207,846,846,0.97312,0.99101
2013,Couple without children,4th Quintile,No,0.98363,948,948,0.97554,0.99171
2013,Couple without children,5th Quintile,No,0.98593,1406,1406,0.97978,0.99209
2013,Single parent,1st Quintile,Yes,0.56609,573,1010,0.53551,0.59667
2013,Single parent,1st Quintile,No,0.43391,437,1010,0.40333,0.46449
2013,Single parent,2nd Quintile,Yes,0.21629,146,580,0.18275,0.24983
2013,Single parent,2nd Quintile,No,0.78371,434,580,0.75017,0.81725
2013,Single parent,3rd Quintile,No,0.90582,302,302,0.87282,0.93881
2013,Single parent,4th Quintile,No,0.94684,171,171,0.91312,0.98057
2013,Single parent,5th Quintile,No,0.96255,116,116,0.92785,0.99725
2013,Couple with children,1st Quintile,Yes,0.35970,502,1345,0.33404,0.38536
2013,Couple with children,1st Quintile,No,0.64030,843,1345,0.61464,0.66596
2013,Couple with children,2nd Quintile,Yes,0.08363,143,1509,0.06966,0.09761
2013,Couple with children,2nd Quintile,No,0.91637,1366,1509,0.90239,0.93034
2013,Couple with children,3rd Quintile,Yes,0.03012,57,1360,0.02103,0.03920
2013,Couple with children,3rd Quintile,No,0.96988,1303,1360,0.96080,0.97897
2013,Couple with children,4th Quintile,No,0.98774,1205,1205,0.98152,0.99395
2013,Couple with children,5th Quintile,No,0.99510,1013,1013,0.99079,0.99940
2013,Other Combinations,1st Quintile,Yes,0.31626,44,128,0.23538,0.39713
2013,Other Combinations,1st Quintile,No,0.68374,84,128,0.60287,0.76462
2013,Other Combinations,2nd Quintile,No,0.83437,70,70,0.74665,0.92208
