year,age_gr,pli0089,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,At least once per week,0.026298756691691884,322,9358,0.026254978990445873,0.026342534392937895
1990,17-29 y.,At least once per month,0.033421757861639576,363,9358,0.03337258724735038,0.03347092847592877
1990,17-29 y.,Seldom,0.08303546078269598,852,9358,0.08295997232492719,0.08311094924046478
1990,17-29 y.,Never,0.09405229753666658,1162,9358,0.09397244131632797,0.09413215375700519
1990,30-45 y.,At least once per week,0.022350399456953395,215,9358,0.022309959867250345,0.022390839046656445
1990,30-45 y.,At least once per month,0.02637888622020456,269,9358,0.02633504368076641,0.02642272875964271
1990,30-45 y.,Seldom,0.08579962043496375,789,9358,0.0857230015434987,0.08587623932642881
1990,30-45 y.,Never,0.1355039143116193,1501,9358,0.13541028110034198,0.1355975475228966
1990,46-65 y.,At least once per week,0.015671928672471313,134,9358,0.01563795021643879,0.015705907128503834
1990,46-65 y.,At least once per month,0.024532183086261868,207,9358,0.024489862950358897,0.02457450322216484
1990,46-65 y.,Seldom,0.07778446709542926,615,9358,0.07771119558587558,0.07785773860498293
1990,46-65 y.,Never,0.20599354791708488,1937,9358,0.2058829081362214,0.20610418769794836
1990,66 and older,Seldom,0.014255633640332489,93,9358,0.01422320356951379,0.014288063711151187
1990,66 and older,Never,0.15492114629198525,899,9358,0.15482215968215193,0.15502013290181857
1995,17-29 y.,At least once per week,0.017571153741956357,289,13134,0.017539329407105647,0.017602978076807066
1995,17-29 y.,At least once per month,0.025261858814094675,416,13134,0.025223849916373012,0.02529986771181634
1995,17-29 y.,Seldom,0.06798930997945835,1113,13134,0.0679283367207103,0.06805028323820639
1995,17-29 y.,Never,0.08494600297320605,1489,13134,0.08487847192690451,0.08501353401950759
1995,30-45 y.,At least once per week,0.015036167488993349,204,13134,0.015006690212009585,0.015065644765977113
1995,30-45 y.,At least once per month,0.025037337164255838,345,13134,0.02499949319298188,0.025075181135529794
1995,30-45 y.,Seldom,0.1018606726388266,1352,13134,0.10178740979547585,0.10193393548217736
1995,30-45 y.,Never,0.16150805646556088,2511,13134,0.16141892004592331,0.16159719288519844
1995,46-65 y.,At least once per week,0.014425049394450645,154,13134,0.014396168401132451,0.014453930387768838
1995,46-65 y.,At least once per month,0.018089787526398324,223,13134,0.018057505464600145,0.018122069588196503
1995,46-65 y.,Seldom,0.0810764790054934,952,13134,0.08101036465024213,0.08114259336074468
1995,46-65 y.,Never,0.20404314583115007,2606,13134,0.20394553131366105,0.2041407603486391
1995,66 and older,At least once per month,0.0051179187469454325,41,13134,0.005100634870984596,0.005135202622906269
1995,66 and older,Seldom,0.0175531313299695,141,13134,0.01752132302837224,0.017584939631566758
1995,66 and older,Never,0.16048392889924057,1298,13134,0.16039502129158378,0.16057283650689735
1998,17-29 y.,At least once per week,0.016671502342862857,272,14056,0.016640583499550773,0.016702421186174942
1998,17-29 y.,At least once per month,0.02379803742533433,396,14056,0.02376123071811917,0.023834844132549493
1998,17-29 y.,Seldom,0.06843088086670122,1155,14056,0.06836991030953993,0.06849185142386252
1998,17-29 y.,Never,0.0727808644479206,1307,14056,0.07271813284938547,0.07284359604645574
1998,30-45 y.,At least once per week,0.019558864329245716,273,14056,0.01952542410847243,0.019592304550019004
1998,30-45 y.,At least once per month,0.02728310084181544,412,14056,0.027243761539687855,0.027322440143943028
1998,30-45 y.,Seldom,0.11082753336478819,1683,14056,0.11075172739752812,0.11090333933204827
1998,30-45 y.,Never,0.14841476049622462,2428,14056,0.1483289107200682,0.14850061027238104
1998,46-65 y.,At least once per week,0.011822400630767475,147,14056,0.011796299645872494,0.011848501615662456
1998,46-65 y.,At least once per month,0.021369206902422437,258,14056,0.02133428561893965,0.021404128185905223
