"pli0089","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1990","(noch) kein Abschluss","männlich","2","","",""
"Täglich","1990","(noch) kein Abschluss","weiblich","","","",""
"Täglich","1990","Hauptschule","männlich","12","","",""
"Täglich","1990","Hauptschule","weiblich","1","","",""
"Täglich","1990","Realschule","männlich","","","",""
"Täglich","1990","Realschule","weiblich","3","","",""
"Täglich","1990","(Fach-)Abitur","männlich","1","","",""
"Täglich","1990","(Fach-)Abitur","weiblich","","","",""
"Täglich","1990","AkademikerIn","männlich","","","",""
"Täglich","1990","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","männlich","47","0.147273919029537","0.111549112451025","0.18299872560805"
"Min 1x pro Woche","1990","(noch) kein Abschluss","weiblich","9","","",""
"Min 1x pro Woche","1990","Hauptschule","männlich","289","0.0967498041975119","0.0854281621094062","0.108071446285618"
"Min 1x pro Woche","1990","Hauptschule","weiblich","86","0.0281714329067681","0.0219337345765246","0.0344091312370116"
"Min 1x pro Woche","1990","Realschule","männlich","82","0.113043097695036","0.0886818781079812","0.13740431728209"
"Min 1x pro Woche","1990","Realschule","weiblich","45","0.0484304287447739","0.0349208547691325","0.0619400027204154"
"Min 1x pro Woche","1990","(Fach-)Abitur","männlich","49","0.107197506739512","0.0781256009926077","0.136269412486416"
"Min 1x pro Woche","1990","(Fach-)Abitur","weiblich","22","","",""
"Min 1x pro Woche","1990","AkademikerIn","männlich","30","0.0692850216024936","0.0462537625244417","0.0923162806805454"
"Min 1x pro Woche","1990","AkademikerIn","weiblich","4","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","männlich","51","0.193102493223497","0.153309618151498","0.232895368295496"
"Min 1x pro Monat","1990","(noch) kein Abschluss","weiblich","14","","",""
"Min 1x pro Monat","1990","Hauptschule","männlich","346","0.12731849095556","0.114552516530939","0.140084465380182"
"Min 1x pro Monat","1990","Hauptschule","weiblich","139","0.0473953540318579","0.0393850444376442","0.0554056636260716"
"Min 1x pro Monat","1990","Realschule","männlich","109","0.150906932584865","0.123367309893788","0.178446555275943"
"Min 1x pro Monat","1990","Realschule","weiblich","74","0.0664993676807035","0.0508200091854806","0.0821787261759263"
"Min 1x pro Monat","1990","(Fach-)Abitur","männlich","57","0.121425718647292","0.0907321032629298","0.152119334031654"
"Min 1x pro Monat","1990","(Fach-)Abitur","weiblich","24","","",""
"Min 1x pro Monat","1990","AkademikerIn","männlich","33","0.0712202193473588","0.0478938214024521","0.0945466172922654"
"Min 1x pro Monat","1990","AkademikerIn","weiblich","4","","",""
"Seltener","1990","(noch) kein Abschluss","männlich","82","0.280997606285265","0.235685038939253","0.326310173631277"
"Seltener","1990","(noch) kein Abschluss","weiblich","67","0.24636203516951","0.207028235285375","0.285695835053645"
"Seltener","1990","Hauptschule","männlich","724","0.292959982309641","0.275529616981289","0.310390347637993"
"Seltener","1990","Hauptschule","weiblich","496","0.176721578616161","0.1623420971438","0.191101060088521"
"Seltener","1990","Realschule","männlich","214","0.338671130672526","0.302260888103796","0.375081373241255"
"Seltener","1990","Realschule","weiblich","294","0.280544178848521","0.252271632794619","0.308816724902424"
"Seltener","1990","(Fach-)Abitur","männlich","151","0.369945463083546","0.324576235339862","0.415314690827231"
"Seltener","1990","(Fach-)Abitur","weiblich","74","0.234561136454541","0.187544227152638","0.281578045756443"
"Seltener","1990","AkademikerIn","männlich","157","0.331632928029166","0.288933112751718","0.374332743306613"
"Seltener","1990","AkademikerIn","weiblich","46","0.204953789684639","0.152441697129928","0.257465882239349"
"Nie","1990","(noch) kein Abschluss","männlich","196","0.37628235361798","0.327444886399236","0.425119820836724"
"Nie","1990","(noch) kein Abschluss","weiblich","371","0.683077721151319","0.640605099023753","0.725550343278884"
"Nie","1990","Hauptschule","männlich","1248","0.476872654426646","0.457743962944052","0.49600134590924"
"Nie","1990","Hauptschule","weiblich","1981","0.747670585210522","0.731296231939506","0.764044938481539"
"Nie","1990","Realschule","männlich","244","0.397378839047573","0.359730111730668","0.435027566364478"
"Nie","1990","Realschule","weiblich","554","0.602617308627309","0.571821791730029","0.63341282552459"
"Nie","1990","(Fach-)Abitur","männlich","177","0.400168716653628","0.354128263895293","0.446209169411963"
"Nie","1990","(Fach-)Abitur","weiblich","192","0.613174505710426","0.559133878189173","0.667215133231679"
"Nie","1990","AkademikerIn","männlich","247","0.527861831020982","0.482584133232117","0.573139528809847"
"Nie","1990","AkademikerIn","weiblich","173","0.765176228544985","0.710033668265513","0.820318788824457"
"Täglich","1991","(noch) kein Abschluss","männlich","","","",""
"Täglich","1991","(noch) kein Abschluss","weiblich","","","",""
"Täglich","1991","Hauptschule","männlich","","","",""
"Täglich","1991","Hauptschule","weiblich","","","",""
"Täglich","1991","Realschule","männlich","","","",""
"Täglich","1991","Realschule","weiblich","","","",""
"Täglich","1991","(Fach-)Abitur","männlich","","","",""
"Täglich","1991","(Fach-)Abitur","weiblich","","","",""
"Täglich","1991","AkademikerIn","männlich","","","",""
"Täglich","1991","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","männlich","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","1991","Hauptschule","männlich","","","",""
"Min 1x pro Woche","1991","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","1991","Realschule","männlich","","","",""
"Min 1x pro Woche","1991","Realschule","weiblich","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","männlich","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","1991","AkademikerIn","männlich","","","",""
"Min 1x pro Woche","1991","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","männlich","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","1991","Hauptschule","männlich","","","",""
"Min 1x pro Monat","1991","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","1991","Realschule","männlich","","","",""
"Min 1x pro Monat","1991","Realschule","weiblich","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","männlich","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","1991","AkademikerIn","männlich","","","",""
"Min 1x pro Monat","1991","AkademikerIn","weiblich","","","",""
"Seltener","1991","(noch) kein Abschluss","männlich","","","",""
"Seltener","1991","(noch) kein Abschluss","weiblich","","","",""
"Seltener","1991","Hauptschule","männlich","","","",""
"Seltener","1991","Hauptschule","weiblich","","","",""
"Seltener","1991","Realschule","männlich","","","",""
"Seltener","1991","Realschule","weiblich","","","",""
"Seltener","1991","(Fach-)Abitur","männlich","","","",""
"Seltener","1991","(Fach-)Abitur","weiblich","","","",""
"Seltener","1991","AkademikerIn","männlich","","","",""
"Seltener","1991","AkademikerIn","weiblich","","","",""
"Nie","1991","(noch) kein Abschluss","männlich","","","",""
"Nie","1991","(noch) kein Abschluss","weiblich","","","",""
"Nie","1991","Hauptschule","männlich","","","",""
"Nie","1991","Hauptschule","weiblich","","","",""
"Nie","1991","Realschule","männlich","","","",""
"Nie","1991","Realschule","weiblich","","","",""
"Nie","1991","(Fach-)Abitur","männlich","","","",""
"Nie","1991","(Fach-)Abitur","weiblich","","","",""
"Nie","1991","AkademikerIn","männlich","","","",""
"Nie","1991","AkademikerIn","weiblich","","","",""
"Täglich","1992","(noch) kein Abschluss","männlich","","","",""
"Täglich","1992","(noch) kein Abschluss","weiblich","","","",""
"Täglich","1992","Hauptschule","männlich","","","",""
"Täglich","1992","Hauptschule","weiblich","","","",""
"Täglich","1992","Realschule","männlich","","","",""
"Täglich","1992","Realschule","weiblich","","","",""
"Täglich","1992","(Fach-)Abitur","männlich","","","",""
"Täglich","1992","(Fach-)Abitur","weiblich","","","",""
"Täglich","1992","AkademikerIn","männlich","","","",""
"Täglich","1992","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","männlich","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","1992","Hauptschule","männlich","","","",""
"Min 1x pro Woche","1992","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","1992","Realschule","männlich","","","",""
"Min 1x pro Woche","1992","Realschule","weiblich","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","männlich","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","1992","AkademikerIn","männlich","","","",""
"Min 1x pro Woche","1992","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","männlich","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","1992","Hauptschule","männlich","","","",""
"Min 1x pro Monat","1992","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","1992","Realschule","männlich","","","",""
"Min 1x pro Monat","1992","Realschule","weiblich","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","männlich","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","1992","AkademikerIn","männlich","","","",""
"Min 1x pro Monat","1992","AkademikerIn","weiblich","","","",""
"Seltener","1992","(noch) kein Abschluss","männlich","","","",""
"Seltener","1992","(noch) kein Abschluss","weiblich","","","",""
"Seltener","1992","Hauptschule","männlich","","","",""
"Seltener","1992","Hauptschule","weiblich","","","",""
"Seltener","1992","Realschule","männlich","","","",""
"Seltener","1992","Realschule","weiblich","","","",""
"Seltener","1992","(Fach-)Abitur","männlich","","","",""
"Seltener","1992","(Fach-)Abitur","weiblich","","","",""
"Seltener","1992","AkademikerIn","männlich","","","",""
"Seltener","1992","AkademikerIn","weiblich","","","",""
"Nie","1992","(noch) kein Abschluss","männlich","","","",""
"Nie","1992","(noch) kein Abschluss","weiblich","","","",""
"Nie","1992","Hauptschule","männlich","","","",""
"Nie","1992","Hauptschule","weiblich","","","",""
"Nie","1992","Realschule","männlich","","","",""
"Nie","1992","Realschule","weiblich","","","",""
"Nie","1992","(Fach-)Abitur","männlich","","","",""
"Nie","1992","(Fach-)Abitur","weiblich","","","",""
"Nie","1992","AkademikerIn","männlich","","","",""
"Nie","1992","AkademikerIn","weiblich","","","",""
"Täglich","1993","(noch) kein Abschluss","männlich","","","",""
"Täglich","1993","(noch) kein Abschluss","weiblich","","","",""
"Täglich","1993","Hauptschule","männlich","","","",""
"Täglich","1993","Hauptschule","weiblich","","","",""
"Täglich","1993","Realschule","männlich","","","",""
"Täglich","1993","Realschule","weiblich","","","",""
"Täglich","1993","(Fach-)Abitur","männlich","","","",""
"Täglich","1993","(Fach-)Abitur","weiblich","","","",""
"Täglich","1993","AkademikerIn","männlich","","","",""
"Täglich","1993","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","männlich","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","1993","Hauptschule","männlich","","","",""
"Min 1x pro Woche","1993","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","1993","Realschule","männlich","","","",""
"Min 1x pro Woche","1993","Realschule","weiblich","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","männlich","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","1993","AkademikerIn","männlich","","","",""
"Min 1x pro Woche","1993","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","männlich","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","1993","Hauptschule","männlich","","","",""
"Min 1x pro Monat","1993","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","1993","Realschule","männlich","","","",""
"Min 1x pro Monat","1993","Realschule","weiblich","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","männlich","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","1993","AkademikerIn","männlich","","","",""
"Min 1x pro Monat","1993","AkademikerIn","weiblich","","","",""
"Seltener","1993","(noch) kein Abschluss","männlich","","","",""
"Seltener","1993","(noch) kein Abschluss","weiblich","","","",""
"Seltener","1993","Hauptschule","männlich","","","",""
"Seltener","1993","Hauptschule","weiblich","","","",""
"Seltener","1993","Realschule","männlich","","","",""
"Seltener","1993","Realschule","weiblich","","","",""
"Seltener","1993","(Fach-)Abitur","männlich","","","",""
"Seltener","1993","(Fach-)Abitur","weiblich","","","",""
"Seltener","1993","AkademikerIn","männlich","","","",""
"Seltener","1993","AkademikerIn","weiblich","","","",""
"Nie","1993","(noch) kein Abschluss","männlich","","","",""
"Nie","1993","(noch) kein Abschluss","weiblich","","","",""
"Nie","1993","Hauptschule","männlich","","","",""
"Nie","1993","Hauptschule","weiblich","","","",""
"Nie","1993","Realschule","männlich","","","",""
"Nie","1993","Realschule","weiblich","","","",""
"Nie","1993","(Fach-)Abitur","männlich","","","",""
"Nie","1993","(Fach-)Abitur","weiblich","","","",""
"Nie","1993","AkademikerIn","männlich","","","",""
"Nie","1993","AkademikerIn","weiblich","","","",""
"Täglich","1994","(noch) kein Abschluss","männlich","","","",""
"Täglich","1994","(noch) kein Abschluss","weiblich","","","",""
"Täglich","1994","Hauptschule","männlich","","","",""
"Täglich","1994","Hauptschule","weiblich","","","",""
"Täglich","1994","Realschule","männlich","","","",""
"Täglich","1994","Realschule","weiblich","","","",""
"Täglich","1994","(Fach-)Abitur","männlich","","","",""
"Täglich","1994","(Fach-)Abitur","weiblich","","","",""
"Täglich","1994","AkademikerIn","männlich","","","",""
"Täglich","1994","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","männlich","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","1994","Hauptschule","männlich","","","",""
"Min 1x pro Woche","1994","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","1994","Realschule","männlich","","","",""
"Min 1x pro Woche","1994","Realschule","weiblich","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","männlich","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","1994","AkademikerIn","männlich","","","",""
"Min 1x pro Woche","1994","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","männlich","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","1994","Hauptschule","männlich","","","",""
"Min 1x pro Monat","1994","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","1994","Realschule","männlich","","","",""
"Min 1x pro Monat","1994","Realschule","weiblich","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","männlich","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","1994","AkademikerIn","männlich","","","",""
"Min 1x pro Monat","1994","AkademikerIn","weiblich","","","",""
"Seltener","1994","(noch) kein Abschluss","männlich","","","",""
"Seltener","1994","(noch) kein Abschluss","weiblich","","","",""
"Seltener","1994","Hauptschule","männlich","","","",""
"Seltener","1994","Hauptschule","weiblich","","","",""
"Seltener","1994","Realschule","männlich","","","",""
"Seltener","1994","Realschule","weiblich","","","",""
"Seltener","1994","(Fach-)Abitur","männlich","","","",""
"Seltener","1994","(Fach-)Abitur","weiblich","","","",""
"Seltener","1994","AkademikerIn","männlich","","","",""
"Seltener","1994","AkademikerIn","weiblich","","","",""
"Nie","1994","(noch) kein Abschluss","männlich","","","",""
"Nie","1994","(noch) kein Abschluss","weiblich","","","",""
"Nie","1994","Hauptschule","männlich","","","",""
"Nie","1994","Hauptschule","weiblich","","","",""
"Nie","1994","Realschule","männlich","","","",""
"Nie","1994","Realschule","weiblich","","","",""
"Nie","1994","(Fach-)Abitur","männlich","","","",""
"Nie","1994","(Fach-)Abitur","weiblich","","","",""
