year,pli0089,migback,sex,proportion,n,lower_confidence,upper_confidence
1990,Daily,No migration background,male,0.42105263157894735,18165,0.41387260411604504,0.42823265904184965
1990,Daily,Direct migration background,male,0.3684210526315789,18165,0.361406105337898,0.37543599992525983
1990,Daily,No migration background,female,0.10526315789473684,18165,0.10080018521985529,0.10972613056961839
1990,Daily,Direct migration background,female,0.10526315789473684,18165,0.10080018521985529,0.10972613056961839
1990,At least once per week,No migration background,male,0.4900459418070444,18165,0.48277614462295043,0.4973157389911384
1990,At least once per week,Direct migration background,male,0.22052067381316998,18165,0.2144913955733648,0.22654995205297515
1990,At least once per week,No migration background,female,0.18376722817764166,18165,0.1781350106924183,0.189399445662865
1990,At least once per week,Direct migration background,female,0.05359877488514548,18165,0.05032345706042739,0.05687409270986357
1990,At least once per week,Indirect migration background,male,0.042879019908116385,18165,0.03993294209575818,0.04582509772047459
1990,At least once per week,Indirect migration background,female,0.009188361408882083,18165,0.007800797629804238,0.010575925187959929
1990,At least once per month,No migration background,male,0.48642266824085006,18165,0.4791541113095214,0.4936912251721787
1990,At least once per month,No migration background,female,0.22786304604486424,18165,0.22176314923008705,0.23396294285964142
1990,At least once per month,Direct migration background,male,0.19008264462809918,18165,0.18437666842886696,0.1957886208273314
1990,At least once per month,Direct migration background,female,0.05667060212514758,18165,0.053308205289590946,0.060032998960704215
1990,At least once per month,Indirect migration background,male,0.024793388429752067,18165,0.02253210692322045,0.027054669936283682
1990,At least once per month,Indirect migration background,female,0.014167650531286895,18165,0.012448995076897815,0.015886305985675975
1990,Seldom,No migration background,male,0.43851203501094094,18165,0.4312959879845594,0.44572808203732245
1990,Seldom,No migration background,female,0.34704595185995624,18165,0.3401232891674923,0.3539686145524202
1990,Seldom,Direct migration background,male,0.1212253829321663,18165,0.11647887834833437,0.12597188751599822
1990,Seldom,Direct migration background,female,0.06258205689277899,18165,0.059059727897507776,0.0661043858880502
1990,Seldom,Indirect migration background,male,0.016192560175054705,18165,0.014357073731194964,0.018028046618914446
1990,Seldom,Indirect migration background,female,0.014442013129102845,18165,0.012707037699074438,0.01617698855913125
1990,Never,No migration background,female,0.41943781003123276,18165,0.4122615769993239,0.4266140430631416
1990,Never,No migration background,male,0.25684365239757484,18165,0.2504901545867146,0.2631971502084351
1990,Never,Direct migration background,female,0.17453610141466103,18165,0.1690162161852743,0.18005598664404776
1990,Never,Direct migration background,male,0.1298916038949109,18165,0.12500265396243218,0.1347805538273896
1990,Never,Indirect migration background,female,0.014146610325188316,18165,0.012429213195603469,0.015864007454773163
1990,Never,Indirect migration background,male,0.005144221936432115,18165,0.004103874785666588,0.006184569087197642
1995,Daily,No migration background,male,0.5555555555555556,17246,0.5481393054271173,0.5629718056839939
1995,Daily,Indirect migration background,male,0.2777777777777778,17246,0.2710928602503402,0.2844626953052154
1995,Daily,Direct migration background,male,0.1111111111111111,17246,0.10642066269043488,0.11580155953178733
1995,Daily,No migration background,female,0.05555555555555555,17246,0.05213683316727853,0.05897427794383257
1995,At least once per week,No migration background,male,0.5077639751552795,17246,0.5003024171317292,0.5152255331788298
1995,At least once per week,No migration background,female,0.2096273291925466,17246,0.20355225216936929,0.2157024062157239
1995,At least once per week,Direct migration background,male,0.16925465838509315,17246,0.1636581629597853,0.174851153810401
1995,At least once per week,Indirect migration background,male,0.06677018633540373,17246,0.06304457559525678,0.07049579707555068
1995,At least once per week,Direct migration background,female,0.03260869565217391,17246,0.02995787903853086,0.035259512265816965
1995,At least once per week,Indirect migration background,female,0.013975155279503106,17246,0.012223155163933595,0.015727155395072617
1995,At least once per month,No migration background,male,0.49544072948328266,17246,0.4879785819917704,0.5029028769747949
1995,At least once per month,No migration background,female,0.2502532928064843,17246,0.24378843370170936,0.2567181519112592
1995,At least once per month,Direct migration background,male,0.13272543059777103,17246,0.12766173887526533,0.13778912232027674
1995,At least once per month,Indirect migration background,male,0.04964539007092199,17246,0.04640353058497544,0.052887249556868535
1995,At least once per month,Direct migration background,female,0.04559270516717325,17246,0.042479365994355464,0.04870604433999104
1995,At least once per month,Indirect migration background,female,0.02634245187436677,17246,0.023952203147061223,0.028732700601672316
1995,Seldom,No migration background,male,0.46359712230215827,17246,0.4561544688825715,0.47103977572174505
1995,Seldom,No migration background,female,0.35079136690647483,17246,0.3436689322755595,0.35791380153739016
1995,Seldom,Direct migration background,male,0.10129496402877698,17246,0.09679183495477826,0.1057980931027757
1995,Seldom,Direct migration background,female,0.04892086330935252,17246,0.04570152020740636,0.05214020641129868
1995,Seldom,Indirect migration background,male,0.020719424460431655,17246,0.018593468350593244,0.022845380570270066
1995,Seldom,Indirect migration background,female,0.014676258992805755,17246,0.012881488017461367,0.016471029968150145
1995,Never,No migration background,female,0.45143586470963626,17246,0.44400869042416025,0.45886303899511227
1995,Never,No migration background,male,0.28117421825143585,17246,0.274464389266927,0.2878840472359447
