"pli0089","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Täglich","1990","(noch) kein Abschluss","Hamburg","","","",""
"Täglich","1990","(noch) kein Abschluss","Niedersachsen","1","","",""
"Täglich","1990","(noch) kein Abschluss","Bremen","1","","",""
"Täglich","1990","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Täglich","1990","(noch) kein Abschluss","Hessen","","","",""
"Täglich","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Täglich","1990","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Täglich","1990","(noch) kein Abschluss","Bayern","","","",""
"Täglich","1990","(noch) kein Abschluss","Saarland","","","",""
"Täglich","1990","(noch) kein Abschluss","Berlin","","","",""
"Täglich","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Täglich","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Täglich","1990","(noch) kein Abschluss","Sachsen","","","",""
"Täglich","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Täglich","1990","(noch) kein Abschluss","Thüringen","","","",""
"Täglich","1990","Hauptschule","Schleswig-Holstein","","","",""
"Täglich","1990","Hauptschule","Hamburg","","","",""
"Täglich","1990","Hauptschule","Niedersachsen","1","","",""
"Täglich","1990","Hauptschule","Bremen","","","",""
"Täglich","1990","Hauptschule","Nordrhein-Westfalen","6","","",""
"Täglich","1990","Hauptschule","Hessen","1","","",""
"Täglich","1990","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Täglich","1990","Hauptschule","Baden-Württemberg","1","","",""
"Täglich","1990","Hauptschule","Bayern","4","","",""
"Täglich","1990","Hauptschule","Saarland","","","",""
"Täglich","1990","Hauptschule","Berlin","","","",""
"Täglich","1990","Hauptschule","Brandenburg","","","",""
"Täglich","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Täglich","1990","Hauptschule","Sachsen","","","",""
"Täglich","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Täglich","1990","Hauptschule","Thüringen","","","",""
"Täglich","1990","Realschule","Schleswig-Holstein","","","",""
"Täglich","1990","Realschule","Hamburg","","","",""
"Täglich","1990","Realschule","Niedersachsen","1","","",""
"Täglich","1990","Realschule","Bremen","","","",""
"Täglich","1990","Realschule","Nordrhein-Westfalen","1","","",""
"Täglich","1990","Realschule","Hessen","","","",""
"Täglich","1990","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Täglich","1990","Realschule","Baden-Württemberg","","","",""
"Täglich","1990","Realschule","Bayern","1","","",""
"Täglich","1990","Realschule","Saarland","","","",""
"Täglich","1990","Realschule","Berlin","","","",""
"Täglich","1990","Realschule","Brandenburg","","","",""
"Täglich","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Täglich","1990","Realschule","Sachsen","","","",""
