year,pli0089,age_gr,quintil_oecd,proportion,n,lower_confidence,upper_confidence
1990,Daily,18-29 y.,1st Quintile,0.21052631578947367,18165,0.20459760323752296,0.21645502834142438
1990,Daily,46-65 y.,1st Quintile,0.15789473684210525,18165,0.15259193512801805,0.16319753855619246
1990,Daily,30-45 y.,1st Quintile,0.15789473684210525,18165,0.15259193512801805,0.16319753855619246
1990,Daily,30-45 y.,2nd Quintile,0.10526315789473684,18165,0.10080018521985529,0.10972613056961839
1990,Daily,46-65 y.,4th Quintile,0.10526315789473684,18165,0.10080018521985529,0.10972613056961839
1990,Daily,30-45 y.,3rd Quintile,0.05263157894736842,18165,0.049384289345701,0.055878868549035836
1990,Daily,46-65 y.,2nd Quintile,0.05263157894736842,18165,0.049384289345701,0.055878868549035836
1990,Daily,18-29 y.,3rd Quintile,0.05263157894736842,18165,0.049384289345701,0.055878868549035836
1990,Daily,30-45 y.,4th Quintile,0.05263157894736842,18165,0.049384289345701,0.055878868549035836
1990,Daily,46-65 y.,3rd Quintile,0.05263157894736842,18165,0.049384289345701,0.055878868549035836
1990,At least once per week,18-29 y.,1st Quintile,0.16232771822358347,18165,0.15696516291107676,0.16769027353609017
1990,At least once per week,30-45 y.,1st Quintile,0.12404287901990811,18165,0.11924923573951643,0.1288365223002998
1990,At least once per week,18-29 y.,2nd Quintile,0.12404287901990811,18165,0.11924923573951643,0.1288365223002998
1990,At least once per week,18-29 y.,3rd Quintile,0.11485451761102604,18165,0.11021770291892824,0.11949133230312384
1990,At least once per week,30-45 y.,2nd Quintile,0.10719754977029096,18165,0.10269862753500766,0.11169647200557425
1990,At least once per week,46-65 y.,2nd Quintile,0.06584992343032159,18165,0.062243104550811834,0.06945674230983134
1990,At least once per week,46-65 y.,1st Quintile,0.06431852986217458,18165,0.06075097681669725,0.06788608290765191
1990,At least once per week,30-45 y.,3rd Quintile,0.05972434915773354,18165,0.05627813963575946,0.06317055867970761
1990,At least once per week,46-65 y.,3rd Quintile,0.039816232771822356,18165,0.0369727825264298,0.042659683017214914
1990,At least once per week,18-29 y.,4th Quintile,0.03828483920367534,18165,0.03549438425581604,0.041075294151534644
1990,At least once per week,30-45 y.,4th Quintile,0.030627871362940276,18165,0.028122096536982086,0.03313364618889847
1990,At least once per week,46-65 y.,4th Quintile,0.02450229709035222,18165,0.022253993797845685,0.026750600382858758
1990,At least once per week,46-65 y.,5th Quintile,0.010719754977029096,18165,0.009222173471828238,0.012217336482229954
