year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,,,,,,,,,,,,
1984,Lower Secondary Level,,,,,,,,,,,,
1984,Upper Secondary Level,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,,,,,,,,,,,,
1985,Lower Secondary Level,,,,,,,,,,,,
1985,Upper Secondary Level,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1985,First Stage of Tertiary Education,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,,,,,,,,,,,,
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,,,,,,,,,,,,
1986,Lower Secondary Level,,,,,,,,,,,,
1986,Upper Secondary Level,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1986,First Stage of Tertiary Education,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,,,,,,,,,,,,
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,,,,,,,,,,,,
1987,Lower Secondary Level,,,,,,,,,,,,
1987,Upper Secondary Level,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1987,First Stage of Tertiary Education,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,,,,,,,,,,,,
1988,Pre-primary Level,,,,,,,,,,,,
1988,Primary Level,,,,,,,,,,,,
1988,Lower Secondary Level,,,,,,,,,,,,
1988,Upper Secondary Level,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1988,First Stage of Tertiary Education,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,Pre-primary Level,,,,,,,,,,,,
1989,Primary Level,,,,,,,,,,,,
1989,Lower Secondary Level,,,,,,,,,,,,
1989,Upper Secondary Level,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,First Stage of Tertiary Education,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,,,,,,,,,,,,
1990,Pre-primary Level,,,,,,,,,,,,
1990,Primary Level,,,,,,,,,,,,
1990,Lower Secondary Level,,,,,,,,,,,,
1990,Upper Secondary Level,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1990,First Stage of Tertiary Education,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,,,,,,,,,,,,
1991,Pre-primary Level,,,,,,,,,,,,
1991,Primary Level,,,,,,,,,,,,
1991,Lower Secondary Level,,,,,,,,,,,,
1991,Upper Secondary Level,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,First Stage of Tertiary Education,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,,,,,,,,,,,,
1992,Pre-primary Level,,,,,,,,,,,,
1992,Primary Level,,,,,,,,,,,,
1992,Lower Secondary Level,,,,,,,,,,,,
1992,Upper Secondary Level,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,First Stage of Tertiary Education,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,,,,,,,,,,,,
1993,Pre-primary Level,,,,,,,,,,,,
1993,Primary Level,,,,,,,,,,,,
1993,Lower Secondary Level,,,,,,,,,,,,
1993,Upper Secondary Level,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1993,First Stage of Tertiary Education,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,,,,,,,,,,,,
1994,Pre-primary Level,,,,,,,,,,,,
1994,Primary Level,,,,,,,,,,,,
1994,Lower Secondary Level,,,,,,,,,,,,
1994,Upper Secondary Level,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,First Stage of Tertiary Education,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,,,,,,,,,,,,
1995,Pre-primary Level,,,,,,,,,,,,
1995,Primary Level,,,,,,,,,,,,
1995,Lower Secondary Level,,,,,,,,,,,,
1995,Upper Secondary Level,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1995,First Stage of Tertiary Education,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,,,,,,,,,,,,
1996,Pre-primary Level,,,,,,,,,,,,
1996,Primary Level,,,,,,,,,,,,
1996,Lower Secondary Level,,,,,,,,,,,,
1996,Upper Secondary Level,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1996,First Stage of Tertiary Education,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,,,,,,,,,,,,
1997,Pre-primary Level,,,,,,,,,,,,
1997,Primary Level,,,,,,,,,,,,
1997,Lower Secondary Level,,,,,,,,,,,,
1997,Upper Secondary Level,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1997,First Stage of Tertiary Education,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,,,,,,,,,,,,
1998,Pre-primary Level,,,,,,,,,,,,
1998,Primary Level,,,,,,,,,,,,
1998,Lower Secondary Level,,,,,,,,,,,,
1998,Upper Secondary Level,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1998,First Stage of Tertiary Education,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,,,,,,,,,,,,
1999,Pre-primary Level,,,,,,,,,,,,
1999,Primary Level,,,,,,,,,,,,
1999,Lower Secondary Level,,,,,,,,,,,,
1999,Upper Secondary Level,,,,,,,,,,,,
1999,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1999,First Stage of Tertiary Education,,,,,,,,,,,,
1999,Second Stage of Tertiary Education,,,,,,,,,,,,
2000,Pre-primary Level,,,,,,,,,,,,
2000,Primary Level,,,,,,,,,,,,
2000,Lower Secondary Level,,,,,,,,,,,,
2000,Upper Secondary Level,,,,,,,,,,,,
2000,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2000,First Stage of Tertiary Education,,,,,,,,,,,,
2000,Second Stage of Tertiary Education,,,,,,,,,,,,
2001,Pre-primary Level,,,,,,,,,,,,
2001,Primary Level,,,,,,,,,,,,
2001,Lower Secondary Level,,,,,,,,,,,,
2001,Upper Secondary Level,,,,,,,,,,,,
2001,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2001,First Stage of Tertiary Education,,,,,,,,,,,,
2001,Second Stage of Tertiary Education,,,,,,,,,,,,
2002,Pre-primary Level,70,8.448023005289343,7.896428175489989,8.999617835088698,5.0,6.32632980847377,10.0,1.0,17.5,6.0,2.0,6.0
2002,Primary Level,108,19.108929297584854,18.184500464172633,20.033358130997076,10.0,19.0,21.852276780406317,3.0,39.63069195101579,19.0,18.0,22.025
2002,Lower Secondary Level,927,16.51236502016889,16.22900367174558,16.7957263685922,10.0,18.297104425007596,20.0,1.0,35.0,19.0,19.0,23.0
2002,Upper Secondary Level,3825,17.44028856973072,17.300838224189214,17.579738915272223,10.0,19.0,20.0,1.0,35.0,19.0,18.0,20.0
2002,Post-secondary Non-tertiary Level,344,16.541619871695357,16.079199051555012,17.0040406918357,10.0,19.0,20.0,1.0,35.0,19.0,18.0,23.0
2002,First Stage of Tertiary Education,451,17.169286860920682,16.717203946767594,17.62136977507377,10.0,17.822840372591667,20.0,1.0,35.0,18.0,17.0,21.0
2002,Second Stage of Tertiary Education,881,16.343875547311377,16.032115416074962,16.655635678547792,10.0,15.0,20.0,1.0,35.0,15.0,14.0,15.0
2003,Pre-primary Level,,,,,,,,,,,,
2003,Primary Level,,,,,,,,,,,,
2003,Lower Secondary Level,,,,,,,,,,,,
2003,Upper Secondary Level,,,,,,,,,,,,
2003,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2003,First Stage of Tertiary Education,,,,,,,,,,,,
2003,Second Stage of Tertiary Education,,,,,,,,,,,,
2004,Pre-primary Level,73,8.80570219206938,8.019334359782324,9.592070024356435,3.0,8.757947854296557,11.213759104701317,1.0,23.534397761753294,8.0,6.0,13.0
2004,Primary Level,101,17.28715305033915,16.572940995450754,18.001365105227546,10.0,18.0,20.0,3.0,35.0,18.0,16.0,21.0
2004,Lower Secondary Level,770,16.657427380798072,16.32546603078803,16.989388730808116,10.0,15.0,20.0,1.0,35.0,15.0,11.0,15.0
2004,Upper Secondary Level,3437,16.873474555883462,16.718853603278642,17.02809550848828,10.0,18.0,20.0,1.0,35.0,18.0,17.0,21.0
2004,Post-secondary Non-tertiary Level,325,15.941294636572934,15.433295219310615,16.449294053835253,10.0,15.0,20.0,1.0,35.0,15.0,11.0,15.0
2004,First Stage of Tertiary Education,402,16.435046671635526,15.935713499135163,16.93437984413589,10.0,15.0,20.0,1.0,35.0,15.0,10.0,15.0
2004,Second Stage of Tertiary Education,782,14.920233236131871,14.608209633784107,15.232256838479636,10.0,15.0,20.0,1.0,35.0,15.0,15.0,18.0
2005,Pre-primary Level,,,,,,,,,,,,
2005,Primary Level,,,,,,,,,,,,
2005,Lower Secondary Level,,,,,,,,,,,,
2005,Upper Secondary Level,,,,,,,,,,,,
2005,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2005,First Stage of Tertiary Education,,,,,,,,,,,,
2005,Second Stage of Tertiary Education,,,,,,,,,,,,
2006,Pre-primary Level,81,11.020144457902816,10.257032010343867,11.783256905461766,5.337661492401306,10.0,15.0,1.0,29.493507761398043,10.0,8.0,12.0
2006,Primary Level,97,19.222672963975118,18.21153842044059,20.233807507509646,10.247822368014946,20.0,20.772749073930516,1.0,36.56013913280387,20.0,20.0,23.0
2006,Lower Secondary Level,778,16.089891550491952,15.75538946557558,16.42439363540832,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2006,Upper Secondary Level,3397,16.213076098401004,16.06815664734235,16.35799554945966,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2006,Post-secondary Non-tertiary Level,330,14.949011750875648,14.470051658628403,15.427971843122894,10.0,15.0,20.0,1.0,35.0,15.0,15.0,20.0
2006,First Stage of Tertiary Education,371,15.776655429942851,15.310365209250405,16.242945650635296,10.0,15.0,20.0,1.0,35.0,15.0,13.0,15.0
2006,Second Stage of Tertiary Education,784,14.596099629047394,14.285553032248824,14.906646225845964,8.0,15.0,20.0,1.0,38.0,15.0,15.0,18.0
2007,Pre-primary Level,,,,,,,,,,,,
2007,Primary Level,,,,,,,,,,,,
2007,Lower Secondary Level,,,,,,,,,,,,
2007,Upper Secondary Level,,,,,,,,,,,,
2007,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2007,First Stage of Tertiary Education,,,,,,,,,,,,
2007,Second Stage of Tertiary Education,,,,,,,,,,,,
2008,Pre-primary Level,53,7.858734970177705,7.264717754054681,8.45275218630073,4.707113226717592,7.0,10.0,1.0,17.939330159923614,7.0,5.974999999999994,9.0
2008,Primary Level,78,17.92535919291772,16.73563772365372,19.11508066218172,10.0,15.0,20.0,1.0,35.0,15.0,11.0,18.0
2008,Lower Secondary Level,574,15.723628292805147,15.375696521146223,16.071560064464073,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2008,Upper Secondary Level,2836,15.648762843873213,15.496744083680177,15.800781604066248,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2008,Post-secondary Non-tertiary Level,283,14.303937361381507,13.8175670478432,14.790307674919815,8.0,15.0,20.0,1.0,38.0,15.0,14.949999999999989,20.0
2008,First Stage of Tertiary Education,313,15.61841306684478,15.06707663471926,16.1697494989703,10.0,15.0,20.0,1.0,35.0,15.0,12.0,18.0
2008,Second Stage of Tertiary Education,657,14.548628249374769,14.195665931332288,14.90159056741725,8.0,12.385977260537265,20.0,1.0,38.0,12.0,9.0,12.0
2009,Pre-primary Level,,,,,,,,,,,,
2009,Primary Level,,,,,,,,,,,,
2009,Lower Secondary Level,,,,,,,,,,,,
2009,Upper Secondary Level,,,,,,,,,,,,
2009,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2009,First Stage of Tertiary Education,,,,,,,,,,,,
2009,Second Stage of Tertiary Education,,,,,,,,,,,,
2010,Pre-primary Level,30,12.058134049865485,10.655034475975972,13.461233623754998,6.6225553605259195,12.614594946512,15.0,1.0,27.566166959211124,12.0,8.874999999999972,18.049999999999997
2010,Primary Level,59,15.243955915231101,14.044122021188272,16.44378980927393,6.0,13.981279216091268,20.0,4.0,41.0,13.0,6.0,16.0
2010,Lower Secondary Level,446,14.578943617856197,14.183692944987097,14.974194290725297,9.599252441957987,14.0,20.0,1.0,35.60112133706302,14.0,13.0,16.0
2010,Upper Secondary Level,2390,16.045239693129126,15.873197980972558,16.217281405285696,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
2010,Post-secondary Non-tertiary Level,230,13.903042153904089,13.42955772094237,14.376526586865808,10.0,15.0,20.0,1.0,35.0,15.0,15.0,20.0
2010,First Stage of Tertiary Education,273,14.88794858391018,14.361712607646597,15.414184560173764,10.0,14.0,20.0,1.0,35.0,14.0,12.0,18.0
2010,Second Stage of Tertiary Education,594,13.503004611408937,13.145106553400893,13.86090266941698,6.0,12.0,20.0,1.0,41.0,12.0,9.0,14.0
2011,Pre-primary Level,,,,,,,,,,,,
2011,Primary Level,,,,,,,,,,,,
2011,Lower Secondary Level,,,,,,,,,,,,
2011,Upper Secondary Level,,,,,,,,,,,,
2011,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2011,First Stage of Tertiary Education,,,,,,,,,,,,
2011,Second Stage of Tertiary Education,,,,,,,,,,,,
2012,Pre-primary Level,45,7.934390675940707,7.172997134078225,8.695784217803189,4.339082486174323,6.2525903011962125,10.0,1.0,18.491376270738513,6.0,4.0,7.0
2012,Primary Level,100,17.125663993462044,16.12329179757607,18.12803618934802,10.0,15.0,20.0,2.0,35.0,15.0,10.0,18.0
2012,Lower Secondary Level,606,14.747248767330595,14.428234547473316,15.066262987187873,10.0,15.0,20.0,1.0,35.0,15.0,15.0,18.0
2012,Upper Secondary Level,2884,15.464909415685119,15.31557208155103,15.614246749819207,10.0,15.0,20.0,1.0,35.0,15.0,15.0,15.0
