year,quintil_oecd,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,1st Quintile,"No, never",0.10005,398,1039,0.08179,0.11830
2005,1st Quintile,"Yes, every week",0.04789,182,1039,0.03490,0.06088
2005,1st Quintile,"Yes, every 2 weeks",0.04628,180,1039,0.03350,0.05906
2005,1st Quintile,"Yes, every 3-4 weeks",0.02010,79,1039,0.01156,0.02864
2005,1st Quintile,"Yes, less frequently",0.04710,200,1039,0.03422,0.05999
2005,2nd Quintile,"No, never",0.12501,581,1603,0.10881,0.14120
2005,2nd Quintile,"Yes, every week",0.05028,239,1603,0.03958,0.06098
2005,2nd Quintile,"Yes, every 2 weeks",0.05541,261,1603,0.04421,0.06661
2005,2nd Quintile,"Yes, every 3-4 weeks",0.03716,156,1603,0.02790,0.04643
2005,2nd Quintile,"Yes, less frequently",0.07736,366,1603,0.06428,0.09044
2005,3rd Quintile,"No, never",0.16520,781,2075,0.14921,0.18118
2005,3rd Quintile,"Yes, every week",0.06586,270,2075,0.05518,0.07653
2005,3rd Quintile,"Yes, every 2 weeks",0.07441,333,2075,0.06312,0.08570
2005,3rd Quintile,"Yes, every 3-4 weeks",0.04047,202,2075,0.03199,0.04895
2005,3rd Quintile,"Yes, less frequently",0.10957,489,2075,0.09613,0.12302
2005,4th Quintile,"No, never",0.20407,1045,2641,0.18870,0.21945
2005,4th Quintile,"Yes, every week",0.07125,329,2641,0.06143,0.08106
2005,4th Quintile,"Yes, every 2 weeks",0.07663,365,2641,0.06649,0.08678
2005,4th Quintile,"Yes, every 3-4 weeks",0.04178,230,2641,0.03415,0.04942
2005,4th Quintile,"Yes, less frequently",0.13193,672,2641,0.11903,0.14484
2005,5th Quintile,"No, never",0.21383,1471,4064,0.20122,0.22643
2005,5th Quintile,"Yes, every week",0.08958,582,4064,0.08080,0.09837
2005,5th Quintile,"Yes, every 2 weeks",0.06836,451,4064,0.06060,0.07612
2005,5th Quintile,"Yes, every 3-4 weeks",0.05972,377,4064,0.05243,0.06700
2005,5th Quintile,"Yes, less frequently",0.18046,1183,4064,0.16863,0.19228
2007,1st Quintile,"No, never",0.10902,446,1111,0.09068,0.12735
2007,1st Quintile,"Yes, every week",0.04590,177,1111,0.03359,0.05821
2007,1st Quintile,"Yes, every 2 weeks",0.04566,198,1111,0.03338,0.05795
2007,1st Quintile,"Yes, every 3-4 weeks",0.02019,90,1111,0.01192,0.02847
2007,1st Quintile,"Yes, less frequently",0.05035,200,1111,0.03748,0.06321
2007,2nd Quintile,"No, never",0.13353,599,1663,0.11717,0.14988
2007,2nd Quintile,"Yes, every week",0.05724,264,1663,0.04607,0.06840
2007,2nd Quintile,"Yes, every 2 weeks",0.05741,277,1663,0.04623,0.06860
2007,2nd Quintile,"Yes, every 3-4 weeks",0.03846,169,1663,0.02921,0.04771
2007,2nd Quintile,"Yes, less frequently",0.07324,354,1663,0.06072,0.08577
2007,3rd Quintile,"No, never",0.16426,775,2123,0.14849,0.18002
2007,3rd Quintile,"Yes, every week",0.06269,282,2123,0.05238,0.07301
2007,3rd Quintile,"Yes, every 2 weeks",0.08148,367,2123,0.06984,0.09313
2007,3rd Quintile,"Yes, every 3-4 weeks",0.04863,209,2123,0.03948,0.05778
2007,3rd Quintile,"Yes, less frequently",0.10330,490,2123,0.09035,0.11625
2007,4th Quintile,"No, never",0.19305,1006,2729,0.17824,0.20786
2007,4th Quintile,"Yes, every week",0.06521,343,2729,0.05594,0.07447
2007,4th Quintile,"Yes, every 2 weeks",0.08770,422,2729,0.07708,0.09831
2007,4th Quintile,"Yes, every 3-4 weeks",0.04951,253,2729,0.04137,0.05765
2007,4th Quintile,"Yes, less frequently",0.14485,705,2729,0.13164,0.15805
2007,5th Quintile,"No, never",0.20777,1326,3850,0.19496,0.22059
2007,5th Quintile,"Yes, every week",0.10334,623,3850,0.09372,0.11296
2007,5th Quintile,"Yes, every 2 weeks",0.07363,426,3850,0.06538,0.08189
2007,5th Quintile,"Yes, every 3-4 weeks",0.06541,390,3850,0.05759,0.07322
2007,5th Quintile,"Yes, less frequently",0.17200,1085,3850,0.16007,0.18392
2009,1st Quintile,"No, never",0.11040,408,1026,0.09121,0.12958
2009,1st Quintile,"Yes, every week",0.06488,194,1026,0.04980,0.07996
2009,1st Quintile,"Yes, every 2 weeks",0.04807,171,1026,0.03498,0.06117
2009,1st Quintile,"Yes, every 3-4 weeks",0.02039,77,1026,0.01174,0.02904
2009,1st Quintile,"Yes, less frequently",0.04693,176,1026,0.03398,0.05987
2009,2nd Quintile,"No, never",0.13202,532,1425,0.11444,0.14960
2009,2nd Quintile,"Yes, every week",0.05206,210,1425,0.04053,0.06360
2009,2nd Quintile,"Yes, every 2 weeks",0.06484,251,1425,0.05205,0.07763
2009,2nd Quintile,"Yes, every 3-4 weeks",0.03259,126,1425,0.02337,0.04181
2009,2nd Quintile,"Yes, less frequently",0.07990,306,1425,0.06582,0.09399
2009,3rd Quintile,"No, never",0.17620,691,1981,0.15942,0.19298
2009,3rd Quintile,"Yes, every week",0.07038,268,1981,0.05912,0.08165
2009,3rd Quintile,"Yes, every 2 weeks",0.08026,330,1981,0.06830,0.09223
2009,3rd Quintile,"Yes, every 3-4 weeks",0.04206,171,1981,0.03322,0.05091
2009,3rd Quintile,"Yes, less frequently",0.12526,521,1981,0.11068,0.13984
2009,4th Quintile,"No, never",0.20582,900,2422,0.18972,0.22193
2009,4th Quintile,"Yes, every week",0.07366,327,2422,0.06325,0.08406
2009,4th Quintile,"Yes, every 2 weeks",0.08161,336,2422,0.07070,0.09251
2009,4th Quintile,"Yes, every 3-4 weeks",0.04833,224,2422,0.03979,0.05688
2009,4th Quintile,"Yes, less frequently",0.14468,635,2422,0.13066,0.15869
2009,5th Quintile,"No, never",0.21883,1146,3331,0.20479,0.23287
2009,5th Quintile,"Yes, every week",0.10599,561,3331,0.09554,0.11645
2009,5th Quintile,"Yes, every 2 weeks",0.07527,367,3331,0.06631,0.08423
2009,5th Quintile,"Yes, every 3-4 weeks",0.06058,313,3331,0.05248,0.06869
2009,5th Quintile,"Yes, less frequently",0.18480,944,3331,0.17162,0.19799
2011,1st Quintile,"No, never",0.11399,760,1921,0.09978,0.12821
2011,1st Quintile,"Yes, every week",0.04489,325,1921,0.03563,0.05415
2011,1st Quintile,"Yes, every 2 weeks",0.05392,349,1921,0.04381,0.06402
2011,1st Quintile,"Yes, every 3-4 weeks",0.01959,171,1921,0.01339,0.02579
2011,1st Quintile,"Yes, less frequently",0.04894,316,1921,0.03929,0.05859
2011,2nd Quintile,"No, never",0.14443,926,2506,0.13066,0.15819
2011,2nd Quintile,"Yes, every week",0.05561,351,2506,0.04664,0.06459
2011,2nd Quintile,"Yes, every 2 weeks",0.08198,479,2506,0.07124,0.09272
2011,2nd Quintile,"Yes, every 3-4 weeks",0.03520,242,2506,0.02798,0.04242
2011,2nd Quintile,"Yes, less frequently",0.07545,508,2506,0.06511,0.08579
2011,3rd Quintile,"No, never",0.17304,950,2562,0.15839,0.18769
2011,3rd Quintile,"Yes, every week",0.07127,352,2562,0.06131,0.08124
2011,3rd Quintile,"Yes, every 2 weeks",0.07168,435,2562,0.06169,0.08167
2011,3rd Quintile,"Yes, every 3-4 weeks",0.05252,233,2562,0.04388,0.06116
2011,3rd Quintile,"Yes, less frequently",0.11302,592,2562,0.10076,0.12529
2011,4th Quintile,"No, never",0.22335,1109,2786,0.20788,0.23882
2011,4th Quintile,"Yes, every week",0.07288,335,2786,0.06323,0.08254
2011,4th Quintile,"Yes, every 2 weeks",0.08482,405,2786,0.07447,0.09517
2011,4th Quintile,"Yes, every 3-4 weeks",0.05482,251,2786,0.04637,0.06328
2011,4th Quintile,"Yes, less frequently",0.13852,686,2786,0.12569,0.15135
2011,5th Quintile,"No, never",0.23643,1260,3394,0.22213,0.25073
2011,5th Quintile,"Yes, every week",0.10084,529,3394,0.09071,0.11098
2011,5th Quintile,"Yes, every 2 weeks",0.06287,355,3394,0.05470,0.07103
2011,5th Quintile,"Yes, every 3-4 weeks",0.06206,332,3394,0.05394,0.07018
2011,5th Quintile,"Yes, less frequently",0.17597,918,3394,0.16316,0.18878
2013,1st Quintile,"No, never",0.10033,873,2297,0.08804,0.11262
2013,1st Quintile,"Yes, every week",0.05530,402,2297,0.04595,0.06465
2013,1st Quintile,"Yes, every 2 weeks",0.05674,457,2297,0.04727,0.06620
2013,1st Quintile,"Yes, every 3-4 weeks",0.02783,190,2297,0.02110,0.03456
2013,1st Quintile,"Yes, less frequently",0.04930,375,2297,0.04044,0.05815
2013,2nd Quintile,"No, never",0.14868,1162,2956,0.13586,0.16151
2013,2nd Quintile,"Yes, every week",0.05716,397,2956,0.04879,0.06553
2013,2nd Quintile,"Yes, every 2 weeks",0.06966,539,2956,0.06048,0.07884
2013,2nd Quintile,"Yes, every 3-4 weeks",0.03680,264,2956,0.03001,0.04359
2013,2nd Quintile,"Yes, less frequently",0.07775,594,2956,0.06809,0.08740
2013,3rd Quintile,"No, never",0.17997,1203,3034,0.16630,0.19364
2013,3rd Quintile,"Yes, every week",0.05690,344,3034,0.04865,0.06514
2013,3rd Quintile,"Yes, every 2 weeks",0.08641,514,3034,0.07641,0.09641
2013,3rd Quintile,"Yes, every 3-4 weeks",0.04042,276,3034,0.03341,0.04743
2013,3rd Quintile,"Yes, less frequently",0.10347,697,3034,0.09263,0.11431
2013,4th Quintile,"No, never",0.21126,1319,3348,0.19743,0.22509
2013,4th Quintile,"Yes, every week",0.06248,404,3348,0.05428,0.07068
2013,4th Quintile,"Yes, every 2 weeks",0.08627,479,3348,0.07675,0.09578
2013,4th Quintile,"Yes, every 3-4 weeks",0.04990,288,3348,0.04252,0.05727
2013,4th Quintile,"Yes, less frequently",0.15258,858,3348,0.14040,0.16476
2013,5th Quintile,"No, never",0.22854,1439,3881,0.21533,0.24176
2013,5th Quintile,"Yes, every week",0.09015,545,3881,0.08114,0.09916
2013,5th Quintile,"Yes, every 2 weeks",0.06885,421,3881,0.06089,0.07682
2013,5th Quintile,"Yes, every 3-4 weeks",0.05770,340,3881,0.05036,0.06504
2013,5th Quintile,"Yes, less frequently",0.19790,1136,3881,0.18536,0.21043
2015,1st Quintile,"No, never",0.12360,864,2216,0.10990,0.13731
2015,1st Quintile,"Yes, every week",0.05824,389,2216,0.04849,0.06799
2015,1st Quintile,"Yes, every 2 weeks",0.06904,443,2216,0.05848,0.07960
2015,1st Quintile,"Yes, every 3-4 weeks",0.01908,157,2216,0.01338,0.02478
2015,1st Quintile,"Yes, less frequently",0.04675,363,2216,0.03796,0.05554
2015,2nd Quintile,"No, never",0.14903,1129,2974,0.13623,0.16183
2015,2nd Quintile,"Yes, every week",0.05824,427,2974,0.04982,0.06665
2015,2nd Quintile,"Yes, every 2 weeks",0.07365,561,2974,0.06426,0.08304
2015,2nd Quintile,"Yes, every 3-4 weeks",0.03327,245,2974,0.02682,0.03972
2015,2nd Quintile,"Yes, less frequently",0.08176,612,2974,0.07191,0.09161
2015,3rd Quintile,"No, never",0.19732,1287,3102,0.18332,0.21133
2015,3rd Quintile,"Yes, every week",0.06275,370,3102,0.05421,0.07128
2015,3rd Quintile,"Yes, every 2 weeks",0.08783,514,3102,0.07787,0.09779
2015,3rd Quintile,"Yes, every 3-4 weeks",0.04255,267,3102,0.03544,0.04965
2015,3rd Quintile,"Yes, less frequently",0.10948,664,3102,0.09849,0.12047
2015,4th Quintile,"No, never",0.22489,1353,3342,0.21073,0.23905
2015,4th Quintile,"Yes, every week",0.06309,394,3342,0.05484,0.07133
2015,4th Quintile,"Yes, every 2 weeks",0.08969,460,3342,0.08000,0.09938
2015,4th Quintile,"Yes, every 3-4 weeks",0.05228,295,3342,0.04473,0.05983
2015,4th Quintile,"Yes, less frequently",0.15228,840,3342,0.14010,0.16446
2015,5th Quintile,"No, never",0.23949,1416,3657,0.22565,0.25332
2015,5th Quintile,"Yes, every week",0.08998,488,3657,0.08071,0.09926
2015,5th Quintile,"Yes, every 2 weeks",0.07145,380,3657,0.06310,0.07980
2015,5th Quintile,"Yes, every 3-4 weeks",0.06464,340,3657,0.05667,0.07261
2015,5th Quintile,"Yes, less frequently",0.18814,1033,3657,0.17547,0.20081
2017,1st Quintile,"No, never",0.13726,904,2105,0.12256,0.15197
2017,1st Quintile,"Yes, every week",0.05701,399,2105,0.04710,0.06691
2017,1st Quintile,"Yes, every 2 weeks",0.04431,355,2105,0.03552,0.05311
2017,1st Quintile,"Yes, every 3-4 weeks",0.02087,180,2105,0.01476,0.02698
2017,1st Quintile,"Yes, less frequently",0.04311,267,2105,0.03443,0.05179
2017,2nd Quintile,"No, never",0.16646,1152,2837,0.15275,0.18017
2017,2nd Quintile,"Yes, every week",0.05561,381,2837,0.04718,0.06405
2017,2nd Quintile,"Yes, every 2 weeks",0.07755,529,2837,0.06771,0.08739
2017,2nd Quintile,"Yes, every 3-4 weeks",0.04188,325,2837,0.03451,0.04925
